.HEADER
..NAMES
Time,V U2.F7
.DATA
0.0e+000,0.3213
3.86e-011,0.3213
7.72e-011,0.3213
1.157e-010,0.3213
1.543e-010,0.3213
1.929e-010,0.3213
2.314e-010,0.3213
2.700e-010,0.3213
3.086e-010,0.3213
3.472e-010,0.3213
3.857e-010,0.3213
4.243e-010,0.3213
4.629e-010,0.3213
5.015e-010,0.3213
5.401e-010,0.3213
5.786e-010,0.3213
6.172e-010,0.3213
6.558e-010,0.3213
6.944e-010,0.3213
7.329e-010,0.3213
7.715e-010,0.3213
8.101e-010,0.3213
8.486e-010,0.3213
8.872e-010,0.3213
9.258e-010,0.3213
9.644e-010,0.3213
1.0029e-009,0.3213
1.0415e-009,0.3213
1.0801e-009,0.3213
1.1187e-009,0.3214
1.1572e-009,0.3226
1.1958e-009,0.3290
1.2344e-009,0.3485
1.2730e-009,0.3941
1.3115e-009,0.4731
1.3501e-009,0.5807
1.3887e-009,0.6973
1.4273e-009,0.7990
1.4658e-009,0.8875
1.5044e-009,0.9606
1.5430e-009,1.0164
1.5816e-009,1.0564
1.6202e-009,1.0853
1.6587e-009,1.1061
1.6973e-009,1.1214
1.7359e-009,1.1337
1.7745e-009,1.1455
1.8130e-009,1.1568
1.8516e-009,1.1662
1.8902e-009,1.1716
1.9288e-009,1.1724
1.9673e-009,1.1721
2.0059e-009,1.1722
2.0445e-009,1.1722
2.0830e-009,1.1721
2.1216e-009,1.1725
2.1602e-009,1.1733
2.1988e-009,1.1740
2.2374e-009,1.1748
2.2759e-009,1.1758
2.3145e-009,1.1766
2.3531e-009,1.1769
2.3916e-009,1.1769
2.4302e-009,1.1765
2.4688e-009,1.1764
2.5074e-009,1.1768
2.5459e-009,1.1770
2.5845e-009,1.1772
2.6231e-009,1.1773
2.6617e-009,1.1774
2.7003e-009,1.1774
2.7388e-009,1.1774
2.7774e-009,1.1774
2.8160e-009,1.1775
2.8545e-009,1.1774
2.8931e-009,1.1773
2.9317e-009,1.1773
2.9703e-009,1.1773
3.0089e-009,1.1774
3.0474e-009,1.1775
3.0860e-009,1.1774
3.1246e-009,1.1774
3.1631e-009,1.1774
3.2017e-009,1.1774
3.2403e-009,1.1774
3.2789e-009,1.1774
3.3175e-009,1.1774
3.3560e-009,1.1774
3.3946e-009,1.1774
3.4332e-009,1.1774
3.4717e-009,1.1776
3.5103e-009,1.1795
3.5489e-009,1.1826
3.5875e-009,1.1792
3.6260e-009,1.1564
3.6646e-009,1.0971
3.7032e-009,1.0026
3.7418e-009,0.8941
3.7803e-009,0.7789
3.8189e-009,0.6655
3.8575e-009,0.5672
3.8961e-009,0.4909
3.9346e-009,0.4367
3.9732e-009,0.3996
4.0118e-009,0.3756
4.0504e-009,0.3611
4.0890e-009,0.3513
4.1275e-009,0.3423
4.1661e-009,0.3324
4.2047e-009,0.3234
4.2433e-009,0.3183
4.2818e-009,0.3164
4.3204e-009,0.3160
4.3590e-009,0.3175
4.3975e-009,0.3204
4.4361e-009,0.3231
4.4747e-009,0.3246
4.5133e-009,0.3251
4.5519e-009,0.3250
4.5904e-009,0.3244
4.6290e-009,0.3234
4.6676e-009,0.3223
4.7062e-009,0.3218
4.7447e-009,0.3218
4.7833e-009,0.3221
4.8219e-009,0.3222
4.8604e-009,0.3222
4.8990e-009,0.3228
4.9376e-009,0.3271
4.9762e-009,0.3416
5.0147e-009,0.3786
5.0533e-009,0.4486
5.0919e-009,0.5496
5.1305e-009,0.6671
5.1691e-009,0.7732
5.2076e-009,0.8653
5.2462e-009,0.9430
5.2848e-009,1.0035
5.3234e-009,1.0472
5.3619e-009,1.0836
5.4005e-009,1.1268
5.4391e-009,1.1468
5.4776e-009,1.1529
5.5162e-009,1.1355
5.5548e-009,1.0754
5.5934e-009,0.9780
5.6320e-009,0.8652
5.6705e-009,0.7432
5.7091e-009,0.6287
5.7477e-009,0.5348
5.7863e-009,0.4654
5.8248e-009,0.4176
5.8634e-009,0.3869
5.9020e-009,0.3691
5.9405e-009,0.3566
5.9791e-009,0.3468
6.0177e-009,0.3388
6.0563e-009,0.3295
6.0948e-009,0.3207
6.1334e-009,0.3160
6.1720e-009,0.3144
6.2106e-009,0.3149
6.2492e-009,0.3176
6.2877e-009,0.3213
6.3263e-009,0.3256
6.3649e-009,0.3358
6.4035e-009,0.3617
6.4420e-009,0.4156
6.4806e-009,0.5020
6.5192e-009,0.6144
6.5577e-009,0.7276
6.5963e-009,0.8251
6.6349e-009,0.9101
6.6735e-009,0.9789
6.7121e-009,1.0300
6.7506e-009,1.0671
6.7892e-009,1.1077
6.8278e-009,1.1409
6.8664e-009,1.1518
6.9049e-009,1.1480
6.9435e-009,1.1096
6.9821e-009,1.0268
7.0206e-009,0.9200
7.0592e-009,0.8013
7.0978e-009,0.6809
7.1364e-009,0.5764
7.1749e-009,0.4954
7.2135e-009,0.4380
7.2521e-009,0.3994
7.2907e-009,0.3763
7.3293e-009,0.3622
7.3678e-009,0.3510
7.4064e-009,0.3425
7.4450e-009,0.3341
7.4835e-009,0.3245
7.5221e-009,0.3177
7.5607e-009,0.3149
7.5993e-009,0.3143
7.6379e-009,0.3161
7.6764e-009,0.3195
7.7150e-009,0.3228
7.7536e-009,0.3247
7.7922e-009,0.3255
7.8307e-009,0.3253
7.8693e-009,0.3243
7.9079e-009,0.3233
7.9464e-009,0.3225
7.9850e-009,0.3218
8.0236e-009,0.3215
8.0622e-009,0.3218
8.1008e-009,0.3222
8.1393e-009,0.3223
8.1779e-009,0.3227
8.2165e-009,0.3264
8.2550e-009,0.3392
8.2936e-009,0.3731
8.3322e-009,0.4395
8.3708e-009,0.5375
8.4093e-009,0.6547
8.4479e-009,0.7627
8.4865e-009,0.8561
8.5251e-009,0.9355
8.5637e-009,0.9979
8.6022e-009,1.0432
8.6408e-009,1.0757
8.6794e-009,1.0991
8.7179e-009,1.1162
8.7565e-009,1.1292
8.7951e-009,1.1410
8.8337e-009,1.1527
8.8722e-009,1.1631
8.9108e-009,1.1703
8.9494e-009,1.1725
8.9880e-009,1.1722
9.0266e-009,1.1722
9.0651e-009,1.1723
9.1037e-009,1.1724
9.1423e-009,1.1761
9.1808e-009,1.1801
9.2194e-009,1.1759
9.2580e-009,1.1506
9.2966e-009,1.0873
9.3352e-009,0.9905
9.3737e-009,0.8812
9.4123e-009,0.7653
9.4509e-009,0.6525
9.4895e-009,0.5563
9.5280e-009,0.4829
9.5666e-009,0.4314
9.6052e-009,0.3962
9.6437e-009,0.3737
9.6823e-009,0.3600
9.7209e-009,0.3503
9.7595e-009,0.3412
9.7981e-009,0.3313
9.8366e-009,0.3226
9.8752e-009,0.3179
9.9138e-009,0.3162
9.9524e-009,0.3159
9.9909e-009,0.3177
1.00295e-008,0.3208
1.00681e-008,0.3234
1.01066e-008,0.3248
1.01452e-008,0.3252
1.01838e-008,0.3250
1.02224e-008,0.3243
1.02610e-008,0.3232
1.02995e-008,0.3222
1.03381e-008,0.3218
1.03767e-008,0.3218
1.04152e-008,0.3221
1.04538e-008,0.3222
1.04924e-008,0.3222
1.05310e-008,0.3222
1.05695e-008,0.3220
1.06081e-008,0.3217
1.06467e-008,0.3215
1.06853e-008,0.3213
1.07239e-008,0.3213
1.07624e-008,0.3213
1.08010e-008,0.3213
1.08396e-008,0.3214
1.08781e-008,0.3215
1.09167e-008,0.3215
1.09553e-008,0.3215
1.09939e-008,0.3219
1.10324e-008,0.3261
1.10710e-008,0.3400
1.11096e-008,0.3758
1.11482e-008,0.4442
1.11868e-008,0.5437
1.12253e-008,0.6610
1.12639e-008,0.7679
1.13025e-008,0.8605
1.13410e-008,0.9389
1.13796e-008,1.0004
1.14182e-008,1.0450
1.14568e-008,1.0770
1.14953e-008,1.1001
1.15339e-008,1.1169
1.15725e-008,1.1299
1.16111e-008,1.1417
1.16497e-008,1.1534
1.16882e-008,1.1636
1.17268e-008,1.1705
1.17654e-008,1.1725
1.18039e-008,1.1722
1.18425e-008,1.1722
1.18811e-008,1.1723
1.19197e-008,1.1721
1.19583e-008,1.1724
1.19968e-008,1.1731
1.20354e-008,1.1738
1.20740e-008,1.1746
1.21126e-008,1.1755
1.21511e-008,1.1764
1.21897e-008,1.1769
1.22283e-008,1.1770
1.22668e-008,1.1767
1.23054e-008,1.1764
1.23440e-008,1.1767
1.23826e-008,1.1770
1.24212e-008,1.1772
1.24597e-008,1.1773
1.24983e-008,1.1774
1.25369e-008,1.1775
1.25755e-008,1.1774
1.26140e-008,1.1775
1.26526e-008,1.1775
1.26912e-008,1.1775
1.27297e-008,1.1774
1.27683e-008,1.1773
1.28069e-008,1.1773
1.28455e-008,1.1774
1.28841e-008,1.1775
1.29226e-008,1.1775
1.29612e-008,1.1775
1.29998e-008,1.1775
1.30383e-008,1.1774
1.30769e-008,1.1774
1.31155e-008,1.1774
1.31541e-008,1.1775
1.31926e-008,1.1774
1.32312e-008,1.1774
1.32698e-008,1.1774
1.33084e-008,1.1775
1.33470e-008,1.1775
1.33855e-008,1.1775
1.34241e-008,1.1775
1.34627e-008,1.1775
1.35012e-008,1.1775
1.35398e-008,1.1775
1.35784e-008,1.1775
1.36170e-008,1.1775
1.36555e-008,1.1775
1.36941e-008,1.1775
1.37327e-008,1.1775
1.37713e-008,1.1775
1.38099e-008,1.1782
1.38484e-008,1.1813
1.38870e-008,1.1823
1.39256e-008,1.1710
1.39641e-008,1.1307
1.40027e-008,1.0508
1.40413e-008,0.9468
1.40799e-008,0.8347
1.41185e-008,0.7185
1.41570e-008,0.6117
1.41956e-008,0.5245
1.42342e-008,0.4601
1.42728e-008,0.4156
1.43113e-008,0.3857
1.43499e-008,0.3672
1.43885e-008,0.3557
1.44270e-008,0.3467
1.44656e-008,0.3373
1.45042e-008,0.3274
1.45428e-008,0.3203
1.45814e-008,0.3171
1.46199e-008,0.3160
1.46585e-008,0.3166
1.46971e-008,0.3190
1.47357e-008,0.3220
1.47742e-008,0.3241
1.48128e-008,0.3250
1.48514e-008,0.3252
1.48899e-008,0.3248
1.49285e-008,0.3239
1.49671e-008,0.3228
1.50057e-008,0.3220
1.50443e-008,0.3218
1.50828e-008,0.3220
1.51214e-008,0.3222
1.51600e-008,0.3222
1.51985e-008,0.3224
1.52371e-008,0.3243
1.52757e-008,0.3327
1.53143e-008,0.3571
1.53528e-008,0.4108
1.53914e-008,0.4978
1.54300e-008,0.6105
1.54686e-008,0.7244
1.55071e-008,0.8226
1.55457e-008,0.9077
1.55843e-008,0.9767
1.56229e-008,1.0281
1.56615e-008,1.0655
1.57000e-008,1.1064
1.57386e-008,1.1401
1.57772e-008,1.1515
1.58158e-008,1.1481
1.58543e-008,1.1100
1.58929e-008,1.0275
1.59315e-008,0.9206
1.59701e-008,0.8018
1.60086e-008,0.6814
1.60472e-008,0.5767
1.60858e-008,0.4956
1.61243e-008,0.4382
1.61629e-008,0.3996
1.62015e-008,0.3765
1.62401e-008,0.3623
1.62786e-008,0.3512
1.63172e-008,0.3426
1.63558e-008,0.3342
1.63944e-008,0.3246
1.64329e-008,0.3178
1.64715e-008,0.3149
1.65101e-008,0.3143
1.65487e-008,0.3161
1.65873e-008,0.3195
1.66258e-008,0.3233
1.66644e-008,0.3297
1.67030e-008,0.3466
1.67416e-008,0.3857
1.67801e-008,0.4567
1.68187e-008,0.5583
1.68573e-008,0.6753
1.68959e-008,0.7799
1.69344e-008,0.8711
1.69730e-008,0.9481
1.70116e-008,1.0076
1.70501e-008,1.0504
1.70887e-008,1.0861
1.71273e-008,1.1286
1.71659e-008,1.1477
1.72044e-008,1.1527
1.72430e-008,1.1334
1.72816e-008,1.0711
1.73202e-008,0.9727
1.73588e-008,0.8595
1.73973e-008,0.7374
1.74359e-008,0.6238
1.74745e-008,0.5311
1.75131e-008,0.4628
1.75516e-008,0.4143
1.75902e-008,0.3772
1.76288e-008,0.3673
1.76674e-008,0.3792
1.77059e-008,0.4196
1.77445e-008,0.4969
1.77831e-008,0.6037
1.78216e-008,0.7134
1.78602e-008,0.8150
1.78988e-008,0.9052
1.79374e-008,0.9785
1.79759e-008,1.0336
1.80145e-008,1.0746
1.80531e-008,1.1179
1.80917e-008,1.1453
