.HEADER
..NAMES
Time,V U3.H7
.DATA
0.0e+000,1.1775
3.86e-011,1.1775
7.72e-011,1.1775
1.157e-010,1.1775
1.543e-010,1.1775
1.929e-010,1.1775
2.314e-010,1.1775
2.700e-010,1.1775
3.086e-010,1.1775
3.472e-010,1.1775
3.857e-010,1.1775
4.243e-010,1.1775
4.629e-010,1.1775
5.015e-010,1.1775
5.401e-010,1.1775
5.786e-010,1.1775
6.172e-010,1.1775
6.558e-010,1.1775
6.944e-010,1.1775
7.329e-010,1.1775
7.715e-010,1.1775
8.101e-010,1.1775
8.486e-010,1.1775
8.872e-010,1.1775
9.258e-010,1.1775
9.644e-010,1.1775
1.0029e-009,1.1785
1.0415e-009,1.1810
1.0801e-009,1.1815
1.1187e-009,1.1698
1.1572e-009,1.1295
1.1958e-009,1.0509
1.2344e-009,0.9448
1.2730e-009,0.8291
1.3115e-009,0.7147
1.3501e-009,0.6100
1.3887e-009,0.5228
1.4273e-009,0.4569
1.4658e-009,0.4092
1.5044e-009,0.3759
1.5430e-009,0.3615
1.5816e-009,0.3772
1.6202e-009,0.4292
1.6587e-009,0.5219
1.6973e-009,0.6428
1.7359e-009,0.7630
1.7745e-009,0.8647
1.8130e-009,0.9457
1.8516e-009,1.0075
1.8902e-009,1.0541
1.9288e-009,1.0924
1.9673e-009,1.1286
2.0059e-009,1.1575
2.0445e-009,1.1672
2.0830e-009,1.1485
2.1216e-009,1.0839
2.1602e-009,0.9773
2.1988e-009,0.8542
2.2374e-009,0.7317
2.2759e-009,0.6216
2.3145e-009,0.5322
2.3531e-009,0.4636
2.3916e-009,0.4148
2.4302e-009,0.3803
2.4688e-009,0.3604
2.5074e-009,0.3651
2.5459e-009,0.4037
2.5845e-009,0.4837
2.6231e-009,0.6001
2.6617e-009,0.7258
2.7003e-009,0.8359
2.7388e-009,0.9243
2.7774e-009,0.9922
2.8160e-009,1.0425
2.8545e-009,1.0809
2.8931e-009,1.1183
2.9317e-009,1.1498
2.9703e-009,1.1659
3.0089e-009,1.1588
3.0474e-009,1.1097
3.0860e-009,1.0144
3.1246e-009,0.8939
3.1631e-009,0.7694
3.2017e-009,0.6539
3.2403e-009,0.5576
3.2789e-009,0.4827
3.3175e-009,0.4282
3.3560e-009,0.3893
3.3946e-009,0.3647
3.4332e-009,0.3603
3.4717e-009,0.3873
3.5103e-009,0.4539
3.5489e-009,0.5606
3.5875e-009,0.6869
3.6260e-009,0.8035
3.6646e-009,0.8986
3.7032e-009,0.9729
3.7418e-009,1.0283
3.7803e-009,1.0691
3.8189e-009,1.1059
3.8575e-009,1.1392
3.8961e-009,1.1627
3.9346e-009,1.1643
3.9732e-009,1.1302
4.0118e-009,1.0487
4.0504e-009,0.9330
4.0890e-009,0.8083
4.1275e-009,0.6888
4.1661e-009,0.5856
4.2047e-009,0.5042
4.2433e-009,0.4434
4.2818e-009,0.4030
4.3204e-009,0.3769
4.3590e-009,0.3568
4.3975e-009,0.3417
4.4361e-009,0.3302
4.4747e-009,0.3206
4.5133e-009,0.3154
4.5519e-009,0.3150
4.5904e-009,0.3174
4.6290e-009,0.3211
4.6676e-009,0.3239
4.7062e-009,0.3253
4.7447e-009,0.3263
4.7833e-009,0.3288
4.8219e-009,0.3391
4.8604e-009,0.3691
4.8990e-009,0.4301
4.9376e-009,0.5247
4.9762e-009,0.6402
5.0147e-009,0.7524
5.0533e-009,0.8467
5.0919e-009,0.9240
5.1305e-009,0.9868
5.1691e-009,1.0358
5.2076e-009,1.0765
5.2462e-009,1.1174
5.2848e-009,1.1509
5.3234e-009,1.1639
5.3619e-009,1.1496
5.4005e-009,1.0896
5.4391e-009,0.9868
5.4776e-009,0.8659
5.5162e-009,0.7442
5.5548e-009,0.6335
5.5934e-009,0.5427
5.6320e-009,0.4718
5.6705e-009,0.4213
5.7091e-009,0.3892
5.7477e-009,0.3660
5.7863e-009,0.3479
5.8248e-009,0.3350
5.8634e-009,0.3245
5.9020e-009,0.3172
5.9405e-009,0.3150
5.9791e-009,0.3162
6.0177e-009,0.3194
6.0563e-009,0.3227
6.0948e-009,0.3245
6.1334e-009,0.3255
6.1720e-009,0.3259
6.2106e-009,0.3251
6.2492e-009,0.3239
6.2877e-009,0.3231
6.3263e-009,0.3226
6.3649e-009,0.3225
6.4035e-009,0.3226
6.4420e-009,0.3226
6.4806e-009,0.3222
6.5192e-009,0.3217
6.5577e-009,0.3211
6.5963e-009,0.3207
6.6349e-009,0.3216
6.6735e-009,0.3269
6.7121e-009,0.3440
6.7506e-009,0.3846
6.7892e-009,0.4577
6.8278e-009,0.5617
6.8664e-009,0.6786
6.9049e-009,0.7858
6.9435e-009,0.8744
6.9821e-009,0.9475
7.0206e-009,1.0062
7.0592e-009,1.0509
7.0978e-009,1.0838
7.1364e-009,1.1076
7.1749e-009,1.1264
7.2135e-009,1.1419
7.2521e-009,1.1534
7.2907e-009,1.1615
7.3293e-009,1.1662
7.3678e-009,1.1672
7.4064e-009,1.1667
7.4450e-009,1.1670
7.4835e-009,1.1683
7.5221e-009,1.1700
7.5607e-009,1.1724
7.5993e-009,1.1766
7.6379e-009,1.1798
7.6764e-009,1.1725
7.7150e-009,1.1396
7.7536e-009,1.0685
7.7922e-009,0.9666
7.8307e-009,0.8521
7.8693e-009,0.7375
7.9079e-009,0.6305
7.9464e-009,0.5397
7.9850e-009,0.4693
8.0236e-009,0.4200
8.0622e-009,0.3872
8.1008e-009,0.3639
8.1393e-009,0.3472
8.1779e-009,0.3350
8.2165e-009,0.3252
8.2550e-009,0.3187
8.2936e-009,0.3166
8.3322e-009,0.3175
8.3708e-009,0.3198
8.4093e-009,0.3221
8.4479e-009,0.3239
8.4865e-009,0.3253
8.5251e-009,0.3258
8.5637e-009,0.3251
8.6022e-009,0.3240
8.6408e-009,0.3232
8.6794e-009,0.3227
8.7179e-009,0.3225
8.7565e-009,0.3225
8.7951e-009,0.3224
8.8337e-009,0.3220
8.8722e-009,0.3215
8.9108e-009,0.3210
8.9494e-009,0.3208
8.9880e-009,0.3223
9.0266e-009,0.3292
9.0651e-009,0.3500
9.1037e-009,0.3971
9.1423e-009,0.4773
9.1808e-009,0.5861
9.2194e-009,0.7024
9.2580e-009,0.8059
9.2966e-009,0.8910
9.3352e-009,0.9610
9.3737e-009,1.0166
9.4123e-009,1.0587
9.4509e-009,1.0894
9.4895e-009,1.1119
9.5280e-009,1.1300
9.5666e-009,1.1446
9.6052e-009,1.1553
9.6437e-009,1.1628
9.6823e-009,1.1667
9.7209e-009,1.1671
9.7595e-009,1.1667
9.7981e-009,1.1672
9.8366e-009,1.1686
9.8752e-009,1.1703
9.9138e-009,1.1732
9.9524e-009,1.1775
9.9909e-009,1.1795
1.00295e-008,1.1684
1.00681e-008,1.1280
1.01066e-008,1.0491
1.01452e-008,0.9431
1.01838e-008,0.8279
1.02224e-008,0.7141
1.02610e-008,0.6100
1.02995e-008,0.5232
1.03381e-008,0.4573
1.03767e-008,0.4095
1.04152e-008,0.3760
1.04538e-008,0.3614
1.04924e-008,0.3769
1.05310e-008,0.4288
1.05695e-008,0.5215
1.06081e-008,0.6426
1.06467e-008,0.7629
1.06853e-008,0.8646
1.07239e-008,0.9455
1.07624e-008,1.0073
1.08010e-008,1.0539
1.08396e-008,1.0922
1.08781e-008,1.1284
1.09167e-008,1.1574
1.09553e-008,1.1671
1.09939e-008,1.1487
1.10324e-008,1.0843
1.10710e-008,0.9780
1.11096e-008,0.8549
1.11482e-008,0.7323
1.11868e-008,0.6221
1.12253e-008,0.5326
1.12639e-008,0.4639
1.13025e-008,0.4162
1.13410e-008,0.3858
1.13796e-008,0.3636
1.14182e-008,0.3465
1.14568e-008,0.3341
1.14953e-008,0.3238
1.15339e-008,0.3167
1.15725e-008,0.3148
1.16111e-008,0.3163
1.16497e-008,0.3197
1.16882e-008,0.3230
1.17268e-008,0.3248
1.17654e-008,0.3257
1.18039e-008,0.3260
1.18425e-008,0.3251
1.18811e-008,0.3238
1.19197e-008,0.3230
1.19583e-008,0.3225
1.19968e-008,0.3225
1.20354e-008,0.3226
1.20740e-008,0.3226
1.21126e-008,0.3222
1.21511e-008,0.3216
1.21897e-008,0.3210
1.22283e-008,0.3207
1.22668e-008,0.3219
1.23054e-008,0.3279
1.23440e-008,0.3468
1.23826e-008,0.3906
1.24212e-008,0.4672
1.24597e-008,0.5736
1.24983e-008,0.6903
1.25369e-008,0.7958
1.25755e-008,0.8826
1.26140e-008,0.9542
1.26526e-008,1.0114
1.26912e-008,1.0547
1.27297e-008,1.0866
1.27683e-008,1.1097
1.28069e-008,1.1282
1.28455e-008,1.1432
1.28841e-008,1.1543
1.29226e-008,1.1621
1.29612e-008,1.1664
1.29998e-008,1.1672
1.30383e-008,1.1667
1.30769e-008,1.1671
1.31155e-008,1.1684
1.31541e-008,1.1701
1.31926e-008,1.1714
1.32312e-008,1.1724
1.32698e-008,1.1735
1.33084e-008,1.1744
1.33470e-008,1.1750
1.33855e-008,1.1752
1.34241e-008,1.1754
1.34627e-008,1.1757
1.35012e-008,1.1761
1.35398e-008,1.1767
1.35784e-008,1.1772
1.36170e-008,1.1774
1.36555e-008,1.1774
1.36941e-008,1.1773
1.37327e-008,1.1773
1.37713e-008,1.1773
1.38099e-008,1.1773
1.38484e-008,1.1773
1.38870e-008,1.1773
1.39256e-008,1.1774
1.39641e-008,1.1774
1.40027e-008,1.1774
1.40413e-008,1.1774
1.40799e-008,1.1774
1.41185e-008,1.1777
1.41570e-008,1.1796
1.41956e-008,1.1819
1.42342e-008,1.1772
1.42728e-008,1.1512
1.43113e-008,1.0890
1.43499e-008,0.9924
1.43885e-008,0.8791
1.44270e-008,0.7632
1.44656e-008,0.6531
1.45042e-008,0.5578
1.45428e-008,0.4825
1.45814e-008,0.4289
1.46199e-008,0.3931
1.46585e-008,0.3683
1.46971e-008,0.3504
1.47357e-008,0.3376
1.47742e-008,0.3273
1.48128e-008,0.3199
1.48514e-008,0.3167
1.48899e-008,0.3170
1.49285e-008,0.3192
1.49671e-008,0.3216
1.50057e-008,0.3236
1.50443e-008,0.3251
1.50828e-008,0.3269
1.51214e-008,0.3327
1.51600e-008,0.3517
1.51985e-008,0.3968
1.52371e-008,0.4755
1.52757e-008,0.5836
1.53143e-008,0.7001
1.53528e-008,0.8040
1.53914e-008,0.8890
1.54300e-008,0.9587
1.54686e-008,1.0143
1.55071e-008,1.0571
1.55457e-008,1.0986
1.55843e-008,1.1360
1.56229e-008,1.1602
1.56615e-008,1.1611
1.57000e-008,1.1243
1.57386e-008,1.0401
1.57772e-008,0.9247
1.58158e-008,0.8019
1.58543e-008,0.6846
1.58929e-008,0.5835
1.59315e-008,0.5033
1.59701e-008,0.4429
1.60086e-008,0.4028
1.60472e-008,0.3764
1.60858e-008,0.3559
1.61243e-008,0.3408
1.61629e-008,0.3294
1.62015e-008,0.3201
1.62401e-008,0.3154
1.62786e-008,0.3153
1.63172e-008,0.3177
1.63558e-008,0.3212
1.63944e-008,0.3239
1.64329e-008,0.3251
1.64715e-008,0.3258
1.65101e-008,0.3256
1.65487e-008,0.3245
1.65873e-008,0.3234
1.66258e-008,0.3228
1.66644e-008,0.3225
1.67030e-008,0.3226
1.67416e-008,0.3227
1.67801e-008,0.3224
1.68187e-008,0.3219
1.68573e-008,0.3213
1.68959e-008,0.3208
1.69344e-008,0.3209
1.69730e-008,0.3235
1.70116e-008,0.3337
1.70501e-008,0.3614
1.70887e-008,0.4185
1.71273e-008,0.5088
1.71659e-008,0.6227
1.72044e-008,0.7367
1.72430e-008,0.8342
1.72816e-008,0.9144
1.73202e-008,0.9799
1.73588e-008,1.0311
1.73973e-008,1.0694
1.74359e-008,1.0971
1.74745e-008,1.1179
1.75131e-008,1.1349
1.75516e-008,1.1483
1.75902e-008,1.1580
1.76288e-008,1.1644
1.76674e-008,1.1671
1.77059e-008,1.1670
1.77445e-008,1.1667
1.77831e-008,1.1676
1.78216e-008,1.1691
1.78602e-008,1.1709
1.78988e-008,1.1744
1.79374e-008,1.1788
1.79759e-008,1.1781
1.80145e-008,1.1597
1.80531e-008,1.1074
1.80917e-008,1.0180
1.81302e-008,0.9076
1.81688e-008,0.7920
1.82074e-008,0.6802
1.82460e-008,0.5808
1.82846e-008,0.5004
1.83231e-008,0.4412
1.83617e-008,0.4013
1.84003e-008,0.3742
1.84389e-008,0.3545
1.84774e-008,0.3405
1.85160e-008,0.3297
1.85546e-008,0.3213
1.85932e-008,0.3171
1.86317e-008,0.3168
1.86703e-008,0.3186
1.87089e-008,0.3210
1.87474e-008,0.3231
1.87860e-008,0.3247
1.88246e-008,0.3257
1.88632e-008,0.3255
1.89017e-008,0.3245
1.89403e-008,0.3235
1.89789e-008,0.3229
1.90175e-008,0.3225
1.90560e-008,0.3225
1.90946e-008,0.3225
1.91332e-008,0.3222
1.91718e-008,0.3218
1.92104e-008,0.3212
