.HEADER
..NAMES
Time,V U2.F8
.DATA
0.0e+000,0.3208
3.86e-011,0.3208
7.72e-011,0.3208
1.157e-010,0.3208
1.543e-010,0.3208
1.929e-010,0.3208
2.314e-010,0.3208
2.700e-010,0.3208
3.086e-010,0.3208
3.472e-010,0.3208
3.857e-010,0.3208
4.243e-010,0.3208
4.629e-010,0.3208
5.015e-010,0.3208
5.401e-010,0.3208
5.786e-010,0.3208
6.172e-010,0.3208
6.558e-010,0.3208
6.944e-010,0.3208
7.329e-010,0.3208
7.715e-010,0.3208
8.101e-010,0.3208
8.486e-010,0.3208
8.872e-010,0.3208
9.258e-010,0.3208
9.644e-010,0.3208
1.0029e-009,0.3208
1.0415e-009,0.3208
1.0801e-009,0.3208
1.1187e-009,0.3208
1.1572e-009,0.3214
1.1958e-009,0.3267
1.2344e-009,0.3443
1.2730e-009,0.3884
1.3115e-009,0.4699
1.3501e-009,0.5817
1.3887e-009,0.7036
1.4273e-009,0.8015
1.4658e-009,0.8800
1.5044e-009,0.9492
1.5430e-009,1.0065
1.5816e-009,1.0489
1.6202e-009,1.0794
1.6587e-009,1.1015
1.6973e-009,1.1175
1.7359e-009,1.1291
1.7745e-009,1.1385
1.8130e-009,1.1493
1.8516e-009,1.1607
1.8902e-009,1.1703
1.9288e-009,1.1735
1.9673e-009,1.1715
2.0059e-009,1.1708
2.0445e-009,1.1721
2.0830e-009,1.1735
2.1216e-009,1.1785
2.1602e-009,1.1826
2.1988e-009,1.1747
2.2374e-009,1.1389
2.2759e-009,1.0569
2.3145e-009,0.9443
2.3531e-009,0.8336
2.3916e-009,0.7242
2.4302e-009,0.6201
2.4688e-009,0.5329
2.5074e-009,0.4693
2.5459e-009,0.4261
2.5845e-009,0.3875
2.6231e-009,0.3678
2.6617e-009,0.3839
2.7003e-009,0.4296
2.7388e-009,0.5100
2.7774e-009,0.6174
2.8160e-009,0.7250
2.8545e-009,0.8158
2.8931e-009,0.8993
2.9317e-009,0.9685
2.9703e-009,1.0223
3.0089e-009,1.0622
3.0474e-009,1.0926
3.0860e-009,1.1127
3.1246e-009,1.1247
3.1631e-009,1.1359
3.2017e-009,1.1465
3.2403e-009,1.1559
3.2789e-009,1.1653
3.3175e-009,1.1722
3.3560e-009,1.1733
3.3946e-009,1.1731
3.4332e-009,1.1737
3.4717e-009,1.1740
3.5103e-009,1.1739
3.5489e-009,1.1742
3.5875e-009,1.1748
3.6260e-009,1.1747
3.6646e-009,1.1749
3.7032e-009,1.1758
3.7418e-009,1.1766
3.7803e-009,1.1774
3.8189e-009,1.1783
3.8575e-009,1.1779
3.8961e-009,1.1772
3.9346e-009,1.1772
3.9732e-009,1.1776
4.0118e-009,1.1777
4.0504e-009,1.1778
4.0890e-009,1.1779
4.1275e-009,1.1780
4.1661e-009,1.1778
4.2047e-009,1.1779
4.2433e-009,1.1780
4.2818e-009,1.1780
4.3204e-009,1.1781
4.3590e-009,1.1781
4.3975e-009,1.1778
4.4361e-009,1.1784
4.4747e-009,1.1823
4.5133e-009,1.1846
4.5519e-009,1.1726
4.5904e-009,1.1279
4.6290e-009,1.0367
4.6676e-009,0.9218
4.7062e-009,0.8113
4.7447e-009,0.7015
4.7833e-009,0.6008
4.8219e-009,0.5192
4.8604e-009,0.4607
4.8990e-009,0.4194
4.9376e-009,0.3811
4.9762e-009,0.3692
5.0147e-009,0.3909
5.0533e-009,0.4441
5.0919e-009,0.5311
5.1305e-009,0.6416
5.1691e-009,0.7452
5.2076e-009,0.8341
5.2462e-009,0.9151
5.2848e-009,0.9812
5.3234e-009,1.0321
5.3619e-009,1.0698
5.4005e-009,1.0980
5.4391e-009,1.1157
5.4776e-009,1.1272
5.5162e-009,1.1385
5.5548e-009,1.1488
5.5934e-009,1.1582
5.6320e-009,1.1674
5.6705e-009,1.1732
5.7091e-009,1.1734
5.7477e-009,1.1734
5.7863e-009,1.1740
5.8248e-009,1.1744
5.8634e-009,1.1777
5.9020e-009,1.1834
5.9405e-009,1.1794
5.9791e-009,1.1523
6.0177e-009,1.0830
6.0563e-009,0.9754
6.0948e-009,0.8625
6.1334e-009,0.7530
6.1720e-009,0.6464
6.2106e-009,0.5544
6.2492e-009,0.4845
6.2877e-009,0.4367
6.3263e-009,0.3969
6.3649e-009,0.3689
6.4035e-009,0.3775
6.4420e-009,0.4142
6.4806e-009,0.4854
6.5192e-009,0.5873
6.5577e-009,0.6986
6.5963e-009,0.7926
6.6349e-009,0.8783
6.6735e-009,0.9516
6.7121e-009,1.0097
6.7506e-009,1.0530
6.7892e-009,1.0857
6.8278e-009,1.1084
6.8664e-009,1.1218
6.9049e-009,1.1332
6.9435e-009,1.1442
6.9821e-009,1.1536
7.0206e-009,1.1630
7.0592e-009,1.1711
7.0978e-009,1.1737
7.1364e-009,1.1731
7.1749e-009,1.1737
7.2135e-009,1.1742
7.2521e-009,1.1753
7.2907e-009,1.1812
7.3293e-009,1.1831
7.3678e-009,1.1692
7.4064e-009,1.1219
7.4450e-009,1.0293
7.4835e-009,0.9150
7.5221e-009,0.8050
7.5607e-009,0.6958
7.5993e-009,0.5956
7.6379e-009,0.5146
7.6764e-009,0.4571
7.7150e-009,0.4163
7.7536e-009,0.3783
7.7922e-009,0.3696
7.8307e-009,0.3927
7.8693e-009,0.4474
7.9079e-009,0.5358
7.9464e-009,0.6471
7.9850e-009,0.7498
8.0236e-009,0.8385
8.0622e-009,0.9187
8.1008e-009,0.9841
8.1393e-009,1.0341
8.1779e-009,1.0727
8.2165e-009,1.1218
8.2550e-009,1.1514
8.2936e-009,1.1511
8.3322e-009,1.1347
8.3708e-009,1.0751
8.4093e-009,0.9734
8.4479e-009,0.8628
8.4865e-009,0.7484
8.5251e-009,0.6363
8.5637e-009,0.5450
8.6022e-009,0.4779
8.6408e-009,0.4314
8.6794e-009,0.3973
8.7179e-009,0.3755
8.7565e-009,0.3633
8.7951e-009,0.3514
8.8337e-009,0.3433
8.8722e-009,0.3371
8.9108e-009,0.3275
8.9494e-009,0.3201
8.9880e-009,0.3180
9.0266e-009,0.3166
9.0651e-009,0.3167
9.1037e-009,0.3194
9.1423e-009,0.3236
9.1808e-009,0.3331
9.2194e-009,0.3585
9.2580e-009,0.4149
9.2966e-009,0.5065
9.3352e-009,0.6228
9.3737e-009,0.7399
9.4123e-009,0.8285
9.4509e-009,0.9033
9.4895e-009,0.9695
9.5280e-009,1.0228
9.5666e-009,1.0607
9.6052e-009,1.1007
9.6437e-009,1.1458
9.6823e-009,1.1530
9.7209e-009,1.1454
9.7595e-009,1.1061
9.7981e-009,1.0216
9.8366e-009,0.9125
9.8752e-009,0.8012
9.9138e-009,0.6844
9.9524e-009,0.5812
9.9909e-009,0.5032
1.00295e-008,0.4495
1.00681e-008,0.4110
1.01066e-008,0.3833
1.01452e-008,0.3685
1.01838e-008,0.3569
1.02224e-008,0.3463
1.02610e-008,0.3398
1.02995e-008,0.3318
1.03381e-008,0.3228
1.03767e-008,0.3187
1.04152e-008,0.3171
1.04538e-008,0.3159
1.04924e-008,0.3175
1.05310e-008,0.3213
1.05695e-008,0.3275
1.06081e-008,0.3435
1.06467e-008,0.3834
1.06853e-008,0.4590
1.07239e-008,0.5651
1.07624e-008,0.6867
1.08010e-008,0.7893
1.08396e-008,0.8687
1.08781e-008,0.9394
1.09167e-008,0.9994
1.09553e-008,1.0441
1.09939e-008,1.0785
1.10324e-008,1.1273
1.10710e-008,1.1529
1.11096e-008,1.1512
1.11482e-008,1.1299
1.11868e-008,1.0669
1.12253e-008,0.9648
1.12639e-008,0.8547
1.13025e-008,0.7395
1.13410e-008,0.6273
1.13796e-008,0.5369
1.14182e-008,0.4724
1.14568e-008,0.4280
1.14953e-008,0.3947
1.15339e-008,0.3741
1.15725e-008,0.3626
1.16111e-008,0.3508
1.16497e-008,0.3426
1.16882e-008,0.3360
1.17268e-008,0.3267
1.17654e-008,0.3199
1.18039e-008,0.3179
1.18425e-008,0.3162
1.18811e-008,0.3164
1.19197e-008,0.3193
1.19583e-008,0.3239
1.19968e-008,0.3339
1.20354e-008,0.3604
1.20740e-008,0.4186
1.21126e-008,0.5118
1.21511e-008,0.6289
1.21897e-008,0.7448
1.22283e-008,0.8324
1.22668e-008,0.9069
1.23054e-008,0.9726
1.23440e-008,1.0249
