.HEADER
..NAMES
Time,V U5.P2
.DATA
0.0e+000,1.0901
3.67e-011,1.0901
7.33e-011,1.0901
1.100e-010,1.0901
1.467e-010,1.0901
1.834e-010,1.0901
2.201e-010,1.0901
2.567e-010,1.0901
2.934e-010,1.0901
3.301e-010,1.0901
3.667e-010,1.0901
4.034e-010,1.0901
4.401e-010,1.0901
4.768e-010,1.0902
5.135e-010,1.0906
5.501e-010,1.0918
5.868e-010,1.0940
6.235e-010,1.0951
6.601e-010,1.0887
6.968e-010,1.0637
7.335e-010,1.0097
7.702e-010,0.9267
8.068e-010,0.8242
8.435e-010,0.7144
8.802e-010,0.6128
9.169e-010,0.5352
9.536e-010,0.4890
9.902e-010,0.4706
1.0269e-009,0.4699
1.0636e-009,0.4753
1.1003e-009,0.4775
1.1369e-009,0.4726
1.1736e-009,0.4619
1.2103e-009,0.4496
1.2469e-009,0.4397
1.2836e-009,0.4349
1.3203e-009,0.4351
1.3570e-009,0.4379
1.3936e-009,0.4406
1.4303e-009,0.4416
1.4670e-009,0.4401
1.5037e-009,0.4371
1.5403e-009,0.4373
1.5770e-009,0.4495
1.6137e-009,0.4864
1.6504e-009,0.5550
1.6871e-009,0.6509
1.7237e-009,0.7552
1.7604e-009,0.8491
1.7971e-009,0.9193
1.8338e-009,0.9575
1.8704e-009,0.9625
1.9071e-009,0.9464
1.9438e-009,0.9264
1.9805e-009,0.9161
2.0171e-009,0.9210
2.0538e-009,0.9385
2.0905e-009,0.9605
2.1272e-009,0.9783
2.1638e-009,0.9868
2.2005e-009,0.9850
2.2372e-009,0.9762
2.2738e-009,0.9656
2.3105e-009,0.9584
2.3472e-009,0.9575
2.3839e-009,0.9630
2.4205e-009,0.9741
2.4572e-009,0.9897
2.4939e-009,1.0063
2.5306e-009,1.0160
2.5672e-009,1.0053
2.6039e-009,0.9604
2.6406e-009,0.8814
2.6773e-009,0.7821
2.7139e-009,0.6782
2.7506e-009,0.5851
2.7873e-009,0.5186
