.HEADER
..NAMES
Time,V U5.C3
.DATA
0.0e+000,0.3211
3.86e-011,0.3211
7.72e-011,0.3211
1.157e-010,0.3211
1.543e-010,0.3211
1.929e-010,0.3211
2.314e-010,0.3211
2.700e-010,0.3211
3.086e-010,0.3211
3.472e-010,0.3211
3.857e-010,0.3211
4.243e-010,0.3211
4.629e-010,0.3211
5.015e-010,0.3211
5.401e-010,0.3211
5.786e-010,0.3211
6.172e-010,0.3211
6.558e-010,0.3211
6.944e-010,0.3211
7.329e-010,0.3211
7.715e-010,0.3228
8.101e-010,0.3302
8.486e-010,0.3529
8.872e-010,0.4038
9.258e-010,0.4897
9.644e-010,0.6033
1.0029e-009,0.7195
1.0415e-009,0.8170
1.0801e-009,0.8943
1.1187e-009,0.9606
1.1572e-009,1.0153
1.1958e-009,1.0569
1.2344e-009,1.0875
1.2730e-009,1.1102
1.3115e-009,1.1273
1.3501e-009,1.1410
1.3887e-009,1.1518
1.4273e-009,1.1605
1.4658e-009,1.1672
1.5044e-009,1.1701
1.5430e-009,1.1691
1.5816e-009,1.1679
1.6202e-009,1.1690
1.6587e-009,1.1709
1.6973e-009,1.1722
1.7359e-009,1.1730
1.7745e-009,1.1738
1.8130e-009,1.1746
1.8516e-009,1.1753
1.8902e-009,1.1758
1.9288e-009,1.1761
1.9673e-009,1.1766
2.0059e-009,1.1769
2.0445e-009,1.1768
2.0830e-009,1.1769
2.1216e-009,1.1775
2.1602e-009,1.1780
2.1988e-009,1.1779
2.2374e-009,1.1777
2.2759e-009,1.1777
2.3145e-009,1.1778
2.3531e-009,1.1778
2.3916e-009,1.1778
2.4302e-009,1.1778
2.4688e-009,1.1778
2.5074e-009,1.1778
2.5459e-009,1.1778
2.5845e-009,1.1778
2.6231e-009,1.1783
2.6617e-009,1.1808
2.7003e-009,1.1833
2.7388e-009,1.1765
2.7774e-009,1.1439
2.8160e-009,1.0705
2.8545e-009,0.9641
2.8931e-009,0.8487
2.9317e-009,0.7373
2.9703e-009,0.6327
3.0089e-009,0.5434
3.0474e-009,0.4754
3.0860e-009,0.4275
3.1246e-009,0.3941
3.1631e-009,0.3705
3.2017e-009,0.3533
3.2403e-009,0.3416
3.2789e-009,0.3326
3.3175e-009,0.3242
3.3560e-009,0.3182
3.3946e-009,0.3173
3.4332e-009,0.3195
3.4717e-009,0.3215
3.5103e-009,0.3229
3.5489e-009,0.3246
3.5875e-009,0.3273
3.6260e-009,0.3351
3.6646e-009,0.3586
3.7032e-009,0.4111
3.7418e-009,0.4988
3.7803e-009,0.6135
3.8189e-009,0.7287
3.8575e-009,0.8242
3.8961e-009,0.9004
3.9346e-009,0.9658
3.9732e-009,1.0190
4.0118e-009,1.0596
4.0504e-009,1.1030
4.0890e-009,1.1421
4.1275e-009,1.1625
4.1661e-009,1.1536
4.2047e-009,1.1103
4.2433e-009,1.0196
4.2818e-009,0.9013
4.3204e-009,0.7824
4.3590e-009,0.6703
4.3975e-009,0.5709
4.4361e-009,0.4960
4.4747e-009,0.4420
4.5133e-009,0.3992
4.5519e-009,0.3710
4.5904e-009,0.3646
4.6290e-009,0.3892
4.6676e-009,0.4495
4.7062e-009,0.5504
4.7447e-009,0.6715
4.7833e-009,0.7834
4.8219e-009,0.8750
4.8604e-009,0.9509
4.8990e-009,1.0103
4.9376e-009,1.0556
4.9762e-009,1.0969
5.0147e-009,1.1364
5.0533e-009,1.1623
5.0919e-009,1.1623
5.1305e-009,1.1331
5.1691e-009,1.0572
5.2076e-009,0.9448
5.2462e-009,0.8237
5.2848e-009,0.7081
5.3234e-009,0.6016
5.3619e-009,0.5176
5.4005e-009,0.4565
5.4391e-009,0.4131
5.4776e-009,0.3841
5.5162e-009,0.3647
5.5548e-009,0.3488
5.5934e-009,0.3370
5.6320e-009,0.3287
5.6705e-009,0.3214
5.7091e-009,0.3162
5.7477e-009,0.3161
5.7863e-009,0.3190
5.8248e-009,0.3215
5.8634e-009,0.3236
5.9020e-009,0.3258
5.9405e-009,0.3285
5.9791e-009,0.3382
6.0177e-009,0.3667
6.0563e-009,0.4262
6.0948e-009,0.5207
6.1334e-009,0.6385
6.1720e-009,0.7510
6.2106e-009,0.8414
6.2492e-009,0.9149
6.2877e-009,0.9781
6.3263e-009,1.0285
6.3649e-009,1.0676
6.4035e-009,1.1119
6.4420e-009,1.1485
6.4806e-009,1.1625
6.5192e-009,1.1482
6.5577e-009,1.0951
6.5963e-009,0.9960
6.6349e-009,0.8759
6.6735e-009,0.7585
6.7121e-009,0.6477
6.7506e-009,0.5531
6.7892e-009,0.4832
6.8278e-009,0.4328
6.8664e-009,0.3967
6.9049e-009,0.3736
6.9435e-009,0.3564
6.9821e-009,0.3422
7.0206e-009,0.3321
7.0592e-009,0.3246
7.0978e-009,0.3180
7.1364e-009,0.3156
7.1749e-009,0.3177
7.2135e-009,0.3207
7.2521e-009,0.3226
7.2907e-009,0.3249
7.3293e-009,0.3269
7.3678e-009,0.3319
7.4064e-009,0.3498
7.4450e-009,0.3937
7.4835e-009,0.4719
7.5221e-009,0.5815
7.5607e-009,0.7000
7.5993e-009,0.8015
7.6379e-009,0.8814
7.6764e-009,0.9495
7.7150e-009,1.0062
7.7536e-009,1.0496
7.7922e-009,1.0819
