.HEADER
..NAMES
Time,V U4.H8
.DATA
0.0e+000,1.1780
3.86e-011,1.1780
7.72e-011,1.1780
1.157e-010,1.1780
1.543e-010,1.1780
1.929e-010,1.1780
2.314e-010,1.1780
2.700e-010,1.1780
3.086e-010,1.1780
3.472e-010,1.1780
3.857e-010,1.1780
4.243e-010,1.1780
4.629e-010,1.1780
5.015e-010,1.1780
5.401e-010,1.1780
5.786e-010,1.1780
6.172e-010,1.1780
6.558e-010,1.1780
6.944e-010,1.1780
7.329e-010,1.1780
7.715e-010,1.1780
8.101e-010,1.1780
8.486e-010,1.1784
8.872e-010,1.1808
9.258e-010,1.1836
9.644e-010,1.1775
1.0029e-009,1.1456
1.0415e-009,1.0718
1.0801e-009,0.9630
1.1187e-009,0.8445
1.1572e-009,0.7321
1.1958e-009,0.6296
1.2344e-009,0.5425
1.2730e-009,0.4750
1.3115e-009,0.4259
1.3501e-009,0.3857
1.3887e-009,0.3632
1.4273e-009,0.3718
1.4658e-009,0.4192
1.5044e-009,0.5077
1.5430e-009,0.6284
1.5816e-009,0.7535
1.6202e-009,0.8534
1.6587e-009,0.9273
1.6973e-009,0.9863
1.7359e-009,1.0360
1.7745e-009,1.0751
1.8130e-009,1.1031
1.8516e-009,1.1232
1.8902e-009,1.1385
1.9288e-009,1.1491
1.9673e-009,1.1565
2.0059e-009,1.1630
2.0445e-009,1.1664
2.0830e-009,1.1655
2.1216e-009,1.1640
2.1602e-009,1.1654
2.1988e-009,1.1685
2.2374e-009,1.1709
2.2759e-009,1.1722
2.3145e-009,1.1732
2.3531e-009,1.1740
2.3916e-009,1.1744
2.4302e-009,1.1748
2.4688e-009,1.1757
2.5074e-009,1.1764
2.5459e-009,1.1764
2.5845e-009,1.1766
2.6231e-009,1.1774
2.6617e-009,1.1779
2.7003e-009,1.1779
2.7388e-009,1.1777
2.7774e-009,1.1776
2.8160e-009,1.1777
2.8545e-009,1.1777
2.8931e-009,1.1777
2.9317e-009,1.1779
2.9703e-009,1.1779
3.0089e-009,1.1778
3.0474e-009,1.1777
3.0860e-009,1.1778
3.1246e-009,1.1779
3.1631e-009,1.1778
3.2017e-009,1.1785
3.2403e-009,1.1813
3.2789e-009,1.1834
3.3175e-009,1.1735
3.3560e-009,1.1337
3.3946e-009,1.0510
3.4332e-009,0.9381
3.4717e-009,0.8201
3.5103e-009,0.7097
3.5489e-009,0.6098
3.5875e-009,0.5265
3.6260e-009,0.4633
3.6646e-009,0.4166
3.7032e-009,0.3793
3.7418e-009,0.3616
3.7803e-009,0.3787
3.8189e-009,0.4340
3.8575e-009,0.5309
3.8961e-009,0.6554
3.9346e-009,0.7768
3.9732e-009,0.8706
4.0118e-009,0.9405
4.0504e-009,0.9974
4.0890e-009,1.0451
4.1275e-009,1.0817
4.1661e-009,1.1077
4.2047e-009,1.1267
4.2433e-009,1.1410
4.2818e-009,1.1507
4.3204e-009,1.1579
4.3590e-009,1.1640
4.3975e-009,1.1664
4.4361e-009,1.1649
4.4747e-009,1.1639
4.5133e-009,1.1659
4.5519e-009,1.1691
4.5904e-009,1.1714
4.6290e-009,1.1754
4.6676e-009,1.1804
4.7062e-009,1.1788
4.7447e-009,1.1553
4.7833e-009,1.0930
4.8219e-009,0.9919
4.8604e-009,0.8744
4.8990e-009,0.7599
4.9376e-009,0.6548
4.9762e-009,0.5637
5.0147e-009,0.4910
5.0533e-009,0.4377
5.0919e-009,0.4000
5.1305e-009,0.3730
5.1691e-009,0.3539
5.2076e-009,0.3407
5.2462e-009,0.3304
5.2848e-009,0.3227
5.3234e-009,0.3201
5.3619e-009,0.3217
5.4005e-009,0.3239
5.4391e-009,0.3251
5.4776e-009,0.3258
5.5162e-009,0.3263
5.5548e-009,0.3261
5.5934e-009,0.3252
5.6320e-009,0.3244
5.6705e-009,0.3240
5.7091e-009,0.3234
5.7477e-009,0.3227
5.7863e-009,0.3226
5.8248e-009,0.3228
5.8634e-009,0.3222
5.9020e-009,0.3214
5.9405e-009,0.3209
5.9791e-009,0.3209
6.0177e-009,0.3214
6.0563e-009,0.3255
6.0948e-009,0.3408
6.1334e-009,0.3794
