.HEADER
..NAMES
Time,V U5.E7
.DATA
0.0e+000,1.1765
3.86e-011,1.1765
7.72e-011,1.1765
1.157e-010,1.1765
1.543e-010,1.1765
1.929e-010,1.1765
2.314e-010,1.1765
2.700e-010,1.1765
3.086e-010,1.1765
3.472e-010,1.1765
3.857e-010,1.1765
4.243e-010,1.1765
4.629e-010,1.1765
5.015e-010,1.1765
5.401e-010,1.1765
5.786e-010,1.1765
6.172e-010,1.1765
6.558e-010,1.1765
6.944e-010,1.1765
7.329e-010,1.1765
7.715e-010,1.1786
8.101e-010,1.1822
8.486e-010,1.1788
8.872e-010,1.1549
9.258e-010,1.0915
9.644e-010,0.9926
1.0029e-009,0.8844
1.0415e-009,0.7717
1.0801e-009,0.6607
1.1187e-009,0.5639
1.1572e-009,0.4897
1.1958e-009,0.4386
1.2344e-009,0.3975
1.2730e-009,0.3718
1.3115e-009,0.3771
1.3501e-009,0.4103
1.3887e-009,0.4775
1.4273e-009,0.5748
1.4658e-009,0.6842
1.5044e-009,0.7776
1.5430e-009,0.8633
1.5816e-009,0.9410
1.6202e-009,1.0030
1.6587e-009,1.0472
1.6973e-009,1.0783
1.7359e-009,1.1026
1.7745e-009,1.1205
1.8130e-009,1.1303
1.8516e-009,1.1378
1.8902e-009,1.1474
1.9288e-009,1.1566
1.9673e-009,1.1645
2.0059e-009,1.1714
2.0445e-009,1.1751
2.0830e-009,1.1743
2.1216e-009,1.1740
2.1602e-009,1.1746
2.1988e-009,1.1745
2.2374e-009,1.1734
2.2759e-009,1.1727
2.3145e-009,1.1733
2.3531e-009,1.1739
2.3916e-009,1.1737
2.4302e-009,1.1741
2.4688e-009,1.1755
2.5074e-009,1.1763
2.5459e-009,1.1763
2.5845e-009,1.1762
2.6231e-009,1.1763
2.6617e-009,1.1790
2.7003e-009,1.1813
2.7388e-009,1.1728
2.7774e-009,1.1364
2.8160e-009,1.0575
2.8545e-009,0.9527
2.8931e-009,0.8437
2.9317e-009,0.7299
2.9703e-009,0.6227
3.0089e-009,0.5334
3.0474e-009,0.4685
3.0860e-009,0.4242
3.1246e-009,0.3931
3.1631e-009,0.3724
3.2017e-009,0.3605
3.2403e-009,0.3544
3.2789e-009,0.3492
3.3175e-009,0.3436
3.3560e-009,0.3361
3.3946e-009,0.3266
3.4332e-009,0.3205
3.4717e-009,0.3188
3.5103e-009,0.3180
3.5489e-009,0.3183
3.5875e-009,0.3204
3.6260e-009,0.3237
3.6646e-009,0.3260
3.7032e-009,0.3265
3.7418e-009,0.3263
3.7803e-009,0.3263
3.8189e-009,0.3262
3.8575e-009,0.3252
3.8961e-009,0.3239
3.9346e-009,0.3231
3.9732e-009,0.3226
4.0118e-009,0.3229
4.0504e-009,0.3235
4.0890e-009,0.3237
4.1275e-009,0.3236
4.1661e-009,0.3237
4.2047e-009,0.3238
4.2433e-009,0.3235
4.2818e-009,0.3231
4.3204e-009,0.3228
4.3590e-009,0.3229
4.3975e-009,0.3230
4.4361e-009,0.3227
4.4747e-009,0.3227
4.5133e-009,0.3237
4.5519e-009,0.3298
4.5904e-009,0.3488
4.6290e-009,0.3943
4.6676e-009,0.4742
4.7062e-009,0.5825
4.7447e-009,0.6996
4.7833e-009,0.7976
4.8219e-009,0.8834
4.8604e-009,0.9562
4.8990e-009,1.0130
4.9376e-009,1.0531
4.9762e-009,1.0806
5.0147e-009,1.1011
5.0533e-009,1.1159
5.0919e-009,1.1265
5.1305e-009,1.1346
5.1691e-009,1.1432
5.2076e-009,1.1532
5.2462e-009,1.1627
5.2848e-009,1.1705
5.3234e-009,1.1739
5.3619e-009,1.1727
5.4005e-009,1.1720
5.4391e-009,1.1730
5.4776e-009,1.1782
5.5162e-009,1.1788
5.5548e-009,1.1683
5.5934e-009,1.1299
5.6320e-009,1.0495
5.6705e-009,0.9443
5.7091e-009,0.8349
5.7477e-009,0.7220
5.7863e-009,0.6166
5.8248e-009,0.5287
5.8634e-009,0.4645
5.9020e-009,0.4206
5.9405e-009,0.3899
5.9791e-009,0.3699
6.0177e-009,0.3590
6.0563e-009,0.3533
6.0948e-009,0.3478
6.1334e-009,0.3420
6.1720e-009,0.3346
6.2106e-009,0.3254
6.2492e-009,0.3195
6.2877e-009,0.3178
6.3263e-009,0.3173
6.3649e-009,0.3178
6.4035e-009,0.3198
6.4420e-009,0.3230
6.4806e-009,0.3253
6.5192e-009,0.3258
6.5577e-009,0.3256
6.5963e-009,0.3257
6.6349e-009,0.3255
6.6735e-009,0.3244
6.7121e-009,0.3232
6.7506e-009,0.3225
6.7892e-009,0.3220
6.8278e-009,0.3223
6.8664e-009,0.3229
6.9049e-009,0.3231
6.9435e-009,0.3231
6.9821e-009,0.3231
7.0206e-009,0.3232
7.0592e-009,0.3230
7.0978e-009,0.3225
7.1364e-009,0.3223
7.1749e-009,0.3224
7.2135e-009,0.3224
7.2521e-009,0.3222
7.2907e-009,0.3222
7.3293e-009,0.3223
7.3678e-009,0.3224
7.4064e-009,0.3224
7.4450e-009,0.3224
7.4835e-009,0.3224
7.5221e-009,0.3223
7.5607e-009,0.3222
7.5993e-009,0.3222
7.6379e-009,0.3222
7.6764e-009,0.3221
7.7150e-009,0.3221
7.7536e-009,0.3222
7.7922e-009,0.3221
7.8307e-009,0.3221
7.8693e-009,0.3221
7.9079e-009,0.3221
7.9464e-009,0.3221
7.9850e-009,0.3220
8.0236e-009,0.3220
8.0622e-009,0.3220
8.1008e-009,0.3219
8.1393e-009,0.3219
8.1779e-009,0.3219
8.2165e-009,0.3219
8.2550e-009,0.3219
8.2936e-009,0.3219
8.3322e-009,0.3219
8.3708e-009,0.3218
8.4093e-009,0.3218
8.4479e-009,0.3218
8.4865e-009,0.3218
8.5251e-009,0.3218
8.5637e-009,0.3218
8.6022e-009,0.3218
8.6408e-009,0.3217
8.6794e-009,0.3217
8.7179e-009,0.3219
8.7565e-009,0.3253
8.7951e-009,0.3372
8.8337e-009,0.3699
8.8722e-009,0.4356
8.9108e-009,0.5332
8.9494e-009,0.6512
8.9880e-009,0.7577
9.0266e-009,0.8480
9.0651e-009,0.9267
9.1037e-009,0.9905
9.1423e-009,1.0374
9.1808e-009,1.0705
9.2194e-009,1.1157
9.2580e-009,1.1407
9.2966e-009,1.1463
9.3352e-009,1.1320
9.3737e-009,1.0788
9.4123e-009,0.9904
9.4509e-009,0.8862
9.4895e-009,0.7734
9.5280e-009,0.6614
9.5666e-009,0.5616
9.6052e-009,0.4845
9.6437e-009,0.4323
9.6823e-009,0.3899
9.7209e-009,0.3681
9.7595e-009,0.3751
9.7981e-009,0.4155
9.8366e-009,0.4847
9.8752e-009,0.5835
9.9138e-009,0.6930
9.9524e-009,0.7868
9.9909e-009,0.8722
1.00295e-008,0.9469
1.00681e-008,1.0064
1.01066e-008,1.0488
1.01452e-008,1.0790
1.01838e-008,1.1025
1.02224e-008,1.1200
1.02610e-008,1.1299
1.02995e-008,1.1377
1.03381e-008,1.1471
1.03767e-008,1.1566
1.04152e-008,1.1638
1.04538e-008,1.1704
1.04924e-008,1.1738
1.05310e-008,1.1731
1.05695e-008,1.1727
1.06081e-008,1.1729
1.06467e-008,1.1728
1.06853e-008,1.1719
1.07239e-008,1.1714
1.07624e-008,1.1721
1.08010e-008,1.1727
1.08396e-008,1.1726
1.08781e-008,1.1730
1.09167e-008,1.1744
1.09553e-008,1.1751
1.09939e-008,1.1750
1.10324e-008,1.1750
1.10710e-008,1.1754
1.11096e-008,1.1786
1.11482e-008,1.1799
1.11868e-008,1.1685
1.12253e-008,1.1263
1.12639e-008,1.0417
1.13025e-008,0.9356
1.13410e-008,0.8259
1.13796e-008,0.7121
1.14182e-008,0.6071
1.14568e-008,0.5212
1.14953e-008,0.4598
1.15339e-008,0.4179
1.15725e-008,0.3885
1.16111e-008,0.3693
1.16497e-008,0.3585
1.16882e-008,0.3527
1.17268e-008,0.3476
1.17654e-008,0.3418
1.18039e-008,0.3339
1.18425e-008,0.3246
1.18811e-008,0.3193
1.19197e-008,0.3178
1.19583e-008,0.3172
1.19968e-008,0.3178
1.20354e-008,0.3201
1.20740e-008,0.3234
1.21126e-008,0.3255
1.21511e-008,0.3258
1.21897e-008,0.3255
1.22283e-008,0.3256
1.22668e-008,0.3254
1.23054e-008,0.3243
1.23440e-008,0.3231
1.23826e-008,0.3224
1.24212e-008,0.3219
1.24597e-008,0.3223
1.24983e-008,0.3229
1.25369e-008,0.3230
1.25755e-008,0.3230
1.26140e-008,0.3231
1.26526e-008,0.3231
1.26912e-008,0.3228
1.27297e-008,0.3224
1.27683e-008,0.3222
1.28069e-008,0.3224
1.28455e-008,0.3223
1.28841e-008,0.3221
1.29226e-008,0.3221
1.29612e-008,0.3222
1.29998e-008,0.3223
1.30383e-008,0.3224
1.30769e-008,0.3223
1.31155e-008,0.3222
1.31541e-008,0.3222
1.31926e-008,0.3222
1.32312e-008,0.3221
1.32698e-008,0.3221
1.33084e-008,0.3220
1.33470e-008,0.3220
1.33855e-008,0.3221
1.34241e-008,0.3220
1.34627e-008,0.3220
1.35012e-008,0.3220
1.35398e-008,0.3220
1.35784e-008,0.3220
1.36170e-008,0.3219
1.36555e-008,0.3219
1.36941e-008,0.3219
1.37327e-008,0.3219
1.37713e-008,0.3219
1.38099e-008,0.3219
1.38484e-008,0.3218
1.38870e-008,0.3224
1.39256e-008,0.3273
1.39641e-008,0.3433
1.40027e-008,0.3836
1.40413e-008,0.4583
1.40799e-008,0.5630
1.41185e-008,0.6814
1.41570e-008,0.7823
1.41956e-008,0.8700
1.42342e-008,0.9450
