.HEADER
..NAMES
Time,V U5.H8
.DATA
0.0e+000,0.3219
3.86e-011,0.3219
7.72e-011,0.3219
1.157e-010,0.3219
1.543e-010,0.3219
1.929e-010,0.3219
2.314e-010,0.3219
2.700e-010,0.3219
3.086e-010,0.3219
3.472e-010,0.3219
3.857e-010,0.3219
4.243e-010,0.3219
4.629e-010,0.3219
5.015e-010,0.3219
5.401e-010,0.3219
5.786e-010,0.3219
6.172e-010,0.3219
6.558e-010,0.3219
6.944e-010,0.3219
7.329e-010,0.3220
7.715e-010,0.3233
8.101e-010,0.3311
8.486e-010,0.3544
8.872e-010,0.4083
9.258e-010,0.4985
9.644e-010,0.6149
1.0029e-009,0.7318
1.0415e-009,0.8219
1.0801e-009,0.8997
1.1187e-009,0.9675
1.1572e-009,1.0221
1.1958e-009,1.0603
1.2344e-009,1.0962
1.2730e-009,1.1399
1.3115e-009,1.1482
1.3501e-009,1.1419
1.3887e-009,1.1018
1.4273e-009,1.0195
1.4658e-009,0.9168
1.5044e-009,0.8088
1.5430e-009,0.6998
1.5816e-009,0.6013
1.6202e-009,0.5177
1.6587e-009,0.4555
1.6973e-009,0.4131
1.7359e-009,0.3782
1.7745e-009,0.3730
1.8130e-009,0.3963
1.8516e-009,0.4612
1.8902e-009,0.5559
1.9288e-009,0.6662
1.9673e-009,0.7653
2.0059e-009,0.8469
2.0445e-009,0.9199
2.0830e-009,0.9838
2.1216e-009,1.0328
2.1602e-009,1.0707
2.1988e-009,1.1192
2.2374e-009,1.1406
2.2759e-009,1.1455
2.3145e-009,1.1228
2.3531e-009,1.0553
2.3916e-009,0.9567
2.4302e-009,0.8494
2.4688e-009,0.7382
2.5074e-009,0.6339
2.5459e-009,0.5448
2.5845e-009,0.4756
2.6231e-009,0.4286
2.6617e-009,0.3976
2.7003e-009,0.3754
2.7388e-009,0.3595
2.7774e-009,0.3535
2.8160e-009,0.3508
2.8545e-009,0.3449
2.8931e-009,0.3403
2.9317e-009,0.3336
2.9703e-009,0.3251
3.0089e-009,0.3197
3.0474e-009,0.3173
3.0860e-009,0.3166
3.1246e-009,0.3176
3.1631e-009,0.3192
3.2017e-009,0.3215
3.2403e-009,0.3242
3.2789e-009,0.3254
3.3175e-009,0.3247
3.3560e-009,0.3245
3.3946e-009,0.3252
3.4332e-009,0.3242
3.4717e-009,0.3232
3.5103e-009,0.3227
3.5489e-009,0.3220
3.5875e-009,0.3218
3.6260e-009,0.3221
3.6646e-009,0.3225
3.7032e-009,0.3228
3.7418e-009,0.3230
3.7803e-009,0.3229
3.8189e-009,0.3229
3.8575e-009,0.3229
3.8961e-009,0.3225
3.9346e-009,0.3221
3.9732e-009,0.3223
4.0118e-009,0.3224
4.0504e-009,0.3222
4.0890e-009,0.3222
4.1275e-009,0.3222
4.1661e-009,0.3222
4.2047e-009,0.3223
4.2433e-009,0.3223
4.2818e-009,0.3223
4.3204e-009,0.3223
4.3590e-009,0.3222
4.3975e-009,0.3222
4.4361e-009,0.3222
4.4747e-009,0.3222
4.5133e-009,0.3227
4.5519e-009,0.3282
4.5904e-009,0.3461
4.6290e-009,0.3905
4.6676e-009,0.4715
4.7062e-009,0.5824
4.7447e-009,0.7031
4.7833e-009,0.7999
4.8219e-009,0.8799
4.8604e-009,0.9507
4.8990e-009,1.0091
4.9376e-009,1.0517
4.9762e-009,1.0795
5.0147e-009,1.0995
5.0533e-009,1.1151
5.0919e-009,1.1263
5.1305e-009,1.1337
5.1691e-009,1.1400
5.2076e-009,1.1477
5.2462e-009,1.1570
5.2848e-009,1.1662
5.3234e-009,1.1741
5.3619e-009,1.1765
5.4005e-009,1.1740
5.4391e-009,1.1730
5.4776e-009,1.1737
5.5162e-009,1.1744
5.5548e-009,1.1736
5.5934e-009,1.1726
5.6320e-009,1.1731
5.6705e-009,1.1740
5.7091e-009,1.1744
5.7477e-009,1.1746
5.7863e-009,1.1752
5.8248e-009,1.1761
