.HEADER
..NAMES
Time,V U3.J7&K7
7.1149e-009,0.7805
7.1516e-009,0.7142
7.1883e-009,0.6413
7.2250e-009,0.5684
7.2616e-009,0.5030
7.2983e-009,0.4524
7.3350e-009,0.4227
7.3717e-009,0.4147
7.4083e-009,0.4264
7.4450e-009,0.4550
7.4817e-009,0.4970
7.5184e-009,0.5485
7.5550e-009,0.6061
7.5917e-009,0.6671
7.6284e-009,0.7296
7.6651e-009,0.7906
7.7018e-009,0.8453
7.7384e-009,0.8893
7.7751e-009,0.9210
7.8118e-009,0.9398
7.8484e-009,0.9457
7.8851e-009,0.9397
7.9218e-009,0.9238
7.9585e-009,0.8985
7.9952e-009,0.8625
8.0318e-009,0.8141
8.0685e-009,0.7537
8.1052e-009,0.6839
8.1418e-009,0.6100
8.1785e-009,0.5394
8.2152e-009,0.4793
8.2519e-009,0.4371
8.2886e-009,0.4167
8.3252e-009,0.4175
8.3619e-009,0.4368
8.3986e-009,0.4715
8.4352e-009,0.5181
8.4719e-009,0.5725
8.5086e-009,0.6318
8.5453e-009,0.6938
8.5820e-009,0.7564
8.6186e-009,0.8156
8.6553e-009,0.8663
8.6920e-009,0.9054
8.7286e-009,0.9318
8.7653e-009,0.9449
8.8020e-009,0.9453
8.8387e-009,0.9345
8.8754e-009,0.9143
8.9120e-009,0.8844
8.9487e-009,0.8431
8.9854e-009,0.7896
9.0220e-009,0.7249
9.0587e-009,0.6528
9.0954e-009,0.5796
9.1321e-009,0.5126
9.1688e-009,0.4594
9.2054e-009,0.4262
9.2421e-009,0.4150
9.2788e-009,0.4238
9.3154e-009,0.4499
9.3521e-009,0.4901
9.3888e-009,0.5404
9.4255e-009,0.5972
9.4622e-009,0.6578
9.4988e-009,0.7203
9.5355e-009,0.7820
9.5722e-009,0.8381
9.6088e-009,0.8841
9.6455e-009,0.9178
9.6822e-009,0.9386
9.7189e-009,0.9464
9.7556e-009,0.9419
9.7922e-009,0.9271
9.8289e-009,0.9031
9.8656e-009,0.8686
9.9022e-009,0.8221
9.9389e-009,0.7636
9.9756e-009,0.6951
1.00123e-008,0.6215
1.00490e-008,0.5500
1.00856e-008,0.4879
1.01223e-008,0.4426
1.01590e-008,0.4188
1.01956e-008,0.4164
1.02323e-008,0.4330
1.02690e-008,0.4656
1.03057e-008,0.5105
1.03424e-008,0.5640
1.03790e-008,0.6227
1.04157e-008,0.6843
1.04524e-008,0.7468
1.04890e-008,0.8067
1.05257e-008,0.8588
1.05624e-008,0.8997
1.05991e-008,0.9279
1.06358e-008,0.9432
1.06724e-008,0.9457
1.07091e-008,0.9367
1.07458e-008,0.9181
1.07824e-008,0.8900
1.08191e-008,0.8506
1.08558e-008,0.7989
1.08925e-008,0.7356
1.09292e-008,0.6641
1.09658e-008,0.5905
1.10025e-008,0.5220
1.10392e-008,0.4661
1.10758e-008,0.4296
1.11125e-008,0.4150
1.11492e-008,0.4210
1.11859e-008,0.4448
1.12226e-008,0.4832
1.12592e-008,0.5323
1.12959e-008,0.5885
1.13326e-008,0.6487
1.13693e-008,0.7111
1.14059e-008,0.7729
1.14426e-008,0.8300
1.14793e-008,0.8775
1.15159e-008,0.9129
1.15526e-008,0.9356
1.15893e-008,0.9454
1.16260e-008,0.9428
1.16627e-008,0.9297
1.16993e-008,0.9074
1.17360e-008,0.8749
1.17727e-008,0.8304
1.18093e-008,0.7735
1.18460e-008,0.7062
1.18827e-008,0.6328
1.19194e-008,0.5604
1.19561e-008,0.4963
1.19927e-008,0.4479
1.20294e-008,0.4207
1.20661e-008,0.4153
1.21027e-008,0.4292
1.21394e-008,0.4596
1.21761e-008,0.5031
1.22128e-008,0.5556
1.22495e-008,0.6137
1.22861e-008,0.6751
1.23228e-008,0.7375
1.23595e-008,0.7979
1.23961e-008,0.8514
1.24328e-008,0.8939
1.24695e-008,0.9239
1.25062e-008,0.9410
1.25429e-008,0.9455
1.25795e-008,0.9383
1.26162e-008,0.9214
1.26529e-008,0.8950
1.26895e-008,0.8577
1.27262e-008,0.8079
1.27629e-008,0.7462
1.27996e-008,0.6754
1.28363e-008,0.6015
1.28729e-008,0.5316
1.29096e-008,0.4733
1.29463e-008,0.4337
1.29829e-008,0.4160
1.30196e-008,0.4192
1.30563e-008,0.4406
1.30930e-008,0.4770
1.31297e-008,0.5247
1.31663e-008,0.5798
1.32030e-008,0.6395
1.32397e-008,0.7016
1.32763e-008,0.7639
1.33130e-008,0.8223
1.33497e-008,0.8717
1.33864e-008,0.9093
1.34231e-008,0.9340
1.34597e-008,0.9456
1.34964e-008,0.9445
1.35331e-008,0.9326
1.35697e-008,0.9114
1.36064e-008,0.8803
1.36431e-008,0.8376
1.36798e-008,0.7827
1.37165e-008,0.7169
1.37531e-008,0.6443
1.37898e-008,0.5714
1.38265e-008,0.5056
1.38631e-008,0.4544
1.38998e-008,0.4238
1.39365e-008,0.4151
1.39732e-008,0.4262
1.40099e-008,0.4542
1.40465e-008,0.4959
1.40832e-008,0.5472
1.41199e-008,0.6047
1.41565e-008,0.6657
1.41932e-008,0.7282
1.42299e-008,0.7893
1.42666e-008,0.8443
1.43033e-008,0.8888
1.43399e-008,0.9209
1.43766e-008,0.9401
1.44133e-008,0.9463
1.44499e-008,0.9406
1.44866e-008,0.9248
1.45233e-008,0.8997
1.45600e-008,0.8640
1.45967e-008,0.8161
1.46333e-008,0.7562
1.46700e-008,0.6867
1.47067e-008,0.6130
1.47433e-008,0.5421
1.47800e-008,0.4815
1.48167e-008,0.4385
1.48534e-008,0.4173
1.48901e-008,0.4172
1.49267e-008,0.4359
1.49634e-008,0.4702
1.50001e-008,0.5166
1.50368e-008,0.5710
1.50734e-008,0.6303
1.51101e-008,0.6923
1.51468e-008,0.7546
1.51834e-008,0.8137
1.52201e-008,0.8645
1.52568e-008,0.9037
1.52935e-008,0.9302
1.53301e-008,0.9438
1.53668e-008,0.9449
1.54035e-008,0.9348
1.54402e-008,0.9153
1.54769e-008,0.8861
1.55135e-008,0.8454
1.55502e-008,0.7922
1.55869e-008,0.7278
1.56236e-008,0.6556
1.56602e-008,0.5821
1.56969e-008,0.5146
1.57336e-008,0.4607
1.57703e-008,0.4267
1.58069e-008,0.4148
1.58436e-008,0.4232
1.58803e-008,0.4489
1.59169e-008,0.4888
1.59536e-008,0.5390
1.59903e-008,0.5958
1.60270e-008,0.6564
1.60636e-008,0.7188
1.61003e-008,0.7803
1.61370e-008,0.8364
1.61737e-008,0.8824
1.62104e-008,0.9162
1.62470e-008,0.9373
1.62837e-008,0.9455
1.63204e-008,0.9417
1.63571e-008,0.9276
1.63937e-008,0.9042
1.64304e-008,0.8704
1.64671e-008,0.8245
1.65037e-008,0.7662
1.65404e-008,0.6978
1.65771e-008,0.6241
1.66138e-008,0.5522
1.66504e-008,0.4895
1.66871e-008,0.4435
1.67238e-008,0.4191
1.67605e-008,0.4162
1.67972e-008,0.4324
1.68338e-008,0.4646
1.68705e-008,0.5093
1.69072e-008,0.5626
1.69439e-008,0.6212
1.69805e-008,0.6828
1.70172e-008,0.7454
1.70539e-008,0.8055
1.70905e-008,0.8581
1.71272e-008,0.8994
1.71639e-008,0.9280
1.72006e-008,0.9436
1.72372e-008,0.9462
1.72739e-008,0.9373
1.73106e-008,0.9189
1.73473e-008,0.8910
1.73840e-008,0.8520
1.74206e-008,0.8008
1.74573e-008,0.7381
1.74940e-008,0.6669
1.75307e-008,0.5933
1.75673e-008,0.5246
1.76040e-008,0.4681
1.76407e-008,0.4309
1.76773e-008,0.4156
1.77140e-008,0.4209
1.77507e-008,0.4441
1.77874e-008,0.4821
1.78240e-008,0.5309
1.78607e-008,0.5869
1.78974e-008,0.6470
1.79341e-008,0.7093
1.79708e-008,0.7714
1.80074e-008,0.8288
1.80441e-008,0.8767
1.80808e-008,0.9126
1.81175e-008,0.9358
1.81541e-008,0.9459
1.81908e-008,0.9435
1.82275e-008,0.9306
1.82641e-008,0.9084
1.83008e-008,0.8762
1.83375e-008,0.8321
1.83742e-008,0.7757
1.84108e-008,0.7087
1.84475e-008,0.6356
1.84842e-008,0.5631
1.85209e-008,0.4985
1.85576e-008,0.4494
1.85942e-008,0.4214
1.86309e-008,0.4152
1.86676e-008,0.4285
1.87043e-008,0.4584
1.87409e-008,0.5016
1.87776e-008,0.5540
1.88143e-008,0.6121
1.88509e-008,0.6735
1.88876e-008,0.7360
1.89243e-008,0.7966
1.89610e-008,0.8503
1.89976e-008,0.8932
1.90343e-008,0.9236
1.90710e-008,0.9412
1.91077e-008,0.9459
1.91444e-008,0.9390
1.91810e-008,0.9223
1.92177e-008,0.8962
1.92544e-008,0.8592
1.92911e-008,0.8098
1.93277e-008,0.7485
1.93644e-008,0.6781
1.94011e-008,0.6043
1.94377e-008,0.5342
1.94744e-008,0.4753
1.95111e-008,0.4348
1.95478e-008,0.4163
1.95844e-008,0.4187
1.96211e-008,0.4395
1.96578e-008,0.4755
1.96945e-008,0.5230
1.97312e-008,0.5782
1.97678e-008,0.6379
1.98045e-008,0.7000
1.98412e-008,0.7621
1.98779e-008,0.8204
1.99145e-008,0.8698
1.99512e-008,0.9074
1.99879e-008,0.9324
2.00245e-008,0.9444
2.00612e-008,0.9441
2.00979e-008,0.9329
2.01346e-008,0.9124
2.01712e-008,0.8820
2.02079e-008,0.8399
2.02446e-008,0.7853
2.02813e-008,0.7196
2.03179e-008,0.6468
2.03546e-008,0.5736
2.03913e-008,0.5072
2.04280e-008,0.4554
2.04647e-008,0.4243
2.05013e-008,0.4150
2.05380e-008,0.4257
2.05747e-008,0.4533
2.06114e-008,0.4947
2.06480e-008,0.5458
2.06847e-008,0.6031
2.07214e-008,0.6640
2.07580e-008,0.7266
2.07947e-008,0.7880
2.08314e-008,0.8433
2.08681e-008,0.8883
2.09047e-008,0.9208
2.09414e-008,0.9403
2.09781e-008,0.9468
2.10148e-008,0.9412
2.10515e-008,0.9255
2.10881e-008,0.9006
2.11248e-008,0.8652
2.11615e-008,0.8178
2.11982e-008,0.7584
2.12348e-008,0.6893
2.12715e-008,0.6157
2.13082e-008,0.5447
2.13448e-008,0.4836
2.13815e-008,0.4400
2.14182e-008,0.4180
2.14549e-008,0.4173
2.14915e-008,0.4354
2.15282e-008,0.4693
2.15649e-008,0.5153
2.16016e-008,0.5694
2.16383e-008,0.6286
2.16749e-008,0.6904
2.17116e-008,0.7529
2.17483e-008,0.8123
2.17850e-008,0.8635
2.18216e-008,0.9032
2.18583e-008,0.9302
2.18950e-008,0.9443
2.19316e-008,0.9455
2.19683e-008,0.9356
2.20050e-008,0.9162
2.20417e-008,0.8872
2.20783e-008,0.8469
2.21150e-008,0.7942
2.21517e-008,0.7301
2.21884e-008,0.6582
2.22251e-008,0.5847
2.22617e-008,0.5170
2.22984e-008,0.4626
2.23351e-008,0.4280
2.23718e-008,0.4153
2.24084e-008,0.4230
2.24451e-008,0.4482
2.24818e-008,0.4876
2.25184e-008,0.5375
2.25551e-008,0.5941
2.25918e-008,0.6546
2.26285e-008,0.7170
2.26651e-008,0.7787
2.27018e-008,0.8351
2.27385e-008,0.8816
2.27752e-008,0.9159
2.28119e-008,0.9374
2.28485e-008,0.9460
2.28852e-008,0.9424
2.29219e-008,0.9284
2.29586e-008,0.9052
2.29952e-008,0.8717
2.30319e-008,0.8262
2.30686e-008,0.7684
2.31052e-008,0.7003
2.31419e-008,0.6268
2.31786e-008,0.5548
2.32153e-008,0.4917
2.32519e-008,0.4450
2.32886e-008,0.4196
2.33253e-008,0.4159
2.33620e-008,0.4314
2.33987e-008,0.4631
2.34353e-008,0.5076
2.34720e-008,0.5609
2.35087e-008,0.6195
2.35454e-008,0.6811
2.35820e-008,0.7436
2.36187e-008,0.8035
2.36554e-008,0.8561
2.36920e-008,0.8974
2.37287e-008,0.9262
2.37654e-008,0.9422
2.38021e-008,0.9455
2.38387e-008,0.9374
2.38754e-008,0.9197
2.39121e-008,0.8925
2.39488e-008,0.8541
2.39855e-008,0.8033
2.40221e-008,0.7407
2.40588e-008,0.6695
2.40955e-008,0.5956
2.41322e-008,0.5264
2.41688e-008,0.4694
2.42055e-008,0.4314
2.42422e-008,0.4155
2.42788e-008,0.4204
2.43155e-008,0.4432
2.43522e-008,0.4808
2.43889e-008,0.5295
2.44255e-008,0.5853
2.44622e-008,0.6454
2.44989e-008,0.7078
2.45356e-008,0.7700
2.45723e-008,0.8277
2.46089e-008,0.8760
2.46456e-008,0.9124
2.46823e-008,0.9358
2.47190e-008,0.9462
2.47556e-008,0.9440
2.47923e-008,0.9313
2.48290e-008,0.9093
2.48657e-008,0.8773
2.49023e-008,0.8336
2.49390e-008,0.7777
2.49757e-008,0.7111
2.50123e-008,0.6381
2.50490e-008,0.5656
2.50857e-008,0.5007
2.51224e-008,0.4511
2.51590e-008,0.4224
2.51957e-008,0.4155
2.52324e-008,0.4282
2.52691e-008,0.4576
2.53058e-008,0.5003
2.53424e-008,0.5524
2.53791e-008,0.6103
2.54158e-008,0.6715
2.54525e-008,0.7341
2.54891e-008,0.7950
2.55258e-008,0.8492
2.55625e-008,0.8926
2.55991e-008,0.9235
2.56358e-008,0.9415
2.56725e-008,0.9465
2.57092e-008,0.9397
2.57458e-008,0.9231
2.57825e-008,0.8972
2.58192e-008,0.8605
2.58559e-008,0.8116
2.58926e-008,0.7508
2.59292e-008,0.6807
2.59659e-008,0.6069
2.60026e-008,0.5367
2.60393e-008,0.4774
2.60759e-008,0.4362
2.61126e-008,0.4169
2.61493e-008,0.4187
2.61859e-008,0.4389
2.62226e-008,0.4744
2.62593e-008,0.5216
2.62960e-008,0.5765
2.63326e-008,0.6360
2.63693e-008,0.6981
2.64060e-008,0.7604
2.64427e-008,0.8189
2.64794e-008,0.8688
2.65160e-008,0.9070
2.65527e-008,0.9324
2.65894e-008,0.9449
2.66261e-008,0.9448
2.66627e-008,0.9337
2.66994e-008,0.9133
2.67361e-008,0.8831
2.67727e-008,0.8414
2.68094e-008,0.7872
2.68461e-008,0.7219
2.68828e-008,0.6494
2.69194e-008,0.5762
2.69561e-008,0.5096
2.69928e-008,0.4571
2.70295e-008,0.4250
2.70662e-008,0.4149
2.71028e-008,0.4249
2.71395e-008,0.4520
2.71762e-008,0.4930
2.72129e-008,0.5441
2.72495e-008,0.6014
2.72862e-008,0.6623
2.73229e-008,0.7248
2.73595e-008,0.7860
2.73962e-008,0.8413
2.74329e-008,0.8863
2.74696e-008,0.9189
2.75062e-008,0.9388
2.75429e-008,0.9459
2.75796e-008,0.9410
2.76163e-008,0.9261
2.76530e-008,0.9019
2.76896e-008,0.8671
2.77263e-008,0.8201
2.77630e-008,0.7609
2.77997e-008,0.6918
2.78363e-008,0.6180
2.78730e-008,0.5466
2.79097e-008,0.4851
2.79463e-008,0.4407
2.79830e-008,0.4181
2.80197e-008,0.4169
2.80564e-008,0.4346
2.80930e-008,0.4680
2.81297e-008,0.5138
2.81664e-008,0.5678
2.82031e-008,0.6269
2.82398e-008,0.6888
2.82764e-008,0.7514
2.83131e-008,0.8111
2.83498e-008,0.8627
2.83865e-008,0.9028
2.84231e-008,0.9302
2.84598e-008,0.9445
2.84965e-008,0.9460
2.85331e-008,0.9362
2.85698e-008,0.9170
2.86065e-008,0.8882
2.86432e-008,0.8483
2.86798e-008,0.7960
2.87165e-008,0.7324
2.87532e-008,0.6607
2.87899e-008,0.5872
2.88266e-008,0.5192
2.88632e-008,0.4642
2.88999e-008,0.4289
2.89366e-008,0.4155
2.89733e-008,0.4225
2.90099e-008,0.4471
2.90466e-008,0.4862
2.90833e-008,0.5359
2.91199e-008,0.5923
2.91566e-008,0.6528
2.91933e-008,0.7152
2.92300e-008,0.7771
2.92666e-008,0.8339
2.93033e-008,0.8808
2.93400e-008,0.9156
2.93767e-008,0.9375
2.94133e-008,0.9464
2.94500e-008,0.9430
2.94867e-008,0.9292
2.95234e-008,0.9062
2.95601e-008,0.8730
2.95967e-008,0.8278
2.96334e-008,0.7705
2.96701e-008,0.7028
2.97068e-008,0.6294
2.97434e-008,0.5573
2.97801e-008,0.4939
2.98168e-008,0.4465
2.98534e-008,0.4205
2.98901e-008,0.4161
2.99268e-008,0.4310
2.99635e-008,0.4622
3.00002e-008,0.5063
3.00368e-008,0.5592
3.00735e-008,0.6177
3.01102e-008,0.6792
3.01469e-008,0.7417
3.01835e-008,0.8020
3.02202e-008,0.8549
3.02569e-008,0.8968
3.02935e-008,0.9261
3.03302e-008,0.9426
3.03669e-008,0.9461
3.04036e-008,0.9382
3.04403e-008,0.9205
3.04769e-008,0.8935
3.05136e-008,0.8554
3.05503e-008,0.8050
3.05869e-008,0.7429
3.06236e-008,0.6720
3.06603e-008,0.5982
3.06970e-008,0.5288
3.07336e-008,0.4712
3.07703e-008,0.4325
3.08070e-008,0.4158
3.08437e-008,0.4199
3.08804e-008,0.4421
3.09170e-008,0.4793
3.09537e-008,0.5278
3.09904e-008,0.5835
3.10270e-008,0.6436
3.10637e-008,0.7058
3.11004e-008,0.7679
3.11371e-008,0.8255
3.11738e-008,0.8740
3.12104e-008,0.9104
3.12471e-008,0.9342
3.12838e-008,0.9451
3.13205e-008,0.9437
3.13571e-008,0.9316
3.13938e-008,0.9103
3.14305e-008,0.8790
3.14671e-008,0.8358
3.15038e-008,0.7802
3.15405e-008,0.7137
3.15772e-008,0.6406
3.16139e-008,0.5677
3.16505e-008,0.5024
3.16872e-008,0.4521
3.17239e-008,0.4227
3.17605e-008,0.4152
3.17972e-008,0.4274
3.18339e-008,0.4564
3.18706e-008,0.4989
3.19072e-008,0.5508
3.19439e-008,0.6086
3.19806e-008,0.6699
3.20173e-008,0.7326
3.20540e-008,0.7937
3.20906e-008,0.8482
3.21273e-008,0.8920
3.21640e-008,0.9233
3.22006e-008,0.9416
3.22373e-008,0.9469
3.22740e-008,0.9403
3.23107e-008,0.9238
3.23474e-008,0.8981
3.23840e-008,0.8618
3.24207e-008,0.8133
3.24574e-008,0.7529
3.24941e-008,0.6831
3.25307e-008,0.6094
3.25674e-008,0.5390
3.26041e-008,0.4792
3.26407e-008,0.4373
3.26774e-008,0.4173
3.27141e-008,0.4184
3.27508e-008,0.4380
3.27875e-008,0.4731
3.28241e-008,0.5199
3.28608e-008,0.5747
3.28975e-008,0.6342
3.29341e-008,0.6962
3.29708e-008,0.7587
3.30075e-008,0.8176
3.30442e-008,0.8679
3.30808e-008,0.9065
3.31175e-008,0.9323
3.31542e-008,0.9451
3.31909e-008,0.9453
3.32276e-008,0.9344
3.32642e-008,0.9142
3.33009e-008,0.8843
3.33376e-008,0.8429
3.33742e-008,0.7892
3.34109e-008,0.7243
3.34476e-008,0.6520
3.34843e-008,0.5788
3.35210e-008,0.5118
3.35576e-008,0.4589
3.35943e-008,0.4261
3.36310e-008,0.4153
3.36677e-008,0.4246
3.37043e-008,0.4512
3.37410e-008,0.4918
3.37777e-008,0.5425
3.38143e-008,0.5995
3.38510e-008,0.6603
3.38877e-008,0.7228
3.39244e-008,0.7843
3.39611e-008,0.8400
3.39977e-008,0.8855
3.40344e-008,0.9187
3.40711e-008,0.9390
3.41077e-008,0.9464
3.41444e-008,0.9417
3.41811e-008,0.9269
3.42178e-008,0.9029
3.42545e-008,0.8684
3.42911e-008,0.8217
3.43278e-008,0.7630
3.43645e-008,0.6942
3.44012e-008,0.6206
3.44378e-008,0.5490
3.44745e-008,0.4870
3.45112e-008,0.4420
3.45478e-008,0.4186
3.45845e-008,0.4166
3.46212e-008,0.4337
3.46579e-008,0.4667
3.46946e-008,0.5122
3.47312e-008,0.5661
3.47679e-008,0.6251
3.48046e-008,0.6869
3.48412e-008,0.7493
3.48779e-008,0.8089
3.49146e-008,0.8605
3.49513e-008,0.9008
3.49879e-008,0.9285
3.50246e-008,0.9433
3.50613e-008,0.9454
3.50980e-008,0.9364
3.51347e-008,0.9178
3.51713e-008,0.8897
3.52080e-008,0.8503
3.52447e-008,0.7984
3.52813e-008,0.7349
3.53180e-008,0.6632
3.53547e-008,0.5895
3.53914e-008,0.5211
3.54281e-008,0.4654
3.54647e-008,0.4293
3.55014e-008,0.4153
3.55381e-008,0.4218
3.55748e-008,0.4460
3.56114e-008,0.4848
3.56481e-008,0.5343
3.56848e-008,0.5907
3.57214e-008,0.6511
3.57581e-008,0.7134
3.57948e-008,0.7751
3.58315e-008,0.8319
3.58682e-008,0.8789
3.59048e-008,0.9138
3.59415e-008,0.9360
3.59782e-008,0.9454
3.60148e-008,0.9427
3.60515e-008,0.9295
3.60882e-008,0.9071
3.61249e-008,0.8746
3.61615e-008,0.8299
3.61982e-008,0.7729
3.62349e-008,0.7052
3.62716e-008,0.6317
3.63083e-008,0.5593
3.63449e-008,0.4953
3.63816e-008,0.4474
3.64183e-008,0.4208
3.64549e-008,0.4159
3.64916e-008,0.4303
3.65283e-008,0.4612
3.65650e-008,0.5049
3.66017e-008,0.5576
3.66383e-008,0.6159
3.66750e-008,0.6773
3.67117e-008,0.7400
3.67484e-008,0.8005
3.67850e-008,0.8539
3.68217e-008,0.8963
3.68584e-008,0.9261
3.68950e-008,0.9428
3.69317e-008,0.9466
3.69684e-008,0.9388
3.70051e-008,0.9212
3.70418e-008,0.8944
3.70784e-008,0.8567
3.71151e-008,0.8067
3.71518e-008,0.7451
3.71884e-008,0.6745
3.72251e-008,0.6008
3.72618e-008,0.5312
3.72985e-008,0.4732
3.73351e-008,0.4338
3.73718e-008,0.4164
3.74085e-008,0.4198
3.74452e-008,0.4415
3.74819e-008,0.4782
3.75185e-008,0.5263
3.75552e-008,0.5817
3.75919e-008,0.6417
3.76285e-008,0.7039
3.76652e-008,0.7660
3.77019e-008,0.8241
3.77386e-008,0.8730
3.77753e-008,0.9100
3.78119e-008,0.9343
3.78486e-008,0.9456
3.78853e-008,0.9444
3.79220e-008,0.9324
3.79586e-008,0.9112
3.79953e-008,0.8801
3.80320e-008,0.8373
3.80686e-008,0.7821
3.81053e-008,0.7160
3.81420e-008,0.6432
3.81787e-008,0.5702
3.82154e-008,0.5045
3.82520e-008,0.4536
3.82887e-008,0.4234
3.83254e-008,0.4151
3.83620e-008,0.4267
3.83987e-008,0.4552
3.84354e-008,0.4973
3.84721e-008,0.5490
3.85088e-008,0.6068
3.85454e-008,0.6680
3.85821e-008,0.7305
3.86188e-008,0.7915
3.86555e-008,0.8460
3.86921e-008,0.8900
3.87288e-008,0.9215
3.87655e-008,0.9402
3.88021e-008,0.9461
3.88388e-008,0.9402
3.88755e-008,0.9245
3.89122e-008,0.8994
3.89489e-008,0.8636
3.89855e-008,0.8155
3.90222e-008,0.7554
3.90589e-008,0.6857
3.90955e-008,0.6118
3.91322e-008,0.5409
3.91689e-008,0.4806
3.92056e-008,0.4380
3.92422e-008,0.4173
3.92789e-008,0.4178
3.93156e-008,0.4370
3.93523e-008,0.4717
