.HEADER
..NAMES
Time,V U2.R2
.DATA
0.0e+000,0.3310
3.67e-011,0.3310
7.33e-011,0.3310
1.100e-010,0.3310
1.467e-010,0.3310
1.834e-010,0.3310
2.201e-010,0.3310
2.567e-010,0.3310
2.934e-010,0.3310
3.301e-010,0.3310
3.667e-010,0.3310
4.034e-010,0.3310
4.401e-010,0.3310
4.768e-010,0.3310
5.135e-010,0.3310
5.501e-010,0.3310
5.868e-010,0.3310
6.235e-010,0.3310
6.601e-010,0.3310
6.968e-010,0.3310
7.335e-010,0.3310
7.702e-010,0.3310
8.068e-010,0.3312
8.435e-010,0.3320
8.802e-010,0.3348
9.169e-010,0.3419
9.536e-010,0.3564
9.902e-010,0.3813
1.0269e-009,0.4187
1.0636e-009,0.4700
1.1003e-009,0.5355
1.1369e-009,0.6132
1.1736e-009,0.6977
1.2103e-009,0.7812
1.2469e-009,0.8569
1.2836e-009,0.9204
1.3203e-009,0.9693
1.3570e-009,1.0016
1.3936e-009,1.0180
1.4303e-009,1.0228
1.4670e-009,1.0229
1.5037e-009,1.0236
1.5403e-009,1.0271
1.5770e-009,1.0334
1.6137e-009,1.0424
1.6504e-009,1.0531
1.6871e-009,1.0637
1.7237e-009,1.0719
1.7604e-009,1.0762
1.7971e-009,1.0770
1.8338e-009,1.0760
1.8704e-009,1.0753
1.9071e-009,1.0762
1.9438e-009,1.0789
1.9805e-009,1.0826
2.0171e-009,1.0865
2.0538e-009,1.0895
2.0905e-009,1.0912
2.1272e-009,1.0913
2.1638e-009,1.0901
2.2005e-009,1.0883
2.2372e-009,1.0870
2.2738e-009,1.0874
2.3105e-009,1.0900
2.3472e-009,1.0943
2.3839e-009,1.0990
2.4205e-009,1.1028
2.4572e-009,1.1049
2.4939e-009,1.1054
2.5306e-009,1.1046
2.5672e-009,1.1029
2.6039e-009,1.1011
2.6406e-009,1.0997
2.6773e-009,1.0996
2.7139e-009,1.1009
2.7506e-009,1.1028
2.7873e-009,1.1035
2.8240e-009,1.0995
2.8606e-009,1.0872
2.8973e-009,1.0635
2.9340e-009,1.0264
2.9707e-009,0.9741
3.0073e-009,0.9055
3.0440e-009,0.8225
3.0807e-009,0.7317
3.1174e-009,0.6418
3.1540e-009,0.5593
3.1907e-009,0.4890
3.2274e-009,0.4352
3.2641e-009,0.4013
3.3007e-009,0.3861
3.3374e-009,0.3843
3.3741e-009,0.3885
3.4108e-009,0.3931
3.4475e-009,0.3945
3.4841e-009,0.3913
3.5208e-009,0.3832
3.5575e-009,0.3716
3.5942e-009,0.3592
3.6308e-009,0.3493
3.6675e-009,0.3447
3.7042e-009,0.3471
3.7408e-009,0.3582
3.7775e-009,0.3793
3.8142e-009,0.4118
3.8509e-009,0.4566
3.8875e-009,0.5148
