.HEADER
..NAMES
Time,V U4.C3
.DATA
0.0e+000,0.3207
3.86e-011,0.3207
7.72e-011,0.3207
1.157e-010,0.3207
1.543e-010,0.3207
1.929e-010,0.3207
2.314e-010,0.3207
2.700e-010,0.3207
3.086e-010,0.3207
3.472e-010,0.3207
3.857e-010,0.3207
4.243e-010,0.3207
4.629e-010,0.3207
5.015e-010,0.3207
5.401e-010,0.3207
5.786e-010,0.3207
6.172e-010,0.3207
6.558e-010,0.3207
6.944e-010,0.3207
7.329e-010,0.3207
7.715e-010,0.3207
8.101e-010,0.3207
8.486e-010,0.3208
8.872e-010,0.3239
9.258e-010,0.3356
9.644e-010,0.3679
1.0029e-009,0.4344
1.0415e-009,0.5344
1.0801e-009,0.6542
1.1187e-009,0.7626
1.1572e-009,0.8486
1.1958e-009,0.9243
1.2344e-009,0.9883
1.2730e-009,1.0374
1.3115e-009,1.0735
1.3501e-009,1.1187
1.3887e-009,1.1531
1.4273e-009,1.1582
1.4658e-009,1.1465
1.5044e-009,1.0892
1.5430e-009,0.9827
1.5816e-009,0.8623
1.6202e-009,0.7463
1.6587e-009,0.6384
1.6973e-009,0.5472
1.7359e-009,0.4768
1.7745e-009,0.4280
1.8130e-009,0.3974
1.8516e-009,0.3730
1.8902e-009,0.3550
1.9288e-009,0.3434
1.9673e-009,0.3312
2.0059e-009,0.3202
2.0445e-009,0.3170
2.0830e-009,0.3179
2.1216e-009,0.3190
2.1602e-009,0.3207
2.1988e-009,0.3228
2.2374e-009,0.3247
2.2759e-009,0.3253
2.3145e-009,0.3243
2.3531e-009,0.3236
2.3916e-009,0.3232
2.4302e-009,0.3220
2.4688e-009,0.3215
2.5074e-009,0.3224
2.5459e-009,0.3227
2.5845e-009,0.3220
2.6231e-009,0.3215
2.6617e-009,0.3214
2.7003e-009,0.3212
2.7388e-009,0.3208
2.7774e-009,0.3206
2.8160e-009,0.3207
2.8545e-009,0.3207
2.8931e-009,0.3206
2.9317e-009,0.3207
2.9703e-009,0.3210
3.0089e-009,0.3208
3.0474e-009,0.3206
3.0860e-009,0.3206
3.1246e-009,0.3207
3.1631e-009,0.3207
3.2017e-009,0.3207
3.2403e-009,0.3207
3.2789e-009,0.3207
3.3175e-009,0.3207
3.3560e-009,0.3207
3.3946e-009,0.3207
3.4332e-009,0.3207
3.4717e-009,0.3207
3.5103e-009,0.3207
3.5489e-009,0.3207
3.5875e-009,0.3207
3.6260e-009,0.3207
3.6646e-009,0.3207
3.7032e-009,0.3207
3.7418e-009,0.3207
3.7803e-009,0.3207
3.8189e-009,0.3207
3.8575e-009,0.3207
3.8961e-009,0.3207
3.9346e-009,0.3207
3.9732e-009,0.3207
4.0118e-009,0.3207
4.0504e-009,0.3207
4.0890e-009,0.3207
4.1275e-009,0.3207
4.1661e-009,0.3207
4.2047e-009,0.3207
4.2433e-009,0.3207
4.2818e-009,0.3207
4.3204e-009,0.3207
4.3590e-009,0.3207
4.3975e-009,0.3207
4.4361e-009,0.3207
4.4747e-009,0.3207
4.5133e-009,0.3207
4.5519e-009,0.3207
4.5904e-009,0.3207
4.6290e-009,0.3225
4.6676e-009,0.3312
4.7062e-009,0.3565
4.7447e-009,0.4131
4.7833e-009,0.5051
4.8219e-009,0.6218
4.8604e-009,0.7367
4.8990e-009,0.8269
4.9376e-009,0.9053
4.9762e-009,0.9726
5.0147e-009,1.0259
5.0533e-009,1.0643
5.0919e-009,1.0923
5.1305e-009,1.1123
5.1691e-009,1.1282
5.2076e-009,1.1428
5.2462e-009,1.1556
5.2848e-009,1.1647
5.3234e-009,1.1673
5.3619e-009,1.1664
5.4005e-009,1.1673
5.4391e-009,1.1695
5.4776e-009,1.1708
5.5162e-009,1.1716
5.5548e-009,1.1725
5.5934e-009,1.1733
5.6320e-009,1.1743
5.6705e-009,1.1755
5.7091e-009,1.1765
5.7477e-009,1.1766
5.7863e-009,1.1760
5.8248e-009,1.1760
5.8634e-009,1.1771
5.9020e-009,1.1777
5.9405e-009,1.1778
5.9791e-009,1.1779
6.0177e-009,1.1785
6.0563e-009,1.1822
6.0948e-009,1.1841
6.1334e-009,1.1721
6.1720e-009,1.1278
6.2106e-009,1.0387
6.2492e-009,0.9272
6.2877e-009,0.8172
6.3263e-009,0.7062
6.3649e-009,0.6036
6.4035e-009,0.5198
6.4420e-009,0.4584
6.4806e-009,0.4158
6.5192e-009,0.3867
6.5577e-009,0.3666
6.5963e-009,0.3519
6.6349e-009,0.3385
6.6735e-009,0.3262
6.7121e-009,0.3204
6.7506e-009,0.3197
6.7892e-009,0.3192
6.8278e-009,0.3195
6.8664e-009,0.3214
6.9049e-009,0.3236
6.9435e-009,0.3247
6.9821e-009,0.3250
7.0206e-009,0.3246
7.0592e-009,0.3237
7.0978e-009,0.3225
7.1364e-009,0.3218
7.1749e-009,0.3223
7.2135e-009,0.3227
7.2521e-009,0.3223
7.2907e-009,0.3216
7.3293e-009,0.3216
7.3678e-009,0.3214
7.4064e-009,0.3211
7.4450e-009,0.3229
7.4835e-009,0.3319
7.5221e-009,0.3584
7.5607e-009,0.4169
7.5993e-009,0.5108
7.6379e-009,0.6285
7.6764e-009,0.7420
7.7150e-009,0.8310
7.7536e-009,0.9089
7.7922e-009,0.9757
7.8307e-009,1.0282
7.8693e-009,1.0662
7.9079e-009,1.1079
7.9464e-009,1.1497
7.9850e-009,1.1578
8.0236e-009,1.1522
8.0622e-009,1.1062
8.1008e-009,1.0081
8.1393e-009,0.8874
8.1779e-009,0.7707
8.2165e-009,0.6603
8.2550e-009,0.5650
8.2936e-009,0.4901
8.3322e-009,0.4366
8.3708e-009,0.4032
8.4093e-009,0.3779
8.4479e-009,0.3580
8.4865e-009,0.3458
8.5251e-009,0.3340
8.5637e-009,0.3220
8.6022e-009,0.3171
8.6408e-009,0.3177
8.6794e-009,0.3188
8.7179e-009,0.3204
8.7565e-009,0.3224
8.7951e-009,0.3244
8.8337e-009,0.3257
8.8722e-009,0.3291
8.9108e-009,0.3451
8.9494e-009,0.3872
8.9880e-009,0.4646
9.0266e-009,0.5727
9.0651e-009,0.6943
9.1037e-009,0.7944
9.1423e-009,0.8756
9.1808e-009,0.9470
9.2194e-009,1.0062
9.2580e-009,1.0502
