.HEADER
..NAMES
Time,V U2.T3
.DATA
0.0e+000,1.0888
3.67e-011,1.0888
7.33e-011,1.0888
1.100e-010,1.0888
1.467e-010,1.0888
1.834e-010,1.0888
2.201e-010,1.0888
2.567e-010,1.0888
2.934e-010,1.0888
3.301e-010,1.0888
3.667e-010,1.0888
4.034e-010,1.0888
4.401e-010,1.0888
4.768e-010,1.0888
5.135e-010,1.0888
5.501e-010,1.0888
5.868e-010,1.0888
6.235e-010,1.0888
6.601e-010,1.0888
6.968e-010,1.0888
7.335e-010,1.0888
7.702e-010,1.0889
8.068e-010,1.0892
8.435e-010,1.0897
8.802e-010,1.0902
9.169e-010,1.0899
9.536e-010,1.0861
9.902e-010,1.0756
1.0269e-009,1.0545
1.0636e-009,1.0200
1.1003e-009,0.9695
1.1369e-009,0.9016
1.1736e-009,0.8186
1.2103e-009,0.7272
1.2469e-009,0.6359
1.2836e-009,0.5521
1.3203e-009,0.4817
1.3570e-009,0.4299
1.3936e-009,0.3987
1.4303e-009,0.3857
1.4670e-009,0.3844
1.5037e-009,0.3881
1.5403e-009,0.3914
1.5770e-009,0.3910
1.6137e-009,0.3858
1.6504e-009,0.3761
1.6871e-009,0.3642
1.7237e-009,0.3534
1.7604e-009,0.3462
1.7971e-009,0.3442
1.8338e-009,0.3485
1.8704e-009,0.3605
1.9071e-009,0.3823
1.9438e-009,0.4159
1.9805e-009,0.4628
2.0171e-009,0.5243
2.0538e-009,0.6003
2.0905e-009,0.6873
2.1272e-009,0.7769
2.1638e-009,0.8594
2.2005e-009,0.9285
2.2372e-009,0.9806
2.2738e-009,1.0131
2.3105e-009,1.0258
2.3472e-009,1.0234
2.3839e-009,1.0153
2.4205e-009,1.0097
2.4572e-009,1.0101
2.4939e-009,1.0164
2.5306e-009,1.0271
2.5672e-009,1.0403
2.6039e-009,1.0532
2.6406e-009,1.0624
2.6773e-009,1.0658
2.7139e-009,1.0643
2.7506e-009,1.0611
2.7873e-009,1.0595
2.8240e-009,1.0612
2.8606e-009,1.0664
2.8973e-009,1.0740
2.9340e-009,1.0820
2.9707e-009,1.0884
3.0073e-009,1.0920
3.0440e-009,1.0926
3.0807e-009,1.0909
3.1174e-009,1.0883
3.1540e-009,1.0862
3.1907e-009,1.0863
3.2274e-009,1.0891
3.2641e-009,1.0937
3.3007e-009,1.0984
3.3374e-009,1.1015
3.3741e-009,1.1025
3.4108e-009,1.1018
3.4475e-009,1.1000
3.4841e-009,1.0981
3.5208e-009,1.0966
3.5575e-009,1.0963
3.5942e-009,1.0974
3.6308e-009,1.0997
3.6675e-009,1.1022
3.7042e-009,1.1031
3.7408e-009,1.1002
3.7775e-009,1.0905
3.8142e-009,1.0711
3.8509e-009,1.0397
3.8875e-009,0.9943
3.9242e-009,0.9332
3.9609e-009,0.8565
3.9976e-009,0.7688
4.0342e-009,0.6781
4.0709e-009,0.5923
4.1076e-009,0.5168
4.1443e-009,0.4563
4.1809e-009,0.4150
4.2176e-009,0.3935
4.2543e-009,0.3872
4.2910e-009,0.3887
4.3276e-009,0.3916
4.3643e-009,0.3923
4.4010e-009,0.3889
4.4377e-009,0.3810
4.4743e-009,0.3696
4.5110e-009,0.3578
4.5477e-009,0.3485
4.5844e-009,0.3439
4.6211e-009,0.3447
4.6577e-009,0.3516
4.6944e-009,0.3663
4.7311e-009,0.3911
4.7678e-009,0.4281
4.8044e-009,0.4787
4.8411e-009,0.5446
4.8778e-009,0.6249
4.9145e-009,0.7143
4.9511e-009,0.8031
4.9878e-009,0.8822
5.0245e-009,0.9462
5.0612e-009,0.9922
5.0978e-009,1.0178
5.1345e-009,1.0242
5.1712e-009,1.0184
5.2079e-009,1.0104
5.2445e-009,1.0072
5.2812e-009,1.0105
5.3179e-009,1.0191
5.3546e-009,1.0314
5.3912e-009,1.0452
5.4279e-009,1.0572
5.4646e-009,1.0643
5.5013e-009,1.0655
5.5379e-009,1.0630
5.5746e-009,1.0604
5.6113e-009,1.0593
5.6480e-009,1.0582
5.6846e-009,1.0525
5.7213e-009,1.0373
5.7580e-009,1.0076
5.7947e-009,0.9587
5.8313e-009,0.8886
5.8680e-009,0.8007
5.9047e-009,0.7045
5.9414e-009,0.6104
5.9780e-009,0.5266
6.0147e-009,0.4598
6.0514e-009,0.4157
6.0881e-009,0.3947
6.1247e-009,0.3906
6.1614e-009,0.3947
6.1981e-009,0.3996
6.2348e-009,0.4019
6.2714e-009,0.3995
6.3081e-009,0.3919
6.3448e-009,0.3804
6.3815e-009,0.3685
6.4181e-009,0.3596
6.4548e-009,0.3554
6.4915e-009,0.3556
6.5282e-009,0.3595
6.5648e-009,0.3682
6.6015e-009,0.3844
6.6382e-009,0.4113
6.6749e-009,0.4515
6.7115e-009,0.5074
6.7482e-009,0.5800
6.7849e-009,0.6661
6.8215e-009,0.7572
6.8582e-009,0.8433
6.8949e-009,0.9169
6.9316e-009,0.9736
6.9682e-009,1.0099
7.0049e-009,1.0252
7.0416e-009,1.0243
7.0783e-009,1.0169
7.1149e-009,1.0113
7.1516e-009,1.0111
7.1883e-009,1.0163
7.2250e-009,1.0260
7.2616e-009,1.0387
7.2983e-009,1.0514
7.3350e-009,1.0608
7.3717e-009,1.0646
7.4083e-009,1.0640
7.4450e-009,1.0620
7.4817e-009,1.0606
7.5184e-009,1.0590
7.5550e-009,1.0535
7.5917e-009,1.0394
7.6284e-009,1.0122
7.6651e-009,0.9672
7.7018e-009,0.9014
7.7384e-009,0.8169
7.7751e-009,0.7219
7.8118e-009,0.6267
7.8484e-009,0.5400
7.8851e-009,0.4689
7.9218e-009,0.4195
