.HEADER
..NAMES
Time,V U3.P8
.DATA
0.0e+000,1.0895
3.67e-011,1.0895
7.33e-011,1.0895
1.100e-010,1.0895
1.467e-010,1.0895
1.834e-010,1.0895
2.201e-010,1.0895
2.567e-010,1.0895
2.934e-010,1.0895
3.301e-010,1.0895
3.667e-010,1.0895
4.034e-010,1.0895
4.401e-010,1.0895
4.768e-010,1.0895
5.135e-010,1.0895
5.501e-010,1.0895
5.868e-010,1.0895
6.235e-010,1.0895
6.601e-010,1.0896
6.968e-010,1.0899
7.335e-010,1.0906
7.702e-010,1.0914
8.068e-010,1.0910
8.435e-010,1.0861
8.802e-010,1.0719
9.169e-010,1.0438
9.536e-010,0.9995
9.902e-010,0.9384
1.0269e-009,0.8609
1.0636e-009,0.7708
1.1003e-009,0.6769
1.1369e-009,0.5903
1.1736e-009,0.5201
1.2103e-009,0.4712
1.2469e-009,0.4445
1.2836e-009,0.4369
1.3203e-009,0.4424
1.3570e-009,0.4530
1.3936e-009,0.4605
1.4303e-009,0.4586
1.4670e-009,0.4447
1.5037e-009,0.4214
1.5403e-009,0.3940
1.5770e-009,0.3682
1.6137e-009,0.3483
1.6504e-009,0.3365
1.6871e-009,0.3326
1.7237e-009,0.3342
1.7604e-009,0.3378
1.7971e-009,0.3403
1.8338e-009,0.3395
1.8704e-009,0.3351
1.9071e-009,0.3283
1.9438e-009,0.3216
1.9805e-009,0.3175
2.0171e-009,0.3176
2.0538e-009,0.3212
2.0905e-009,0.3262
2.1272e-009,0.3302
2.1638e-009,0.3317
2.2005e-009,0.3299
2.2372e-009,0.3248
2.2738e-009,0.3176
2.3105e-009,0.3103
2.3472e-009,0.3050
2.3839e-009,0.3032
2.4205e-009,0.3052
2.4572e-009,0.3099
2.4939e-009,0.3155
2.5306e-009,0.3202
2.5672e-009,0.3230
2.6039e-009,0.3234
2.6406e-009,0.3218
2.6773e-009,0.3193
2.7139e-009,0.3171
2.7506e-009,0.3163
2.7873e-009,0.3177
2.8240e-009,0.3211
2.8606e-009,0.3256
2.8973e-009,0.3300
2.9340e-009,0.3331
2.9707e-009,0.3345
3.0073e-009,0.3341
3.0440e-009,0.3322
3.0807e-009,0.3293
3.1174e-009,0.3265
3.1540e-009,0.3245
3.1907e-009,0.3238
3.2274e-009,0.3245
3.2641e-009,0.3261
3.3007e-009,0.3279
3.3374e-009,0.3295
3.3741e-009,0.3306
3.4108e-009,0.3310
3.4475e-009,0.3307
3.4841e-009,0.3298
3.5208e-009,0.3291
3.5575e-009,0.3298
3.5942e-009,0.3347
3.6308e-009,0.3477
3.6675e-009,0.3728
3.7042e-009,0.4128
3.7408e-009,0.4681
3.7775e-009,0.5372
3.8142e-009,0.6173
3.8509e-009,0.7030
3.8875e-009,0.7858
3.9242e-009,0.8562
3.9609e-009,0.9082
3.9976e-009,0.9413
4.0342e-009,0.9583
4.0709e-009,0.9635
4.1076e-009,0.9621
4.1443e-009,0.9604
4.1809e-009,0.9640
4.2176e-009,0.9762
4.2543e-009,0.9964
4.2910e-009,1.0207
4.3276e-009,1.0437
4.3643e-009,1.0617
4.4010e-009,1.0734
4.4377e-009,1.0793
4.4743e-009,1.0806
4.5110e-009,1.0794
4.5477e-009,1.0767
4.5844e-009,1.0711
4.6211e-009,1.0579
4.6577e-009,1.0315
4.6944e-009,0.9886
4.7311e-009,0.9274
4.7678e-009,0.8475
4.8044e-009,0.7527
4.8411e-009,0.6538
4.8778e-009,0.5653
4.9145e-009,0.4977
4.9511e-009,0.4552
4.9878e-009,0.4369
5.0245e-009,0.4385
5.0612e-009,0.4522
5.0978e-009,0.4683
5.1345e-009,0.4774
5.1712e-009,0.4728
5.2079e-009,0.4534
5.2445e-009,0.4241
5.2812e-009,0.3929
5.3179e-009,0.3665
5.3546e-009,0.3486
5.3912e-009,0.3405
5.4279e-009,0.3416
5.4646e-009,0.3502
5.5013e-009,0.3654
5.5379e-009,0.3884
5.5746e-009,0.4215
5.6113e-009,0.4665
5.6480e-009,0.5246
5.6846e-009,0.5969
5.7213e-009,0.6821
5.7580e-009,0.7721
5.7947e-009,0.8543
5.8313e-009,0.9176
5.8680e-009,0.9576
5.9047e-009,0.9754
5.9414e-009,0.9749
5.9780e-009,0.9624
6.0147e-009,0.9467
6.0514e-009,0.9375
6.0881e-009,0.9416
6.1247e-009,0.9607
6.1614e-009,0.9901
6.1981e-009,1.0216
6.2348e-009,1.0481
6.2714e-009,1.0660
6.3081e-009,1.0743
6.3448e-009,1.0742
6.3815e-009,1.0689
6.4181e-009,1.0623
6.4548e-009,1.0559
6.4915e-009,1.0473
6.5282e-009,1.0312
6.5648e-009,1.0020
6.6015e-009,0.9553
6.6382e-009,0.8877
6.6749e-009,0.8002
6.7115e-009,0.7014
6.7482e-009,0.6053
6.7849e-009,0.5247
6.8215e-009,0.4676
6.8582e-009,0.4365
6.8949e-009,0.4297
6.9316e-009,0.4405
6.9682e-009,0.4591
7.0049e-009,0.4747
7.0416e-009,0.4785
7.0783e-009,0.4663
7.1149e-009,0.4410
7.1516e-009,0.4096
7.1883e-009,0.3795
7.2250e-009,0.3561
7.2616e-009,0.3426
7.2983e-009,0.3397
7.3350e-009,0.3464
7.3717e-009,0.3618
7.4083e-009,0.3861
7.4450e-009,0.4204
7.4817e-009,0.4658
7.5184e-009,0.5229
7.5550e-009,0.5928
7.5917e-009,0.6746
7.6284e-009,0.7622
7.6651e-009,0.8443
7.7018e-009,0.9099
7.7384e-009,0.9540
7.7751e-009,0.9766
7.8118e-009,0.9806
7.8484e-009,0.9712
7.8851e-009,0.9565
7.9218e-009,0.9458
7.9585e-009,0.9465
7.9952e-009,0.9616
8.0318e-009,0.9876
8.0685e-009,1.0175
8.1052e-009,1.0443
8.1418e-009,1.0637
8.1785e-009,1.0744
8.2152e-009,1.0765
8.2519e-009,1.0726
8.2886e-009,1.0662
8.3252e-009,1.0594
8.3619e-009,1.0505
8.3986e-009,1.0345
8.4352e-009,1.0064
8.4719e-009,0.9619
8.5086e-009,0.8975
8.5453e-009,0.8134
8.5820e-009,0.7167
8.6186e-009,0.6204
8.6553e-009,0.5376
8.6920e-009,0.4766
8.7286e-009,0.4411
8.7653e-009,0.4299
8.8020e-009,0.4373
8.8387e-009,0.4543
8.8754e-009,0.4704
8.9120e-009,0.4762
8.9487e-009,0.4670
8.9854e-009,0.4442
9.0220e-009,0.4142
9.0587e-009,0.3841
9.0954e-009,0.3598
9.1321e-009,0.3445
9.1688e-009,0.3395
9.2054e-009,0.3443
9.2421e-009,0.3581
9.2788e-009,0.3813
9.3154e-009,0.4152
9.3521e-009,0.4607
9.3888e-009,0.5181
9.4255e-009,0.5884
9.4622e-009,0.6707
9.4988e-009,0.7593
9.5355e-009,0.8430
9.5722e-009,0.9104
9.6088e-009,0.9560
9.6455e-009,0.9796
9.6822e-009,0.9840
9.7189e-009,0.9746
9.7556e-009,0.9594
9.7922e-009,0.9476
9.8289e-009,0.9473
9.8656e-009,0.9616
9.9022e-009,0.9876
9.9389e-009,1.0182
9.9756e-009,1.0459
1.00123e-008,1.0661
1.00490e-008,1.0772
1.00856e-008,1.0793
1.01223e-008,1.0746
1.01590e-008,1.0669
1.01956e-008,1.0585
1.02323e-008,1.0484
1.02690e-008,1.0323
1.03057e-008,1.0050
1.03424e-008,0.9620
1.03790e-008,0.8996
1.04157e-008,0.8177
1.04524e-008,0.7227
1.04890e-008,0.6271
1.05257e-008,0.5434
1.05624e-008,0.4804
1.05991e-008,0.4423
1.06358e-008,0.4287
1.06724e-008,0.4343
1.07091e-008,0.4500
1.07458e-008,0.4655
1.07824e-008,0.4718
1.08191e-008,0.4636
1.08558e-008,0.4421
1.08925e-008,0.4130
1.09292e-008,0.3835
1.09658e-008,0.3593
1.10025e-008,0.3439
1.10392e-008,0.3384
1.10758e-008,0.3409
1.11125e-008,0.3472
1.11492e-008,0.3530
1.11859e-008,0.3550
1.12226e-008,0.3517
1.12592e-008,0.3445
1.12959e-008,0.3364
1.13326e-008,0.3306
1.13693e-008,0.3286
1.14059e-008,0.3302
1.14426e-008,0.3345
1.14793e-008,0.3397
1.15159e-008,0.3433
1.15526e-008,0.3430
1.15893e-008,0.3384
1.16260e-008,0.3307
1.16627e-008,0.3223
1.16993e-008,0.3155
1.17360e-008,0.3119
1.17727e-008,0.3119
1.18093e-008,0.3150
1.18460e-008,0.3197
1.18827e-008,0.3246
1.19194e-008,0.3280
1.19561e-008,0.3293
1.19927e-008,0.3292
1.20294e-008,0.3310
1.20661e-008,0.3401
1.21027e-008,0.3624
1.21394e-008,0.4020
1.21761e-008,0.4596
1.22128e-008,0.5328
