.HEADER
..NAMES
Time,V U3.F2
.DATA
0.0e+000,0.3206
3.86e-011,0.3206
7.72e-011,0.3206
1.157e-010,0.3206
1.543e-010,0.3206
1.929e-010,0.3206
2.314e-010,0.3206
2.700e-010,0.3206
3.086e-010,0.3206
3.472e-010,0.3206
3.857e-010,0.3206
4.243e-010,0.3206
4.629e-010,0.3206
5.015e-010,0.3206
5.401e-010,0.3206
5.786e-010,0.3206
6.172e-010,0.3206
6.558e-010,0.3206
6.944e-010,0.3206
7.329e-010,0.3206
7.715e-010,0.3206
8.101e-010,0.3206
8.486e-010,0.3206
8.872e-010,0.3206
9.258e-010,0.3206
9.644e-010,0.3206
1.0029e-009,0.3211
1.0415e-009,0.3246
1.0801e-009,0.3375
1.1187e-009,0.3716
1.1572e-009,0.4394
1.1958e-009,0.5423
1.2344e-009,0.6643
1.2730e-009,0.7762
1.3115e-009,0.8626
1.3501e-009,0.9297
1.3887e-009,0.9865
1.4273e-009,1.0342
1.4658e-009,1.0754
1.5044e-009,1.1202
1.5430e-009,1.1547
1.5816e-009,1.1639
1.6202e-009,1.1424
1.6587e-009,1.0751
1.6973e-009,0.9671
1.7359e-009,0.8445
1.7745e-009,0.7278
1.8130e-009,0.6209
1.8516e-009,0.5352
1.8902e-009,0.4716
1.9288e-009,0.4242
1.9673e-009,0.3873
2.0059e-009,0.3668
2.0445e-009,0.3704
2.0830e-009,0.4100
2.1216e-009,0.4915
2.1602e-009,0.6066
2.1988e-009,0.7291
2.2374e-009,0.8332
2.2759e-009,0.9139
2.3145e-009,0.9769
2.3531e-009,1.0277
2.3916e-009,1.0687
2.4302e-009,1.1109
2.4688e-009,1.1475
2.5074e-009,1.1669
2.5459e-009,1.1559
2.5845e-009,1.1057
2.6231e-009,1.0090
2.6617e-009,0.8872
2.7003e-009,0.7666
2.7388e-009,0.6550
2.7774e-009,0.5608
2.8160e-009,0.4895
2.8545e-009,0.4379
2.8931e-009,0.4017
2.9317e-009,0.3781
2.9703e-009,0.3591
3.0089e-009,0.3442
3.0474e-009,0.3347
3.0860e-009,0.3271
3.1246e-009,0.3202
3.1631e-009,0.3171
3.2017e-009,0.3179
3.2403e-009,0.3203
3.2789e-009,0.3229
3.3175e-009,0.3247
3.3560e-009,0.3258
3.3946e-009,0.3303
3.4332e-009,0.3463
3.4717e-009,0.3860
3.5103e-009,0.4612
3.5489e-009,0.5710
3.5875e-009,0.6934
3.6260e-009,0.7998
3.6646e-009,0.8803
3.7032e-009,0.9444
3.7418e-009,0.9987
3.7803e-009,1.0438
3.8189e-009,1.0784
3.8575e-009,1.1035
3.8961e-009,1.1222
3.9346e-009,1.1369
3.9732e-009,1.1475
4.0118e-009,1.1556
4.0504e-009,1.1633
4.0890e-009,1.1690
4.1275e-009,1.1702
4.1661e-009,1.1686
4.2047e-009,1.1679
4.2433e-009,1.1694
4.2818e-009,1.1718
4.3204e-009,1.1734
4.3590e-009,1.1740
4.3975e-009,1.1746
4.4361e-009,1.1754
4.4747e-009,1.1757
4.5133e-009,1.1758
4.5519e-009,1.1764
4.5904e-009,1.1772
4.6290e-009,1.1774
4.6676e-009,1.1772
4.7062e-009,1.1772
4.7447e-009,1.1776
4.7833e-009,1.1781
4.8219e-009,1.1782
4.8604e-009,1.1779
4.8990e-009,1.1778
4.9376e-009,1.1779
4.9762e-009,1.1780
5.0147e-009,1.1779
5.0533e-009,1.1779
5.0919e-009,1.1781
5.1305e-009,1.1781
5.1691e-009,1.1780
5.2076e-009,1.1779
5.2462e-009,1.1780
5.2848e-009,1.1781
5.3234e-009,1.1781
5.3619e-009,1.1780
5.4005e-009,1.1780
5.4391e-009,1.1781
5.4776e-009,1.1781
5.5162e-009,1.1781
5.5548e-009,1.1781
5.5934e-009,1.1782
5.6320e-009,1.1782
5.6705e-009,1.1781
5.7091e-009,1.1781
5.7477e-009,1.1782
5.7863e-009,1.1782
