.HEADER
..NAMES
Time,V U2.C7&B7
.DATA
0.0e+000,0.3221
3.86e-011,0.3221
7.72e-011,0.3221
1.157e-010,0.3221
1.543e-010,0.3221
1.929e-010,0.3221
2.314e-010,0.3221
2.700e-010,0.3221
3.086e-010,0.3221
3.472e-010,0.3221
3.857e-010,0.3221
4.243e-010,0.3221
4.629e-010,0.3221
5.015e-010,0.3221
5.401e-010,0.3221
5.786e-010,0.3221
6.172e-010,0.3221
6.558e-010,0.3221
6.944e-010,0.3221
7.329e-010,0.3221
7.715e-010,0.3221
8.101e-010,0.3221
8.486e-010,0.3221
8.872e-010,0.3221
9.258e-010,0.3221
9.644e-010,0.3221
1.0029e-009,0.3221
1.0415e-009,0.3221
1.0801e-009,0.3221
1.1187e-009,0.3221
1.1572e-009,0.3221
1.1958e-009,0.3221
1.2344e-009,0.3221
1.2730e-009,0.3221
1.3115e-009,0.3221
1.3501e-009,0.3221
1.3887e-009,0.3233
1.4273e-009,0.3292
1.4658e-009,0.3476
1.5044e-009,0.3898
1.5430e-009,0.4632
1.5816e-009,0.5638
1.6202e-009,0.6741
1.6587e-009,0.7753
1.6973e-009,0.8644
1.7359e-009,0.9446
1.7745e-009,1.0120
1.8130e-009,1.0605
1.8516e-009,1.0975
1.8902e-009,1.1325
1.9288e-009,1.1553
1.9673e-009,1.1553
2.0059e-009,1.1255
2.0445e-009,1.0584
2.0830e-009,0.9596
2.1216e-009,0.8408
2.1602e-009,0.7185
2.1988e-009,0.6054
2.2374e-009,0.5089
2.2759e-009,0.4391
2.3145e-009,0.3939
2.3531e-009,0.3658
2.3916e-009,0.3601
2.4302e-009,0.3835
2.4688e-009,0.4398
2.5074e-009,0.5264
2.5459e-009,0.6316
2.5845e-009,0.7400
2.6231e-009,0.8379
2.6617e-009,0.9229
2.7003e-009,0.9967
2.7388e-009,1.0538
2.7774e-009,1.0949
2.8160e-009,1.1300
2.8545e-009,1.1559
2.8931e-009,1.1633
2.9317e-009,1.1437
2.9703e-009,1.0874
3.0089e-009,0.9964
3.0474e-009,0.8818
3.0860e-009,0.7590
3.1246e-009,0.6420
3.1631e-009,0.5385
3.2017e-009,0.4587
3.2403e-009,0.4063
3.2789e-009,0.3724
3.3175e-009,0.3587
3.3560e-009,0.3723
3.3946e-009,0.4179
3.4332e-009,0.4960
3.4717e-009,0.5975
3.5103e-009,0.7070
3.5489e-009,0.8086
3.5875e-009,0.8971
3.6260e-009,0.9750
3.6646e-009,1.0382
3.7032e-009,1.0830
3.7418e-009,1.1195
3.7803e-009,1.1494
3.8189e-009,1.1634
3.8575e-009,1.1536
3.8961e-009,1.1095
3.9346e-009,1.0283
3.9732e-009,0.9196
4.0118e-009,0.7976
4.0504e-009,0.6778
4.0890e-009,0.5691
4.1275e-009,0.4806
4.1661e-009,0.4207
4.2047e-009,0.3819
4.2433e-009,0.3610
4.2818e-009,0.3650
4.3204e-009,0.3999
4.3590e-009,0.4685
4.3975e-009,0.5641
4.4361e-009,0.6725
4.4747e-009,0.7776
4.5133e-009,0.8703
4.5519e-009,0.9516
4.5904e-009,1.0202
4.6290e-009,1.0703
4.6676e-009,1.1087
4.7062e-009,1.1415
4.7447e-009,1.1613
4.7833e-009,1.1600
4.8219e-009,1.1277
4.8604e-009,1.0576
4.8990e-009,0.9563
4.9376e-009,0.8366
4.9762e-009,0.7148
5.0147e-009,0.6019
5.0533e-009,0.5058
5.0919e-009,0.4368
5.1305e-009,0.3923
5.1691e-009,0.3652
5.2076e-009,0.3606
5.2462e-009,0.3852
