.HEADER
..NAMES
Time,V U4.T7
.DATA
0.0e+000,0.3294
3.67e-011,0.3294
7.33e-011,0.3294
1.100e-010,0.3294
1.467e-010,0.3294
1.834e-010,0.3294
2.201e-010,0.3294
2.567e-010,0.3294
2.934e-010,0.3294
3.301e-010,0.3294
3.667e-010,0.3294
4.034e-010,0.3294
4.401e-010,0.3294
4.768e-010,0.3294
5.135e-010,0.3294
5.501e-010,0.3294
5.868e-010,0.3295
6.235e-010,0.3304
6.601e-010,0.3339
6.968e-010,0.3445
7.335e-010,0.3686
7.702e-010,0.4118
8.068e-010,0.4761
8.435e-010,0.5576
8.802e-010,0.6483
9.169e-010,0.7389
9.536e-010,0.8200
9.902e-010,0.8821
1.0269e-009,0.9211
1.0636e-009,0.9398
1.1003e-009,0.9456
1.1369e-009,0.9458
1.1736e-009,0.9461
1.2103e-009,0.9500
1.2469e-009,0.9581
1.2836e-009,0.9685
1.3203e-009,0.9783
1.3570e-009,0.9854
1.3936e-009,0.9895
1.4303e-009,0.9921
1.4670e-009,0.9961
1.5037e-009,1.0042
1.5403e-009,1.0179
1.5770e-009,1.0369
1.6137e-009,1.0585
1.6504e-009,1.0756
1.6871e-009,1.0773
1.7237e-009,1.0521
1.7604e-009,0.9950
1.7971e-009,0.9108
1.8338e-009,0.8087
1.8704e-009,0.6999
1.9071e-009,0.5996
1.9438e-009,0.5229
1.9805e-009,0.4771
2.0171e-009,0.4589
2.0538e-009,0.4597
2.0905e-009,0.4695
2.1272e-009,0.4788
2.1638e-009,0.4815
2.2005e-009,0.4762
2.2372e-009,0.4655
2.2738e-009,0.4538
2.3105e-009,0.4455
2.3472e-009,0.4422
2.3839e-009,0.4426
2.4205e-009,0.4429
2.4572e-009,0.4387
2.4939e-009,0.4270
2.5306e-009,0.4072
2.5672e-009,0.3816
2.6039e-009,0.3549
2.6406e-009,0.3328
2.6773e-009,0.3203
2.7139e-009,0.3190
2.7506e-009,0.3265
2.7873e-009,0.3381
2.8240e-009,0.3488
2.8606e-009,0.3544
2.8973e-009,0.3528
2.9340e-009,0.3446
2.9707e-009,0.3331
3.0073e-009,0.3224
3.0440e-009,0.3157
3.0807e-009,0.3139
3.1174e-009,0.3164
3.1540e-009,0.3212
3.1907e-009,0.3259
3.2274e-009,0.3286
3.2641e-009,0.3280
3.3007e-009,0.3246
3.3374e-009,0.3199
3.3741e-009,0.3159
3.4108e-009,0.3146
3.4475e-009,0.3178
3.4841e-009,0.3284
3.5208e-009,0.3510
3.5575e-009,0.3912
3.5942e-009,0.4517
3.6308e-009,0.5304
3.6675e-009,0.6197
3.7042e-009,0.7108
3.7408e-009,0.7947
3.7775e-009,0.8627
3.8142e-009,0.9083
3.8509e-009,0.9316
3.8875e-009,0.9393
3.9242e-009,0.9396
3.9609e-009,0.9391
3.9976e-009,0.9421
4.0342e-009,0.9499
4.0709e-009,0.9613
4.1076e-009,0.9729
4.1443e-009,0.9820
4.1809e-009,0.9873
4.2176e-009,0.9899
4.2543e-009,0.9927
4.2910e-009,0.9987
4.3276e-009,1.0099
4.3643e-009,1.0268
4.4010e-009,1.0472
4.4377e-009,1.0677
4.4743e-009,1.0841
4.5110e-009,1.0929
4.5477e-009,1.0932
4.5844e-009,1.0870
4.6211e-009,1.0784
4.6577e-009,1.0719
4.6944e-009,1.0704
4.7311e-009,1.0748
4.7678e-009,1.0839
4.8044e-009,1.0950
4.8411e-009,1.1045
4.8778e-009,1.1097
4.9145e-009,1.1098
4.9511e-009,1.1062
4.9878e-009,1.1011
5.0245e-009,1.0968
