.HEADER
..NAMES
Time,V U2.C8
.DATA
0.0e+000,0.3211
3.86e-011,0.3211
7.72e-011,0.3211
1.157e-010,0.3211
1.543e-010,0.3211
1.929e-010,0.3211
2.314e-010,0.3211
2.700e-010,0.3211
3.086e-010,0.3211
3.472e-010,0.3211
3.857e-010,0.3211
4.243e-010,0.3211
4.629e-010,0.3211
5.015e-010,0.3211
5.401e-010,0.3211
5.786e-010,0.3211
6.172e-010,0.3211
6.558e-010,0.3211
6.944e-010,0.3211
7.329e-010,0.3211
7.715e-010,0.3211
8.101e-010,0.3211
8.486e-010,0.3211
8.872e-010,0.3211
9.258e-010,0.3211
9.644e-010,0.3211
1.0029e-009,0.3211
1.0415e-009,0.3211
1.0801e-009,0.3211
1.1187e-009,0.3211
1.1572e-009,0.3217
1.1958e-009,0.3259
1.2344e-009,0.3410
1.2730e-009,0.3799
1.3115e-009,0.4546
1.3501e-009,0.5650
1.3887e-009,0.6911
1.4273e-009,0.8016
1.4658e-009,0.8836
1.5044e-009,0.9467
1.5430e-009,1.0012
1.5816e-009,1.0445
1.6202e-009,1.0753
1.6587e-009,1.0982
1.6973e-009,1.1171
1.7359e-009,1.1316
1.7745e-009,1.1411
1.8130e-009,1.1483
1.8516e-009,1.1563
1.8902e-009,1.1653
1.9288e-009,1.1726
1.9673e-009,1.1752
2.0059e-009,1.1733
2.0445e-009,1.1709
2.0830e-009,1.1711
2.1216e-009,1.1726
2.1602e-009,1.1733
2.1988e-009,1.1734
2.2374e-009,1.1745
2.2759e-009,1.1759
2.3145e-009,1.1760
2.3531e-009,1.1756
2.3916e-009,1.1761
2.4302e-009,1.1772
2.4688e-009,1.1779
2.5074e-009,1.1775
2.5459e-009,1.1770
2.5845e-009,1.1786
2.6231e-009,1.1822
2.6617e-009,1.1804
2.7003e-009,1.1564
2.7388e-009,1.0910
2.7774e-009,0.9842
2.8160e-009,0.8609
2.8545e-009,0.7440
2.8931e-009,0.6392
2.9317e-009,0.5485
2.9703e-009,0.4799
3.0089e-009,0.4345
3.0474e-009,0.4041
3.0860e-009,0.3800
3.1246e-009,0.3613
3.1631e-009,0.3496
3.2017e-009,0.3431
3.2403e-009,0.3378
3.2789e-009,0.3310
3.3175e-009,0.3233
3.3560e-009,0.3179
3.3946e-009,0.3171
3.4332e-009,0.3189
3.4717e-009,0.3204
3.5103e-009,0.3225
3.5489e-009,0.3305
3.5875e-009,0.3521
3.6260e-009,0.3986
3.6646e-009,0.4801
3.7032e-009,0.5949
3.7418e-009,0.7196
3.7803e-009,0.8240
3.8189e-009,0.8999
3.8575e-009,0.9599
3.8961e-009,1.0121
3.9346e-009,1.0530
3.9732e-009,1.0820
4.0118e-009,1.1036
4.0504e-009,1.1213
4.0890e-009,1.1344
4.1275e-009,1.1433
4.1661e-009,1.1503
4.2047e-009,1.1582
4.2433e-009,1.1669
4.2818e-009,1.1736
4.3204e-009,1.1754
4.3590e-009,1.1730
4.3975e-009,1.1708
4.4361e-009,1.1715
4.4747e-009,1.1732
4.5133e-009,1.1736
4.5519e-009,1.1738
4.5904e-009,1.1749
4.6290e-009,1.1761
4.6676e-009,1.1761
4.7062e-009,1.1758
4.7447e-009,1.1764
4.7833e-009,1.1775
4.8219e-009,1.1780
4.8604e-009,1.1776
4.8990e-009,1.1773
4.9376e-009,1.1793
4.9762e-009,1.1828
5.0147e-009,1.1780
5.0533e-009,1.1466
5.0919e-009,1.0715
5.1305e-009,0.9586
5.1691e-009,0.8354
5.2076e-009,0.7210
5.2462e-009,0.6188
5.2848e-009,0.5321
5.3234e-009,0.4686
5.3619e-009,0.4264
5.4005e-009,0.3921
5.4391e-009,0.3701
5.4776e-009,0.3768
5.5162e-009,0.4235
5.5548e-009,0.5074
5.5934e-009,0.6210
5.6320e-009,0.7390
5.6705e-009,0.8355
5.7091e-009,0.9090
5.7477e-009,0.9722
5.7863e-009,1.0258
5.8248e-009,1.0641
5.8634e-009,1.0910
5.9020e-009,1.1132
5.9405e-009,1.1305
5.9791e-009,1.1402
6.0177e-009,1.1466
6.0563e-009,1.1545
6.0948e-009,1.1635
6.1334e-009,1.1707
6.1720e-009,1.1751
6.2106e-009,1.1757
6.2492e-009,1.1735
6.2877e-009,1.1721
6.3263e-009,1.1752
6.3649e-009,1.1807
6.4035e-009,1.1810
6.4420e-009,1.1639
6.4806e-009,1.1113
6.5192e-009,1.0137
6.5577e-009,0.8907
6.5963e-009,0.7709
6.6349e-009,0.6647
6.6735e-009,0.5707
6.7121e-009,0.4953
6.7506e-009,0.4436
6.7892e-009,0.4068
6.8278e-009,0.3775
6.8664e-009,0.3687
6.9049e-009,0.3965
6.9435e-009,0.4633
6.9821e-009,0.5643
7.0206e-009,0.6842
7.0592e-009,0.7932
7.0978e-009,0.8761
7.1364e-009,0.9426
7.1749e-009,1.0021
7.2135e-009,1.0482
7.2521e-009,1.0858
7.2907e-009,1.1269
7.3293e-009,1.1591
7.3678e-009,1.1619
7.4064e-009,1.1284
7.4450e-009,1.0557
7.4835e-009,0.9462
7.5221e-009,0.8222
7.5607e-009,0.7061
7.5993e-009,0.6051
7.6379e-009,0.5194
7.6764e-009,0.4566
7.7150e-009,0.4175
7.7536e-009,0.3918
7.7922e-009,0.3703
