.HEADER
..NAMES
Time,V U3.A3
.DATA
0.0e+000,1.1783
3.86e-011,1.1783
7.72e-011,1.1783
1.157e-010,1.1783
1.543e-010,1.1783
1.929e-010,1.1783
2.314e-010,1.1783
2.700e-010,1.1783
3.086e-010,1.1783
3.472e-010,1.1783
3.857e-010,1.1783
4.243e-010,1.1783
4.629e-010,1.1783
5.015e-010,1.1783
5.401e-010,1.1783
5.786e-010,1.1783
6.172e-010,1.1783
6.558e-010,1.1783
6.944e-010,1.1783
7.329e-010,1.1783
7.715e-010,1.1783
8.101e-010,1.1783
8.486e-010,1.1783
8.872e-010,1.1783
9.258e-010,1.1783
9.644e-010,1.1783
1.0029e-009,1.1785
1.0415e-009,1.1815
1.0801e-009,1.1853
1.1187e-009,1.1780
1.1572e-009,1.1416
1.1958e-009,1.0577
1.2344e-009,0.9401
1.2730e-009,0.8250
1.3115e-009,0.7163
1.3501e-009,0.6153
1.3887e-009,0.5314
1.4273e-009,0.4687
1.4658e-009,0.4246
1.5044e-009,0.3854
1.5430e-009,0.3662
1.5816e-009,0.3820
1.6202e-009,0.4263
1.6587e-009,0.5062
1.6973e-009,0.6216
1.7359e-009,0.7443
1.7745e-009,0.8385
1.8130e-009,0.9141
1.8516e-009,0.9784
1.8902e-009,1.0314
1.9288e-009,1.0709
1.9673e-009,1.1123
2.0059e-009,1.1536
2.0445e-009,1.1606
2.0830e-009,1.1481
2.1216e-009,1.0955
2.1602e-009,0.9954
2.1988e-009,0.8750
2.2374e-009,0.7548
2.2759e-009,0.6438
2.3145e-009,0.5534
2.3531e-009,0.4844
2.3916e-009,0.4350
2.4302e-009,0.3991
2.4688e-009,0.3702
2.5074e-009,0.3714
2.5459e-009,0.4045
2.5845e-009,0.4742
2.6231e-009,0.5798
2.6617e-009,0.7040
2.7003e-009,0.8070
2.7388e-009,0.8885
2.7774e-009,0.9583
2.8160e-009,1.0158
2.8545e-009,1.0596
2.8931e-009,1.0981
2.9317e-009,1.1447
2.9703e-009,1.1598
3.0089e-009,1.1544
3.0474e-009,1.1179
3.0860e-009,1.0316
3.1246e-009,0.9135
3.1631e-009,0.7924
3.2017e-009,0.6772
3.2403e-009,0.5800
3.2789e-009,0.5041
3.3175e-009,0.4485
3.3560e-009,0.4101
3.3946e-009,0.3767
3.4332e-009,0.3670
3.4717e-009,0.3902
3.5103e-009,0.4484
3.5489e-009,0.5430
3.5875e-009,0.6653
3.6260e-009,0.7775
3.6646e-009,0.8640
3.7032e-009,0.9375
3.7418e-009,0.9990
3.7803e-009,1.0471
3.8189e-009,1.0813
3.8575e-009,1.1037
3.8961e-009,1.1205
3.9346e-009,1.1344
3.9732e-009,1.1459
4.0118e-009,1.1572
4.0504e-009,1.1676
4.0890e-009,1.1712
4.1275e-009,1.1696
4.1661e-009,1.1691
4.2047e-009,1.1704
4.2433e-009,1.1718
4.2818e-009,1.1727
4.3204e-009,1.1731
4.3590e-009,1.1739
4.3975e-009,1.1747
4.4361e-009,1.1754
4.4747e-009,1.1765
4.5133e-009,1.1776
4.5519e-009,1.1772
4.5904e-009,1.1766
4.6290e-009,1.1769
4.6676e-009,1.1775
4.7062e-009,1.1779
4.7447e-009,1.1781
4.7833e-009,1.1780
4.8219e-009,1.1780
4.8604e-009,1.1780
4.8990e-009,1.1780
4.9376e-009,1.1782
4.9762e-009,1.1783
