.HEADER
..NAMES
Time,V U5.C7&B7
.DATA
0.0e+000,1.1765
3.86e-011,1.1765
7.72e-011,1.1765
1.157e-010,1.1765
1.543e-010,1.1765
1.929e-010,1.1765
2.314e-010,1.1765
2.700e-010,1.1765
3.086e-010,1.1765
3.472e-010,1.1765
3.857e-010,1.1765
4.243e-010,1.1765
4.629e-010,1.1765
5.015e-010,1.1765
5.401e-010,1.1765
5.786e-010,1.1765
6.172e-010,1.1765
6.558e-010,1.1765
6.944e-010,1.1765
7.329e-010,1.1765
7.715e-010,1.1765
8.101e-010,1.1765
8.486e-010,1.1765
8.872e-010,1.1765
9.258e-010,1.1765
9.644e-010,1.1766
1.0029e-009,1.1778
1.0415e-009,1.1803
1.0801e-009,1.1801
1.1187e-009,1.1662
1.1572e-009,1.1224
1.1958e-009,1.0407
1.2344e-009,0.9326
1.2730e-009,0.8137
1.3115e-009,0.6973
1.3501e-009,0.5933
1.3887e-009,0.5077
1.4273e-009,0.4430
1.4658e-009,0.3993
1.5044e-009,0.3732
1.5430e-009,0.3688
1.5816e-009,0.3943
1.6202e-009,0.4590
1.6587e-009,0.5609
1.6973e-009,0.6804
1.7359e-009,0.7905
1.7745e-009,0.8816
1.8130e-009,0.9550
1.8516e-009,1.0155
1.8902e-009,1.0640
1.9288e-009,1.1043
1.9673e-009,1.1369
2.0059e-009,1.1571
2.0445e-009,1.1611
2.0830e-009,1.1361
2.1216e-009,1.0665
2.1602e-009,0.9625
2.1988e-009,0.8430
2.2374e-009,0.7197
2.2759e-009,0.6088
2.3145e-009,0.5178
2.3531e-009,0.4469
2.3916e-009,0.3995
2.4302e-009,0.3714
2.4688e-009,0.3618
2.5074e-009,0.3786
2.5459e-009,0.4315
2.5845e-009,0.5223
2.6231e-009,0.6391
2.6617e-009,0.7550
2.7003e-009,0.8528
2.7388e-009,0.9323
2.7774e-009,0.9974
2.8160e-009,1.0500
2.8545e-009,1.0924
2.8931e-009,1.1285
2.9317e-009,1.1530
2.9703e-009,1.1625
3.0089e-009,1.1486
3.0474e-009,1.0930
3.0860e-009,0.9973
3.1246e-009,0.8816
3.1631e-009,0.7578
3.2017e-009,0.6416
3.2403e-009,0.5444
3.2789e-009,0.4669
3.3175e-009,0.4121
3.3560e-009,0.3784
3.3946e-009,0.3623
3.4332e-009,0.3695
3.4717e-009,0.4105
3.5103e-009,0.4899
3.5489e-009,0.6010
3.5875e-009,0.7201
3.6260e-009,0.8241
3.6646e-009,0.9090
3.7032e-009,0.9782
3.7418e-009,1.0349
3.7803e-009,1.0791
3.8189e-009,1.1169
3.8575e-009,1.1457
3.8961e-009,1.1608
3.9346e-009,1.1564
3.9732e-009,1.1157
4.0118e-009,1.0304
4.0504e-009,0.9191
4.0890e-009,0.7971
4.1275e-009,0.6769
4.1661e-009,0.5730
4.2047e-009,0.4893
4.2433e-009,0.4267
4.2818e-009,0.3869
4.3204e-009,0.3653
4.3590e-009,0.3641
4.3975e-009,0.3932
4.4361e-009,0.4607
4.4747e-009,0.5637
4.5133e-009,0.6834
4.5519e-009,0.7933
4.5904e-009,0.8840
4.6290e-009,0.9576
4.6676e-009,1.0184
4.7062e-009,1.0663
4.7447e-009,1.1058
4.7833e-009,1.1381
4.8219e-009,1.1578
4.8604e-009,1.1607
4.8990e-009,1.1336
4.9376e-009,1.0614
4.9762e-009,0.9559
5.0147e-009,0.8363
5.0533e-009,0.7137
5.0919e-009,0.6035
5.1305e-009,0.5136
5.1691e-009,0.4438
5.2076e-009,0.3973
5.2462e-009,0.3701
5.2848e-009,0.3617
5.3234e-009,0.3800
5.3619e-009,0.4351
5.4005e-009,0.5280
5.4391e-009,0.6455
5.4776e-009,0.7607
5.5162e-009,0.8575
5.5548e-009,0.9360
5.5934e-009,1.0005
5.6320e-009,1.0525
5.6705e-009,1.0940
5.7091e-009,1.1293
5.7477e-009,1.1533
5.7863e-009,1.1622
5.8248e-009,1.1468
5.8634e-009,1.0890
5.9020e-009,0.9915
5.9405e-009,0.8751
5.9791e-009,0.7517
6.0177e-009,0.6362
6.0563e-009,0.5399
6.0948e-009,0.4635
6.1334e-009,0.4100
6.1720e-009,0.3774
6.2106e-009,0.3625
6.2492e-009,0.3709
6.2877e-009,0.4137
6.3263e-009,0.4951
6.3649e-009,0.6074
6.4035e-009,0.7260
6.4420e-009,0.8288
6.4806e-009,0.9128
6.5192e-009,0.9814
6.5577e-009,1.0375
6.5963e-009,1.0815
6.6349e-009,1.1193
6.6735e-009,1.1474
6.7121e-009,1.1614
6.7506e-009,1.1556
6.7892e-009,1.1124
6.8278e-009,1.0253
6.8664e-009,0.9133
6.9049e-009,0.7907
6.9435e-009,0.6710
6.9821e-009,0.5682
7.0206e-009,0.4855
7.0592e-009,0.4243
7.0978e-009,0.3858
7.1364e-009,0.3650
7.1749e-009,0.3649
7.2135e-009,0.3959
7.2521e-009,0.4653
7.2907e-009,0.5697
7.3293e-009,0.6896
7.3678e-009,0.7984
7.4064e-009,0.8881
7.4450e-009,0.9611
7.4835e-009,1.0212
7.5221e-009,1.0685
7.5607e-009,1.1083
7.5993e-009,1.1401
7.6379e-009,1.1588
7.6764e-009,1.1605
7.7150e-009,1.1311
7.7536e-009,1.0566
7.7922e-009,0.9504
7.8307e-009,0.8301
7.8693e-009,0.7075
7.9079e-009,0.5984
7.9464e-009,0.5096
7.9850e-009,0.4409
8.0236e-009,0.3959
8.0622e-009,0.3696
8.1008e-009,0.3620
8.1393e-009,0.3821
8.1779e-009,0.4392
8.2165e-009,0.5337
8.2550e-009,0.6517
8.2936e-009,0.7661
8.3322e-009,0.8618
8.3708e-009,0.9396
8.4093e-009,1.0036
8.4479e-009,1.0548
8.4865e-009,1.0964
8.5251e-009,1.1316
8.5637e-009,1.1546
8.6022e-009,1.1624
8.6408e-009,1.1451
8.6794e-009,1.0848
8.7179e-009,0.9861
8.7565e-009,0.8691
8.7951e-009,0.7454
8.8337e-009,0.6307
8.8722e-009,0.5356
8.9108e-009,0.4602
8.9494e-009,0.4078
8.9880e-009,0.3760
9.0266e-009,0.3619
9.0651e-009,0.3720
9.1037e-009,0.4168
9.1423e-009,0.5002
9.1808e-009,0.6135
9.2194e-009,0.7318
9.2580e-009,0.8337
9.2966e-009,0.9168
9.3352e-009,0.9846
9.3737e-009,1.0400
9.4123e-009,1.0833
9.4509e-009,1.1203
9.4895e-009,1.1479
9.5280e-009,1.1614
9.5666e-009,1.1542
9.6052e-009,1.1089
9.6437e-009,1.0199
9.6823e-009,0.9070
9.7209e-009,0.7845
9.7595e-009,0.6654
9.7981e-009,0.5635
9.8366e-009,0.4818
9.8752e-009,0.4217
9.9138e-009,0.3839
9.9524e-009,0.3642
9.9909e-009,0.3655
1.00295e-008,0.3983
1.00681e-008,0.4698
1.01066e-008,0.5757
1.01452e-008,0.6955
1.01838e-008,0.8036
1.02224e-008,0.8923
1.02610e-008,0.9644
1.02995e-008,1.0239
1.03381e-008,1.0705
1.03767e-008,1.1095
1.04152e-008,1.1407
1.04538e-008,1.1590
1.04924e-008,1.1597
1.05310e-008,1.1284
1.05695e-008,1.0517
1.06081e-008,0.9442
1.06467e-008,0.8236
1.06853e-008,0.7016
1.07239e-008,0.5935
1.07624e-008,0.5055
1.08010e-008,0.4380
1.08396e-008,0.3937
1.08781e-008,0.3684
1.09167e-008,0.3622
1.09553e-008,0.3839
1.09939e-008,0.4430
1.10324e-008,0.5393
1.10710e-008,0.6579
1.11096e-008,0.7715
1.11482e-008,0.8663
1.11868e-008,0.9432
1.12253e-008,1.0064
1.12639e-008,1.0571
1.13025e-008,1.0979
1.13410e-008,1.1323
1.13796e-008,1.1550
1.14182e-008,1.1620
1.14568e-008,1.1431
1.14953e-008,1.0805
1.15339e-008,0.9802
1.15725e-008,0.8627
1.16111e-008,0.7393
1.16497e-008,0.6255
1.16882e-008,0.5312
1.17268e-008,0.4569
1.17654e-008,0.4054
1.18039e-008,0.3743
1.18425e-008,0.3615
1.18811e-008,0.3732
1.19197e-008,0.4200
1.19583e-008,0.5053
1.19968e-008,0.6196
1.20354e-008,0.7374
1.20740e-008,0.8385
1.21126e-008,0.9206
1.21511e-008,0.9877
1.21897e-008,1.0425
1.22283e-008,1.0856
1.22668e-008,1.1227
1.23054e-008,1.1495
1.23440e-008,1.1619
1.23826e-008,1.1532
1.24212e-008,1.1053
1.24597e-008,1.0146
1.24983e-008,0.9011
1.25369e-008,0.7780
1.25755e-008,0.6595
1.26140e-008,0.5588
1.26526e-008,0.4781
1.26912e-008,0.4194
1.27297e-008,0.3829
1.27683e-008,0.3639
1.28069e-008,0.3665
1.28455e-008,0.4012
1.28841e-008,0.4746
1.29226e-008,0.5818
1.29612e-008,0.7016
1.29998e-008,0.8086
1.30383e-008,0.8964
1.30769e-008,0.9678
1.31155e-008,1.0267
1.31541e-008,1.0728
1.31926e-008,1.1120
1.32312e-008,1.1427
1.32698e-008,1.1598
1.33084e-008,1.1593
1.33470e-008,1.1256
1.33855e-008,1.0468
1.34241e-008,0.9385
1.34627e-008,0.8173
1.35012e-008,0.6955
1.35398e-008,0.5884
1.35784e-008,0.5016
1.36170e-008,0.4353
1.36555e-008,0.3924
1.36941e-008,0.3679
1.37327e-008,0.3626
1.37713e-008,0.3861
1.38099e-008,0.4472
1.38484e-008,0.5451
1.38870e-008,0.6641
1.39256e-008,0.7768
1.39641e-008,0.8706
1.40027e-008,0.9468
1.40413e-008,1.0094
1.40799e-008,1.0594
1.41185e-008,1.1004
1.41570e-008,1.1345
1.41956e-008,1.1562
