.HEADER
..NAMES
Time,V U5.C7&B7
.DATA
2.08691e-008,0.5050
2.09077e-008,0.6188
2.09462e-008,0.7362
2.09848e-008,0.8386
2.10234e-008,0.9237
2.10620e-008,0.9934
2.11005e-008,1.0487
2.11391e-008,1.0906
2.11777e-008,1.1251
2.12163e-008,1.1502
2.12548e-008,1.1628
2.12934e-008,1.1544
2.13320e-008,1.1062
2.13705e-008,1.0158
2.14091e-008,0.9023
2.14477e-008,0.7781
2.14863e-008,0.6585
2.15248e-008,0.5560
2.15634e-008,0.4735
2.16020e-008,0.4156
2.16406e-008,0.3807
2.16791e-008,0.3633
2.17177e-008,0.3670
2.17563e-008,0.4019
2.17949e-008,0.4742
2.18335e-008,0.5810
2.18720e-008,0.7003
2.19106e-008,0.8081
2.19492e-008,0.8985
2.19878e-008,0.9729
2.20263e-008,1.0328
2.20649e-008,1.0784
2.21035e-008,1.1153
2.21420e-008,1.1436
2.21806e-008,1.1606
2.22192e-008,1.1605
2.22578e-008,1.1266
2.22963e-008,1.0478
2.23349e-008,0.9399
2.23735e-008,0.8177
2.24121e-008,0.6948
2.24506e-008,0.5863
2.24892e-008,0.4973
2.25278e-008,0.4310
2.25664e-008,0.3897
2.26050e-008,0.3669
2.26435e-008,0.3629
2.26821e-008,0.3870
2.27207e-008,0.4471
2.27593e-008,0.5445
2.27978e-008,0.6630
2.28364e-008,0.7758
2.28750e-008,0.8719
2.29136e-008,0.9510
2.29521e-008,1.0154
2.29907e-008,1.0653
2.30293e-008,1.1045
2.30678e-008,1.1360
2.31064e-008,1.1568
2.31450e-008,1.1632
2.31836e-008,1.1422
2.32221e-008,1.0770
2.32607e-008,0.9761
2.32993e-008,0.8573
2.33379e-008,0.7327
2.33764e-008,0.6185
2.34150e-008,0.5233
2.34536e-008,0.4490
2.34922e-008,0.4005
2.35308e-008,0.3722
2.35693e-008,0.3615
2.36079e-008,0.3757
2.36465e-008,0.4239
2.36851e-008,0.5102
2.37236e-008,0.6249
2.37622e-008,0.7418
2.38008e-008,0.8435
2.38394e-008,0.9277
2.38779e-008,0.9966
2.39165e-008,1.0511
2.39551e-008,1.0921
2.39936e-008,1.1259
2.40322e-008,1.1506
2.40708e-008,1.1627
2.41094e-008,1.1529
2.41479e-008,1.1024
2.41865e-008,1.0102
2.42251e-008,0.8959
2.42637e-008,0.7719
2.43023e-008,0.6529
2.43408e-008,0.5514
2.43794e-008,0.4698
2.44180e-008,0.4131
2.44566e-008,0.3791
2.44951e-008,0.3627
2.45337e-008,0.3678
2.45723e-008,0.4045
2.46109e-008,0.4789
2.46494e-008,0.5870
2.46880e-008,0.7061
2.47266e-008,0.8132
2.47651e-008,0.9027
2.48037e-008,0.9763
2.48423e-008,1.0355
2.48809e-008,1.0802
2.49194e-008,1.1162
2.49580e-008,1.1442
2.49966e-008,1.1607
2.50352e-008,1.1595
2.50737e-008,1.1236
2.51123e-008,1.0427
2.51509e-008,0.9336
2.51895e-008,0.8113
2.52281e-008,0.6890
2.52666e-008,0.5813
2.53052e-008,0.4933
2.53438e-008,0.4282
2.53824e-008,0.3877
2.54209e-008,0.3659
2.54595e-008,0.3632
2.54981e-008,0.3889
2.55367e-008,0.4512
2.55752e-008,0.5502
2.56138e-008,0.6690
2.56524e-008,0.7813
2.56909e-008,0.8764
2.57295e-008,0.9546
2.57681e-008,1.0183
2.58067e-008,1.0674
2.58452e-008,1.1057
2.58838e-008,1.1367
2.59224e-008,1.1571
2.59610e-008,1.1627
2.59995e-008,1.1400
2.60381e-008,1.0725
2.60767e-008,0.9701
2.61153e-008,0.8508
2.61539e-008,0.7266
2.61924e-008,0.6132
2.62310e-008,0.5190
2.62696e-008,0.4459
2.63082e-008,0.3987
2.63467e-008,0.3715
2.63853e-008,0.3619
2.64239e-008,0.3774
2.64625e-008,0.4275
2.65010e-008,0.5156
2.65396e-008,0.6312
2.65782e-008,0.7474
2.66167e-008,0.8480
2.66553e-008,0.9314
2.66939e-008,0.9998
2.67325e-008,1.0535
2.67710e-008,1.0945
2.68096e-008,1.1281
2.68482e-008,1.1521
2.68868e-008,1.1632
2.69254e-008,1.1516
2.69639e-008,1.0986
2.70025e-008,1.0050
2.70411e-008,0.8899
2.70797e-008,0.7654
2.71182e-008,0.6471
2.71568e-008,0.5467
2.71954e-008,0.4663
2.72340e-008,0.4112
2.72725e-008,0.3782
2.73111e-008,0.3626
2.73497e-008,0.3690
2.73882e-008,0.4075
2.74268e-008,0.4838
2.74654e-008,0.5932
2.75040e-008,0.7120
2.75425e-008,0.8182
2.75811e-008,0.9068
2.76197e-008,0.9797
2.76583e-008,1.0381
2.76968e-008,1.0824
2.77354e-008,1.1186
2.77740e-008,1.1459
2.78126e-008,1.1615
2.78512e-008,1.1590
2.78897e-008,1.1205
2.79283e-008,1.0378
2.79669e-008,0.9279
2.80055e-008,0.8048
2.80440e-008,0.6829
2.80826e-008,0.5763
2.81212e-008,0.4893
2.81598e-008,0.4257
2.81983e-008,0.3866
2.82369e-008,0.3655
2.82755e-008,0.3639
2.83140e-008,0.3914
2.83526e-008,0.4555
2.83912e-008,0.5561
2.84298e-008,0.6751
2.84683e-008,0.7865
2.85069e-008,0.8807
2.85455e-008,0.9583
2.85841e-008,1.0212
2.86226e-008,1.0696
2.86612e-008,1.1081
2.86998e-008,1.1386
2.87384e-008,1.1582
2.87770e-008,1.1627
2.88155e-008,1.1377
2.88541e-008,1.0679
2.88927e-008,0.9645
2.89313e-008,0.8445
2.89698e-008,0.7203
2.90084e-008,0.6079
2.90470e-008,0.5147
2.90855e-008,0.4429
2.91241e-008,0.3968
2.91627e-008,0.3702
2.92013e-008,0.3616
2.92398e-008,0.3790
2.92784e-008,0.4310
2.93170e-008,0.5210
2.93556e-008,0.6372
2.93941e-008,0.7530
2.94327e-008,0.8528
2.94713e-008,0.9354
2.95099e-008,1.0029
2.95485e-008,1.0558
2.95870e-008,1.0959
2.96256e-008,1.1289
2.96642e-008,1.1525
2.97028e-008,1.1630
2.97413e-008,1.1499
2.97799e-008,1.0946
2.98185e-008,0.9993
2.98570e-008,0.8835
2.98956e-008,0.7592
2.99342e-008,0.6416
