.HEADER
..NAMES
Time,V U4.L3
.DATA
0.0e+000,1.0898
3.67e-011,1.0898
7.33e-011,1.0898
1.100e-010,1.0898
1.467e-010,1.0898
1.834e-010,1.0898
2.201e-010,1.0898
2.567e-010,1.0898
2.934e-010,1.0898
3.301e-010,1.0898
3.667e-010,1.0898
4.034e-010,1.0898
4.401e-010,1.0898
4.768e-010,1.0898
5.135e-010,1.0898
5.501e-010,1.0899
5.868e-010,1.0901
6.235e-010,1.0908
6.601e-010,1.0922
6.968e-010,1.0936
7.335e-010,1.0914
7.702e-010,1.0787
8.068e-010,1.0460
8.435e-010,0.9873
8.802e-010,0.9026
9.169e-010,0.7982
9.536e-010,0.6864
9.902e-010,0.5821
1.0269e-009,0.4982
1.0636e-009,0.4434
1.1003e-009,0.4204
1.1369e-009,0.4243
1.1736e-009,0.4438
1.2103e-009,0.4653
1.2469e-009,0.4777
1.2836e-009,0.4759
1.3203e-009,0.4615
1.3570e-009,0.4407
1.3936e-009,0.4200
1.4303e-009,0.4040
1.4670e-009,0.3942
1.5037e-009,0.3896
1.5403e-009,0.3873
1.5770e-009,0.3843
1.6137e-009,0.3797
1.6504e-009,0.3779
1.6871e-009,0.3900
1.7237e-009,0.4286
1.7604e-009,0.5013
1.7971e-009,0.6036
1.8338e-009,0.7218
1.8704e-009,0.8371
1.9071e-009,0.9311
1.9438e-009,0.9909
1.9805e-009,1.0126
2.0171e-009,1.0004
2.0538e-009,0.9668
2.0905e-009,0.9301
2.1272e-009,0.9072
2.1638e-009,0.9073
2.2005e-009,0.9289
2.2372e-009,0.9622
2.2738e-009,0.9949
2.3105e-009,1.0184
2.3472e-009,1.0301
2.3839e-009,1.0318
2.4205e-009,1.0280
2.4572e-009,1.0248
2.4939e-009,1.0280
2.5306e-009,1.0422
2.5672e-009,1.0664
2.6039e-009,1.0915
2.6406e-009,1.1007
2.6773e-009,1.0756
2.7139e-009,1.0081
2.7506e-009,0.9033
2.7873e-009,0.7759
2.8240e-009,0.6466
2.8606e-009,0.5359
2.8973e-009,0.4580
2.9340e-009,0.4193
2.9707e-009,0.4183
3.0073e-009,0.4430
3.0440e-009,0.4751
3.0807e-009,0.4971
3.1174e-009,0.4991
3.1540e-009,0.4817
3.1907e-009,0.4544
3.2274e-009,0.4280
3.2641e-009,0.4101
3.3007e-009,0.4025
3.3374e-009,0.4028
3.3741e-009,0.4064
3.4108e-009,0.4074
3.4475e-009,0.4011
3.4841e-009,0.3866
3.5208e-009,0.3697
3.5575e-009,0.3654
3.5942e-009,0.3914
3.6308e-009,0.4591
3.6675e-009,0.5648
3.7042e-009,0.6922
3.7408e-009,0.8192
3.7775e-009,0.9243
3.8142e-009,0.9924
3.8509e-009,1.0185
3.8875e-009,1.0068
3.9242e-009,0.9706
3.9609e-009,0.9296
3.9976e-009,0.9031
4.0342e-009,0.9019
4.0709e-009,0.9245
4.1076e-009,0.9600
4.1443e-009,0.9942
4.1809e-009,1.0178
4.2176e-009,1.0282
4.2543e-009,1.0281
4.2910e-009,1.0229
4.3276e-009,1.0189
4.3643e-009,1.0221
4.4010e-009,1.0371
4.4377e-009,1.0631
4.4743e-009,1.0914
4.5110e-009,1.1054
4.5477e-009,1.0859
4.5844e-009,1.0232
4.6211e-009,0.9215
4.6577e-009,0.7950
4.6944e-009,0.6640
4.7311e-009,0.5493
4.7678e-009,0.4661
4.8044e-009,0.4219
4.8411e-009,0.4159
4.8778e-009,0.4377
4.9145e-009,0.4697
4.9511e-009,0.4939
4.9878e-009,0.4991
5.0245e-009,0.4847
5.0612e-009,0.4590
5.0978e-009,0.4328
5.1345e-009,0.4139
5.1712e-009,0.4047
5.2079e-009,0.4033
5.2445e-009,0.4057
5.2812e-009,0.4066
5.3179e-009,0.4009
5.3546e-009,0.3854
5.3912e-009,0.3602
5.4279e-009,0.3305
5.4646e-009,0.3053
5.5013e-009,0.2924
5.5379e-009,0.2953
5.5746e-009,0.3113
5.6113e-009,0.3335
5.6480e-009,0.3539
5.6846e-009,0.3663
5.7213e-009,0.3672
5.7580e-009,0.3567
5.7947e-009,0.3382
5.8313e-009,0.3179
5.8680e-009,0.3022
5.9047e-009,0.2959
5.9414e-009,0.2998
5.9780e-009,0.3106
6.0147e-009,0.3232
6.0514e-009,0.3325
6.0881e-009,0.3361
