.HEADER
..NAMES
Time,V U4.C7&B7
.DATA
0.0e+000,-0.8548
3.86e-011,-0.8548
7.72e-011,-0.8548
1.157e-010,-0.8548
1.543e-010,-0.8548
1.929e-010,-0.8548
2.314e-010,-0.8548
2.700e-010,-0.8548
3.086e-010,-0.8548
3.472e-010,-0.8548
3.857e-010,-0.8548
4.243e-010,-0.8548
4.629e-010,-0.8548
5.015e-010,-0.8548
5.401e-010,-0.8548
5.786e-010,-0.8548
6.172e-010,-0.8548
6.558e-010,-0.8548
6.944e-010,-0.8548
7.329e-010,-0.8548
7.715e-010,-0.8548
8.101e-010,-0.8548
8.486e-010,-0.8548
8.872e-010,-0.8548
9.258e-010,-0.8548
9.644e-010,-0.8548
1.0029e-009,-0.8548
1.0415e-009,-0.8548
1.0801e-009,-0.8548
1.1187e-009,-0.8544
1.1572e-009,-0.8484
1.1958e-009,-0.8200
1.2344e-009,-0.7441
1.2730e-009,-0.5987
1.3115e-009,-0.3913
1.3501e-009,-0.1652
1.3887e-009,0.0555
1.4273e-009,0.2545
1.4658e-009,0.4246
1.5044e-009,0.5586
1.5430e-009,0.6495
1.5816e-009,0.7302
1.6202e-009,0.7839
1.6587e-009,0.7942
1.6973e-009,0.7462
1.7359e-009,0.6127
1.7745e-009,0.4139
1.8130e-009,0.1760
1.8516e-009,-0.0583
1.8902e-009,-0.2644
1.9288e-009,-0.4365
1.9673e-009,-0.5695
2.0059e-009,-0.6629
2.0445e-009,-0.7364
2.0830e-009,-0.7889
2.1216e-009,-0.7983
2.1602e-009,-0.7615
2.1988e-009,-0.6432
2.2374e-009,-0.4509
2.2759e-009,-0.2177
2.3145e-009,0.0214
2.3531e-009,0.2338
2.3916e-009,0.4128
2.4302e-009,0.5545
2.4688e-009,0.6513
2.5074e-009,0.7248
2.5459e-009,0.7849
2.5845e-009,0.8011
2.6231e-009,0.7758
2.6617e-009,0.6681
2.7003e-009,0.4859
2.7388e-009,0.2553
2.7774e-009,0.0147
2.8160e-009,-0.2018
2.8545e-009,-0.3867
2.8931e-009,-0.5339
2.9317e-009,-0.6392
2.9703e-009,-0.7146
3.0089e-009,-0.7790
3.0474e-009,-0.7993
3.0860e-009,-0.7811
3.1246e-009,-0.6889
3.1631e-009,-0.5171
3.2017e-009,-0.2937
3.2403e-009,-0.0526
3.2789e-009,0.1705
3.3175e-009,0.3599
3.3560e-009,0.5144
3.3946e-009,0.6251
3.4332e-009,0.7017
3.4717e-009,0.7717
3.5103e-009,0.7993
3.5489e-009,0.7916
3.5875e-009,0.7115
3.6260e-009,0.5501
3.6646e-009,0.3315
3.7032e-009,0.0888
3.7418e-009,-0.1367
3.7803e-009,-0.3320
3.8189e-009,-0.4918
3.8575e-009,-0.6104
3.8961e-009,-0.6917
3.9346e-009,-0.7630
3.9732e-009,-0.7968
4.0118e-009,-0.7933
4.0504e-009,-0.7274
4.0890e-009,-0.5788
4.1275e-009,-0.3681
4.1661e-009,-0.1285
4.2047e-009,0.1035
4.2433e-009,0.3036
4.2818e-009,0.4699
4.3204e-009,0.5950
4.3590e-009,0.6787
4.3975e-009,0.7529
4.4361e-009,0.7949
4.4747e-009,0.7997
4.5133e-009,0.7466
4.5519e-009,0.6086
4.5904e-009,0.4054
4.6290e-009,0.1650
4.6676e-009,-0.0685
4.7062e-009,-0.2738
4.7447e-009,-0.4456
4.7833e-009,-0.5774
4.8219e-009,-0.6682
4.8604e-009,-0.7392
4.8990e-009,-0.7902
4.9376e-009,-0.7976
4.9762e-009,-0.7569
5.0147e-009,-0.6337
5.0533e-009,-0.4386
5.0919e-009,-0.2056
5.1305e-009,0.0330
5.1691e-009,0.2439
5.2076e-009,0.4212
5.2462e-009,0.5605
5.2848e-009,0.6552
5.3234e-009,0.7305
5.3619e-009,0.7876
5.4005e-009,0.8019
5.4391e-009,0.7726
5.4776e-009,0.6606
5.5162e-009,0.4756
5.5548e-009,0.2424
5.5934e-009,0.0026
5.6320e-009,-0.2122
5.6705e-009,-0.3951
5.7091e-009,-0.5402
5.7477e-009,-0.6436
5.7863e-009,-0.7169
5.8248e-009,-0.7800
5.8634e-009,-0.7988
5.9020e-009,-0.7781
5.9405e-009,-0.6817
5.9791e-009,-0.5060
6.0177e-009,-0.2815
6.0563e-009,-0.0407
6.0948e-009,0.1810
6.1334e-009,0.3688
6.1720e-009,0.5213
6.2106e-009,0.6295
6.2492e-009,0.7065
6.2877e-009,0.7756
6.3263e-009,0.8004
6.3649e-009,0.7900
6.4035e-009,0.7051
6.4420e-009,0.5407
6.4806e-009,0.3193
6.5192e-009,0.0763
6.5577e-009,-0.1475
6.5963e-009,-0.3411
6.6349e-009,-0.4988
6.6735e-009,-0.6154
6.7121e-009,-0.6947
6.7506e-009,-0.7644
6.7892e-009,-0.7969
6.8278e-009,-0.7913
6.8664e-009,-0.7216
6.9049e-009,-0.5687
6.9435e-009,-0.3559
