.HEADER
..NAMES
Time,V U3.K9
.DATA
0.0e+000,1.0869
3.67e-011,1.0869
7.33e-011,1.0869
1.100e-010,1.0869
1.467e-010,1.0869
1.834e-010,1.0869
2.201e-010,1.0869
2.567e-010,1.0869
2.934e-010,1.0869
3.301e-010,1.0869
3.667e-010,1.0869
4.034e-010,1.0869
4.401e-010,1.0869
4.768e-010,1.0869
5.135e-010,1.0869
5.501e-010,1.0869
5.868e-010,1.0869
6.235e-010,1.0869
6.601e-010,1.0870
6.968e-010,1.0872
7.335e-010,1.0878
7.702e-010,1.0888
8.068e-010,1.0891
8.435e-010,1.0859
8.802e-010,1.0741
9.169e-010,1.0486
9.536e-010,1.0060
9.902e-010,0.9453
1.0269e-009,0.8667
1.0636e-009,0.7743
1.1003e-009,0.6777
1.1369e-009,0.5893
1.1736e-009,0.5184
1.2103e-009,0.4698
1.2469e-009,0.4443
1.2836e-009,0.4388
1.3203e-009,0.4457
1.3570e-009,0.4557
1.3936e-009,0.4603
1.4303e-009,0.4540
1.4670e-009,0.4362
1.5037e-009,0.4109
1.5403e-009,0.3843
1.5770e-009,0.3615
1.6137e-009,0.3464
1.6504e-009,0.3404
1.6871e-009,0.3421
1.7237e-009,0.3476
1.7604e-009,0.3523
1.7971e-009,0.3532
1.8338e-009,0.3493
1.8704e-009,0.3417
1.9071e-009,0.3329
1.9438e-009,0.3261
1.9805e-009,0.3236
2.0171e-009,0.3256
2.0538e-009,0.3308
2.0905e-009,0.3364
2.1272e-009,0.3397
2.1638e-009,0.3391
2.2005e-009,0.3346
2.2372e-009,0.3273
2.2738e-009,0.3196
2.3105e-009,0.3137
2.3472e-009,0.3114
2.3839e-009,0.3129
2.4205e-009,0.3173
2.4572e-009,0.3224
2.4939e-009,0.3263
2.5306e-009,0.3277
2.5672e-009,0.3264
2.6039e-009,0.3237
2.6406e-009,0.3229
2.6773e-009,0.3287
2.7139e-009,0.3471
2.7506e-009,0.3829
2.7873e-009,0.4374
2.8240e-009,0.5086
2.8606e-009,0.5922
2.8973e-009,0.6819
2.9340e-009,0.7688
2.9707e-009,0.8427
3.0073e-009,0.8962
3.0440e-009,0.9287
3.0807e-009,0.9444
3.1174e-009,0.9488
3.1540e-009,0.9477
3.1907e-009,0.9476
3.2274e-009,0.9542
3.2641e-009,0.9699
3.3007e-009,0.9928
3.3374e-009,1.0179
3.3741e-009,1.0400
3.4108e-009,1.0557
3.4475e-009,1.0644
3.4841e-009,1.0672
3.5208e-009,1.0660
3.5575e-009,1.0642
3.5942e-009,1.0646
3.6308e-009,1.0671
3.6675e-009,1.0667
3.7042e-009,1.0551
3.7408e-009,1.0254
3.7775e-009,0.9747
3.8142e-009,0.9021
3.8509e-009,0.8095
3.8875e-009,0.7059
3.9242e-009,0.6070
3.9609e-009,0.5276
3.9976e-009,0.4740
4.0342e-009,0.4464
4.0709e-009,0.4415
4.1076e-009,0.4520
4.1443e-009,0.4672
4.1809e-009,0.4763
4.2176e-009,0.4723
4.2543e-009,0.4538
4.2910e-009,0.4257
4.3276e-009,0.3960
4.3643e-009,0.3715
4.4010e-009,0.3557
4.4377e-009,0.3495
4.4743e-009,0.3519
4.5110e-009,0.3594
4.5477e-009,0.3685
4.5844e-009,0.3798
4.6211e-009,0.3981
4.6577e-009,0.4295
4.6944e-009,0.4778
4.7311e-009,0.5444
4.7678e-009,0.6287
4.8044e-009,0.7247
4.8411e-009,0.8189
4.8778e-009,0.8958
4.9145e-009,0.9465
4.9511e-009,0.9707
4.9878e-009,0.9731
5.0245e-009,0.9610
5.0612e-009,0.9446
5.0978e-009,0.9349
5.1345e-009,0.9395
5.1712e-009,0.9598
5.2079e-009,0.9906
5.2445e-009,1.0230
5.2812e-009,1.0487
5.3179e-009,1.0635
5.3546e-009,1.0672
5.3912e-009,1.0621
5.4279e-009,1.0531
5.4646e-009,1.0468
5.5013e-009,1.0467
5.5379e-009,1.0505
5.5746e-009,1.0498
5.6113e-009,1.0351
5.6480e-009,0.9997
5.6846e-009,0.9399
5.7213e-009,0.8549
5.7580e-009,0.7512
5.7947e-009,0.6444
5.8313e-009,0.5519
5.8680e-009,0.4847
5.9047e-009,0.4463
5.9414e-009,0.4347
5.9780e-009,0.4431
6.0147e-009,0.4604
6.0514e-009,0.4747
6.0881e-009,0.4767
6.1247e-009,0.4630
6.1614e-009,0.4368
6.1981e-009,0.4059
6.2348e-009,0.3782
6.2714e-009,0.3588
6.3081e-009,0.3499
6.3448e-009,0.3506
6.3815e-009,0.3570
6.4181e-009,0.3632
6.4548e-009,0.3643
6.4915e-009,0.3589
6.5282e-009,0.3481
6.5648e-009,0.3351
6.6015e-009,0.3238
6.6382e-009,0.3178
6.6749e-009,0.3185
6.7115e-009,0.3248
6.7482e-009,0.3336
6.7849e-009,0.3408
6.8215e-009,0.3435
6.8582e-009,0.3407
6.8949e-009,0.3336
6.9316e-009,0.3245
6.9682e-009,0.3163
7.0049e-009,0.3113
7.0416e-009,0.3105
7.0783e-009,0.3137
7.1149e-009,0.3190
7.1516e-009,0.3241
7.1883e-009,0.3271
7.2250e-009,0.3270
7.2616e-009,0.3242
7.2983e-009,0.3202
7.3350e-009,0.3168
7.3717e-009,0.3154
7.4083e-009,0.3166
7.4450e-009,0.3200
7.4817e-009,0.3247
7.5184e-009,0.3294
7.5550e-009,0.3329
7.5917e-009,0.3344
7.6284e-009,0.3337
7.6651e-009,0.3317
7.7018e-009,0.3291
7.7384e-009,0.3270
7.7751e-009,0.3258
7.8118e-009,0.3259
7.8484e-009,0.3266
7.8851e-009,0.3275
7.9218e-009,0.3282
7.9585e-009,0.3284
7.9952e-009,0.3284
8.0318e-009,0.3283
8.0685e-009,0.3282
8.1052e-009,0.3281
8.1418e-009,0.3283
8.1785e-009,0.3286
8.2152e-009,0.3290
8.2519e-009,0.3292
8.2886e-009,0.3289
8.3252e-009,0.3284
8.3619e-009,0.3279
8.3986e-009,0.3277
8.4352e-009,0.3278
8.4719e-009,0.3281
8.5086e-009,0.3284
8.5453e-009,0.3287
8.5820e-009,0.3288
8.6186e-009,0.3287
8.6553e-009,0.3285
8.6920e-009,0.3282
8.7286e-009,0.3280
8.7653e-009,0.3280
8.8020e-009,0.3282
8.8387e-009,0.3286
8.8754e-009,0.3290
8.9120e-009,0.3292
8.9487e-009,0.3291
8.9854e-009,0.3287
9.0220e-009,0.3281
9.0587e-009,0.3277
9.0954e-009,0.3275
9.1321e-009,0.3277
9.1688e-009,0.3284
9.2054e-009,0.3309
9.2421e-009,0.3376
9.2788e-009,0.3526
9.3154e-009,0.3804
9.3521e-009,0.4239
9.3888e-009,0.4836
