.HEADER
..NAMES
Time,V U3.R8
.DATA
0.0e+000,0.3303
3.67e-011,0.3303
7.33e-011,0.3303
1.100e-010,0.3303
1.467e-010,0.3303
1.834e-010,0.3303
2.201e-010,0.3303
2.567e-010,0.3303
2.934e-010,0.3303
3.301e-010,0.3303
3.667e-010,0.3303
4.034e-010,0.3303
4.401e-010,0.3303
4.768e-010,0.3303
5.135e-010,0.3303
5.501e-010,0.3303
5.868e-010,0.3303
6.235e-010,0.3303
6.601e-010,0.3303
6.968e-010,0.3305
7.335e-010,0.3313
7.702e-010,0.3343
8.068e-010,0.3428
8.435e-010,0.3612
8.802e-010,0.3933
9.169e-010,0.4408
9.536e-010,0.5028
9.902e-010,0.5771
1.0269e-009,0.6600
1.0636e-009,0.7448
1.1003e-009,0.8212
1.1369e-009,0.8807
1.1736e-009,0.9207
1.2103e-009,0.9433
1.2469e-009,0.9524
1.2836e-009,0.9527
1.3203e-009,0.9500
1.3570e-009,0.9508
1.3936e-009,0.9596
1.4303e-009,0.9776
1.4670e-009,1.0018
1.5037e-009,1.0268
1.5403e-009,1.0477
1.5770e-009,1.0624
1.6137e-009,1.0706
1.6504e-009,1.0732
1.6871e-009,1.0720
1.7237e-009,1.0699
1.7604e-009,1.0694
1.7971e-009,1.0717
1.8338e-009,1.0768
1.8704e-009,1.0831
1.9071e-009,1.0885
1.9438e-009,1.0912
1.9805e-009,1.0908
2.0171e-009,1.0883
2.0538e-009,1.0853
2.0905e-009,1.0836
2.1272e-009,1.0844
2.1638e-009,1.0880
2.2005e-009,1.0936
2.2372e-009,1.0999
2.2738e-009,1.1054
2.3105e-009,1.1085
2.3472e-009,1.1089
2.3839e-009,1.1066
2.4205e-009,1.1029
2.4572e-009,1.0992
2.4939e-009,1.0968
2.5306e-009,1.0964
2.5672e-009,1.0982
2.6039e-009,1.1015
2.6406e-009,1.1050
2.6773e-009,1.1062
2.7139e-009,1.1014
2.7506e-009,1.0850
2.7873e-009,1.0529
2.8240e-009,1.0041
2.8606e-009,0.9397
2.8973e-009,0.8606
2.9340e-009,0.7701
2.9707e-009,0.6773
3.0073e-009,0.5940
3.0440e-009,0.5286
3.0807e-009,0.4840
3.1174e-009,0.4598
3.1540e-009,0.4529
3.1907e-009,0.4575
3.2274e-009,0.4663
3.2641e-009,0.4717
3.3007e-009,0.4673
3.3374e-009,0.4509
3.3741e-009,0.4259
3.4108e-009,0.3984
3.4475e-009,0.3736
3.4841e-009,0.3550
3.5208e-009,0.3446
3.5575e-009,0.3429
3.5942e-009,0.3497
3.6308e-009,0.3658
3.6675e-009,0.3936
3.7042e-009,0.4349
3.7408e-009,0.4895
3.7775e-009,0.5559
3.8142e-009,0.6339
3.8509e-009,0.7210
3.8875e-009,0.8083
3.9242e-009,0.8825
3.9609e-009,0.9343
3.9976e-009,0.9628
4.0342e-009,0.9714
4.0709e-009,0.9652
4.1076e-009,0.9511
4.1443e-009,0.9376
4.1809e-009,0.9331
4.2176e-009,0.9433
4.2543e-009,0.9678
4.2910e-009,1.0001
4.3276e-009,1.0313
4.3643e-009,1.0551
4.4010e-009,1.0690
4.4377e-009,1.0730
4.4743e-009,1.0690
4.5110e-009,1.0611
4.5477e-009,1.0543
4.5844e-009,1.0526
4.6211e-009,1.0574
4.6577e-009,1.0677
4.6944e-009,1.0802
4.7311e-009,1.0908
4.7678e-009,1.0965
4.8044e-009,1.0967
4.8411e-009,1.0930
4.8778e-009,1.0879
4.9145e-009,1.0840
4.9511e-009,1.0833
4.9878e-009,1.0864
5.0245e-009,1.0925
5.0612e-009,1.0999
5.0978e-009,1.1063
5.1345e-009,1.1099
5.1712e-009,1.1097
5.2079e-009,1.1065
5.2445e-009,1.1020
5.2812e-009,1.0978
5.3179e-009,1.0955
5.3546e-009,1.0956
5.3912e-009,1.0979
5.4279e-009,1.1010
5.4646e-009,1.1036
5.5013e-009,1.1045
5.5379e-009,1.1031
5.5746e-009,1.0995
5.6113e-009,1.0947
5.6480e-009,1.0901
5.6846e-009,1.0867
5.7213e-009,1.0854
5.7580e-009,1.0860
5.7947e-009,1.0880
5.8313e-009,1.0909
5.8680e-009,1.0938
5.9047e-009,1.0959
5.9414e-009,1.0966
5.9780e-009,1.0959
6.0147e-009,1.0944
6.0514e-009,1.0928
6.0881e-009,1.0915
6.1247e-009,1.0906
6.1614e-009,1.0900
6.1981e-009,1.0899
6.2348e-009,1.0902
6.2714e-009,1.0909
6.3081e-009,1.0919
6.3448e-009,1.0928
6.3815e-009,1.0938
6.4181e-009,1.0944
6.4548e-009,1.0926
6.4915e-009,1.0842
6.5282e-009,1.0641
6.5648e-009,1.0287
6.6015e-009,0.9770
6.6382e-009,0.9087
6.6749e-009,0.8251
6.7115e-009,0.7325
6.7482e-009,0.6416
6.7849e-009,0.5628
6.8215e-009,0.5028
6.8582e-009,0.4647
6.8949e-009,0.4477
6.9316e-009,0.4472
6.9682e-009,0.4561
7.0049e-009,0.4661
7.0416e-009,0.4698
7.0783e-009,0.4620
7.1149e-009,0.4428
7.1516e-009,0.4166
7.1883e-009,0.3890
7.2250e-009,0.3651
7.2616e-009,0.3485
7.2983e-009,0.3411
7.3350e-009,0.3434
7.3717e-009,0.3560
7.4083e-009,0.3805
7.4450e-009,0.4189
7.4817e-009,0.4708
7.5184e-009,0.5344
7.5550e-009,0.6087
7.5917e-009,0.6923
7.6284e-009,0.7792
7.6651e-009,0.8578
7.7018e-009,0.9171
7.7384e-009,0.9537
7.7751e-009,0.9698
7.8118e-009,0.9697
7.8484e-009,0.9589
7.8851e-009,0.9451
7.9218e-009,0.9368
7.9585e-009,0.9407
7.9952e-009,0.9591
8.0318e-009,0.9879
8.0685e-009,1.0191
8.1052e-009,1.0455
8.1418e-009,1.0633
8.1785e-009,1.0717
8.2152e-009,1.0715
8.2519e-009,1.0655
8.2886e-009,1.0583
8.3252e-009,1.0544
8.3619e-009,1.0561
8.3986e-009,1.0634
8.4352e-009,1.0744
8.4719e-009,1.0854
8.5086e-009,1.0929
8.5453e-009,1.0955
8.5820e-009,1.0939
8.6186e-009,1.0900
8.6553e-009,1.0863
8.6920e-009,1.0847
8.7286e-009,1.0864
8.7653e-009,1.0910
8.8020e-009,1.0973
8.8387e-009,1.1036
8.8754e-009,1.1078
8.9120e-009,1.1089
8.9487e-009,1.1069
8.9854e-009,1.1032
9.0220e-009,1.0992
9.0587e-009,1.0965
9.0954e-009,1.0961
9.1321e-009,1.0981
9.1688e-009,1.1016
9.2054e-009,1.1052
9.2421e-009,1.1066
9.2788e-009,1.1018
9.3154e-009,1.0854
9.3521e-009,1.0533
9.3888e-009,1.0045
9.4255e-009,0.9403
9.4622e-009,0.8618
9.4988e-009,0.7721
9.5355e-009,0.6797
9.5722e-009,0.5964
9.6088e-009,0.5307
9.6455e-009,0.4858
9.6822e-009,0.4612
9.7189e-009,0.4538
9.7556e-009,0.4580
9.7922e-009,0.4666
9.8289e-009,0.4721
9.8656e-009,0.4679
9.9022e-009,0.4517
9.9389e-009,0.4265
9.9756e-009,0.3986
1.00123e-008,0.3736
1.00490e-008,0.3549
1.00856e-008,0.3444
1.01223e-008,0.3427
1.01590e-008,0.3495
1.01956e-008,0.3653
1.02323e-008,0.3926
1.02690e-008,0.4332
1.03057e-008,0.4868
1.03424e-008,0.5523
1.03790e-008,0.6294
1.04157e-008,0.7162
1.04524e-008,0.8039
1.04890e-008,0.8792
1.05257e-008,0.9324
1.05624e-008,0.9621
1.05991e-008,0.9716
1.06358e-008,0.9659
1.06724e-008,0.9518
1.07091e-008,0.9378
1.07458e-008,0.9325
1.07824e-008,0.9419
1.08191e-008,0.9659
1.08558e-008,0.9983
1.08925e-008,1.0300
1.09292e-008,1.0544
1.09658e-008,1.0688
1.10025e-008,1.0733
1.10392e-008,1.0694
1.10758e-008,1.0613
1.11125e-008,1.0542
1.11492e-008,1.0521
1.11859e-008,1.0566
1.12226e-008,1.0668
1.12592e-008,1.0795
1.12959e-008,1.0905
1.13326e-008,1.0965
1.13693e-008,1.0969
1.14059e-008,1.0932
1.14426e-008,1.0879
1.14793e-008,1.0838
1.15159e-008,1.0828
1.15526e-008,1.0857
1.15893e-008,1.0917
1.16260e-008,1.0993
1.16627e-008,1.1060
1.16993e-008,1.1098
1.17360e-008,1.1098
1.17727e-008,1.1067
1.18093e-008,1.1021
1.18460e-008,1.0978
1.18827e-008,1.0952
1.19194e-008,1.0952
1.19561e-008,1.0974
1.19927e-008,1.1006
1.20294e-008,1.1033
1.20661e-008,1.1044
1.21027e-008,1.1031
1.21394e-008,1.0997
1.21761e-008,1.0949
1.22128e-008,1.0901
1.22495e-008,1.0866
1.22861e-008,1.0852
1.23228e-008,1.0857
1.23595e-008,1.0877
1.23961e-008,1.0906
1.24328e-008,1.0935
1.24695e-008,1.0957
1.25062e-008,1.0965
1.25429e-008,1.0959
1.25795e-008,1.0943
1.26162e-008,1.0927
1.26529e-008,1.0914
1.26895e-008,1.0904
1.27262e-008,1.0898
1.27629e-008,1.0897
1.27996e-008,1.0900
1.28363e-008,1.0908
1.28729e-008,1.0915
1.29096e-008,1.0920
1.29463e-008,1.0922
1.29829e-008,1.0921
1.30196e-008,1.0919
1.30563e-008,1.0916
1.30930e-008,1.0913
1.31297e-008,1.0910
1.31663e-008,1.0907
1.32030e-008,1.0906
1.32397e-008,1.0907
1.32763e-008,1.0910
1.33130e-008,1.0913
1.33497e-008,1.0915
1.33864e-008,1.0915
1.34231e-008,1.0912
1.34597e-008,1.0908
1.34964e-008,1.0904
1.35331e-008,1.0902
1.35697e-008,1.0901
1.36064e-008,1.0902
1.36431e-008,1.0906
1.36798e-008,1.0912
1.37165e-008,1.0916
1.37531e-008,1.0919
1.37898e-008,1.0918
1.38265e-008,1.0915
1.38631e-008,1.0911
1.38998e-008,1.0906
1.39365e-008,1.0903
1.39732e-008,1.0903
1.40099e-008,1.0906
1.40465e-008,1.0911
1.40832e-008,1.0916
1.41199e-008,1.0920
1.41565e-008,1.0920
1.41932e-008,1.0918
1.42299e-008,1.0914
1.42666e-008,1.0909
1.43033e-008,1.0905
1.43399e-008,1.0903
1.43766e-008,1.0904
1.44133e-008,1.0907
1.44499e-008,1.0912
1.44866e-008,1.0916
1.45233e-008,1.0918
1.45600e-008,1.0918
1.45967e-008,1.0916
1.46333e-008,1.0912
1.46700e-008,1.0909
1.47067e-008,1.0907
1.47433e-008,1.0907
1.47800e-008,1.0908
1.48167e-008,1.0910
1.48534e-008,1.0913
1.48901e-008,1.0915
1.49267e-008,1.0916
1.49634e-008,1.0915
1.50001e-008,1.0913
1.50368e-008,1.0911
1.50734e-008,1.0909
1.51101e-008,1.0908
1.51468e-008,1.0909
1.51834e-008,1.0911
1.52201e-008,1.0912
1.52568e-008,1.0913
1.52935e-008,1.0914
1.53301e-008,1.0914
1.53668e-008,1.0913
1.54035e-008,1.0911
1.54402e-008,1.0910
1.54769e-008,1.0910
1.55135e-008,1.0909
1.55502e-008,1.0910
1.55869e-008,1.0911
1.56236e-008,1.0912
1.56602e-008,1.0913
1.56969e-008,1.0915
1.57336e-008,1.0920
1.57703e-008,1.0929
1.58069e-008,1.0933
1.58436e-008,1.0905
1.58803e-008,1.0798
1.59169e-008,1.0563
1.59536e-008,1.0170
1.59903e-008,0.9612
1.60270e-008,0.8888
1.60636e-008,0.8018
1.61003e-008,0.7081
1.61370e-008,0.6190
1.61737e-008,0.5445
1.62104e-008,0.4903
1.62470e-008,0.4583
1.62837e-008,0.4466
1.63204e-008,0.4497
1.63571e-008,0.4599
1.63937e-008,0.4690
1.64304e-008,0.4696
1.64671e-008,0.4580
1.65037e-008,0.4358
1.65404e-008,0.4083
1.65771e-008,0.3812
1.66138e-008,0.3591
1.66504e-008,0.3451
1.66871e-008,0.3400
1.67238e-008,0.3415
1.67605e-008,0.3462
1.67972e-008,0.3507
1.68338e-008,0.3522
1.68705e-008,0.3496
1.69072e-008,0.3437
1.69439e-008,0.3370
1.69805e-008,0.3319
1.70172e-008,0.3301
1.70539e-008,0.3316
1.70905e-008,0.3352
1.71272e-008,0.3387
1.71639e-008,0.3402
1.72006e-008,0.3385
1.72372e-008,0.3336
1.72739e-008,0.3267
1.73106e-008,0.3194
1.73473e-008,0.3140
1.73840e-008,0.3116
1.74206e-008,0.3127
1.74573e-008,0.3165
1.74940e-008,0.3215
1.75307e-008,0.3258
1.75673e-008,0.3282
1.76040e-008,0.3280
1.76407e-008,0.3257
1.76773e-008,0.3224
1.77140e-008,0.3196
1.77507e-008,0.3185
1.77874e-008,0.3197
1.78240e-008,0.3229
1.78607e-008,0.3274
1.78974e-008,0.3319
1.79341e-008,0.3352
1.79708e-008,0.3368
1.80074e-008,0.3365
1.80441e-008,0.3346
1.80808e-008,0.3317
1.81175e-008,0.3287
1.81541e-008,0.3266
1.81908e-008,0.3259
1.82275e-008,0.3264
1.82641e-008,0.3277
1.83008e-008,0.3292
1.83375e-008,0.3306
1.83742e-008,0.3316
1.84108e-008,0.3320
1.84475e-008,0.3319
1.84842e-008,0.3312
1.85209e-008,0.3304
1.85576e-008,0.3297
1.85942e-008,0.3293
1.86309e-008,0.3292
1.86676e-008,0.3294
1.87043e-008,0.3297
1.87409e-008,0.3300
1.87776e-008,0.3302
1.88143e-008,0.3303
1.88509e-008,0.3302
1.88876e-008,0.3301
1.89243e-008,0.3299
1.89610e-008,0.3297
1.89976e-008,0.3296
1.90343e-008,0.3298
1.90710e-008,0.3301
1.91077e-008,0.3305
1.91444e-008,0.3309
1.91810e-008,0.3311
1.92177e-008,0.3311
1.92544e-008,0.3308
1.92911e-008,0.3304
1.93277e-008,0.3300
1.93644e-008,0.3295
1.94011e-008,0.3293
1.94377e-008,0.3293
1.94744e-008,0.3298
1.95111e-008,0.3318
1.95478e-008,0.3373
1.95844e-008,0.3501
1.96211e-008,0.3745
1.96578e-008,0.4135
1.96945e-008,0.4675
1.97312e-008,0.5350
1.97678e-008,0.6135
1.98045e-008,0.6983
1.98412e-008,0.7806
1.98779e-008,0.8502
1.99145e-008,0.9010
1.99512e-008,0.9329
1.99879e-008,0.9491
2.00245e-008,0.9535
2.00612e-008,0.9515
2.00979e-008,0.9493
2.01346e-008,0.9531
2.01712e-008,0.9660
2.02079e-008,0.9874
2.02446e-008,1.0128
2.02813e-008,1.0366
2.03179e-008,1.0551
2.03546e-008,1.0673
2.03913e-008,1.0732
2.04280e-008,1.0745
2.04647e-008,1.0734
2.05013e-008,1.0716
2.05380e-008,1.0673
2.05747e-008,1.0551
2.06114e-008,1.0294
2.06480e-008,0.9873
2.06847e-008,0.9274
2.07214e-008,0.8483
2.07580e-008,0.7531
2.07947e-008,0.6540
2.08314e-008,0.5667
2.08681e-008,0.5013
2.09047e-008,0.4610
2.09414e-008,0.4447
2.09781e-008,0.4481
2.10148e-008,0.4631
2.10515e-008,0.4800
2.10881e-008,0.4891
2.11248e-008,0.4834
2.11615e-008,0.4622
2.11982e-008,0.4314
2.12348e-008,0.3995
2.12715e-008,0.3728
2.13082e-008,0.3551
2.13448e-008,0.3476
2.13815e-008,0.3491
2.14182e-008,0.3553
2.14549e-008,0.3612
2.14915e-008,0.3631
2.15282e-008,0.3593
2.15649e-008,0.3503
2.16016e-008,0.3389
2.16383e-008,0.3294
2.16749e-008,0.3244
2.17116e-008,0.3248
2.17483e-008,0.3296
2.17850e-008,0.3363
2.18216e-008,0.3417
2.18583e-008,0.3435
2.18950e-008,0.3406
2.19316e-008,0.3336
2.19683e-008,0.3247
2.20050e-008,0.3164
2.20417e-008,0.3111
2.20783e-008,0.3098
