.HEADER
..NAMES
Time,V U5.H3
.DATA
0.0e+000,1.1768
3.86e-011,1.1768
7.72e-011,1.1768
1.157e-010,1.1768
1.543e-010,1.1768
1.929e-010,1.1768
2.314e-010,1.1768
2.700e-010,1.1768
3.086e-010,1.1768
3.472e-010,1.1768
3.857e-010,1.1768
4.243e-010,1.1768
4.629e-010,1.1768
5.015e-010,1.1768
5.401e-010,1.1768
5.786e-010,1.1768
6.172e-010,1.1768
6.558e-010,1.1768
6.944e-010,1.1768
7.329e-010,1.1769
7.715e-010,1.1791
8.101e-010,1.1821
8.486e-010,1.1776
8.872e-010,1.1517
9.258e-010,1.0877
9.644e-010,0.9906
1.0029e-009,0.8821
1.0415e-009,0.7672
1.0801e-009,0.6554
1.1187e-009,0.5593
1.1572e-009,0.4858
1.1958e-009,0.4340
1.2344e-009,0.3932
1.2730e-009,0.3703
1.3115e-009,0.3757
1.3501e-009,0.4088
1.3887e-009,0.4751
1.4273e-009,0.5725
1.4658e-009,0.6803
1.5044e-009,0.7777
1.5430e-009,0.8691
1.5816e-009,0.9475
1.6202e-009,1.0079
1.6587e-009,1.0518
1.6973e-009,1.0844
1.7359e-009,1.1079
1.7745e-009,1.1233
1.8130e-009,1.1339
1.8516e-009,1.1438
1.8902e-009,1.1533
1.9288e-009,1.1618
1.9673e-009,1.1695
2.0059e-009,1.1746
2.0445e-009,1.1754
2.0830e-009,1.1751
2.1216e-009,1.1751
2.1602e-009,1.1760
2.1988e-009,1.1798
2.2374e-009,1.1794
2.2759e-009,1.1658
2.3145e-009,1.1208
2.3531e-009,1.0365
2.3916e-009,0.9318
2.4302e-009,0.8205
2.4688e-009,0.7058
2.5074e-009,0.6013
2.5459e-009,0.5169
2.5845e-009,0.4552
2.6231e-009,0.4100
2.6617e-009,0.3756
2.7003e-009,0.3696
2.7388e-009,0.3886
2.7774e-009,0.4392
2.8160e-009,0.5229
2.8545e-009,0.6301
2.8931e-009,0.7323
2.9317e-009,0.8269
2.9703e-009,0.9125
3.0089e-009,0.9816
3.0474e-009,1.0327
3.0860e-009,1.0732
3.1246e-009,1.1195
3.1631e-009,1.1439
3.2017e-009,1.1512
3.2403e-009,1.1361
3.2789e-009,1.0815
3.3175e-009,0.9898
3.3560e-009,0.8822
3.3946e-009,0.7655
3.4332e-009,0.6504
3.4717e-009,0.5520
3.5103e-009,0.4787
3.5489e-009,0.4279
3.5875e-009,0.3932
3.6260e-009,0.3708
3.6646e-009,0.3592
3.7032e-009,0.3512
3.7418e-009,0.3430
3.7803e-009,0.3361
3.8189e-009,0.3286
3.8575e-009,0.3206
3.8961e-009,0.3156
3.9346e-009,0.3140
3.9732e-009,0.3140
4.0118e-009,0.3158
4.0504e-009,0.3194
4.0890e-009,0.3227
4.1275e-009,0.3244
4.1661e-009,0.3248
4.2047e-009,0.3247
4.2433e-009,0.3243
4.2818e-009,0.3232
4.3204e-009,0.3223
4.3590e-009,0.3216
4.3975e-009,0.3212
4.4361e-009,0.3212
4.4747e-009,0.3216
4.5133e-009,0.3219
4.5519e-009,0.3220
4.5904e-009,0.3221
4.6290e-009,0.3221
4.6676e-009,0.3217
4.7062e-009,0.3214
4.7447e-009,0.3212
4.7833e-009,0.3212
4.8219e-009,0.3212
4.8604e-009,0.3212
4.8990e-009,0.3212
4.9376e-009,0.3213
4.9762e-009,0.3213
5.0147e-009,0.3214
5.0533e-009,0.3214
5.0919e-009,0.3213
5.1305e-009,0.3213
5.1691e-009,0.3212
5.2076e-009,0.3212
5.2462e-009,0.3212
5.2848e-009,0.3212
5.3234e-009,0.3212
5.3619e-009,0.3212
5.4005e-009,0.3212
5.4391e-009,0.3218
5.4776e-009,0.3262
5.5162e-009,0.3409
5.5548e-009,0.3781
5.5934e-009,0.4480
5.6320e-009,0.5485
5.6705e-009,0.6652
5.7091e-009,0.7702
5.7477e-009,0.8615
5.7863e-009,0.9387
5.8248e-009,0.9994
5.8634e-009,1.0434
5.9020e-009,1.0797
5.9405e-009,1.1242
5.9791e-009,1.1440
6.0177e-009,1.1502
6.0563e-009,1.1318
6.0948e-009,1.0732
6.1334e-009,0.9802
6.1720e-009,0.8727
6.2106e-009,0.7554
6.2492e-009,0.6408
6.2877e-009,0.5440
6.3263e-009,0.4722
6.3649e-009,0.4230
6.4035e-009,0.3900
6.4420e-009,0.3690
6.4806e-009,0.3584
6.5192e-009,0.3505
6.5577e-009,0.3424
6.5963e-009,0.3354
6.6349e-009,0.3277
6.6735e-009,0.3199
6.7121e-009,0.3154
6.7506e-009,0.3139
6.7892e-009,0.3138
6.8278e-009,0.3158
6.8664e-009,0.3194
6.9049e-009,0.3227
6.9435e-009,0.3244
6.9821e-009,0.3247
7.0206e-009,0.3247
7.0592e-009,0.3241
7.0978e-009,0.3230
7.1364e-009,0.3220
7.1749e-009,0.3214
7.2135e-009,0.3210
7.2521e-009,0.3211
7.2907e-009,0.3216
7.3293e-009,0.3233
7.3678e-009,0.3306
7.4064e-009,0.3520
7.4450e-009,0.4003
7.4835e-009,0.4815
7.5221e-009,0.5902
7.5607e-009,0.7051
7.5993e-009,0.8046
7.6379e-009,0.8913
7.6764e-009,0.9628
7.7150e-009,1.0174
7.7536e-009,1.0562
7.7922e-009,1.0845
7.8307e-009,1.1050
7.8693e-009,1.1200
7.9079e-009,1.1314
7.9464e-009,1.1411
7.9850e-009,1.1510
8.0236e-009,1.1609
8.0622e-009,1.1693
8.1008e-009,1.1741
8.1393e-009,1.1745
8.1779e-009,1.1735
8.2165e-009,1.1730
8.2550e-009,1.1727
8.2936e-009,1.1723
8.3322e-009,1.1724
8.3708e-009,1.1730
8.4093e-009,1.1736
8.4479e-009,1.1742
8.4865e-009,1.1747
8.5251e-009,1.1755
8.5637e-009,1.1764
8.6022e-009,1.1766
8.6408e-009,1.1764
8.6794e-009,1.1759
8.7179e-009,1.1756
8.7565e-009,1.1758
8.7951e-009,1.1761
8.8337e-009,1.1762
8.8722e-009,1.1763
8.9108e-009,1.1765
8.9494e-009,1.1765
8.9880e-009,1.1765
9.0266e-009,1.1765
9.0651e-009,1.1765
9.1037e-009,1.1766
9.1423e-009,1.1765
9.1808e-009,1.1767
9.2194e-009,1.1793
9.2580e-009,1.1818
9.2966e-009,1.1752
9.3352e-009,1.1446
9.3737e-009,1.0744
9.4123e-009,0.9745
9.4509e-009,0.8649
9.4895e-009,0.7496
9.5280e-009,0.6395
9.5666e-009,0.5466
9.6052e-009,0.4766
9.6437e-009,0.4272
9.6823e-009,0.3871
9.7209e-009,0.3694
9.7595e-009,0.3786
9.7981e-009,0.4168
9.8366e-009,0.4884
9.8752e-009,0.5896
9.9138e-009,0.6960
9.9524e-009,0.7925
9.9909e-009,0.8823
1.00295e-008,0.9581
1.00681e-008,1.0156
1.01066e-008,1.0581
1.01452e-008,1.1021
1.01838e-008,1.1380
1.02224e-008,1.1500
1.02610e-008,1.1454
1.02995e-008,1.1069
1.03381e-008,1.0269
1.03767e-008,0.9237
1.04152e-008,0.8097
1.04538e-008,0.6922
1.04924e-008,0.5860
1.05310e-008,0.5032
1.05695e-008,0.4444
1.06081e-008,0.3995
1.06467e-008,0.3707
1.06853e-008,0.3718
1.07239e-008,0.3992
1.07624e-008,0.4566
1.08010e-008,0.5481
1.08396e-008,0.6578
1.08781e-008,0.7576
1.09167e-008,0.8498
1.09553e-008,0.9312
1.09939e-008,0.9956
1.10324e-008,1.0428
1.10710e-008,1.0850
1.11096e-008,1.1291
1.11482e-008,1.1470
1.11868e-008,1.1496
1.12253e-008,1.1237
1.12639e-008,1.0560
1.13025e-008,0.9574
1.13410e-008,0.8466
1.13796e-008,0.7293
1.14182e-008,0.6180
1.14568e-008,0.5268
1.14953e-008,0.4608
