.HEADER
..NAMES
Time,V U3.A2
.DATA
0.0e+000,0.3191
3.86e-011,0.3191
7.72e-011,0.3191
1.157e-010,0.3191
1.543e-010,0.3191
1.929e-010,0.3191
2.314e-010,0.3191
2.700e-010,0.3191
3.086e-010,0.3191
3.472e-010,0.3191
3.857e-010,0.3191
4.243e-010,0.3191
4.629e-010,0.3191
5.015e-010,0.3191
5.401e-010,0.3191
5.786e-010,0.3191
6.172e-010,0.3191
6.558e-010,0.3191
6.944e-010,0.3191
7.329e-010,0.3191
7.715e-010,0.3191
8.101e-010,0.3191
8.486e-010,0.3191
8.872e-010,0.3191
9.258e-010,0.3191
9.644e-010,0.3191
1.0029e-009,0.3192
1.0415e-009,0.3217
1.0801e-009,0.3330
1.1187e-009,0.3650
1.1572e-009,0.4335
1.1958e-009,0.5403
1.2344e-009,0.6677
1.2730e-009,0.7817
1.3115e-009,0.8599
1.3501e-009,0.9226
1.3887e-009,0.9802
1.4273e-009,1.0303
1.4658e-009,1.0698
1.5044e-009,1.1131
1.5430e-009,1.1568
1.5816e-009,1.1631
1.6202e-009,1.1478
1.6587e-009,1.0914
1.6973e-009,0.9795
1.7359e-009,0.8478
1.7745e-009,0.7284
1.8130e-009,0.6280
1.8516e-009,0.5461
1.8902e-009,0.4806
1.9288e-009,0.4362
1.9673e-009,0.4018
2.0059e-009,0.3701
2.0445e-009,0.3719
2.0830e-009,0.4082
2.1216e-009,0.4798
2.1602e-009,0.5913
2.1988e-009,0.7213
2.2374e-009,0.8267
2.2759e-009,0.9019
2.3145e-009,0.9635
2.3531e-009,1.0170
2.3916e-009,1.0600
2.4302e-009,1.0883
2.4688e-009,1.1099
2.5074e-009,1.1279
2.5459e-009,1.1410
2.5845e-009,1.1538
2.6231e-009,1.1663
2.6617e-009,1.1721
2.7003e-009,1.1705
2.7388e-009,1.1682
2.7774e-009,1.1692
2.8160e-009,1.1719
2.8545e-009,1.1735
2.8931e-009,1.1754
2.9317e-009,1.1822
2.9703e-009,1.1856
3.0089e-009,1.1724
3.0474e-009,1.1244
3.0860e-009,1.0246
3.1246e-009,0.8974
3.1631e-009,0.7817
3.2017e-009,0.6785
3.2403e-009,0.5869
3.2789e-009,0.5114
3.3175e-009,0.4555
3.3560e-009,0.4169
3.3946e-009,0.3813
3.4332e-009,0.3683
3.4717e-009,0.3910
3.5103e-009,0.4429
3.5489e-009,0.5365
3.5875e-009,0.6651
3.6260e-009,0.7860
3.6646e-009,0.8702
3.7032e-009,0.9352
3.7418e-009,0.9922
3.7803e-009,1.0411
3.8189e-009,1.0779
3.8575e-009,1.1233
3.8961e-009,1.1630
3.9346e-009,1.1634
3.9732e-009,1.1407
4.0118e-009,1.0734
4.0504e-009,0.9578
4.0890e-009,0.8281
4.1275e-009,0.7090
4.1661e-009,0.6096
4.2047e-009,0.5305
4.2433e-009,0.4693
4.2818e-009,0.4293
4.3204e-009,0.4026
4.3590e-009,0.3772
4.3975e-009,0.3573
4.4361e-009,0.3431
4.4747e-009,0.3292
4.5133e-009,0.3190
4.5519e-009,0.3155
4.5904e-009,0.3170
4.6290e-009,0.3199
4.6676e-009,0.3213
4.7062e-009,0.3227
4.7447e-009,0.3240
4.7833e-009,0.3233
4.8219e-009,0.3219
4.8604e-009,0.3215
4.8990e-009,0.3210
4.9376e-009,0.3203
4.9762e-009,0.3202
5.0147e-009,0.3209
5.0533e-009,0.3213
5.0919e-009,0.3206
5.1305e-009,0.3199
5.1691e-009,0.3198
5.2076e-009,0.3195
5.2462e-009,0.3201
5.2848e-009,0.3266
5.3234e-009,0.3480
5.3619e-009,0.3995
5.4005e-009,0.4914
5.4391e-009,0.6133
5.4776e-009,0.7380
5.5162e-009,0.8304
5.5548e-009,0.8965
5.5934e-009,0.9565
5.6320e-009,1.0102
5.6705e-009,1.0544
5.7091e-009,1.0928
5.7477e-009,1.1425
5.7863e-009,1.1647
5.8248e-009,1.1567
5.8634e-009,1.1227
5.9020e-009,1.0321
5.9405e-009,0.9031
5.9791e-009,0.7766
6.0177e-009,0.6680
6.0563e-009,0.5788
6.0948e-009,0.5060
6.1334e-009,0.4525
6.1720e-009,0.4167
6.2106e-009,0.3807
6.2492e-009,0.3660
6.2877e-009,0.3893
6.3263e-009,0.4444
6.3649e-009,0.5397
6.4035e-009,0.6669
6.4420e-009,0.7866
6.4806e-009,0.8723
6.5192e-009,0.9387
6.5577e-009,0.9953
6.5963e-009,1.0436
6.6349e-009,1.0777
6.6735e-009,1.1011
6.7121e-009,1.1210
6.7506e-009,1.1359
6.7892e-009,1.1482
6.8278e-009,1.1614
6.8664e-009,1.1708
6.9049e-009,1.1718
6.9435e-009,1.1689
6.9821e-009,1.1685
7.0206e-009,1.1708
7.0592e-009,1.1730
7.0978e-009,1.1739
7.1364e-009,1.1750
7.1749e-009,1.1758
7.2135e-009,1.1762
7.2521e-009,1.1773
7.2907e-009,1.1787
7.3293e-009,1.1786
7.3678e-009,1.1776
7.4064e-009,1.1776
7.4450e-009,1.1787
7.4835e-009,1.1795
7.5221e-009,1.1796
7.5607e-009,1.1797
7.5993e-009,1.1814
7.6379e-009,1.1859
7.6764e-009,1.1843
7.7150e-009,1.1595
7.7536e-009,1.0893
7.7922e-009,0.9727
7.8307e-009,0.8490
7.8693e-009,0.7399
7.9079e-009,0.6396
7.9464e-009,0.5532
7.9850e-009,0.4853
8.0236e-009,0.4382
8.0622e-009,0.4065
8.1008e-009,0.3827
8.1393e-009,0.3649
8.1779e-009,0.3489
8.2165e-009,0.3320
8.2550e-009,0.3204
8.2936e-009,0.3179
8.3322e-009,0.3192
8.3708e-009,0.3203
8.4093e-009,0.3209
8.4479e-009,0.3219
8.4865e-009,0.3230
8.5251e-009,0.3232
8.5637e-009,0.3230
8.6022e-009,0.3225
8.6408e-009,0.3211
8.6794e-009,0.3199
8.7179e-009,0.3202
8.7565e-009,0.3212
8.7951e-009,0.3215
8.8337e-009,0.3207
8.8722e-009,0.3199
8.9108e-009,0.3197
8.9494e-009,0.3195
8.9880e-009,0.3194
9.0266e-009,0.3194
9.0651e-009,0.3193
9.1037e-009,0.3190
9.1423e-009,0.3191
9.1808e-009,0.3194
9.2194e-009,0.3195
9.2580e-009,0.3193
9.2966e-009,0.3191
9.3352e-009,0.3191
9.3737e-009,0.3192
9.4123e-009,0.3192
9.4509e-009,0.3195
9.4895e-009,0.3228
9.5280e-009,0.3362
9.5666e-009,0.3728
9.6052e-009,0.4476
9.6437e-009,0.5590
9.6823e-009,0.6869
9.7209e-009,0.7957
9.7595e-009,0.8698
9.7981e-009,0.9318
9.8366e-009,0.9884
9.8752e-009,1.0371
9.9138e-009,1.0756
9.9524e-009,1.1227
9.9909e-009,1.1608
1.00295e-008,1.1615
1.00681e-008,1.1430
1.01066e-008,1.0774
1.01452e-008,0.9595
1.01838e-008,0.8284
1.02224e-008,0.7117
1.02610e-008,0.6143
1.02995e-008,0.5348
1.03381e-008,0.4723
1.03767e-008,0.4315
1.04152e-008,0.4037
1.04538e-008,0.3775
1.04924e-008,0.3581
1.05310e-008,0.3443
1.05695e-008,0.3297
1.06081e-008,0.3185
1.06467e-008,0.3152
1.06853e-008,0.3174
1.07239e-008,0.3202
1.07624e-008,0.3213
1.08010e-008,0.3225
1.08396e-008,0.3238
1.08781e-008,0.3230
1.09167e-008,0.3218
1.09553e-008,0.3217
1.09939e-008,0.3211
1.10324e-008,0.3201
1.10710e-008,0.3200
1.11096e-008,0.3209
1.11482e-008,0.3214
1.11868e-008,0.3206
1.12253e-008,0.3198
1.12639e-008,0.3197
1.13025e-008,0.3194
1.13410e-008,0.3199
1.13796e-008,0.3260
1.14182e-008,0.3462
1.14568e-008,0.3955
1.14953e-008,0.4852
1.15339e-008,0.6060
1.15725e-008,0.7316
1.16111e-008,0.8262
1.16497e-008,0.8930
1.16882e-008,0.9533
1.17268e-008,1.0074
1.17654e-008,1.0522
1.18039e-008,1.0913
1.18425e-008,1.1416
1.18811e-008,1.1643
1.19197e-008,1.1574
