.HEADER
..NAMES
Time,V U2.M2
3.3741e-009,1.0917
3.4108e-009,1.0919
3.4475e-009,1.0918
3.4841e-009,1.0915
3.5208e-009,1.0910
3.5575e-009,1.0905
3.5942e-009,1.0904
3.6308e-009,1.0906
3.6675e-009,1.0914
3.7042e-009,1.0923
3.7408e-009,1.0921
3.7775e-009,1.0879
3.8142e-009,1.0760
3.8509e-009,1.0521
3.8875e-009,1.0124
3.9242e-009,0.9546
3.9609e-009,0.8786
3.9976e-009,0.7887
4.0342e-009,0.6927
4.0709e-009,0.5999
4.1076e-009,0.5185
4.1443e-009,0.4551
4.1809e-009,0.4134
4.2176e-009,0.3922
4.2543e-009,0.3861
4.2910e-009,0.3882
4.3276e-009,0.3920
4.3643e-009,0.3930
4.4010e-009,0.3889
4.4377e-009,0.3799
4.4743e-009,0.3687
4.5110e-009,0.3585
4.5477e-009,0.3516
4.5844e-009,0.3487
4.6211e-009,0.3488
4.6577e-009,0.3501
4.6944e-009,0.3506
4.7311e-009,0.3490
4.7678e-009,0.3449
4.8044e-009,0.3393
4.8411e-009,0.3340
4.8778e-009,0.3309
4.9145e-009,0.3305
4.9511e-009,0.3326
4.9878e-009,0.3360
5.0245e-009,0.3388
5.0612e-009,0.3396
5.0978e-009,0.3377
5.1345e-009,0.3332
5.1712e-009,0.3276
5.2079e-009,0.3225
5.2445e-009,0.3192
5.2812e-009,0.3184
5.3179e-009,0.3196
5.3546e-009,0.3221
5.3912e-009,0.3246
5.4279e-009,0.3260
5.4646e-009,0.3257
5.5013e-009,0.3241
5.5379e-009,0.3219
5.5746e-009,0.3203
5.6113e-009,0.3200
5.6480e-009,0.3212
5.6846e-009,0.3239
5.7213e-009,0.3275
5.7580e-009,0.3310
5.7947e-009,0.3336
5.8313e-009,0.3351
5.8680e-009,0.3353
5.9047e-009,0.3347
5.9414e-009,0.3338
5.9780e-009,0.3328
6.0147e-009,0.3322
6.0514e-009,0.3319
6.0881e-009,0.3318
6.1247e-009,0.3317
6.1614e-009,0.3314
6.1981e-009,0.3310
6.2348e-009,0.3305
6.2714e-009,0.3302
6.3081e-009,0.3303
6.3448e-009,0.3306
6.3815e-009,0.3311
6.4181e-009,0.3317
6.4548e-009,0.3325
6.4915e-009,0.3340
6.5282e-009,0.3382
6.5648e-009,0.3482
6.6015e-009,0.3678
6.6382e-009,0.4008
6.6749e-009,0.4497
6.7115e-009,0.5148
6.7482e-009,0.5938
6.7849e-009,0.6812
6.8215e-009,0.7690
6.8582e-009,0.8489
6.8949e-009,0.9148
6.9316e-009,0.9637
6.9682e-009,0.9951
7.0049e-009,1.0113
7.0416e-009,1.0179
7.0783e-009,1.0208
7.1149e-009,1.0243
7.1516e-009,1.0302
7.1883e-009,1.0386
7.2250e-009,1.0485
7.2616e-009,1.0580
7.2983e-009,1.0652
7.3350e-009,1.0689
7.3717e-009,1.0700
7.4083e-009,1.0701
7.4450e-009,1.0707
7.4817e-009,1.0729
7.5184e-009,1.0767
7.5550e-009,1.0816
7.5917e-009,1.0865
7.6284e-009,1.0900
7.6651e-009,1.0912
7.7018e-009,1.0901
7.7384e-009,1.0879
7.7751e-009,1.0858
7.8118e-009,1.0852
7.8484e-009,1.0865
7.8851e-009,1.0898
7.9218e-009,1.0943
7.9585e-009,1.0988
7.9952e-009,1.1019
8.0318e-009,1.1032
8.0685e-009,1.1027
8.1052e-009,1.1012
8.1418e-009,1.0995
8.1785e-009,1.0985
8.2152e-009,1.0986
8.2519e-009,1.0998
8.2886e-009,1.1016
8.3252e-009,1.1034
8.3619e-009,1.1045
8.3986e-009,1.1041
8.4352e-009,1.1007
8.4719e-009,1.0915
8.5086e-009,1.0730
8.5453e-009,1.0415
8.5820e-009,0.9942
8.6186e-009,0.9294
8.6553e-009,0.8480
8.6920e-009,0.7555
8.7286e-009,0.6605
8.7653e-009,0.5718
8.8020e-009,0.4967
8.8387e-009,0.4410
8.8754e-009,0.4069
8.9120e-009,0.3917
8.9487e-009,0.3890
8.9854e-009,0.3917
9.0220e-009,0.3943
9.0587e-009,0.3930
9.0954e-009,0.3865
9.1321e-009,0.3761
9.1688e-009,0.3647
9.2054e-009,0.3556
9.2421e-009,0.3505
9.2788e-009,0.3495
9.3154e-009,0.3524
9.3521e-009,0.3595
9.3888e-009,0.3729
9.4255e-009,0.3961
9.4622e-009,0.4328
9.4988e-009,0.4863
9.5355e-009,0.5578
9.5722e-009,0.6449
9.6088e-009,0.7400
9.6455e-009,0.8321
9.6822e-009,0.9112
9.7189e-009,0.9706
9.7556e-009,1.0075
9.7922e-009,1.0227
9.8289e-009,1.0219
9.8656e-009,1.0146
9.9022e-009,1.0092
9.9389e-009,1.0101
9.9756e-009,1.0177
1.00123e-008,1.0303
1.00490e-008,1.0445
1.00856e-008,1.0563
1.01223e-008,1.0625
1.01590e-008,1.0627
1.01956e-008,1.0592
1.02323e-008,1.0557
1.02690e-008,1.0551
1.03057e-008,1.0586
1.03424e-008,1.0661
1.03790e-008,1.0760
1.04157e-008,1.0856
1.04524e-008,1.0922
1.04890e-008,1.0943
1.05257e-008,1.0926
1.05624e-008,1.0892
1.05991e-008,1.0861
1.06358e-008,1.0852
1.06724e-008,1.0873
1.07091e-008,1.0919
1.07458e-008,1.0977
1.07824e-008,1.1025
1.08191e-008,1.1049
1.08558e-008,1.1045
1.08925e-008,1.1021
1.09292e-008,1.0990
1.09658e-008,1.0967
1.10025e-008,1.0960
1.10392e-008,1.0973
1.10758e-008,1.1000
1.11125e-008,1.1029
1.11492e-008,1.1046
1.11859e-008,1.1044
1.12226e-008,1.1022
1.12592e-008,1.0986
1.12959e-008,1.0947
1.13326e-008,1.0912
1.13693e-008,1.0888
1.14059e-008,1.0880
1.14426e-008,1.0883
1.14793e-008,1.0891
1.15159e-008,1.0899
1.15526e-008,1.0903
1.15893e-008,1.0904
1.16260e-008,1.0902
1.16627e-008,1.0902
1.16993e-008,1.0904
1.17360e-008,1.0910
1.17727e-008,1.0918
1.18093e-008,1.0925
1.18460e-008,1.0927
1.18827e-008,1.0924
1.19194e-008,1.0917
1.19561e-008,1.0907
1.19927e-008,1.0900
1.20294e-008,1.0898
1.20661e-008,1.0903
1.21027e-008,1.0913
1.21394e-008,1.0926
1.21761e-008,1.0929
1.22128e-008,1.0896
1.22495e-008,1.0791
1.22861e-008,1.0572
1.23228e-008,1.0203
1.23595e-008,0.9656
1.23961e-008,0.8927
1.24328e-008,0.8049
1.24695e-008,0.7095
1.25062e-008,0.6156
1.25429e-008,0.5317
1.25795e-008,0.4647
1.26162e-008,0.4188
1.26529e-008,0.3941
1.26895e-008,0.3859
1.27262e-008,0.3871
1.27629e-008,0.3912
1.27996e-008,0.3931
1.28363e-008,0.3902
1.28729e-008,0.3820
1.29096e-008,0.3709
1.29463e-008,0.3601
1.29829e-008,0.3523
1.30196e-008,0.3488
1.30563e-008,0.3498
1.30930e-008,0.3553
1.31297e-008,0.3669
1.31663e-008,0.3873
1.32030e-008,0.4199
1.32397e-008,0.4678
1.32763e-008,0.5330
1.33130e-008,0.6147
1.33497e-008,0.7075
1.33864e-008,0.8015
1.34231e-008,0.8860
1.34597e-008,0.9532
1.34964e-008,0.9987
1.35331e-008,1.0217
1.35697e-008,1.0259
1.36064e-008,1.0196
1.36431e-008,1.0120
1.36798e-008,1.0095
1.37165e-008,1.0140
1.37531e-008,1.0246
1.37898e-008,1.0386
1.38265e-008,1.0521
1.38631e-008,1.0612
1.38998e-008,1.0640
1.39365e-008,1.0620
1.39732e-008,1.0585
1.40099e-008,1.0568
1.40465e-008,1.0582
1.40832e-008,1.0610
1.41199e-008,1.0605
1.41565e-008,1.0499
1.41932e-008,1.0225
1.42299e-008,0.9731
1.42666e-008,0.9002
1.43033e-008,0.8083
1.43399e-008,0.7076
1.43766e-008,0.6097
1.44133e-008,0.5245
1.44499e-008,0.4594
1.44866e-008,0.4181
1.45233e-008,0.3991
1.45600e-008,0.3953
1.45967e-008,0.3983
1.46333e-008,0.4015
1.46700e-008,0.4012
1.47067e-008,0.3960
1.47433e-008,0.3866
1.47800e-008,0.3760
1.48167e-008,0.3675
1.48534e-008,0.3629
1.48901e-008,0.3619
1.49267e-008,0.3625
1.49634e-008,0.3624
1.50001e-008,0.3601
1.50368e-008,0.3549
1.50734e-008,0.3470
1.51101e-008,0.3382
1.51468e-008,0.3307
1.51834e-008,0.3268
1.52201e-008,0.3268
1.52568e-008,0.3297
1.52935e-008,0.3340
1.53301e-008,0.3377
1.53668e-008,0.3393
1.54035e-008,0.3378
1.54402e-008,0.3337
1.54769e-008,0.3284
1.55135e-008,0.3235
1.55502e-008,0.3205
1.55869e-008,0.3196
1.56236e-008,0.3205
1.56602e-008,0.3224
1.56969e-008,0.3243
1.57336e-008,0.3253
1.57703e-008,0.3249
1.58069e-008,0.3235
1.58436e-008,0.3225
1.58803e-008,0.3240
1.59169e-008,0.3312
1.59536e-008,0.3479
1.59903e-008,0.3778
1.60270e-008,0.4237
1.60636e-008,0.4860
1.61003e-008,0.5632
1.61370e-008,0.6506
1.61737e-008,0.7406
1.62104e-008,0.8246
1.62470e-008,0.8956
1.62837e-008,0.9496
1.63204e-008,0.9855
1.63571e-008,1.0049
1.63937e-008,1.0125
1.64304e-008,1.0149
1.64671e-008,1.0175
1.65037e-008,1.0229
1.65404e-008,1.0316
1.65771e-008,1.0426
1.66138e-008,1.0539
1.66504e-008,1.0632
1.66871e-008,1.0686
1.67238e-008,1.0702
1.67605e-008,1.0697
1.67972e-008,1.0693
1.68338e-008,1.0704
1.68705e-008,1.0736
1.69072e-008,1.0787
1.69439e-008,1.0847
1.69805e-008,1.0896
1.70172e-008,1.0920
1.70539e-008,1.0915
1.70905e-008,1.0890
1.71272e-008,1.0860
1.71639e-008,1.0841
1.72006e-008,1.0844
1.72372e-008,1.0872
1.72739e-008,1.0921
1.73106e-008,1.0976
1.73473e-008,1.1020
1.73840e-008,1.1042
1.74206e-008,1.1042
1.74573e-008,1.1024
1.74940e-008,1.1000
1.75307e-008,1.0981
1.75673e-008,1.0974
1.76040e-008,1.0983
1.76407e-008,1.1004
1.76773e-008,1.1028
1.77140e-008,1.1046
1.77507e-008,1.1051
1.77874e-008,1.1036
1.78240e-008,1.0984
1.78607e-008,1.0868
1.78974e-008,1.0653
1.79341e-008,1.0307
1.79708e-008,0.9800
1.80074e-008,0.9119
1.80441e-008,0.8280
1.80808e-008,0.7345
1.81175e-008,0.6403
1.81541e-008,0.5538
1.81908e-008,0.4824
1.82275e-008,0.4311
1.82641e-008,0.4014
1.83008e-008,0.3896
1.83375e-008,0.3889
1.83742e-008,0.3923
1.84108e-008,0.3944
1.84475e-008,0.3920
1.84842e-008,0.3845
1.85209e-008,0.3734
1.85576e-008,0.3622
1.85942e-008,0.3538
1.86309e-008,0.3496
1.86676e-008,0.3496
1.87043e-008,0.3535
1.87409e-008,0.3620
1.87776e-008,0.3774
1.88143e-008,0.4035
1.88509e-008,0.4438
1.88876e-008,0.5014
1.89243e-008,0.5768
1.89610e-008,0.6665
1.89976e-008,0.7618
1.90343e-008,0.8516
1.90710e-008,0.9266
1.91077e-008,0.9810
1.91444e-008,1.0126
1.91810e-008,1.0235
1.92177e-008,1.0204
1.92544e-008,1.0130
1.92911e-008,1.0088
1.93277e-008,1.0113
1.93644e-008,1.0202
1.94011e-008,1.0335
1.94377e-008,1.0476
1.94744e-008,1.0583
1.95111e-008,1.0630
1.95478e-008,1.0621
1.95844e-008,1.0586
1.96211e-008,1.0561
1.96578e-008,1.0569
1.96945e-008,1.0604
1.97312e-008,1.0628
1.97678e-008,1.0578
1.98045e-008,1.0387
1.98412e-008,0.9991
1.98779e-008,0.9359
1.99145e-008,0.8511
1.99512e-008,0.7528
1.99879e-008,0.6523
2.00245e-008,0.5607
2.00612e-008,0.4861
2.00979e-008,0.4342
2.01346e-008,0.4057
2.01712e-008,0.3959
2.02079e-008,0.3965
2.02446e-008,0.3999
2.02813e-008,0.4014
2.03179e-008,0.3985
2.03546e-008,0.3911
2.03913e-008,0.3809
2.04280e-008,0.3713
2.04647e-008,0.3649
2.05013e-008,0.3624
2.05380e-008,0.3625
2.05747e-008,0.3642
2.06114e-008,0.3676
2.06480e-008,0.3755
2.06847e-008,0.3919
2.07214e-008,0.4219
2.07580e-008,0.4695
2.07947e-008,0.5370
2.08314e-008,0.6225
2.08681e-008,0.7184
2.09047e-008,0.8135
2.09414e-008,0.8968
2.09781e-008,0.9612
2.10148e-008,1.0030
2.10515e-008,1.0222
2.10881e-008,1.0242
2.11248e-008,1.0179
2.11615e-008,1.0123
2.11982e-008,1.0121
2.12348e-008,1.0182
2.12715e-008,1.0293
2.13082e-008,1.0426
2.13448e-008,1.0544
2.13815e-008,1.0612
2.14182e-008,1.0624
2.14549e-008,1.0600
2.14915e-008,1.0575
2.15282e-008,1.0575
2.15649e-008,1.0599
2.16016e-008,1.0619
2.16383e-008,1.0579
2.16749e-008,1.0413
2.17116e-008,1.0059
2.17483e-008,0.9475
2.17850e-008,0.8664
2.18216e-008,0.7696
2.18583e-008,0.6683
2.18950e-008,0.5737
2.19316e-008,0.4949
2.19683e-008,0.4383
2.20050e-008,0.4058
2.20417e-008,0.3940
2.20783e-008,0.3946
2.21150e-008,0.3992
2.21517e-008,0.4021
2.21884e-008,0.4005
2.22251e-008,0.3937
2.22617e-008,0.3833
2.22984e-008,0.3725
2.23351e-008,0.3647
2.23718e-008,0.3613
2.24084e-008,0.3613
2.24451e-008,0.3634
2.24818e-008,0.3673
2.25184e-008,0.3748
2.25551e-008,0.3899
2.25918e-008,0.4172
2.26285e-008,0.4612
2.26651e-008,0.5245
2.27018e-008,0.6067
2.27385e-008,0.7012
2.27752e-008,0.7972
2.28119e-008,0.8834
2.28485e-008,0.9516
2.28852e-008,0.9977
2.29219e-008,1.0208
2.29586e-008,1.0251
2.29952e-008,1.0193
2.30319e-008,1.0128
2.30686e-008,1.0114
2.31052e-008,1.0164
2.31419e-008,1.0269
2.31786e-008,1.0403
2.32153e-008,1.0529
2.32519e-008,1.0609
2.32886e-008,1.0628
2.33253e-008,1.0605
2.33620e-008,1.0571
2.33987e-008,1.0557
2.34353e-008,1.0580
2.34720e-008,1.0641
2.35087e-008,1.0730
2.35454e-008,1.0826
2.35820e-008,1.0902
2.36187e-008,1.0939
2.36554e-008,1.0936
2.36920e-008,1.0908
2.37287e-008,1.0877
2.37654e-008,1.0860
2.38021e-008,1.0867
2.38387e-008,1.0901
2.38754e-008,1.0951
2.39121e-008,1.1001
2.39488e-008,1.1032
2.39855e-008,1.1038
2.40221e-008,1.1024
2.40588e-008,1.0999
2.40955e-008,1.0977
2.41322e-008,1.0966
2.41688e-008,1.0972
2.42055e-008,1.0993
2.42422e-008,1.1021
2.42788e-008,1.1045
2.43155e-008,1.1056
2.43522e-008,1.1045
2.43889e-008,1.0995
2.44255e-008,1.0880
2.44622e-008,1.0664
2.44989e-008,1.0314
2.45356e-008,0.9803
2.45723e-008,0.9118
2.46089e-008,0.8278
2.46456e-008,0.7344
2.46823e-008,0.6404
2.47190e-008,0.5543
2.47556e-008,0.4832
2.47923e-008,0.4323
2.48290e-008,0.4028
2.48657e-008,0.3910
2.49023e-008,0.3901
2.49390e-008,0.3931
2.49757e-008,0.3949
2.50123e-008,0.3922
2.50490e-008,0.3843
2.50857e-008,0.3732
2.51224e-008,0.3620
2.51590e-008,0.3538
2.51957e-008,0.3498
2.52324e-008,0.3493
2.52691e-008,0.3506
2.53058e-008,0.3516
2.53424e-008,0.3505
2.53791e-008,0.3468
2.54158e-008,0.3411
2.54525e-008,0.3351
2.54891e-008,0.3310
2.55258e-008,0.3299
2.55625e-008,0.3316
2.55991e-008,0.3350
2.56358e-008,0.3384
2.56725e-008,0.3401
2.57092e-008,0.3388
2.57458e-008,0.3348
2.57825e-008,0.3290
2.58192e-008,0.3234
2.58559e-008,0.3195
2.58926e-008,0.3180
2.59292e-008,0.3190
2.59659e-008,0.3214
2.60026e-008,0.3241
2.60393e-008,0.3259
2.60759e-008,0.3259
2.61126e-008,0.3244
2.61493e-008,0.3220
2.61859e-008,0.3200
2.62226e-008,0.3193
2.62593e-008,0.3203
2.62960e-008,0.3229
2.63326e-008,0.3265
2.63693e-008,0.3301
2.64060e-008,0.3330
2.64427e-008,0.3346
2.64794e-008,0.3349
2.65160e-008,0.3343
2.65527e-008,0.3334
2.65894e-008,0.3326
2.66261e-008,0.3321
2.66627e-008,0.3321
2.66994e-008,0.3321
2.67361e-008,0.3321
2.67727e-008,0.3318
2.68094e-008,0.3311
2.68461e-008,0.3304
2.68828e-008,0.3299
2.69194e-008,0.3298
2.69561e-008,0.3301
2.69928e-008,0.3308
2.70295e-008,0.3315
2.70662e-008,0.3322
2.71028e-008,0.3330
2.71395e-008,0.3349
2.71762e-008,0.3404
2.72129e-008,0.3528
2.72495e-008,0.3764
2.72862e-008,0.4144
2.73229e-008,0.4687
2.73595e-008,0.5388
2.73962e-008,0.6213
2.74329e-008,0.7097
2.74696e-008,0.7957
2.75062e-008,0.8715
2.75429e-008,0.9321
2.75796e-008,0.9753
2.76163e-008,1.0014
2.76530e-008,1.0140
2.76896e-008,1.0188
2.77263e-008,1.0217
2.77630e-008,1.0259
2.77997e-008,1.0326
2.78363e-008,1.0416
2.78730e-008,1.0515
2.79097e-008,1.0605
2.79463e-008,1.0667
2.79830e-008,1.0697
2.80197e-008,1.0708
2.80564e-008,1.0717
2.80930e-008,1.0734
2.81297e-008,1.0751
2.81664e-008,1.0733
2.82031e-008,1.0630
2.82398e-008,1.0386
2.82764e-008,0.9953
2.83131e-008,0.9305
2.83498e-008,0.8456
2.83865e-008,0.7478
2.84231e-008,0.6481
2.84598e-008,0.5573
2.84965e-008,0.4832
2.85331e-008,0.4312
2.85698e-008,0.4027
2.86065e-008,0.3937
2.86432e-008,0.3959
2.86798e-008,0.4009
2.87165e-008,0.4036
2.87532e-008,0.4013
2.87899e-008,0.3938
2.88266e-008,0.3826
2.88632e-008,0.3715
2.88999e-008,0.3638
2.89366e-008,0.3606
2.89733e-008,0.3607
2.90099e-008,0.3618
2.90466e-008,0.3617
2.90833e-008,0.3589
2.91199e-008,0.3530
2.91566e-008,0.3447
2.91933e-008,0.3360
2.92300e-008,0.3296
2.92666e-008,0.3270
2.93033e-008,0.3282
2.93400e-008,0.3317
2.93767e-008,0.3358
2.94133e-008,0.3386
2.94500e-008,0.3387
2.94867e-008,0.3357
2.95234e-008,0.3304
2.95601e-008,0.3249
2.95967e-008,0.3207
2.96334e-008,0.3188
2.96701e-008,0.3192
2.97068e-008,0.3212
2.97434e-008,0.3237
2.97801e-008,0.3255
2.98168e-008,0.3258
2.98534e-008,0.3246
2.98901e-008,0.3228
2.99268e-008,0.3221
2.99635e-008,0.3252
3.00002e-008,0.3355
3.00368e-008,0.3569
3.00735e-008,0.3928
3.01102e-008,0.4448
3.01469e-008,0.5127
3.01835e-008,0.5938
3.02202e-008,0.6825
3.02569e-008,0.7707
3.02935e-008,0.8503
3.03302e-008,0.9154
3.03669e-008,0.9632
3.04036e-008,0.9933
3.04403e-008,1.0084
3.04769e-008,1.0139
3.05136e-008,1.0160
3.05503e-008,1.0194
3.05869e-008,1.0259
3.06236e-008,1.0352
3.06603e-008,1.0464
3.06970e-008,1.0572
3.07336e-008,1.0653
3.07703e-008,1.0696
3.08070e-008,1.0707
3.08437e-008,1.0707
3.08804e-008,1.0714
3.09170e-008,1.0735
3.09537e-008,1.0753
3.09904e-008,1.0724
3.10270e-008,1.0590
3.10637e-008,1.0296
3.11004e-008,0.9797
3.11371e-008,0.9079
3.11738e-008,0.8178
3.12104e-008,0.7183
3.12471e-008,0.6209
3.12838e-008,0.5351
3.13205e-008,0.4679
3.13571e-008,0.4236
3.13938e-008,0.4018
3.14305e-008,0.3964
3.14671e-008,0.3989
3.15038e-008,0.4024
3.15405e-008,0.4029
3.15772e-008,0.3985
3.16139e-008,0.3896
3.16505e-008,0.3786
3.16872e-008,0.3690
3.17239e-008,0.3633
3.17605e-008,0.3615
3.17972e-008,0.3620
3.18339e-008,0.3624
3.18706e-008,0.3609
3.19072e-008,0.3565
3.19439e-008,0.3492
3.19806e-008,0.3404
3.20173e-008,0.3325
3.20540e-008,0.3278
3.20906e-008,0.3270
3.21273e-008,0.3296
3.21640e-008,0.3337
3.22006e-008,0.3376
3.22373e-008,0.3395
3.22740e-008,0.3383
3.23107e-008,0.3342
3.23474e-008,0.3286
3.23840e-008,0.3233
3.24207e-008,0.3199
3.24574e-008,0.3188
3.24941e-008,0.3199
3.25307e-008,0.3221
3.25674e-008,0.3244
3.26041e-008,0.3257
3.26407e-008,0.3254
3.26774e-008,0.3238
3.27141e-008,0.3217
3.27508e-008,0.3200
3.27875e-008,0.3197
3.28241e-008,0.3209
3.28608e-008,0.3234
3.28975e-008,0.3267
3.29341e-008,0.3302
3.29708e-008,0.3330
3.30075e-008,0.3346
3.30442e-008,0.3351
3.30808e-008,0.3347
3.31175e-008,0.3340
3.31542e-008,0.3331
3.31909e-008,0.3324
3.32276e-008,0.3319
3.32642e-008,0.3316
3.33009e-008,0.3313
3.33376e-008,0.3309
3.33742e-008,0.3305
3.34109e-008,0.3302
3.34476e-008,0.3301
3.34843e-008,0.3302
3.35210e-008,0.3306
3.35576e-008,0.3311
3.35943e-008,0.3315
3.36310e-008,0.3318
3.36677e-008,0.3318
3.37043e-008,0.3315
3.37410e-008,0.3313
3.37777e-008,0.3310
3.38143e-008,0.3310
3.38510e-008,0.3311
3.38877e-008,0.3313
3.39244e-008,0.3314
3.39611e-008,0.3315
3.39977e-008,0.3314
3.40344e-008,0.3312
3.40711e-008,0.3311
3.41077e-008,0.3310
3.41444e-008,0.3311
3.41811e-008,0.3313
3.42178e-008,0.3316
3.42545e-008,0.3319
3.42911e-008,0.3320
3.43278e-008,0.3320
3.43645e-008,0.3317
3.44012e-008,0.3314
3.44378e-008,0.3311
3.44745e-008,0.3309
3.45112e-008,0.3310
3.45478e-008,0.3312
3.45845e-008,0.3314
3.46212e-008,0.3316
3.46579e-008,0.3317
3.46946e-008,0.3316
3.47312e-008,0.3314
3.47679e-008,0.3311
3.48046e-008,0.3308
3.48412e-008,0.3307
3.48779e-008,0.3308
3.49146e-008,0.3311
3.49513e-008,0.3314
3.49879e-008,0.3316
3.50246e-008,0.3317
3.50613e-008,0.3316
3.50980e-008,0.3315
3.51347e-008,0.3313
3.51713e-008,0.3311
3.52080e-008,0.3310
3.52447e-008,0.3311
3.52813e-008,0.3312
3.53180e-008,0.3314
3.53547e-008,0.3315
3.53914e-008,0.3315
3.54281e-008,0.3315
3.54647e-008,0.3313
3.55014e-008,0.3313
3.55381e-008,0.3317
3.55748e-008,0.3334
3.56114e-008,0.3386
3.56481e-008,0.3502
3.56848e-008,0.3721
3.57214e-008,0.4078
3.57581e-008,0.4591
3.57948e-008,0.5264
3.58315e-008,0.6068
3.58682e-008,0.6946
3.59048e-008,0.7816
3.59415e-008,0.8597
3.59782e-008,0.9233
3.60148e-008,0.9696
3.60515e-008,0.9983
3.60882e-008,1.0125
3.61249e-008,1.0179
3.61615e-008,1.0204
3.61982e-008,1.0242
3.62349e-008,1.0306
3.62716e-008,1.0396
3.63083e-008,1.0499
3.63449e-008,1.0595
3.63816e-008,1.0663
3.64183e-008,1.0695
3.64549e-008,1.0701
3.64916e-008,1.0699
3.65283e-008,1.0705
3.65650e-008,1.0728
3.66017e-008,1.0769
3.66383e-008,1.0822
3.66750e-008,1.0874
3.67117e-008,1.0908
3.67484e-008,1.0916
3.67850e-008,1.0902
3.68217e-008,1.0877
3.68584e-008,1.0855
3.68950e-008,1.0849
3.69317e-008,1.0864
3.69684e-008,1.0901
3.70051e-008,1.0949
3.70418e-008,1.0994
3.70784e-008,1.1024
3.71151e-008,1.1035
3.71518e-008,1.1027
3.71884e-008,1.1009
3.72251e-008,1.0992
3.72618e-008,1.0982
3.72985e-008,1.0984
3.73351e-008,1.0997
3.73718e-008,1.1015
3.74085e-008,1.1029
3.74452e-008,1.1031
3.74819e-008,1.1020
3.75185e-008,1.0997
3.75552e-008,1.0967
3.75919e-008,1.0936
3.76285e-008,1.0911
3.76652e-008,1.0895
3.77019e-008,1.0889
3.77386e-008,1.0890
3.77753e-008,1.0895
3.78119e-008,1.0899
3.78486e-008,1.0902
3.78853e-008,1.0903
3.79220e-008,1.0903
3.79586e-008,1.0903
3.79953e-008,1.0906
3.80320e-008,1.0910
3.80686e-008,1.0915
3.81053e-008,1.0918
3.81420e-008,1.0918
3.81787e-008,1.0915
3.82154e-008,1.0911
3.82520e-008,1.0906
3.82887e-008,1.0903
3.83254e-008,1.0904
3.83620e-008,1.0910
3.83987e-008,1.0920
3.84354e-008,1.0923
3.84721e-008,1.0898
3.85088e-008,1.0807
3.85454e-008,1.0609
3.85821e-008,1.0264
3.86188e-008,0.9742
3.86555e-008,0.9036
3.86921e-008,0.8171
3.87288e-008,0.7220
3.87655e-008,0.6272
3.88021e-008,0.5415
3.88388e-008,0.4721
3.88755e-008,0.4236
3.89122e-008,0.3966
3.89489e-008,0.3866
3.89855e-008,0.3870
3.90222e-008,0.3909
3.90589e-008,0.3931
3.90955e-008,0.3906
3.91322e-008,0.3829
3.91689e-008,0.3721
3.92056e-008,0.3612
3.92422e-008,0.3532
3.92789e-008,0.3492
3.93156e-008,0.3497
3.93523e-008,0.3546
3.93890e-008,0.3651
