.HEADER
..NAMES
Time,V U4.L2
.DATA
0.0e+000,1.0899
3.67e-011,1.0899
7.33e-011,1.0899
1.100e-010,1.0899
1.467e-010,1.0899
1.834e-010,1.0899
2.201e-010,1.0899
2.567e-010,1.0899
2.934e-010,1.0899
3.301e-010,1.0899
3.667e-010,1.0899
4.034e-010,1.0899
4.401e-010,1.0899
4.768e-010,1.0899
5.135e-010,1.0899
5.501e-010,1.0900
5.868e-010,1.0902
6.235e-010,1.0909
6.601e-010,1.0922
6.968e-010,1.0932
7.335e-010,1.0907
7.702e-010,1.0783
8.068e-010,1.0479
8.435e-010,0.9945
8.802e-010,0.9180
9.169e-010,0.8225
9.536e-010,0.7163
9.902e-010,0.6126
1.0269e-009,0.5240
1.0636e-009,0.4592
1.1003e-009,0.4224
1.1369e-009,0.4130
1.1736e-009,0.4244
1.2103e-009,0.4462
1.2469e-009,0.4672
1.2836e-009,0.4783
1.3203e-009,0.4753
1.3570e-009,0.4599
1.3936e-009,0.4375
1.4303e-009,0.4146
1.4670e-009,0.3966
1.5037e-009,0.3854
1.5403e-009,0.3798
1.5770e-009,0.3773
1.6137e-009,0.3771
1.6504e-009,0.3820
1.6871e-009,0.3994
1.7237e-009,0.4374
1.7604e-009,0.5005
1.7971e-009,0.5863
1.8338e-009,0.6875
1.8704e-009,0.7937
1.9071e-009,0.8911
1.9438e-009,0.9657
1.9805e-009,1.0090
2.0171e-009,1.0201
2.0538e-009,1.0035
2.0905e-009,0.9701
2.1272e-009,0.9349
2.1638e-009,0.9116
2.2005e-009,0.9083
2.2372e-009,0.9251
2.2738e-009,0.9553
2.3105e-009,0.9889
2.3472e-009,1.0174
2.3839e-009,1.0360
2.4205e-009,1.0442
2.4572e-009,1.0453
2.4939e-009,1.0442
2.5306e-009,1.0458
2.5672e-009,1.0533
2.6039e-009,1.0673
2.6406e-009,1.0853
2.6773e-009,1.1023
2.7139e-009,1.1133
2.7506e-009,1.1149
2.7873e-009,1.1067
2.8240e-009,1.0923
2.8606e-009,1.0772
2.8973e-009,1.0672
2.9340e-009,1.0659
2.9707e-009,1.0736
3.0073e-009,1.0875
3.0440e-009,1.1030
3.0807e-009,1.1153
3.1174e-009,1.1210
3.1540e-009,1.1190
3.1907e-009,1.1108
3.2274e-009,1.0998
3.2641e-009,1.0898
3.3007e-009,1.0840
3.3374e-009,1.0840
3.3741e-009,1.0891
3.4108e-009,1.0971
3.4475e-009,1.1050
3.4841e-009,1.1097
3.5208e-009,1.1075
3.5575e-009,1.0942
3.5942e-009,1.0643
3.6308e-009,1.0138
3.6675e-009,0.9427
3.7042e-009,0.8550
3.7408e-009,0.7562
3.7775e-009,0.6560
3.8142e-009,0.5657
3.8509e-009,0.4941
3.8875e-009,0.4459
3.9242e-009,0.4228
3.9609e-009,0.4218
3.9976e-009,0.4350
4.0342e-009,0.4528
4.0709e-009,0.4659
4.1076e-009,0.4685
4.1443e-009,0.4594
4.1809e-009,0.4418
4.2176e-009,0.4208
4.2543e-009,0.4019
4.2910e-009,0.3882
4.3276e-009,0.3803
4.3643e-009,0.3760
4.4010e-009,0.3722
4.4377e-009,0.3661
4.4743e-009,0.3559
4.5110e-009,0.3425
4.5477e-009,0.3286
4.5844e-009,0.3178
4.6211e-009,0.3131
4.6577e-009,0.3165
4.6944e-009,0.3270
4.7311e-009,0.3410
4.7678e-009,0.3536
4.8044e-009,0.3604
4.8411e-009,0.3586
4.8778e-009,0.3481
4.9145e-009,0.3317
4.9511e-009,0.3144
4.9878e-009,0.3012
5.0245e-009,0.2956
5.0612e-009,0.2985
5.0978e-009,0.3081
5.1345e-009,0.3210
5.1712e-009,0.3329
5.2079e-009,0.3403
5.2445e-009,0.3415
5.2812e-009,0.3369
5.3179e-009,0.3295
5.3546e-009,0.3248
5.3912e-009,0.3302
5.4279e-009,0.3543
5.4646e-009,0.4028
5.5013e-009,0.4760
5.5379e-009,0.5678
5.5746e-009,0.6676
5.6113e-009,0.7640
5.6480e-009,0.8467
5.6846e-009,0.9078
5.7213e-009,0.9443
5.7580e-009,0.9587
5.7947e-009,0.9574
5.8313e-009,0.9479
5.8680e-009,0.9388
5.9047e-009,0.9368
5.9414e-009,0.9449
5.9780e-009,0.9615
6.0147e-009,0.9820
6.0514e-009,1.0010
6.0881e-009,1.0146
6.1247e-009,1.0225
6.1614e-009,1.0266
6.1981e-009,1.0303
6.2348e-009,1.0367
6.2714e-009,1.0473
6.3081e-009,1.0618
6.3448e-009,1.0784
6.3815e-009,1.0944
6.4181e-009,1.1066
6.4548e-009,1.1123
6.4915e-009,1.1105
6.5282e-009,1.1026
6.5648e-009,1.0919
6.6015e-009,1.0822
6.6382e-009,1.0773
