.HEADER
..NAMES
Time,V U4.F3&G3
.DATA
0.0e+000,0.3217
3.86e-011,0.3217
7.72e-011,0.3217
1.157e-010,0.3217
1.543e-010,0.3217
1.929e-010,0.3217
2.314e-010,0.3217
2.700e-010,0.3217
3.086e-010,0.3217
3.472e-010,0.3217
3.857e-010,0.3217
4.243e-010,0.3217
4.629e-010,0.3217
5.015e-010,0.3217
5.401e-010,0.3217
5.786e-010,0.3217
6.172e-010,0.3217
6.558e-010,0.3217
6.944e-010,0.3217
7.329e-010,0.3217
7.715e-010,0.3217
8.101e-010,0.3217
8.486e-010,0.3217
8.872e-010,0.3217
9.258e-010,0.3217
9.644e-010,0.3217
1.0029e-009,0.3217
1.0415e-009,0.3217
1.0801e-009,0.3220
1.1187e-009,0.3248
1.1572e-009,0.3351
1.1958e-009,0.3623
1.2344e-009,0.4166
1.2730e-009,0.5018
1.3115e-009,0.6094
1.3501e-009,0.7208
1.3887e-009,0.8227
1.4273e-009,0.9116
1.4658e-009,0.9847
1.5044e-009,1.0375
1.5430e-009,1.0756
1.5816e-009,1.1139
1.6202e-009,1.1476
1.6587e-009,1.1623
1.6973e-009,1.1498
1.7359e-009,1.1003
1.7745e-009,1.0068
1.8130e-009,0.8847
1.8516e-009,0.7588
1.8902e-009,0.6399
1.9288e-009,0.5357
1.9673e-009,0.4585
2.0059e-009,0.4111
2.0445e-009,0.3800
2.0830e-009,0.3619
2.1216e-009,0.3673
2.1602e-009,0.4046
2.1988e-009,0.4773
2.2374e-009,0.5830
2.2759e-009,0.7045
2.3145e-009,0.8182
2.3531e-009,0.9156
2.3916e-009,0.9953
2.4302e-009,1.0523
2.4688e-009,1.0869
2.5074e-009,1.1165
2.5459e-009,1.1466
2.5845e-009,1.1643
2.6231e-009,1.1599
2.6617e-009,1.1228
2.7003e-009,1.0419
2.7388e-009,0.9253
2.7774e-009,0.7981
2.8160e-009,0.6753
2.8545e-009,0.5642
2.8931e-009,0.4770
2.9317e-009,0.4217
2.9703e-009,0.3871
3.0089e-009,0.3649
3.0474e-009,0.3628
3.0860e-009,0.3899
3.1246e-009,0.4510
