.HEADER
..NAMES
Time,V U3.C7&B7
.DATA
0.0e+000,-0.8569
3.86e-011,-0.8569
7.72e-011,-0.8569
1.157e-010,-0.8569
1.543e-010,-0.8569
1.929e-010,-0.8569
2.314e-010,-0.8569
2.700e-010,-0.8569
3.086e-010,-0.8569
3.472e-010,-0.8569
3.857e-010,-0.8569
4.243e-010,-0.8569
4.629e-010,-0.8569
5.015e-010,-0.8569
5.401e-010,-0.8569
5.786e-010,-0.8569
6.172e-010,-0.8569
6.558e-010,-0.8569
6.944e-010,-0.8569
7.329e-010,-0.8569
7.715e-010,-0.8569
8.101e-010,-0.8569
8.486e-010,-0.8569
8.872e-010,-0.8569
9.258e-010,-0.8569
9.644e-010,-0.8569
1.0029e-009,-0.8569
1.0415e-009,-0.8569
1.0801e-009,-0.8569
1.1187e-009,-0.8569
1.1572e-009,-0.8569
1.1958e-009,-0.8569
1.2344e-009,-0.8570
1.2730e-009,-0.8569
1.3115e-009,-0.8505
1.3501e-009,-0.8200
1.3887e-009,-0.7394
1.4273e-009,-0.5875
1.4658e-009,-0.3745
1.5044e-009,-0.1453
1.5430e-009,0.0774
1.5816e-009,0.2742
1.6202e-009,0.4326
1.6587e-009,0.5536
1.6973e-009,0.6475
1.7359e-009,0.7381
1.7745e-009,0.7879
1.8130e-009,0.7944
1.8516e-009,0.7431
1.8902e-009,0.6063
1.9288e-009,0.3823
1.9673e-009,0.1439
2.0059e-009,-0.0843
2.0445e-009,-0.2885
2.0830e-009,-0.4486
2.1216e-009,-0.5663
2.1602e-009,-0.6541
2.1988e-009,-0.7368
2.2374e-009,-0.7955
2.2759e-009,-0.8023
2.3145e-009,-0.7619
2.3531e-009,-0.6421
2.3916e-009,-0.4235
2.4302e-009,-0.1783
2.4688e-009,0.0537
2.5074e-009,0.2663
2.5459e-009,0.4348
2.5845e-009,0.5561
2.6231e-009,0.6451
2.6617e-009,0.7261
2.7003e-009,0.7906
2.7388e-009,0.8033
2.7774e-009,0.7719
2.8160e-009,0.6677
2.8545e-009,0.4634
2.8931e-009,0.2179
2.9317e-009,-0.0148
2.9703e-009,-0.2304
3.0089e-009,-0.4070
3.0474e-009,-0.5358
3.0860e-009,-0.6294
3.1246e-009,-0.7100
3.1631e-009,-0.7847
3.2017e-009,-0.8035
3.2403e-009,-0.7812
3.2789e-009,-0.6905
3.3175e-009,-0.5006
3.3560e-009,-0.2540
3.3946e-009,-0.0183
3.4332e-009,0.2028
3.4717e-009,0.3872
3.5103e-009,0.5229
3.5489e-009,0.6197
3.5875e-009,0.6970
3.6260e-009,0.7753
3.6646e-009,0.8016
3.7032e-009,0.7876
3.7418e-009,0.7095
3.7803e-009,0.5380
3.8189e-009,0.2945
3.8575e-009,0.0569
3.8961e-009,-0.1652
3.9346e-009,-0.3563
3.9732e-009,-0.4999
4.0118e-009,-0.6027
4.0504e-009,-0.6837
4.0890e-009,-0.7669
4.1275e-009,-0.8020
4.1661e-009,-0.7946
4.2047e-009,-0.7282
4.2433e-009,-0.5717
4.2818e-009,-0.3325
4.3204e-009,-0.0918
4.3590e-009,0.1354
4.3975e-009,0.3338
4.4361e-009,0.4851
4.4747e-009,0.5921
4.5133e-009,0.6727
4.5519e-009,0.7542
4.5904e-009,0.7986
4.6290e-009,0.7978
4.6676e-009,0.7426
4.7062e-009,0.6038
4.7447e-009,0.3730
4.7833e-009,0.1303
4.8219e-009,-0.0972
4.8604e-009,-0.3007
4.8990e-009,-0.4597
4.9376e-009,-0.5735
4.9762e-009,-0.6588
5.0147e-009,-0.7430
5.0533e-009,-0.7971
5.0919e-009,-0.8019
5.1305e-009,-0.7573
5.1691e-009,-0.6332
5.2076e-009,-0.4113
5.2462e-009,-0.1661
5.2848e-009,0.0653
5.3234e-009,0.2758
5.3619e-009,0.4426
5.4005e-009,0.5619
5.4391e-009,0.6488
5.4776e-009,0.7287
5.5162e-009,0.7918
5.5548e-009,0.8022
5.5934e-009,0.7678
5.6320e-009,0.6594
5.6705e-009,0.4511
5.7091e-009,0.2052
5.7477e-009,-0.0268
5.7863e-009,-0.2405
5.8248e-009,-0.4147
5.8634e-009,-0.5415
5.9020e-009,-0.6337
5.9405e-009,-0.7128
5.9791e-009,-0.7860
6.0177e-009,-0.8029
6.0563e-009,-0.7777
6.0948e-009,-0.6830
6.1334e-009,-0.4892
6.1720e-009,-0.2416
6.2106e-009,-0.0065
6.2492e-009,0.2131
6.2877e-009,0.3952
6.3263e-009,0.5285
6.3649e-009,0.6240
6.4035e-009,0.7023
6.4420e-009,0.7792
6.4806e-009,0.8025
6.5192e-009,0.7859
6.5577e-009,0.7036
6.5963e-009,0.5261
6.6349e-009,0.2821
6.6735e-009,0.0452
6.7121e-009,-0.1761
6.7506e-009,-0.3648
6.7892e-009,-0.5061
6.8278e-009,-0.6072
6.8664e-009,-0.6870
6.9049e-009,-0.7687
6.9435e-009,-0.8020
6.9821e-009,-0.7923
7.0206e-009,-0.7223
7.0592e-009,-0.5611
7.0978e-009,-0.3196
7.1364e-009,-0.0797
7.1749e-009,0.1465
7.2135e-009,0.3427
7.2521e-009,0.4914
7.2907e-009,0.5967
7.3293e-009,0.6771
7.3678e-009,0.7597
7.4064e-009,0.7997
7.4450e-009,0.7974
7.4835e-009,0.7382
7.5221e-009,0.5937
7.5607e-009,0.3603
7.5993e-009,0.1185
7.6379e-009,-0.1084
7.6764e-009,-0.3101
7.7150e-009,-0.4666
7.7536e-009,-0.5785
7.7922e-009,-0.6624
7.8307e-009,-0.7454
7.8693e-009,-0.7978
7.9079e-009,-0.8004
7.9464e-009,-0.7527
7.9850e-009,-0.6240
8.0236e-009,-0.3986
8.0622e-009,-0.1538
8.1008e-009,0.0768
8.1393e-009,0.2855
8.1779e-009,0.4498
8.2165e-009,0.5670
8.2550e-009,0.6530
8.2936e-009,0.7348
8.3322e-009,0.7937
8.3708e-009,0.8027
8.4093e-009,0.7647
8.4479e-009,0.6513
8.4865e-009,0.4385
8.5251e-009,0.1932
8.5637e-009,-0.0383
8.6022e-009,-0.2506
8.6408e-009,-0.4224
8.6794e-009,-0.5470
8.7179e-009,-0.6377
8.7565e-009,-0.7188
8.7951e-009,-0.7890
8.8337e-009,-0.8034
8.8722e-009,-0.7754
8.9108e-009,-0.6761
8.9494e-009,-0.4764
8.9880e-009,-0.2294
9.0266e-009,0.0051
9.0651e-009,0.2236
9.1037e-009,0.4031
9.1423e-009,0.5342
9.1808e-009,0.6281
9.2194e-009,0.7052
9.2580e-009,0.7807
9.2966e-009,0.8020
9.3352e-009,0.7829
9.3737e-009,0.6968
9.4123e-009,0.5146
9.4509e-009,0.2692
9.4895e-009,0.0332
9.5280e-009,-0.1868
9.5666e-009,-0.3734
9.6052e-009,-0.5120
9.6437e-009,-0.6117
9.6823e-009,-0.6921
9.7209e-009,-0.7734
9.7595e-009,-0.8028
9.7981e-009,-0.7910
9.8366e-009,-0.7170
9.8752e-009,-0.5498
9.9138e-009,-0.3072
9.9524e-009,-0.0681
9.9909e-009,0.1574
1.00295e-008,0.3515
1.00681e-008,0.4978
1.01066e-008,0.6012
1.01452e-008,0.6804
1.01838e-008,0.7617
1.02224e-008,0.7999
1.02610e-008,0.7953
1.02995e-008,0.7327
1.03381e-008,0.5834
1.03767e-008,0.3474
1.04152e-008,0.1062
1.04538e-008,-0.1197
1.04924e-008,-0.3194
1.05310e-008,-0.4733
1.05695e-008,-0.5833
1.06081e-008,-0.6668
1.06467e-008,-0.7514
1.06853e-008,-0.7991
1.07239e-008,-0.8002
1.07624e-008,-0.7488
1.08010e-008,-0.6145
1.08396e-008,-0.3860
1.08781e-008,-0.1421
1.09167e-008,0.0882
1.09553e-008,0.2950
1.09939e-008,0.4568
1.10324e-008,0.5719
1.10710e-008,0.6566
1.11096e-008,0.7373
1.11482e-008,0.7946
1.11868e-008,0.8014
1.12253e-008,0.7605
1.12639e-008,0.6426
1.13025e-008,0.4259
1.13410e-008,0.1806
1.13796e-008,-0.0499
1.14182e-008,-0.2606
1.14568e-008,-0.4299
1.14953e-008,-0.5523
1.15339e-008,-0.6419
1.15725e-008,-0.7215
1.16111e-008,-0.7901
1.16497e-008,-0.8025
1.16882e-008,-0.7716
1.17268e-008,-0.6681
1.17654e-008,-0.4646
1.18039e-008,-0.2169
1.18425e-008,0.0168
1.18811e-008,0.2338
1.19197e-008,0.4110
1.19583e-008,0.5397
1.19968e-008,0.6322
1.20354e-008,0.7108
1.20740e-008,0.7840
1.21126e-008,0.8029
1.21511e-008,0.7808
1.21897e-008,0.6903
1.22283e-008,0.5024
1.22668e-008,0.2570
1.23054e-008,0.0217
1.23440e-008,-0.1974
1.23826e-008,-0.3816
1.24212e-008,-0.5181
1.24597e-008,-0.6161
1.24983e-008,-0.6953
1.25369e-008,-0.7752
1.25755e-008,-0.8026
1.26140e-008,-0.7884
1.26526e-008,-0.7107
1.26912e-008,-0.5387
1.27297e-008,-0.2943
1.27683e-008,-0.0560
1.28069e-008,0.1684
1.28455e-008,0.3602
