.HEADER
..NAMES
Time,V U4.A2
.DATA
0.0e+000,0.3198
3.86e-011,0.3198
7.72e-011,0.3198
1.157e-010,0.3198
1.543e-010,0.3198
1.929e-010,0.3198
2.314e-010,0.3198
2.700e-010,0.3198
3.086e-010,0.3198
3.472e-010,0.3198
3.857e-010,0.3198
4.243e-010,0.3198
4.629e-010,0.3198
5.015e-010,0.3198
5.401e-010,0.3198
5.786e-010,0.3198
6.172e-010,0.3198
6.558e-010,0.3198
6.944e-010,0.3198
7.329e-010,0.3198
7.715e-010,0.3198
8.101e-010,0.3198
8.486e-010,0.3198
8.872e-010,0.3216
9.258e-010,0.3310
9.644e-010,0.3590
1.0029e-009,0.4220
1.0415e-009,0.5249
1.0801e-009,0.6521
1.1187e-009,0.7712
1.1572e-009,0.8536
1.1958e-009,0.9174
1.2344e-009,0.9756
1.2730e-009,1.0253
1.3115e-009,1.0645
1.3501e-009,1.1058
1.3887e-009,1.1528
1.4273e-009,1.1602
1.4658e-009,1.1465
1.5044e-009,1.1014
1.5430e-009,0.9999
1.5816e-009,0.8700
1.6202e-009,0.7469
1.6587e-009,0.6390
1.6973e-009,0.5521
1.7359e-009,0.4856
1.7745e-009,0.4391
1.8130e-009,0.4099
1.8516e-009,0.3865
1.8902e-009,0.3641
1.9288e-009,0.3510
1.9673e-009,0.3406
2.0059e-009,0.3267
2.0445e-009,0.3177
2.0830e-009,0.3162
2.1216e-009,0.3175
2.1602e-009,0.3196
2.1988e-009,0.3217
2.2374e-009,0.3237
2.2759e-009,0.3250
2.3145e-009,0.3276
2.3531e-009,0.3436
2.3916e-009,0.3892
2.4302e-009,0.4737
2.4688e-009,0.5908
2.5074e-009,0.7198
2.5459e-009,0.8215
2.5845e-009,0.8905
2.6231e-009,0.9508
2.6617e-009,1.0042
2.7003e-009,1.0482
2.7388e-009,1.0807
2.7774e-009,1.1031
2.8160e-009,1.1186
2.8545e-009,1.1317
2.8931e-009,1.1458
2.9317e-009,1.1602
2.9703e-009,1.1700
3.0089e-009,1.1701
3.0474e-009,1.1669
3.0860e-009,1.1673
3.1246e-009,1.1698
3.1631e-009,1.1723
3.2017e-009,1.1741
3.2403e-009,1.1747
3.2789e-009,1.1745
3.3175e-009,1.1747
3.3560e-009,1.1762
3.3946e-009,1.1782
3.4332e-009,1.1786
3.4717e-009,1.1773
3.5103e-009,1.1767
3.5489e-009,1.1776
3.5875e-009,1.1783
3.6260e-009,1.1788
3.6646e-009,1.1791
3.7032e-009,1.1811
3.7418e-009,1.1855
3.7803e-009,1.1821
3.8189e-009,1.1531
3.8575e-009,1.0762
3.8961e-009,0.9553
3.9346e-009,0.8327
3.9732e-009,0.7242
4.0118e-009,0.6238
4.0504e-009,0.5401
4.0890e-009,0.4771
4.1275e-009,0.4326
4.1661e-009,0.3948
4.2047e-009,0.3683
4.2433e-009,0.3799
4.2818e-009,0.4203
4.3204e-009,0.4928
4.3590e-009,0.6038
4.3975e-009,0.7329
4.4361e-009,0.8329
4.4747e-009,0.9055
4.5133e-009,0.9686
4.5519e-009,1.0217
4.5904e-009,1.0622
4.6290e-009,1.0896
4.6676e-009,1.1103
4.7062e-009,1.1277
4.7447e-009,1.1390
4.7833e-009,1.1496
4.8219e-009,1.1632
4.8604e-009,1.1726
4.8990e-009,1.1718
4.9376e-009,1.1691
4.9762e-009,1.1698
5.0147e-009,1.1715
5.0533e-009,1.1728
5.0919e-009,1.1750
5.1305e-009,1.1824
5.1691e-009,1.1853
5.2076e-009,1.1695
5.2462e-009,1.1180
5.2848e-009,1.0160
5.3234e-009,0.8889
5.3619e-009,0.7729
5.4005e-009,0.6678
5.4391e-009,0.5763
5.4776e-009,0.5040
5.5162e-009,0.4514
5.5548e-009,0.4152
5.5934e-009,0.3897
5.6320e-009,0.3711
5.6705e-009,0.3575
5.7091e-009,0.3439
5.7477e-009,0.3288
5.7863e-009,0.3196
5.8248e-009,0.3185
5.8634e-009,0.3193
5.9020e-009,0.3203
5.9405e-009,0.3218
5.9791e-009,0.3231
6.0177e-009,0.3237
6.0563e-009,0.3236
6.0948e-009,0.3236
6.1334e-009,0.3234
6.1720e-009,0.3221
6.2106e-009,0.3204
6.2492e-009,0.3205
6.2877e-009,0.3216
6.3263e-009,0.3217
6.3649e-009,0.3212
6.4035e-009,0.3210
6.4420e-009,0.3207
6.4806e-009,0.3203
6.5192e-009,0.3201
6.5577e-009,0.3202
6.5963e-009,0.3203
6.6349e-009,0.3199
6.6735e-009,0.3198
6.7121e-009,0.3201
6.7506e-009,0.3203
6.7892e-009,0.3202
6.8278e-009,0.3200
6.8664e-009,0.3200
6.9049e-009,0.3200
6.9435e-009,0.3199
6.9821e-009,0.3216
7.0206e-009,0.3304
7.0592e-009,0.3569
7.0978e-009,0.4174
7.1364e-009,0.5183
7.1749e-009,0.6447
7.2135e-009,0.7654
7.2521e-009,0.8497
7.2907e-009,0.9140
7.3293e-009,0.9726
7.3678e-009,1.0228
7.4064e-009,1.0624
7.4450e-009,1.0912
7.4835e-009,1.1106
7.5221e-009,1.1240
7.5607e-009,1.1370
7.5993e-009,1.1520
7.6379e-009,1.1654
7.6764e-009,1.1708
7.7150e-009,1.1682
7.7536e-009,1.1665
7.7922e-009,1.1682
7.8307e-009,1.1709
7.8693e-009,1.1732
7.9079e-009,1.1746
7.9464e-009,1.1746
7.9850e-009,1.1743
8.0236e-009,1.1751
8.0622e-009,1.1772
8.1008e-009,1.1786
8.1393e-009,1.1780
8.1779e-009,1.1768
8.2165e-009,1.1770
8.2550e-009,1.1779
8.2936e-009,1.1785
8.3322e-009,1.1790
8.3708e-009,1.1790
8.4093e-009,1.1786
8.4479e-009,1.1783
8.4865e-009,1.1785
8.5251e-009,1.1791
8.5637e-009,1.1792
8.6022e-009,1.1788
8.6408e-009,1.1785
8.6794e-009,1.1787
8.7179e-009,1.1789
8.7565e-009,1.1790
8.7951e-009,1.1790
8.8337e-009,1.1792
8.8722e-009,1.1823
8.9108e-009,1.1864
8.9494e-009,1.1783
8.9880e-009,1.1384
9.0266e-009,1.0474
9.0651e-009,0.9220
9.1037e-009,0.8040
9.1423e-009,0.6973
9.1808e-009,0.6001
9.2194e-009,0.5217
9.2580e-009,0.4638
9.2966e-009,0.4231
9.3352e-009,0.3865
9.3737e-009,0.3679
9.4123e-009,0.3881
9.4509e-009,0.4357
9.4895e-009,0.5179
9.5280e-009,0.6378
9.5666e-009,0.7630
9.6052e-009,0.8533
9.6437e-009,0.9227
9.6823e-009,0.9834
9.7209e-009,1.0335
9.7595e-009,1.0711
9.7981e-009,1.1144
9.8366e-009,1.1575
9.8752e-009,1.1622
9.9138e-009,1.1448
9.9524e-009,1.0885
9.9909e-009,0.9830
1.00295e-008,0.8570
1.00681e-008,0.7351
1.01066e-008,0.6271
1.01452e-008,0.5419
1.01838e-008,0.4776
1.02224e-008,0.4334
1.02610e-008,0.4007
1.02995e-008,0.3724
1.03381e-008,0.3747
1.03767e-008,0.4126
1.04152e-008,0.4858
1.04538e-008,0.5953
1.04924e-008,0.7219
1.05310e-008,0.8231
1.05695e-008,0.8987
1.06081e-008,0.9643
1.06467e-008,1.0185
1.06853e-008,1.0607
1.07239e-008,1.0897
