.HEADER
..NAMES
Time,V U3.C8
.DATA
0.0e+000,0.3204
3.86e-011,0.3204
7.72e-011,0.3204
1.157e-010,0.3204
1.543e-010,0.3204
1.929e-010,0.3204
2.314e-010,0.3204
2.700e-010,0.3204
3.086e-010,0.3204
3.472e-010,0.3204
3.857e-010,0.3204
4.243e-010,0.3204
4.629e-010,0.3204
5.015e-010,0.3204
5.401e-010,0.3204
5.786e-010,0.3204
6.172e-010,0.3204
6.558e-010,0.3204
6.944e-010,0.3204
7.329e-010,0.3204
7.715e-010,0.3204
8.101e-010,0.3204
8.486e-010,0.3204
8.872e-010,0.3204
9.258e-010,0.3204
9.644e-010,0.3204
1.0029e-009,0.3205
1.0415e-009,0.3233
1.0801e-009,0.3354
1.1187e-009,0.3690
1.1572e-009,0.4398
1.1958e-009,0.5476
1.2344e-009,0.6749
1.2730e-009,0.7864
1.3115e-009,0.8648
1.3501e-009,0.9312
1.3887e-009,0.9894
1.4273e-009,1.0368
1.4658e-009,1.0716
1.5044e-009,1.0970
1.5430e-009,1.1145
1.5816e-009,1.1263
1.6202e-009,1.1376
1.6587e-009,1.1506
1.6973e-009,1.1636
1.7359e-009,1.1713
1.7745e-009,1.1703
1.8130e-009,1.1679
1.8516e-009,1.1687
1.8902e-009,1.1709
1.9288e-009,1.1723
1.9673e-009,1.1734
2.0059e-009,1.1743
2.0445e-009,1.1742
2.0830e-009,1.1742
2.1216e-009,1.1754
2.1602e-009,1.1771
2.1988e-009,1.1781
2.2374e-009,1.1775
2.2759e-009,1.1765
2.3145e-009,1.1765
2.3531e-009,1.1774
2.3916e-009,1.1779
2.4302e-009,1.1791
2.4688e-009,1.1838
2.5074e-009,1.1842
2.5459e-009,1.1651
2.5845e-009,1.1056
2.6231e-009,0.9982
2.6617e-009,0.8762
2.7003e-009,0.7644
2.7388e-009,0.6582
2.7774e-009,0.5658
2.8160e-009,0.4946
2.8545e-009,0.4449
2.8931e-009,0.4095
2.9317e-009,0.3837
2.9703e-009,0.3667
3.0089e-009,0.3557
3.0474e-009,0.3460
3.0860e-009,0.3332
3.1246e-009,0.3222
3.1631e-009,0.3191
3.2017e-009,0.3193
3.2403e-009,0.3192
3.2789e-009,0.3202
3.3175e-009,0.3225
3.3560e-009,0.3242
3.3946e-009,0.3275
3.4332e-009,0.3428
3.4717e-009,0.3840
3.5103e-009,0.4633
3.5489e-009,0.5753
3.5875e-009,0.7014
3.6260e-009,0.8062
3.6646e-009,0.8818
3.7032e-009,0.9463
3.7418e-009,1.0018
3.7803e-009,1.0464
3.8189e-009,1.0788
3.8575e-009,1.1019
3.8961e-009,1.1175
3.9346e-009,1.1291
3.9732e-009,1.1410
4.0118e-009,1.1538
4.0504e-009,1.1659
4.0890e-009,1.1719
4.1275e-009,1.1703
4.1661e-009,1.1685
4.2047e-009,1.1695
4.2433e-009,1.1716
4.2818e-009,1.1730
4.3204e-009,1.1740
4.3590e-009,1.1746
4.3975e-009,1.1745
4.4361e-009,1.1749
4.4747e-009,1.1761
4.5133e-009,1.1776
4.5519e-009,1.1784
4.5904e-009,1.1776
4.6290e-009,1.1768
4.6676e-009,1.1769
4.7062e-009,1.1777
4.7447e-009,1.1782
4.7833e-009,1.1783
4.8219e-009,1.1783
4.8604e-009,1.1782
4.8990e-009,1.1779
4.9376e-009,1.1780
4.9762e-009,1.1784
5.0147e-009,1.1785
5.0533e-009,1.1783
5.0919e-009,1.1780
5.1305e-009,1.1780
5.1691e-009,1.1782
5.2076e-009,1.1784
5.2462e-009,1.1783
5.2848e-009,1.1783
5.3234e-009,1.1783
5.3619e-009,1.1782
5.4005e-009,1.1782
5.4391e-009,1.1783
5.4776e-009,1.1784
5.5162e-009,1.1784
5.5548e-009,1.1783
5.5934e-009,1.1783
5.6320e-009,1.1784
5.6705e-009,1.1784
5.7091e-009,1.1784
5.7477e-009,1.1784
5.7863e-009,1.1784
5.8248e-009,1.1784
5.8634e-009,1.1784
5.9020e-009,1.1784
5.9405e-009,1.1785
5.9791e-009,1.1785
6.0177e-009,1.1784
6.0563e-009,1.1784
6.0948e-009,1.1785
6.1334e-009,1.1785
6.1720e-009,1.1785
6.2106e-009,1.1785
6.2492e-009,1.1785
6.2877e-009,1.1785
6.3263e-009,1.1785
6.3649e-009,1.1785
6.4035e-009,1.1785
6.4420e-009,1.1785
6.4806e-009,1.1785
6.5192e-009,1.1785
6.5577e-009,1.1785
6.5963e-009,1.1785
6.6349e-009,1.1788
6.6735e-009,1.1821
6.7121e-009,1.1860
6.7506e-009,1.1775
6.7892e-009,1.1378
6.8278e-009,1.0485
6.8664e-009,0.9268
6.9049e-009,0.8108
6.9435e-009,0.7026
6.9821e-009,0.6032
7.0206e-009,0.5224
7.0592e-009,0.4639
7.0978e-009,0.4229
7.1364e-009,0.3848
7.1749e-009,0.3667
7.2135e-009,0.3868
7.2521e-009,0.4370
7.2907e-009,0.5208
7.3293e-009,0.6340
7.3678e-009,0.7527
7.4064e-009,0.8448
7.4450e-009,0.9190
7.4835e-009,0.9818
7.5221e-009,1.0333
7.5607e-009,1.0718
7.5993e-009,1.0974
7.6379e-009,1.1141
7.6764e-009,1.1287
7.7150e-009,1.1409
7.7536e-009,1.1508
7.7922e-009,1.1612
7.8307e-009,1.1709
7.8693e-009,1.1733
7.9079e-009,1.1712
7.9464e-009,1.1708
7.9850e-009,1.1721
8.0236e-009,1.1734
8.0622e-009,1.1764
8.1008e-009,1.1830
8.1393e-009,1.1820
8.1779e-009,1.1603
8.2165e-009,1.0957
8.2550e-009,0.9847
8.2936e-009,0.8640
8.3322e-009,0.7531
8.3708e-009,0.6468
8.4093e-009,0.5562
8.4479e-009,0.4879
8.4865e-009,0.4405
8.5251e-009,0.4064
8.5637e-009,0.3820
8.6022e-009,0.3657
8.6408e-009,0.3549
8.6794e-009,0.3450
8.7179e-009,0.3319
8.7565e-009,0.3217
8.7951e-009,0.3194
8.8337e-009,0.3194
8.8722e-009,0.3192
8.9108e-009,0.3205
8.9494e-009,0.3230
8.9880e-009,0.3243
9.0266e-009,0.3241
9.0651e-009,0.3239
9.1037e-009,0.3240
9.1423e-009,0.3238
9.1808e-009,0.3224
9.2194e-009,0.3209
9.2580e-009,0.3213
9.2966e-009,0.3220
9.3352e-009,0.3217
9.3737e-009,0.3215
9.4123e-009,0.3217
9.4509e-009,0.3216
9.4895e-009,0.3211
9.5280e-009,0.3208
9.5666e-009,0.3209
9.6052e-009,0.3210
9.6437e-009,0.3209
