.HEADER
..NAMES
Time,V U2.D3
.DATA
0.0e+000,0.3210
3.86e-011,0.3210
7.72e-011,0.3210
1.157e-010,0.3210
1.543e-010,0.3210
1.929e-010,0.3210
2.314e-010,0.3210
2.700e-010,0.3210
3.086e-010,0.3210
3.472e-010,0.3210
3.857e-010,0.3210
4.243e-010,0.3210
4.629e-010,0.3210
5.015e-010,0.3210
5.401e-010,0.3210
5.786e-010,0.3210
6.172e-010,0.3210
6.558e-010,0.3210
6.944e-010,0.3210
7.329e-010,0.3210
7.715e-010,0.3210
8.101e-010,0.3210
8.486e-010,0.3210
8.872e-010,0.3210
9.258e-010,0.3210
9.644e-010,0.3210
1.0029e-009,0.3210
1.0415e-009,0.3210
1.0801e-009,0.3210
1.1187e-009,0.3210
1.1572e-009,0.3221
1.1958e-009,0.3277
1.2344e-009,0.3457
1.2730e-009,0.3882
1.3115e-009,0.4641
1.3501e-009,0.5704
1.3887e-009,0.6867
1.4273e-009,0.7907
1.4658e-009,0.8746
1.5044e-009,0.9448
1.5430e-009,1.0020
1.5816e-009,1.0462
1.6202e-009,1.0890
1.6587e-009,1.1281
1.6973e-009,1.1559
1.7359e-009,1.1574
1.7745e-009,1.1275
1.8130e-009,1.0492
1.8516e-009,0.9383
1.8902e-009,0.8200
1.9288e-009,0.7030
1.9673e-009,0.5976
2.0059e-009,0.5158
2.0445e-009,0.4549
2.0830e-009,0.4112
2.1216e-009,0.3842
2.1602e-009,0.3641
2.1988e-009,0.3475
2.2374e-009,0.3363
2.2759e-009,0.3281
2.3145e-009,0.3201
2.3531e-009,0.3162
2.3916e-009,0.3169
2.4302e-009,0.3192
2.4688e-009,0.3222
2.5074e-009,0.3250
2.5459e-009,0.3262
2.5845e-009,0.3265
2.6231e-009,0.3265
2.6617e-009,0.3255
2.7003e-009,0.3240
2.7388e-009,0.3236
2.7774e-009,0.3236
2.8160e-009,0.3232
2.8545e-009,0.3229
2.8931e-009,0.3230
2.9317e-009,0.3227
2.9703e-009,0.3224
3.0089e-009,0.3222
3.0474e-009,0.3238
3.0860e-009,0.3325
3.1246e-009,0.3581
3.1631e-009,0.4125
3.2017e-009,0.5006
3.2403e-009,0.6141
3.2789e-009,0.7277
3.3175e-009,0.8239
3.3560e-009,0.9022
3.3946e-009,0.9675
3.4332e-009,1.0199
3.4717e-009,1.0608
3.5103e-009,1.1056
3.5489e-009,1.1416
3.5875e-009,1.1591
3.6260e-009,1.1522
3.6646e-009,1.1040
3.7032e-009,1.0111
3.7418e-009,0.8948
3.7803e-009,0.7769
3.8189e-009,0.6619
3.8575e-009,0.5649
3.8961e-009,0.4915
3.9346e-009,0.4369
3.9732e-009,0.3948
4.0118e-009,0.3708
4.0504e-009,0.3653
4.0890e-009,0.3906
4.1275e-009,0.4550
4.1661e-009,0.5571
4.2047e-009,0.6768
4.2433e-009,0.7887
4.2818e-009,0.8825
4.3204e-009,0.9575
4.3590e-009,1.0155
4.3975e-009,1.0593
4.4361e-009,1.1000
4.4747e-009,1.1351
4.5133e-009,1.1604
4.5519e-009,1.1606
4.5904e-009,1.1289
4.6290e-009,1.0499
4.6676e-009,0.9383
4.7062e-009,0.8182
4.7447e-009,0.7002
4.7833e-009,0.5948
4.8219e-009,0.5125
4.8604e-009,0.4518
4.8990e-009,0.4059
4.9376e-009,0.3763
4.9762e-009,0.3638
5.0147e-009,0.3797
5.0533e-009,0.4303
5.0919e-009,0.5220
5.1305e-009,0.6388
5.1691e-009,0.7548
5.2076e-009,0.8543
5.2462e-009,0.9356
5.2848e-009,0.9989
5.3234e-009,1.0471
5.3619e-009,1.0826
5.4005e-009,1.1064
5.4391e-009,1.1238
5.4776e-009,1.1385
5.5162e-009,1.1499
5.5548e-009,1.1581
5.5934e-009,1.1655
5.6320e-009,1.1701
5.6705e-009,1.1708
5.7091e-009,1.1697
5.7477e-009,1.1684
5.7863e-009,1.1683
5.8248e-009,1.1697
5.8634e-009,1.1713
5.9020e-009,1.1721
5.9405e-009,1.1730
5.9791e-009,1.1742
6.0177e-009,1.1749
6.0563e-009,1.1751
6.0948e-009,1.1754
6.1334e-009,1.1759
6.1720e-009,1.1761
6.2106e-009,1.1763
6.2492e-009,1.1765
6.2877e-009,1.1769
6.3263e-009,1.1792
6.3649e-009,1.1822
6.4035e-009,1.1795
6.4420e-009,1.1578
6.4806e-009,1.1005
6.5192e-009,1.0063
6.5577e-009,0.8942
6.5963e-009,0.7801
6.6349e-009,0.6710
6.6735e-009,0.5749
6.7121e-009,0.4985
6.7506e-009,0.4430
6.7892e-009,0.4052
6.8278e-009,0.3793
6.8664e-009,0.3595
6.9049e-009,0.3457
6.9435e-009,0.3363
6.9821e-009,0.3280
7.0206e-009,0.3212
7.0592e-009,0.3185
7.0978e-009,0.3196
7.1364e-009,0.3221
7.1749e-009,0.3243
7.2135e-009,0.3258
7.2521e-009,0.3275
7.2907e-009,0.3331
7.3293e-009,0.3500
7.3678e-009,0.3904
7.4064e-009,0.4643
7.4450e-009,0.5698
7.4835e-009,0.6862
7.5221e-009,0.7902
7.5607e-009,0.8743
7.5993e-009,0.9445
7.6379e-009,1.0016
7.6764e-009,1.0459
7.7150e-009,1.0789
7.7536e-009,1.1029
7.7922e-009,1.1219
7.8307e-009,1.1375
7.8693e-009,1.1491
7.9079e-009,1.1574
7.9464e-009,1.1644
7.9850e-009,1.1685
8.0236e-009,1.1686
8.0622e-009,1.1674
8.1008e-009,1.1675
8.1393e-009,1.1689
8.1779e-009,1.1707
8.2165e-009,1.1720
8.2550e-009,1.1726
8.2936e-009,1.1734
8.3322e-009,1.1744
8.3708e-009,1.1749
8.4093e-009,1.1750
8.4479e-009,1.1754
8.4865e-009,1.1760
8.5251e-009,1.1763
8.5637e-009,1.1763
8.6022e-009,1.1767
8.6408e-009,1.1774
8.6794e-009,1.1799
8.7179e-009,1.1824
8.7565e-009,1.1771
8.7951e-009,1.1492
8.8337e-009,1.0835
8.8722e-009,0.9838
8.9108e-009,0.8702
8.9494e-009,0.7568
8.9880e-009,0.6495
9.0266e-009,0.5573
9.0651e-009,0.4852
9.1037e-009,0.4329
9.1423e-009,0.3926
9.1808e-009,0.3699
9.2194e-009,0.3733
9.2580e-009,0.4098
9.2966e-009,0.4860
9.3352e-009,0.5949
9.3737e-009,0.7126
9.4123e-009,0.8173
9.4509e-009,0.9050
9.4895e-009,0.9750
9.5280e-009,1.0282
9.5666e-009,1.0690
9.6052e-009,1.1114
9.6437e-009,1.1448
9.6823e-009,1.1633
9.7209e-009,1.1577
9.7595e-009,1.1132
9.7981e-009,1.0231
9.8366e-009,0.9068
9.8752e-009,0.7870
9.9138e-009,0.6707
9.9524e-009,0.5714
9.9909e-009,0.4955
1.00295e-008,0.4396
1.00681e-008,0.4015
1.01066e-008,0.3781
1.01452e-008,0.3592
1.01838e-008,0.3444
1.02224e-008,0.3348
1.02610e-008,0.3264
1.02995e-008,0.3193
1.03381e-008,0.3168
1.03767e-008,0.3180
1.04152e-008,0.3206
1.04538e-008,0.3239
1.04924e-008,0.3262
1.05310e-008,0.3271
1.05695e-008,0.3273
1.06081e-008,0.3271
1.06467e-008,0.3257
1.06853e-008,0.3244
1.07239e-008,0.3242
1.07624e-008,0.3240
1.08010e-008,0.3236
1.08396e-008,0.3235
1.08781e-008,0.3234
1.09167e-008,0.3231
1.09553e-008,0.3229
1.09939e-008,0.3224
1.10324e-008,0.3219
1.10710e-008,0.3218
1.11096e-008,0.3219
1.11482e-008,0.3218
1.11868e-008,0.3218
1.12253e-008,0.3219
1.12639e-008,0.3219
1.13025e-008,0.3219
1.13410e-008,0.3218
1.13796e-008,0.3217
1.14182e-008,0.3217
1.14568e-008,0.3220
1.14953e-008,0.3248
1.15339e-008,0.3354
1.15725e-008,0.3645
1.16111e-008,0.4240
1.16497e-008,0.5167
1.16882e-008,0.6317
1.17268e-008,0.7434
1.17654e-008,0.8366
1.18039e-008,0.9130
1.18425e-008,0.9764
1.18811e-008,1.0269
1.19197e-008,1.0648
1.19583e-008,1.0931
1.19968e-008,1.1138
1.20354e-008,1.1307
1.20740e-008,1.1442
1.21126e-008,1.1537
1.21511e-008,1.1612
1.21897e-008,1.1667
1.22283e-008,1.1685
1.22668e-008,1.1676
1.23054e-008,1.1670
1.23440e-008,1.1679
1.23826e-008,1.1696
1.24212e-008,1.1712
1.24597e-008,1.1720
1.24983e-008,1.1727
1.25369e-008,1.1737
1.25755e-008,1.1745
1.26140e-008,1.1747
1.26526e-008,1.1749
1.26912e-008,1.1755
1.27297e-008,1.1759
1.27683e-008,1.1760
1.28069e-008,1.1762
1.28455e-008,1.1767
1.28841e-008,1.1770
1.29226e-008,1.1772
1.29612e-008,1.1771
1.29998e-008,1.1769
1.30383e-008,1.1770
1.30769e-008,1.1772
