.HEADER
..NAMES
Time,V U5.F3&G3
.DATA
0.0e+000,1.1764
3.86e-011,1.1764
7.72e-011,1.1764
1.157e-010,1.1764
1.543e-010,1.1764
1.929e-010,1.1764
2.314e-010,1.1764
2.700e-010,1.1764
3.086e-010,1.1764
3.472e-010,1.1764
3.857e-010,1.1764
4.243e-010,1.1764
4.629e-010,1.1764
5.015e-010,1.1764
5.401e-010,1.1764
5.786e-010,1.1764
6.172e-010,1.1764
6.558e-010,1.1764
6.944e-010,1.1764
7.329e-010,1.1764
7.715e-010,1.1764
8.101e-010,1.1764
8.486e-010,1.1764
8.872e-010,1.1764
9.258e-010,1.1764
9.644e-010,1.1766
1.0029e-009,1.1783
1.0415e-009,1.1813
1.0801e-009,1.1795
1.1187e-009,1.1605
1.1572e-009,1.1081
1.1958e-009,1.0203
1.2344e-009,0.9135
1.2730e-009,0.7979
1.3115e-009,0.6819
1.3501e-009,0.5764
1.3887e-009,0.4912
1.4273e-009,0.4315
1.4658e-009,0.3887
1.5044e-009,0.3650
1.5430e-009,0.3689
1.5816e-009,0.4021
1.6202e-009,0.4683
1.6587e-009,0.5634
1.6973e-009,0.6720
1.7359e-009,0.7766
1.7745e-009,0.8706
1.8130e-009,0.9532
1.8516e-009,1.0200
1.8902e-009,1.0679
1.9288e-009,1.1062
1.9673e-009,1.1393
2.0059e-009,1.1561
2.0445e-009,1.1557
2.0830e-009,1.1268
2.1216e-009,1.0581
2.1602e-009,0.9587
2.1988e-009,0.8404
2.2374e-009,0.7193
2.2759e-009,0.6072
2.3145e-009,0.5121
2.3531e-009,0.4424
2.3916e-009,0.3944
2.4302e-009,0.3630
2.4688e-009,0.3587
2.5074e-009,0.3826
2.5459e-009,0.4382
2.5845e-009,0.5249
2.6231e-009,0.6314
2.6617e-009,0.7390
2.7003e-009,0.8373
2.7388e-009,0.9243
2.7774e-009,0.9976
2.8160e-009,1.0528
2.8545e-009,1.0925
2.8931e-009,1.1293
2.9317e-009,1.1521
2.9703e-009,1.1580
3.0089e-009,1.1401
3.0474e-009,1.0837
3.0860e-009,0.9924
3.1246e-009,0.8792
3.1631e-009,0.7570
3.2017e-009,0.6412
3.2403e-009,0.5398
3.2789e-009,0.4616
3.3175e-009,0.4082
3.3560e-009,0.3702
3.3946e-009,0.3570
3.4332e-009,0.3718
3.4717e-009,0.4170
3.5103e-009,0.4945
3.5489e-009,0.5966
3.5875e-009,0.7056
3.6260e-009,0.8074
3.6646e-009,0.8980
3.7032e-009,0.9762
3.7418e-009,1.0374
3.7803e-009,1.0807
3.8189e-009,1.1187
3.8575e-009,1.1468
3.8961e-009,1.1582
3.9346e-009,1.1494
3.9732e-009,1.1060
4.0118e-009,1.0241
4.0504e-009,0.9168
4.0890e-009,0.7955
4.1275e-009,0.6766
4.1661e-009,0.5698
4.2047e-009,0.4833
