.HEADER
..NAMES
Time,V U2.B8
6.5577e-009,0.8936
6.5963e-009,0.7664
6.6349e-009,0.6563
6.6735e-009,0.5675
6.7121e-009,0.5001
6.7506e-009,0.4504
6.7892e-009,0.4158
6.8278e-009,0.3911
6.8664e-009,0.3687
6.9049e-009,0.3498
6.9435e-009,0.3393
6.9821e-009,0.3343
7.0206e-009,0.3291
7.0592e-009,0.3227
7.0978e-009,0.3173
7.1364e-009,0.3160
7.1749e-009,0.3185
7.2135e-009,0.3212
7.2521e-009,0.3224
7.2907e-009,0.3235
7.3293e-009,0.3244
7.3678e-009,0.3238
7.4064e-009,0.3218
7.4450e-009,0.3204
7.4835e-009,0.3206
7.5221e-009,0.3216
7.5607e-009,0.3218
7.5993e-009,0.3206
7.6379e-009,0.3198
7.6764e-009,0.3201
7.7150e-009,0.3207
7.7536e-009,0.3231
7.7922e-009,0.3334
7.8307e-009,0.3634
7.8693e-009,0.4275
7.9079e-009,0.5305
7.9464e-009,0.6591
7.9850e-009,0.7814
8.0236e-009,0.8726
8.0622e-009,0.9347
8.1008e-009,0.9819
8.1393e-009,1.0229
8.1779e-009,1.0618
8.2165e-009,1.1088
8.2550e-009,1.1516
8.2936e-009,1.1696
8.3322e-009,1.1528
8.3708e-009,1.0893
8.4093e-009,0.9783
8.4479e-009,0.8522
8.4865e-009,0.7331
8.5251e-009,0.6256
8.5637e-009,0.5397
8.6022e-009,0.4780
8.6408e-009,0.4326
8.6794e-009,0.4025
8.7179e-009,0.3815
8.7565e-009,0.3615
8.7951e-009,0.3464
8.8337e-009,0.3384
8.8722e-009,0.3311
8.9108e-009,0.3237
8.9494e-009,0.3187
8.9880e-009,0.3161
9.0266e-009,0.3167
9.0651e-009,0.3195
9.1037e-009,0.3214
9.1423e-009,0.3230
9.1808e-009,0.3299
9.2194e-009,0.3499
9.2580e-009,0.3959
9.2966e-009,0.4801
9.3352e-009,0.5998
9.3737e-009,0.7294
9.4123e-009,0.8363
9.4509e-009,0.9096
9.4895e-009,0.9612
9.5280e-009,1.0046
9.5666e-009,1.0443
9.6052e-009,1.0867
9.6437e-009,1.1330
9.6823e-009,1.1644
9.7209e-009,1.1660
9.7595e-009,1.1261
9.7981e-009,1.0351
9.8366e-009,0.9113
9.8752e-009,0.7882
9.9138e-009,0.6749
9.9524e-009,0.5774
9.9909e-009,0.5045
1.00295e-008,0.4522
1.00681e-008,0.4122
1.01066e-008,0.3828
1.01452e-008,0.3688
1.01838e-008,0.3837
1.02224e-008,0.4408
1.02610e-008,0.5396
1.02995e-008,0.6625
1.03381e-008,0.7792
1.03767e-008,0.8706
1.04152e-008,0.9381
1.04538e-008,0.9895
1.04924e-008,1.0321
1.05310e-008,1.0689
1.05695e-008,1.0987
1.06081e-008,1.1209
1.06467e-008,1.1370
1.06853e-008,1.1465
1.07239e-008,1.1517
1.07624e-008,1.1576
1.08010e-008,1.1653
1.08396e-008,1.1720
1.08781e-008,1.1753
1.09167e-008,1.1744
1.09553e-008,1.1719
1.09939e-008,1.1710
1.10324e-008,1.1719
1.10710e-008,1.1734
1.11096e-008,1.1751
1.11482e-008,1.1765
1.11868e-008,1.1771
1.12253e-008,1.1767
1.12639e-008,1.1761
1.13025e-008,1.1762
1.13410e-008,1.1773
1.13796e-008,1.1784
1.14182e-008,1.1785
1.14568e-008,1.1780
1.14953e-008,1.1792
1.15339e-008,1.1828
1.15725e-008,1.1820
1.16111e-008,1.1614
1.16497e-008,1.1001
1.16882e-008,0.9925
1.17268e-008,0.8626
1.17654e-008,0.7384
1.18039e-008,0.6321
1.18425e-008,0.5477
1.18811e-008,0.4851
1.19197e-008,0.4404
1.19583e-008,0.4098
1.19968e-008,0.3859
1.20354e-008,0.3635
1.20740e-008,0.3462
1.21126e-008,0.3375
1.21511e-008,0.3328
1.21897e-008,0.3274
1.22283e-008,0.3213
1.22668e-008,0.3169
1.23054e-008,0.3166
1.23440e-008,0.3191
1.23826e-008,0.3212
1.24212e-008,0.3230
1.24597e-008,0.3290
1.24983e-008,0.3471
1.25369e-008,0.3896
1.25755e-008,0.4689
1.26140e-008,0.5852
1.26526e-008,0.7163
1.26912e-008,0.8273
1.27297e-008,0.9036
1.27683e-008,0.9564
1.28069e-008,0.9999
1.28455e-008,1.0399
1.28841e-008,1.0817
1.29226e-008,1.1285
1.29612e-008,1.1624
1.29998e-008,1.1677
1.30383e-008,1.1330
1.30769e-008,1.0471
1.31155e-008,0.9247
1.31541e-008,0.8008
1.31926e-008,0.6865
1.32312e-008,0.5869
1.32698e-008,0.5113
1.33084e-008,0.4570
1.33470e-008,0.4166
1.33855e-008,0.3866
1.34241e-008,0.3699
1.34627e-008,0.3803
1.35012e-008,0.4326
1.35398e-008,0.5273
1.35784e-008,0.6491
1.36170e-008,0.7679
1.36555e-008,0.8621
1.36941e-008,0.9318
1.37327e-008,0.9848
1.37713e-008,1.0279
1.38099e-008,1.0676
1.38484e-008,1.1142
1.38870e-008,1.1546
1.39256e-008,1.1700
1.39641e-008,1.1499
1.40027e-008,1.0828
1.40413e-008,0.9705
1.40799e-008,0.8441
1.41185e-008,0.7241
1.41570e-008,0.6173
1.41956e-008,0.5338
1.42342e-008,0.4740
1.42728e-008,0.4301
1.43113e-008,0.4007
1.43499e-008,0.3794
1.43885e-008,0.3596
1.44270e-008,0.3452
1.44656e-008,0.3374
1.45042e-008,0.3302
1.45428e-008,0.3234
1.45814e-008,0.3188
1.46199e-008,0.3162
1.46585e-008,0.3167
1.46971e-008,0.3194
1.47357e-008,0.3214
1.47742e-008,0.3235
1.48128e-008,0.3313
1.48514e-008,0.3532
1.48899e-008,0.4027
1.49285e-008,0.4910
1.49671e-008,0.6132
1.50057e-008,0.7418
1.50443e-008,0.8452
1.50828e-008,0.9156
1.51214e-008,0.9660
1.51600e-008,1.0089
1.51985e-008,1.0480
1.52371e-008,1.0814
1.52757e-008,1.1071
1.53143e-008,1.1266
1.53528e-008,1.1408
1.53914e-008,1.1481
1.54300e-008,1.1522
1.54686e-008,1.1587
1.55071e-008,1.1676
1.55457e-008,1.1740
1.55843e-008,1.1750
1.56229e-008,1.1719
1.56615e-008,1.1697
1.57000e-008,1.1718
1.57386e-008,1.1782
1.57772e-008,1.1826
1.58158e-008,1.1735
1.58543e-008,1.1317
1.58929e-008,1.0412
1.59315e-008,0.9150
1.59701e-008,0.7857
1.60086e-008,0.6725
1.60472e-008,0.5806
1.60858e-008,0.5101
1.61243e-008,0.4576
1.61629e-008,0.4202
1.62015e-008,0.3946
1.62401e-008,0.3723
1.62786e-008,0.3525
1.63172e-008,0.3404
1.63558e-008,0.3350
1.63944e-008,0.3300
1.64329e-008,0.3238
1.64715e-008,0.3179
1.65101e-008,0.3157
1.65487e-008,0.3179
1.65873e-008,0.3209
1.66258e-008,0.3224
1.66644e-008,0.3255
1.67030e-008,0.3371
1.67416e-008,0.3675
1.67801e-008,0.4304
1.68187e-008,0.5324
1.68573e-008,0.6615
1.68959e-008,0.7846
1.69344e-008,0.8752
1.69730e-008,0.9358
1.70116e-008,0.9819
1.70501e-008,1.0233
1.70887e-008,1.0610
1.71273e-008,1.0920
1.71659e-008,1.1149
1.72044e-008,1.1325
1.72430e-008,1.1443
1.72816e-008,1.1497
1.73202e-008,1.1540
1.73588e-008,1.1618
1.73973e-008,1.1704
1.74359e-008,1.1751
1.74745e-008,1.1743
1.75131e-008,1.1708
1.75516e-008,1.1695
1.75902e-008,1.1713
1.76288e-008,1.1735
1.76674e-008,1.1749
1.77059e-008,1.1763
1.77445e-008,1.1773
1.77831e-008,1.1771
1.78216e-008,1.1761
1.78602e-008,1.1757
1.78988e-008,1.1768
1.79374e-008,1.1784
1.79759e-008,1.1789
1.80145e-008,1.1780
1.80531e-008,1.1784
1.80917e-008,1.1819
1.81302e-008,1.1833
1.81688e-008,1.1686
1.82074e-008,1.1173
1.82460e-008,1.0184
1.82846e-008,0.8907
1.83231e-008,0.7637
1.83617e-008,0.6530
1.84003e-008,0.5637
1.84389e-008,0.4968
1.84774e-008,0.4488
1.85160e-008,0.4121
1.85546e-008,0.3826
1.85932e-008,0.3696
1.86317e-008,0.3899
1.86703e-008,0.4550
1.87089e-008,0.5627
1.87474e-008,0.6898
1.87860e-008,0.8017
1.88246e-008,0.8850
1.88632e-008,0.9473
1.89017e-008,0.9963
1.89403e-008,1.0381
1.89789e-008,1.0747
1.90175e-008,1.1035
1.90560e-008,1.1245
1.90946e-008,1.1395
1.91332e-008,1.1473
1.91718e-008,1.1515
1.92104e-008,1.1582
1.92489e-008,1.1670
1.92875e-008,1.1736
1.93261e-008,1.1757
1.93647e-008,1.1738
1.94032e-008,1.1711
1.94418e-008,1.1714
1.94804e-008,1.1764
1.95190e-008,1.1820
1.95575e-008,1.1782
1.95961e-008,1.1473
1.96347e-008,1.0697
1.96732e-008,0.9498
1.97118e-008,0.8190
1.97504e-008,0.7010
1.97890e-008,0.6030
1.98275e-008,0.5267
1.98661e-008,0.4697
1.99047e-008,0.4279
1.99433e-008,0.3948
1.99819e-008,0.3723
2.00204e-008,0.3750
2.00590e-008,0.4184
2.00976e-008,0.5074
2.01362e-008,0.6297
2.01747e-008,0.7519
2.02133e-008,0.8482
2.02519e-008,0.9192
2.02905e-008,0.9744
2.03290e-008,1.0194
2.03676e-008,1.0585
2.04062e-008,1.0908
2.04447e-008,1.1151
2.04833e-008,1.1330
2.05219e-008,1.1445
2.05605e-008,1.1495
2.05990e-008,1.1546
2.06376e-008,1.1629
2.06762e-008,1.1711
2.07148e-008,1.1753
2.07533e-008,1.1749
2.07919e-008,1.1721
2.08305e-008,1.1707
2.08691e-008,1.1737
2.09077e-008,1.1798
2.09462e-008,1.1820
2.09848e-008,1.1667
2.10234e-008,1.1129
2.10620e-008,1.0102
2.11005e-008,0.8804
2.11391e-008,0.7547
2.11777e-008,0.6468
2.12163e-008,0.5602
2.12548e-008,0.4946
2.12934e-008,0.4462
2.13320e-008,0.4129
2.13705e-008,0.3889
2.14091e-008,0.3667
2.14477e-008,0.3483
2.14863e-008,0.3387
2.15248e-008,0.3339
2.15634e-008,0.3285
2.16020e-008,0.3220
2.16406e-008,0.3169
2.16791e-008,0.3161
2.17177e-008,0.3189
2.17563e-008,0.3214
2.17949e-008,0.3224
2.18335e-008,0.3235
2.18720e-008,0.3244
2.19106e-008,0.3236
2.19492e-008,0.3216
2.19878e-008,0.3203
2.20263e-008,0.3207
2.20649e-008,0.3217
2.21035e-008,0.3217
2.21420e-008,0.3205
2.21806e-008,0.3197
2.22192e-008,0.3201
2.22578e-008,0.3208
2.22963e-008,0.3236
2.23349e-008,0.3352
2.23735e-008,0.3680
2.24121e-008,0.4360
2.24506e-008,0.5424
2.24892e-008,0.6720
2.25278e-008,0.7920
2.25664e-008,0.8798
2.26050e-008,0.9398
2.26435e-008,0.9861
2.26821e-008,1.0267
2.27207e-008,1.0633
2.27593e-008,1.0938
2.27978e-008,1.1167
2.28364e-008,1.1339
2.28750e-008,1.1449
2.29136e-008,1.1500
2.29521e-008,1.1549
2.29907e-008,1.1631
2.30293e-008,1.1711
2.30678e-008,1.1749
2.31064e-008,1.1738
2.31450e-008,1.1707
2.31836e-008,1.1698
2.32221e-008,1.1715
2.32607e-008,1.1735
2.32993e-008,1.1750
2.33379e-008,1.1765
2.33764e-008,1.1774
2.34150e-008,1.1769
2.34536e-008,1.1759
2.34922e-008,1.1758
2.35308e-008,1.1770
2.35693e-008,1.1784
2.36079e-008,1.1787
2.36465e-008,1.1779
2.36851e-008,1.1787
2.37236e-008,1.1823
2.37622e-008,1.1828
2.38008e-008,1.1654
2.38394e-008,1.1093
2.38779e-008,1.0062
2.39165e-008,0.8772
2.39551e-008,0.7515
2.39936e-008,0.6428
2.40322e-008,0.5559
2.40708e-008,0.4911
2.41094e-008,0.4448
2.41479e-008,0.4127
2.41865e-008,0.3884
2.42251e-008,0.3658
2.42637e-008,0.3477
2.43023e-008,0.3382
2.43408e-008,0.3333
2.43794e-008,0.3280
2.44180e-008,0.3219
2.44566e-008,0.3172
2.44951e-008,0.3165
2.45337e-008,0.3188
2.45723e-008,0.3210
2.46109e-008,0.3223
2.46494e-008,0.3237
2.46880e-008,0.3246
2.47266e-008,0.3236
2.47651e-008,0.3215
2.48037e-008,0.3203
2.48423e-008,0.3207
2.48809e-008,0.3217
2.49194e-008,0.3216
2.49580e-008,0.3205
2.49966e-008,0.3199
2.50352e-008,0.3202
2.50737e-008,0.3204
2.51123e-008,0.3202
2.51509e-008,0.3200
2.51895e-008,0.3200
2.52281e-008,0.3201
2.52666e-008,0.3199
2.53052e-008,0.3194
2.53438e-008,0.3194
2.53824e-008,0.3199
2.54209e-008,0.3202
2.54595e-008,0.3200
2.54981e-008,0.3197
2.55367e-008,0.3199
2.55752e-008,0.3225
2.56138e-008,0.3331
2.56524e-008,0.3630
2.56909e-008,0.4268
2.57295e-008,0.5298
2.57681e-008,0.6588
2.58067e-008,0.7811
2.58452e-008,0.8718
2.58838e-008,0.9337
2.59224e-008,0.9813
2.59610e-008,1.0228
2.59995e-008,1.0599
2.60381e-008,1.0908
2.60767e-008,1.1144
2.61153e-008,1.1323
2.61539e-008,1.1441
2.61924e-008,1.1495
2.62310e-008,1.1541
2.62696e-008,1.1621
2.63082e-008,1.1705
2.63467e-008,1.1748
2.63853e-008,1.1739
2.64239e-008,1.1708
2.64625e-008,1.1697
2.65010e-008,1.1713
2.65396e-008,1.1733
2.65782e-008,1.1748
2.66167e-008,1.1763
2.66553e-008,1.1773
2.66939e-008,1.1770
2.67325e-008,1.1760
2.67710e-008,1.1757
2.68096e-008,1.1769
2.68482e-008,1.1784
2.68868e-008,1.1787
2.69254e-008,1.1779
2.69639e-008,1.1784
2.70025e-008,1.1819
2.70411e-008,1.1833
2.70797e-008,1.1687
2.71182e-008,1.1176
2.71568e-008,1.0191
2.71954e-008,0.8913
2.72340e-008,0.7643
2.72725e-008,0.6535
2.73111e-008,0.5641
2.73497e-008,0.4971
2.73882e-008,0.4490
2.74268e-008,0.4156
2.74654e-008,0.3909
2.75040e-008,0.3681
2.75425e-008,0.3492
2.75811e-008,0.3388
2.76197e-008,0.3338
2.76583e-008,0.3286
2.76968e-008,0.3225
2.77354e-008,0.3175
2.77740e-008,0.3163
2.78126e-008,0.3185
2.78512e-008,0.3209
2.78897e-008,0.3225
2.79283e-008,0.3271
2.79669e-008,0.3416
2.80055e-008,0.3774
2.80440e-008,0.4481
2.80826e-008,0.5574
2.81212e-008,0.6884
2.81598e-008,0.8062
2.81983e-008,0.8896
2.82369e-008,0.9460
2.82755e-008,0.9908
2.83140e-008,1.0315
2.83526e-008,1.0718
2.83912e-008,1.1190
2.84298e-008,1.1575
2.84683e-008,1.1696
2.85069e-008,1.1446
2.85455e-008,1.0701
2.85841e-008,0.9526
2.86226e-008,0.8272
2.86612e-008,0.7107
2.86998e-008,0.6068
2.87384e-008,0.5258
2.87770e-008,0.4675
2.88155e-008,0.4251
2.88541e-008,0.3981
2.88927e-008,0.3776
2.89313e-008,0.3578
2.89698e-008,0.3443
2.90084e-008,0.3371
2.90470e-008,0.3296
2.90855e-008,0.3224
2.91241e-008,0.3179
2.91627e-008,0.3159
2.92013e-008,0.3173
2.92398e-008,0.3201
2.92784e-008,0.3215
2.93170e-008,0.3236
2.93556e-008,0.3326
2.93941e-008,0.3566
2.94327e-008,0.4096
2.94713e-008,0.5017
2.95099e-008,0.6262
2.95485e-008,0.7536
2.95870e-008,0.8535
2.96256e-008,0.9211
2.96642e-008,0.9703
2.97028e-008,1.0129
2.97413e-008,1.0521
2.97799e-008,1.0962
2.98185e-008,1.1414
2.98570e-008,1.1675
2.98956e-008,1.1616
2.99342e-008,1.1121
2.99728e-008,1.0117
3.00113e-008,0.8860
3.00499e-008,0.7648
3.00885e-008,0.6538
3.01271e-008,0.5608
3.01657e-008,0.4927
3.02042e-008,0.4435
3.02428e-008,0.4095
3.02814e-008,0.3872
3.03199e-008,0.3668
3.03585e-008,0.3495
3.03971e-008,0.3402
3.04357e-008,0.3334
3.04743e-008,0.3256
3.05128e-008,0.3197
3.05514e-008,0.3165
3.05900e-008,0.3163
3.06285e-008,0.3188
3.06671e-008,0.3210
3.07057e-008,0.3219
3.07443e-008,0.3233
3.07829e-008,0.3243
3.08214e-008,0.3234
3.08600e-008,0.3216
3.08986e-008,0.3208
3.09372e-008,0.3209
3.09757e-008,0.3213
3.10143e-008,0.3211
3.10529e-008,0.3203
3.10914e-008,0.3199
3.11300e-008,0.3204
3.11686e-008,0.3206
3.12072e-008,0.3201
3.12458e-008,0.3199
3.12843e-008,0.3200
3.13229e-008,0.3200
3.13615e-008,0.3198
3.14000e-008,0.3195
3.14386e-008,0.3195
3.14772e-008,0.3198
3.15158e-008,0.3201
3.15544e-008,0.3199
3.15929e-008,0.3197
3.16315e-008,0.3199
3.16701e-008,0.3223
3.17087e-008,0.3321
3.17472e-008,0.3605
3.17858e-008,0.4222
3.18244e-008,0.5233
3.18629e-008,0.6516
3.19015e-008,0.7751
3.19401e-008,0.8677
3.19787e-008,0.9308
3.20173e-008,0.9788
3.20558e-008,1.0205
3.20944e-008,1.0591
3.21330e-008,1.1050
3.21715e-008,1.1486
3.22101e-008,1.1692
3.22487e-008,1.1552
3.22873e-008,1.0951
3.23259e-008,0.9864
3.23644e-008,0.8602
3.24030e-008,0.7408
3.24416e-008,0.6322
3.24801e-008,0.5443
3.25187e-008,0.4812
3.25573e-008,0.4353
3.25959e-008,0.4043
3.26344e-008,0.3829
3.26730e-008,0.3626
3.27116e-008,0.3470
3.27502e-008,0.3388
3.27888e-008,0.3317
3.28273e-008,0.3240
3.28659e-008,0.3189
3.29045e-008,0.3162
3.29430e-008,0.3166
3.29816e-008,0.3193
3.30202e-008,0.3212
3.30588e-008,0.3227
3.30974e-008,0.3292
3.31359e-008,0.3481
3.31745e-008,0.3919
3.32131e-008,0.4735
3.32516e-008,0.5915
3.32902e-008,0.7216
3.33288e-008,0.8306
3.33674e-008,0.9057
3.34060e-008,0.9583
3.34445e-008,1.0020
3.34831e-008,1.0419
3.35217e-008,1.0764
3.35603e-008,1.1033
3.35988e-008,1.1236
3.36374e-008,1.1389
3.36760e-008,1.1472
3.37145e-008,1.1514
3.37531e-008,1.1573
3.37917e-008,1.1661
3.38303e-008,1.1733
3.38689e-008,1.1752
3.39074e-008,1.1724
3.39460e-008,1.1697
3.39846e-008,1.1710
3.40231e-008,1.1770
3.40617e-008,1.1824
3.41003e-008,1.1766
3.41389e-008,1.1418
3.41775e-008,1.0597
3.42160e-008,0.9373
3.42546e-008,0.8065
3.42932e-008,0.6901
3.43318e-008,0.5945
3.43703e-008,0.5205
3.44089e-008,0.4652
3.44475e-008,0.4254
3.44860e-008,0.3985
3.45246e-008,0.3760
3.45632e-008,0.3554
3.46018e-008,0.3418
3.46404e-008,0.3357
3.46789e-008,0.3309
3.47175e-008,0.3248
3.47561e-008,0.3187
3.47946e-008,0.3157
3.48332e-008,0.3173
3.48718e-008,0.3205
3.49104e-008,0.3222
3.49490e-008,0.3245
3.49875e-008,0.3341
3.50261e-008,0.3605
3.50647e-008,0.4172
3.51032e-008,0.5130
3.51418e-008,0.6395
3.51804e-008,0.7659
3.52190e-008,0.8626
3.52575e-008,0.9271
3.52961e-008,0.9747
3.53347e-008,1.0166
3.53733e-008,1.0558
3.54119e-008,1.1012
3.54504e-008,1.1454
3.54890e-008,1.1686
3.55276e-008,1.1588
3.55661e-008,1.1041
3.56047e-008,0.9992
3.56433e-008,0.8730
3.56819e-008,0.7529
3.57205e-008,0.6434
3.57590e-008,0.5529
3.57976e-008,0.4870
3.58362e-008,0.4390
3.58747e-008,0.4019
3.59133e-008,0.3764
3.59519e-008,0.3696
3.59905e-008,0.3964
3.60290e-008,0.4668
3.60676e-008,0.5758
3.61062e-008,0.6998
3.61448e-008,0.8099
3.61834e-008,0.8932
3.62219e-008,0.9551
3.62605e-008,1.0032
3.62991e-008,1.0439
3.63376e-008,1.0787
3.63762e-008,1.1061
3.64148e-008,1.1264
3.64534e-008,1.1406
3.64920e-008,1.1483
3.65305e-008,1.1532
3.65691e-008,1.1598
3.66077e-008,1.1676
3.66462e-008,1.1735
3.66848e-008,1.1754
3.67234e-008,1.1736
3.67620e-008,1.1714
3.68006e-008,1.1711
3.68391e-008,1.1723
3.68777e-008,1.1739
3.69163e-008,1.1755
3.69549e-008,1.1768
3.69934e-008,1.1771
3.70320e-008,1.1765
3.70706e-008,1.1760
3.71091e-008,1.1765
3.71477e-008,1.1777
3.71863e-008,1.1785
3.72249e-008,1.1783
3.72635e-008,1.1777
3.73020e-008,1.1774
3.73406e-008,1.1776
3.73792e-008,1.1779
3.74177e-008,1.1781
3.74563e-008,1.1783
3.74949e-008,1.1784
3.75335e-008,1.1783
3.75721e-008,1.1779
3.76106e-008,1.1777
3.76492e-008,1.1779
3.76878e-008,1.1782
3.77263e-008,1.1783
3.77649e-008,1.1782
3.78035e-008,1.1780
3.78421e-008,1.1780
3.78806e-008,1.1781
3.79192e-008,1.1781
3.79578e-008,1.1781
3.79964e-008,1.1781
3.80350e-008,1.1782
3.80735e-008,1.1781
3.81121e-008,1.1780
3.81507e-008,1.1780
3.81892e-008,1.1781
3.82278e-008,1.1782
3.82664e-008,1.1782
3.83050e-008,1.1781
3.83436e-008,1.1781
3.83821e-008,1.1781
3.84207e-008,1.1781
3.84593e-008,1.1781
3.84978e-008,1.1781
3.85364e-008,1.1781
3.85750e-008,1.1781
3.86136e-008,1.1781
3.86521e-008,1.1781
3.86907e-008,1.1794
3.87293e-008,1.1827
3.87679e-008,1.1833
3.88065e-008,1.1673
3.88450e-008,1.1140
3.88836e-008,1.0132
3.89222e-008,0.8850
3.89607e-008,0.7588
3.89993e-008,0.6493
3.90379e-008,0.5609
3.90765e-008,0.4944
3.91151e-008,0.4468
3.91536e-008,0.4142
3.91922e-008,0.3900
3.92308e-008,0.3673
3.92693e-008,0.3486
3.93079e-008,0.3385
3.93465e-008,0.3336
3.93851e-008,0.3284
3.94237e-008,0.3222
3.94622e-008,0.3173
3.95008e-008,0.3165
3.95394e-008,0.3188
3.95780e-008,0.3210
3.96165e-008,0.3222
3.96551e-008,0.3236
3.96937e-008,0.3246
3.97322e-008,0.3238
3.97708e-008,0.3217
3.98094e-008,0.3203
3.98480e-008,0.3206
3.98866e-008,0.3216
3.99251e-008,0.3216
3.99637e-008,0.3205
4.00023e-008,0.3199
4.00408e-008,0.3202
4.00794e-008,0.3205
4.01180e-008,0.3202
4.01566e-008,0.3200
4.01952e-008,0.3200
4.02337e-008,0.3202
4.02723e-008,0.3200
4.03109e-008,0.3195
4.03494e-008,0.3194
4.03880e-008,0.3198
4.04266e-008,0.3202
4.04652e-008,0.3200
4.05037e-008,0.3197
4.05423e-008,0.3198
4.05809e-008,0.3223
4.06195e-008,0.3321
4.06581e-008,0.3604
4.06966e-008,0.4218
4.07352e-008,0.5227
4.07738e-008,0.6509
4.08123e-008,0.7745
4.08509e-008,0.8673
4.08895e-008,0.9305
4.09281e-008,0.9786
4.09667e-008,1.0204
4.10052e-008,1.0578
4.10438e-008,1.0892
4.10824e-008,1.1132
4.11209e-008,1.1314
4.11595e-008,1.1436
4.11981e-008,1.1493
4.12367e-008,1.1537
4.12752e-008,1.1616
4.13138e-008,1.1701
4.13524e-008,1.1747
4.13910e-008,1.1741
4.14296e-008,1.1710
