.HEADER
..NAMES
Time,V U4.N3
.DATA
0.0e+000,0.3296
3.67e-011,0.3296
7.33e-011,0.3296
1.100e-010,0.3296
1.467e-010,0.3296
1.834e-010,0.3296
2.201e-010,0.3296
2.567e-010,0.3296
2.934e-010,0.3296
3.301e-010,0.3296
3.667e-010,0.3296
4.034e-010,0.3296
4.401e-010,0.3296
4.768e-010,0.3296
5.135e-010,0.3296
5.501e-010,0.3296
5.868e-010,0.3297
6.235e-010,0.3302
6.601e-010,0.3329
6.968e-010,0.3412
7.335e-010,0.3614
7.702e-010,0.4000
8.068e-010,0.4608
8.435e-010,0.5422
8.802e-010,0.6366
9.169e-010,0.7338
9.536e-010,0.8230
9.902e-010,0.8944
1.0269e-009,0.9426
1.0636e-009,0.9671
1.1003e-009,0.9713
1.1369e-009,0.9624
1.1736e-009,0.9503
1.2103e-009,0.9437
1.2469e-009,0.9473
1.2836e-009,0.9605
1.3203e-009,0.9786
1.3570e-009,0.9964
1.3936e-009,1.0106
1.4303e-009,1.0205
1.4670e-009,1.0272
1.5037e-009,1.0330
1.5403e-009,1.0401
1.5770e-009,1.0502
1.6137e-009,1.0640
1.6504e-009,1.0802
1.6871e-009,1.0960
1.7237e-009,1.1074
1.7604e-009,1.1111
1.7971e-009,1.1062
1.8338e-009,1.0954
1.8704e-009,1.0829
1.9071e-009,1.0735
1.9438e-009,1.0704
1.9805e-009,1.0746
2.0171e-009,1.0849
2.0538e-009,1.0982
2.0905e-009,1.1108
2.1272e-009,1.1194
2.1638e-009,1.1217
2.2005e-009,1.1179
2.2372e-009,1.1099
2.2738e-009,1.1008
2.3105e-009,1.0937
2.3472e-009,1.0906
2.3839e-009,1.0917
2.4205e-009,1.0960
2.4572e-009,1.1016
2.4939e-009,1.1063
2.5306e-009,1.1089
2.5672e-009,1.1077
2.6039e-009,1.1001
2.6406e-009,1.0813
2.6773e-009,1.0447
2.7139e-009,0.9864
2.7506e-009,0.9073
2.7873e-009,0.8117
2.8240e-009,0.7086
2.8606e-009,0.6105
2.8973e-009,0.5281
2.9340e-009,0.4687
2.9707e-009,0.4362
3.0073e-009,0.4290
3.0440e-009,0.4398
3.0807e-009,0.4581
3.1174e-009,0.4731
3.1540e-009,0.4775
3.1907e-009,0.4697
3.2274e-009,0.4531
3.2641e-009,0.4331
3.3007e-009,0.4149
3.3374e-009,0.4016
3.3741e-009,0.3933
3.4108e-009,0.3882
3.4475e-009,0.3831
3.4841e-009,0.3753
3.5208e-009,0.3628
3.5575e-009,0.3462
3.5942e-009,0.3283
3.6308e-009,0.3138
3.6675e-009,0.3070
3.7042e-009,0.3098
3.7408e-009,0.3209
3.7775e-009,0.3359
3.8142e-009,0.3495
3.8509e-009,0.3569
3.8875e-009,0.3556
3.9242e-009,0.3458
3.9609e-009,0.3304
3.9976e-009,0.3141
4.0342e-009,0.3016
4.0709e-009,0.2963
4.1076e-009,0.2991
4.1443e-009,0.3082
4.1809e-009,0.3200
4.2176e-009,0.3303
4.2543e-009,0.3361
4.2910e-009,0.3362
4.3276e-009,0.3315
4.3643e-009,0.3250
4.4010e-009,0.3210
4.4377e-009,0.3257
4.4743e-009,0.3462
4.5110e-009,0.3892
4.5477e-009,0.4565
4.5844e-009,0.5446
4.6211e-009,0.6437
4.6577e-009,0.7419
4.6944e-009,0.8283
4.7311e-009,0.8947
4.7678e-009,0.9369
4.8044e-009,0.9564
4.8411e-009,0.9580
4.8778e-009,0.9494
4.9145e-009,0.9398
4.9511e-009,0.9373
4.9878e-009,0.9450
5.0245e-009,0.9614
5.0612e-009,0.9814
5.0978e-009,0.9993
5.1345e-009,1.0123
5.1712e-009,1.0204
5.2079e-009,1.0257
5.2445e-009,1.0310
5.2812e-009,1.0386
5.3179e-009,1.0503
5.3546e-009,1.0664
5.3912e-009,1.0839
5.4279e-009,1.0948
5.4646e-009,1.0868
5.5013e-009,1.0474
5.5379e-009,0.9730
5.5746e-009,0.8693
5.6113e-009,0.7487
5.6480e-009,0.6290
5.6846e-009,0.5282
5.7213e-009,0.4578
5.7580e-009,0.4221
5.7947e-009,0.4197
5.8313e-009,0.4413
5.8680e-009,0.4726
5.9047e-009,0.4983
5.9414e-009,0.5072
5.9780e-009,0.4966
6.0147e-009,0.4721
6.0514e-009,0.4429
6.0881e-009,0.4181
6.1247e-009,0.4024
6.1614e-009,0.3963
6.1981e-009,0.3962
6.2348e-009,0.3971
6.2714e-009,0.3936
6.3081e-009,0.3821
6.3448e-009,0.3620
6.3815e-009,0.3365
6.4181e-009,0.3119
6.4548e-009,0.2955
6.4915e-009,0.2924
6.5282e-009,0.3029
6.5648e-009,0.3227
6.6015e-009,0.3447
6.6382e-009,0.3617
6.6749e-009,0.3684
6.7115e-009,0.3631
6.7482e-009,0.3477
6.7849e-009,0.3271
6.8215e-009,0.3074
6.8582e-009,0.2942
6.8949e-009,0.2908
6.9316e-009,0.2968
6.9682e-009,0.3091
7.0049e-009,0.3229
7.0416e-009,0.3338
7.0783e-009,0.3388
7.1149e-009,0.3374
7.1516e-009,0.3313
7.1883e-009,0.3232
7.2250e-009,0.3166
7.2616e-009,0.3139
7.2983e-009,0.3162
7.3350e-009,0.3226
7.3717e-009,0.3309
7.4083e-009,0.3385
7.4450e-009,0.3430
7.4817e-009,0.3434
7.5184e-009,0.3399
7.5550e-009,0.3337
7.5917e-009,0.3268
7.6284e-009,0.3210
7.6651e-009,0.3177
7.7018e-009,0.3176
7.7384e-009,0.3201
7.7751e-009,0.3244
7.8118e-009,0.3290
7.8484e-009,0.3326
7.8851e-009,0.3347
7.9218e-009,0.3351
7.9585e-009,0.3339
7.9952e-009,0.3318
8.0318e-009,0.3294
8.0685e-009,0.3274
8.1052e-009,0.3262
8.1418e-009,0.3260
8.1785e-009,0.3268
8.2152e-009,0.3283
8.2519e-009,0.3299
8.2886e-009,0.3312
8.3252e-009,0.3317
8.3619e-009,0.3314
8.3986e-009,0.3302
8.4352e-009,0.3287
8.4719e-009,0.3274
8.5086e-009,0.3266
8.5453e-009,0.3267
8.5820e-009,0.3277
8.6186e-009,0.3293
8.6553e-009,0.3311
8.6920e-009,0.3324
8.7286e-009,0.3329
8.7653e-009,0.3323
8.8020e-009,0.3307
8.8387e-009,0.3286
8.8754e-009,0.3266
8.9120e-009,0.3254
8.9487e-009,0.3254
8.9854e-009,0.3266
9.0220e-009,0.3285
9.0587e-009,0.3305
9.0954e-009,0.3321
9.1321e-009,0.3327
9.1688e-009,0.3322
9.2054e-009,0.3308
9.2421e-009,0.3289
9.2788e-009,0.3272
9.3154e-009,0.3263
9.3521e-009,0.3264
9.3888e-009,0.3274
9.4255e-009,0.3291
9.4622e-009,0.3308
9.4988e-009,0.3319
9.5355e-009,0.3320
9.5722e-009,0.3313
9.6088e-009,0.3300
9.6455e-009,0.3285
9.6822e-009,0.3273
9.7189e-009,0.3268
9.7556e-009,0.3271
9.7922e-009,0.3281
9.8289e-009,0.3294
9.8656e-009,0.3307
9.9022e-009,0.3314
9.9389e-009,0.3314
9.9756e-009,0.3308
1.00123e-008,0.3306
1.00490e-008,0.3331
1.00856e-008,0.3428
1.01223e-008,0.3667
1.01590e-008,0.4106
1.01956e-008,0.4774
1.02323e-008,0.5636
1.02690e-008,0.6603
1.03057e-008,0.7569
1.03424e-008,0.8425
1.03790e-008,0.9082
1.04157e-008,0.9500
1.04524e-008,0.9687
1.04890e-008,0.9687
1.05257e-008,0.9581
1.05624e-008,0.9470
1.05991e-008,0.9432
1.06358e-008,0.9498
1.06724e-008,0.9650
1.07091e-008,0.9836
1.07458e-008,1.0006
1.07824e-008,1.0134
1.08191e-008,1.0220
1.08558e-008,1.0279
1.08925e-008,1.0336
1.09292e-008,1.0413
1.09658e-008,1.0525
1.10025e-008,1.0673
1.10392e-008,1.0841
1.10758e-008,1.0994
1.11125e-008,1.1093
1.11492e-008,1.1109
1.11859e-008,1.1041
1.12226e-008,1.0921
1.12592e-008,1.0798
1.12959e-008,1.0715
1.13326e-008,1.0701
1.13693e-008,1.0761
1.14059e-008,1.0875
1.14426e-008,1.1012
1.14793e-008,1.1133
1.15159e-008,1.1206
1.15526e-008,1.1215
1.15893e-008,1.1163
1.16260e-008,1.1076
1.16627e-008,1.0985
1.16993e-008,1.0921
1.17360e-008,1.0900
1.17727e-008,1.0920
1.18093e-008,1.0967
1.18460e-008,1.1019
1.18827e-008,1.1053
1.19194e-008,1.1057
1.19561e-008,1.1026
1.19927e-008,1.0971
1.20294e-008,1.0907
1.20661e-008,1.0855
1.21027e-008,1.0828
1.21394e-008,1.0831
1.21761e-008,1.0861
1.22128e-008,1.0906
1.22495e-008,1.0952
1.22861e-008,1.0986
1.23228e-008,1.1002
1.23595e-008,1.0997
1.23961e-008,1.0977
1.24328e-008,1.0949
1.24695e-008,1.0923
1.25062e-008,1.0905
1.25429e-008,1.0898
1.25795e-008,1.0900
1.26162e-008,1.0908
1.26529e-008,1.0917
1.26895e-008,1.0924
1.27262e-008,1.0929
1.27629e-008,1.0930
1.27996e-008,1.0929
1.28363e-008,1.0925
1.28729e-008,1.0920
1.29096e-008,1.0917
1.29463e-008,1.0915
1.29829e-008,1.0916
1.30196e-008,1.0919
1.30563e-008,1.0923
1.30930e-008,1.0926
1.31297e-008,1.0928
1.31663e-008,1.0928
1.32030e-008,1.0925
1.32397e-008,1.0920
1.32763e-008,1.0914
1.33130e-008,1.0908
1.33497e-008,1.0904
1.33864e-008,1.0903
1.34231e-008,1.0908
1.34597e-008,1.0916
1.34964e-008,1.0925
1.35331e-008,1.0934
1.35697e-008,1.0939
1.36064e-008,1.0938
1.36431e-008,1.0932
1.36798e-008,1.0922
1.37165e-008,1.0912
1.37531e-008,1.0905
1.37898e-008,1.0902
1.38265e-008,1.0905
1.38631e-008,1.0913
1.38998e-008,1.0922
1.39365e-008,1.0931
1.39732e-008,1.0936
1.40099e-008,1.0935
1.40465e-008,1.0928
1.40832e-008,1.0919
1.41199e-008,1.0909
1.41565e-008,1.0904
1.41932e-008,1.0903
1.42299e-008,1.0908
1.42666e-008,1.0916
1.43033e-008,1.0924
1.43399e-008,1.0931
1.43766e-008,1.0933
1.44133e-008,1.0931
1.44499e-008,1.0925
1.44866e-008,1.0917
1.45233e-008,1.0910
1.45600e-008,1.0906
1.45967e-008,1.0906
1.46333e-008,1.0911
1.46700e-008,1.0917
1.47067e-008,1.0923
1.47433e-008,1.0927
1.47800e-008,1.0928
1.48167e-008,1.0925
1.48534e-008,1.0921
1.48901e-008,1.0916
1.49267e-008,1.0912
1.49634e-008,1.0910
1.50001e-008,1.0911
1.50368e-008,1.0915
1.50734e-008,1.0919
1.51101e-008,1.0922
1.51468e-008,1.0924
1.51834e-008,1.0923
1.52201e-008,1.0921
1.52568e-008,1.0917
1.52935e-008,1.0914
1.53301e-008,1.0912
1.53668e-008,1.0912
1.54035e-008,1.0914
1.54402e-008,1.0916
1.54769e-008,1.0919
1.55135e-008,1.0921
1.55502e-008,1.0921
1.55869e-008,1.0921
1.56236e-008,1.0919
1.56602e-008,1.0917
1.56969e-008,1.0915
1.57336e-008,1.0914
1.57703e-008,1.0914
1.58069e-008,1.0915
1.58436e-008,1.0916
1.58803e-008,1.0918
1.59169e-008,1.0919
1.59536e-008,1.0919
1.59903e-008,1.0919
1.60270e-008,1.0918
1.60636e-008,1.0917
1.61003e-008,1.0915
1.61370e-008,1.0915
1.61737e-008,1.0915
1.62104e-008,1.0915
1.62470e-008,1.0916
1.62837e-008,1.0916
1.63204e-008,1.0917
1.63571e-008,1.0918
1.63937e-008,1.0918
1.64304e-008,1.0917
1.64671e-008,1.0916
1.65037e-008,1.0916
1.65404e-008,1.0919
1.65771e-008,1.0926
1.66138e-008,1.0941
1.66504e-008,1.0948
1.66871e-008,1.0909
1.67238e-008,1.0751
1.67605e-008,1.0390
1.67972e-008,0.9785
1.68338e-008,0.8941
1.68705e-008,0.7920
1.69072e-008,0.6834
1.69439e-008,0.5825
1.69805e-008,0.5007
1.70172e-008,0.4457
1.70539e-008,0.4204
1.70905e-008,0.4212
1.71272e-008,0.4388
1.71639e-008,0.4610
1.72006e-008,0.4768
1.72372e-008,0.4795
1.72739e-008,0.4689
1.73106e-008,0.4496
1.73473e-008,0.4280
1.73840e-008,0.4094
1.74206e-008,0.3965
1.74573e-008,0.3891
1.74940e-008,0.3849
1.75307e-008,0.3817
1.75673e-008,0.3796
1.76040e-008,0.3834
1.76407e-008,0.4022
1.76773e-008,0.4450
1.77140e-008,0.5165
1.77507e-008,0.6126
1.77874e-008,0.7224
1.78240e-008,0.8313
1.78607e-008,0.9230
1.78974e-008,0.9852
1.79341e-008,1.0131
1.79708e-008,1.0088
1.80074e-008,0.9812
1.80441e-008,0.9452
1.80808e-008,0.9167
1.81175e-008,0.9065
1.81541e-008,0.9173
1.81908e-008,0.9433
1.82275e-008,0.9747
1.82641e-008,1.0029
1.83008e-008,1.0227
1.83375e-008,1.0333
1.83742e-008,1.0369
1.84108e-008,1.0377
1.84475e-008,1.0408
1.84842e-008,1.0502
1.85209e-008,1.0663
1.85576e-008,1.0828
1.85942e-008,1.0863
1.86309e-008,1.0613
1.86676e-008,0.9994
1.87043e-008,0.9030
1.87409e-008,0.7828
1.87776e-008,0.6570
1.88143e-008,0.5457
1.88509e-008,0.4635
1.88876e-008,0.4175
1.89243e-008,0.4081
1.89610e-008,0.4273
1.89976e-008,0.4605
1.90343e-008,0.4910
1.90710e-008,0.5058
1.91077e-008,0.4999
1.91444e-008,0.4778
1.91810e-008,0.4488
1.92177e-008,0.4225
1.92544e-008,0.4049
1.92911e-008,0.3971
1.93277e-008,0.3962
1.93644e-008,0.3970
1.94011e-008,0.3947
1.94377e-008,0.3880
1.94744e-008,0.3814
1.95111e-008,0.3859
1.95478e-008,0.4147
1.95844e-008,0.4764
1.96211e-008,0.5697
1.96578e-008,0.6841
1.96945e-008,0.8031
1.97312e-008,0.9077
1.97678e-008,0.9823
1.98045e-008,1.0197
1.98412e-008,1.0207
1.98779e-008,0.9936
1.99145e-008,0.9540
1.99512e-008,0.9195
1.99879e-008,0.9036
2.00245e-008,0.9106
2.00612e-008,0.9356
2.00979e-008,0.9680
2.01346e-008,0.9979
2.01712e-008,1.0194
2.02079e-008,1.0308
2.02446e-008,1.0347
2.02813e-008,1.0353
2.03179e-008,1.0377
2.03546e-008,1.0465
2.03913e-008,1.0626
2.04280e-008,1.0808
2.04647e-008,1.0883
2.05013e-008,1.0690
2.05380e-008,1.0129
2.05747e-008,0.9209
2.06114e-008,0.8027
2.06480e-008,0.6758
2.06847e-008,0.5607
2.07214e-008,0.4731
2.07580e-008,0.4210
2.07947e-008,0.4060
2.08314e-008,0.4215
2.08681e-008,0.4536
2.09047e-008,0.4857
2.09414e-008,0.5040
2.09781e-008,0.5021
2.10148e-008,0.4829
2.10515e-008,0.4552
2.10881e-008,0.4285
2.11248e-008,0.4093
2.11615e-008,0.3993
2.11982e-008,0.3964
2.12348e-008,0.3962
2.12715e-008,0.3933
2.13082e-008,0.3838
2.13448e-008,0.3662
2.13815e-008,0.3425
2.14182e-008,0.3179
2.14549e-008,0.2995
2.14915e-008,0.2928
2.15282e-008,0.2993
2.15649e-008,0.3160
2.16016e-008,0.3368
2.16383e-008,0.3548
2.16749e-008,0.3645
2.17116e-008,0.3633
2.17483e-008,0.3521
2.17850e-008,0.3344
2.18216e-008,0.3157
2.18583e-008,0.3012
2.18950e-008,0.2947
2.19316e-008,0.2966
2.19683e-008,0.3049
2.20050e-008,0.3160
2.20417e-008,0.3259
2.20783e-008,0.3321
2.21150e-008,0.3335
2.21517e-008,0.3307
2.21884e-008,0.3262
2.22251e-008,0.3239
2.22617e-008,0.3293
2.22984e-008,0.3497
2.23351e-008,0.3917
2.23718e-008,0.4579
2.24084e-008,0.5451
2.24451e-008,0.6439
2.24818e-008,0.7428
2.25184e-008,0.8306
2.25551e-008,0.8982
2.25918e-008,0.9410
2.26285e-008,0.9600
2.26651e-008,0.9599
2.27018e-008,0.9489
2.27385e-008,0.9369
2.27752e-008,0.9328
2.28119e-008,0.9403
