.HEADER
..NAMES
Time,V U4.N2
.DATA
0.0e+000,1.0900
3.67e-011,1.0900
7.33e-011,1.0900
1.100e-010,1.0900
1.467e-010,1.0900
1.834e-010,1.0900
2.201e-010,1.0900
2.567e-010,1.0900
2.934e-010,1.0900
3.301e-010,1.0900
3.667e-010,1.0900
4.034e-010,1.0900
4.401e-010,1.0900
4.768e-010,1.0900
5.135e-010,1.0900
5.501e-010,1.0900
5.868e-010,1.0902
6.235e-010,1.0908
6.601e-010,1.0918
6.968e-010,1.0923
7.335e-010,1.0890
7.702e-010,1.0756
8.068e-010,1.0449
8.435e-010,0.9926
8.802e-010,0.9194
9.169e-010,0.8291
9.536e-010,0.7289
9.902e-010,0.6307
1.0269e-009,0.5476
1.0636e-009,0.4882
1.1003e-009,0.4545
1.1369e-009,0.4431
1.1736e-009,0.4469
1.2103e-009,0.4568
1.2469e-009,0.4648
1.2836e-009,0.4667
1.3203e-009,0.4615
1.3570e-009,0.4516
1.3936e-009,0.4404
1.4303e-009,0.4312
1.4670e-009,0.4256
1.5037e-009,0.4226
1.5403e-009,0.4196
1.5770e-009,0.4140
1.6137e-009,0.4064
1.6504e-009,0.4018
1.6871e-009,0.4099
1.7237e-009,0.4407
1.7604e-009,0.4990
1.7971e-009,0.5817
1.8338e-009,0.6803
1.8704e-009,0.7830
1.9071e-009,0.8752
1.9438e-009,0.9415
1.9805e-009,0.9745
2.0171e-009,0.9785
2.0538e-009,0.9648
2.0905e-009,0.9455
2.1272e-009,0.9307
2.1638e-009,0.9268
2.2005e-009,0.9349
2.2372e-009,0.9511
2.2738e-009,0.9691
2.3105e-009,0.9828
2.3472e-009,0.9892
2.3839e-009,0.9890
2.4205e-009,0.9863
2.4572e-009,0.9866
2.4939e-009,0.9945
2.5306e-009,1.0114
2.5672e-009,1.0353
2.6039e-009,1.0611
2.6406e-009,1.0829
2.6773e-009,1.0956
2.7139e-009,1.0976
2.7506e-009,1.0906
2.7873e-009,1.0792
2.8240e-009,1.0690
2.8606e-009,1.0648
2.8973e-009,1.0687
2.9340e-009,1.0796
2.9707e-009,1.0934
3.0073e-009,1.1050
3.0440e-009,1.1107
3.0807e-009,1.1096
3.1174e-009,1.1032
3.1540e-009,1.0949
3.1907e-009,1.0882
3.2274e-009,1.0858
3.2641e-009,1.0884
3.3007e-009,1.0950
3.3374e-009,1.1030
3.3741e-009,1.1094
3.4108e-009,1.1120
3.4475e-009,1.1103
3.4841e-009,1.1053
3.5208e-009,1.0975
3.5575e-009,1.0850
3.5942e-009,1.0619
3.6308e-009,1.0219
3.6675e-009,0.9624
3.7042e-009,0.8849
3.7408e-009,0.7927
3.7775e-009,0.6929
3.8142e-009,0.5982
3.8509e-009,0.5220
3.8875e-009,0.4717
3.9242e-009,0.4475
3.9609e-009,0.4445
3.9976e-009,0.4543
4.0342e-009,0.4670
4.0709e-009,0.4750
4.1076e-009,0.4741
4.1443e-009,0.4646
4.1809e-009,0.4499
4.2176e-009,0.4351
4.2543e-009,0.4243
4.2910e-009,0.4189
4.3276e-009,0.4172
4.3643e-009,0.4156
4.4010e-009,0.4101
4.4377e-009,0.3982
4.4743e-009,0.3795
4.5110e-009,0.3566
4.5477e-009,0.3345
4.5844e-009,0.3185
4.6211e-009,0.3116
4.6577e-009,0.3139
4.6944e-009,0.3234
4.7311e-009,0.3360
4.7678e-009,0.3466
4.8044e-009,0.3504
4.8411e-009,0.3457
4.8778e-009,0.3348
4.9145e-009,0.3217
4.9511e-009,0.3109
4.9878e-009,0.3051
5.0245e-009,0.3055
5.0612e-009,0.3110
5.0978e-009,0.3189
5.1345e-009,0.3259
5.1712e-009,0.3291
5.2079e-009,0.3273
5.2445e-009,0.3217
5.2812e-009,0.3147
5.3179e-009,0.3091
5.3546e-009,0.3071
5.3912e-009,0.3097
5.4279e-009,0.3163
5.4646e-009,0.3251
5.5013e-009,0.3334
5.5379e-009,0.3392
5.5746e-009,0.3413
5.6113e-009,0.3397
5.6480e-009,0.3355
5.6846e-009,0.3301
5.7213e-009,0.3255
5.7580e-009,0.3231
5.7947e-009,0.3233
5.8313e-009,0.3254
5.8680e-009,0.3277
5.9047e-009,0.3293
5.9414e-009,0.3294
5.9780e-009,0.3282
6.0147e-009,0.3261
6.0514e-009,0.3239
6.0881e-009,0.3225
6.1247e-009,0.3225
6.1614e-009,0.3240
6.1981e-009,0.3265
6.2348e-009,0.3290
6.2714e-009,0.3308
6.3081e-009,0.3315
6.3448e-009,0.3310
6.3815e-009,0.3297
6.4181e-009,0.3280
6.4548e-009,0.3265
6.4915e-009,0.3256
6.5282e-009,0.3254
6.5648e-009,0.3259
6.6015e-009,0.3268
6.6382e-009,0.3279
6.6749e-009,0.3287
6.7115e-009,0.3290
6.7482e-009,0.3288
6.7849e-009,0.3281
6.8215e-009,0.3275
6.8582e-009,0.3271
6.8949e-009,0.3269
6.9316e-009,0.3268
6.9682e-009,0.3269
7.0049e-009,0.3269
7.0416e-009,0.3270
7.0783e-009,0.3270
7.1149e-009,0.3269
7.1516e-009,0.3268
7.1883e-009,0.3267
7.2250e-009,0.3265
7.2616e-009,0.3260
7.2983e-009,0.3250
7.3350e-009,0.3238
7.3717e-009,0.3225
7.4083e-009,0.3216
7.4450e-009,0.3212
7.4817e-009,0.3217
7.5184e-009,0.3230
7.5550e-009,0.3250
