.HEADER
..NAMES
Time,V U2.A7
.DATA
0.0e+000,1.1777
3.86e-011,1.1777
7.72e-011,1.1777
1.157e-010,1.1777
1.543e-010,1.1777
1.929e-010,1.1777
2.314e-010,1.1777
2.700e-010,1.1777
3.086e-010,1.1777
3.472e-010,1.1777
3.857e-010,1.1777
4.243e-010,1.1777
4.629e-010,1.1777
5.015e-010,1.1777
5.401e-010,1.1777
5.786e-010,1.1777
6.172e-010,1.1777
6.558e-010,1.1777
6.944e-010,1.1777
7.329e-010,1.1777
7.715e-010,1.1777
8.101e-010,1.1777
8.486e-010,1.1777
8.872e-010,1.1777
9.258e-010,1.1777
9.644e-010,1.1777
1.0029e-009,1.1777
1.0415e-009,1.1777
1.0801e-009,1.1777
1.1187e-009,1.1777
1.1572e-009,1.1785
1.1958e-009,1.1814
1.2344e-009,1.1830
1.2730e-009,1.1721
1.3115e-009,1.1300
1.3501e-009,1.0445
1.3887e-009,0.9284
1.4273e-009,0.8071
1.4658e-009,0.6949
1.5044e-009,0.5959
1.5430e-009,0.5164
1.5816e-009,0.4585
1.6202e-009,0.4189
1.6587e-009,0.3903
1.6973e-009,0.3681
1.7359e-009,0.3512
1.7745e-009,0.3411
1.8130e-009,0.3347
1.8516e-009,0.3282
1.8902e-009,0.3211
1.9288e-009,0.3175
1.9673e-009,0.3181
2.0059e-009,0.3201
2.0445e-009,0.3216
2.0830e-009,0.3233
2.1216e-009,0.3272
2.1602e-009,0.3386
2.1988e-009,0.3683
2.2374e-009,0.4295
2.2759e-009,0.5276
2.3145e-009,0.6504
2.3531e-009,0.7672
2.3916e-009,0.8579
2.4302e-009,0.9261
2.4688e-009,0.9827
2.5074e-009,1.0292
2.5459e-009,1.0655
2.5845e-009,1.0933
2.6231e-009,1.1149
2.6617e-009,1.1313
2.7003e-009,1.1427
2.7388e-009,1.1501
2.7774e-009,1.1569
2.8160e-009,1.1651
2.8545e-009,1.1714
2.8931e-009,1.1724
2.9317e-009,1.1702
2.9703e-009,1.1692
3.0089e-009,1.1703
3.0474e-009,1.1718
3.0860e-009,1.1730
3.1246e-009,1.1741
3.1631e-009,1.1752
3.2017e-009,1.1758
3.2403e-009,1.1756
3.2789e-009,1.1753
3.3175e-009,1.1759
3.3560e-009,1.1772
3.3946e-009,1.1776
3.4332e-009,1.1769
3.4717e-009,1.1766
3.5103e-009,1.1769
3.5489e-009,1.1774
3.5875e-009,1.1775
3.6260e-009,1.1774
3.6646e-009,1.1774
3.7032e-009,1.1776
3.7418e-009,1.1775
3.7803e-009,1.1772
3.8189e-009,1.1772
3.8575e-009,1.1775
3.8961e-009,1.1777
3.9346e-009,1.1775
3.9732e-009,1.1782
4.0118e-009,1.1812
4.0504e-009,1.1827
4.0890e-009,1.1707
4.1275e-009,1.1266
4.1661e-009,1.0390
4.2047e-009,0.9221
4.2433e-009,0.8012
4.2818e-009,0.6895
4.3204e-009,0.5912
4.3590e-009,0.5129
4.3975e-009,0.4561
4.4361e-009,0.4173
4.4747e-009,0.3890
4.5133e-009,0.3670
4.5519e-009,0.3505
4.5904e-009,0.3407
4.6290e-009,0.3344
4.6676e-009,0.3277
4.7062e-009,0.3207
4.7447e-009,0.3174
4.7833e-009,0.3182
4.8219e-009,0.3201
4.8604e-009,0.3216
4.8990e-009,0.3232
4.9376e-009,0.3247
4.9762e-009,0.3253
5.0147e-009,0.3245
5.0533e-009,0.3230
5.0919e-009,0.3222
5.1305e-009,0.3225
5.1691e-009,0.3226
5.2076e-009,0.3218
5.2462e-009,0.3211
5.2848e-009,0.3212
5.3234e-009,0.3216
5.3619e-009,0.3214
5.4005e-009,0.3210
5.4391e-009,0.3209
5.4776e-009,0.3209
5.5162e-009,0.3208
5.5548e-009,0.3205
5.5934e-009,0.3204
5.6320e-009,0.3206
5.6705e-009,0.3209
5.7091e-009,0.3208
5.7477e-009,0.3205
5.7863e-009,0.3205
5.8248e-009,0.3207
5.8634e-009,0.3207
5.9020e-009,0.3206
5.9405e-009,0.3205
5.9791e-009,0.3206
6.0177e-009,0.3206
6.0563e-009,0.3205
6.0948e-009,0.3205
6.1334e-009,0.3205
6.1720e-009,0.3205
6.2106e-009,0.3205
6.2492e-009,0.3205
6.2877e-009,0.3204
6.3263e-009,0.3217
6.3649e-009,0.3280
6.4035e-009,0.3481
6.4420e-009,0.3952
6.4806e-009,0.4787
6.5192e-009,0.5939
6.5577e-009,0.7165
6.5963e-009,0.8198
6.6349e-009,0.8971
6.6735e-009,0.9585
6.7121e-009,1.0093
6.7506e-009,1.0500
6.7892e-009,1.0814
6.8278e-009,1.1059
6.8664e-009,1.1245
6.9049e-009,1.1381
6.9435e-009,1.1469
6.9821e-009,1.1538
7.0206e-009,1.1614
7.0592e-009,1.1689
7.0978e-009,1.1721
7.1364e-009,1.1710
7.1749e-009,1.1692
7.2135e-009,1.1695
7.2521e-009,1.1709
7.2907e-009,1.1723
7.3293e-009,1.1734
7.3678e-009,1.1745
7.4064e-009,1.1754
7.4450e-009,1.1756
7.4835e-009,1.1752
7.5221e-009,1.1754
7.5607e-009,1.1765
7.5993e-009,1.1773
7.6379e-009,1.1771
7.6764e-009,1.1765
7.7150e-009,1.1766
7.7536e-009,1.1771
7.7922e-009,1.1773
7.8307e-009,1.1773
7.8693e-009,1.1773
7.9079e-009,1.1774
7.9464e-009,1.1774
7.9850e-009,1.1772
8.0236e-009,1.1771
8.0622e-009,1.1772
8.1008e-009,1.1775
8.1393e-009,1.1775
8.1779e-009,1.1773
8.2165e-009,1.1773
8.2550e-009,1.1774
8.2936e-009,1.1775
8.3322e-009,1.1775
8.3708e-009,1.1774
8.4093e-009,1.1774
8.4479e-009,1.1775
8.4865e-009,1.1775
8.5251e-009,1.1774
8.5637e-009,1.1774
8.6022e-009,1.1775
8.6408e-009,1.1776
8.6794e-009,1.1775
8.7179e-009,1.1775
8.7565e-009,1.1775
8.7951e-009,1.1776
8.8337e-009,1.1776
8.8722e-009,1.1775
8.9108e-009,1.1775
8.9494e-009,1.1776
8.9880e-009,1.1776
9.0266e-009,1.1776
9.0651e-009,1.1776
9.1037e-009,1.1776
9.1423e-009,1.1791
9.1808e-009,1.1823
9.2194e-009,1.1816
9.2580e-009,1.1632
9.2966e-009,1.1080
9.3352e-009,1.0104
9.3737e-009,0.8903
9.4123e-009,0.7710
9.4509e-009,0.6626
9.4895e-009,0.5688
9.5280e-009,0.4962
9.5666e-009,0.4445
9.6052e-009,0.4092
9.6437e-009,0.3828
9.6823e-009,0.3622
9.7209e-009,0.3473
9.7595e-009,0.3389
9.7981e-009,0.3328
9.8366e-009,0.3258
9.8752e-009,0.3194
9.9138e-009,0.3173
9.9524e-009,0.3187
9.9909e-009,0.3206
1.00295e-008,0.3220
1.00681e-008,0.3241
1.01066e-008,0.3295
1.01452e-008,0.3452
1.01838e-008,0.3835
1.02224e-008,0.4563
1.02610e-008,0.5646
1.02995e-008,0.6889
1.03381e-008,0.7987
1.03767e-008,0.8810
1.04152e-008,0.9449
1.04538e-008,0.9984
1.04924e-008,1.0417
1.05310e-008,1.0749
1.05695e-008,1.1007
1.06081e-008,1.1205
1.06467e-008,1.1354
1.06853e-008,1.1453
1.07239e-008,1.1521
1.07624e-008,1.1593
1.08010e-008,1.1675
1.08396e-008,1.1722
1.08781e-008,1.1718
1.09167e-008,1.1696
1.09553e-008,1.1694
1.09939e-008,1.1708
1.10324e-008,1.1722
1.10710e-008,1.1733
1.11096e-008,1.1744
1.11482e-008,1.1754
1.11868e-008,1.1758
1.12253e-008,1.1755
1.12639e-008,1.1753
1.13025e-008,1.1763
1.13410e-008,1.1774
1.13796e-008,1.1774
1.14182e-008,1.1767
1.14568e-008,1.1768
