.HEADER
..NAMES
Time,V U3.J7&K7
5.8313e-009,0.5408
5.8680e-009,0.4799
5.9047e-009,0.4371
5.9414e-009,0.4166
5.9780e-009,0.4177
6.0147e-009,0.4374
6.0514e-009,0.4729
6.0881e-009,0.5202
6.1247e-009,0.5753
6.1614e-009,0.6349
6.1981e-009,0.6970
6.2348e-009,0.7596
6.2714e-009,0.8186
6.3081e-009,0.8692
6.3448e-009,0.9081
6.3815e-009,0.9342
6.4181e-009,0.9473
6.4548e-009,0.9479
6.4915e-009,0.9376
6.5282e-009,0.9179
6.5648e-009,0.8884
6.6015e-009,0.8474
6.6382e-009,0.7937
6.6749e-009,0.7283
6.7115e-009,0.6551
6.7482e-009,0.5806
6.7849e-009,0.5126
6.8215e-009,0.4586
6.8582e-009,0.4252
6.8949e-009,0.4143
6.9316e-009,0.4239
6.9682e-009,0.4508
7.0049e-009,0.4918
7.0416e-009,0.5428
7.0783e-009,0.6000
7.1149e-009,0.6608
7.1516e-009,0.7234
7.1883e-009,0.7850
7.2250e-009,0.8410
7.2616e-009,0.8869
7.2983e-009,0.9205
7.3350e-009,0.9411
7.3717e-009,0.9488
7.4083e-009,0.9445
7.4450e-009,0.9301
7.4817e-009,0.9065
7.5184e-009,0.8724
7.5550e-009,0.8261
7.5917e-009,0.7672
7.6284e-009,0.6978
7.6651e-009,0.6231
7.7018e-009,0.5504
7.7384e-009,0.4874
7.7751e-009,0.4416
7.8118e-009,0.4179
7.8484e-009,0.4162
7.8851e-009,0.4335
7.9218e-009,0.4668
7.9585e-009,0.5125
7.9952e-009,0.5664
8.0318e-009,0.6253
8.0685e-009,0.6870
8.1052e-009,0.7496
8.1418e-009,0.8095
8.1785e-009,0.8617
8.2152e-009,0.9025
8.2519e-009,0.9306
8.2886e-009,0.9457
8.3252e-009,0.9482
8.3619e-009,0.9394
8.3986e-009,0.9212
8.4352e-009,0.8934
8.4719e-009,0.8543
8.5086e-009,0.8025
8.5453e-009,0.7387
8.5820e-009,0.6662
8.6186e-009,0.5914
8.6553e-009,0.5218
8.6920e-009,0.4652
8.7286e-009,0.4286
8.7653e-009,0.4146
8.8020e-009,0.4214
8.8387e-009,0.4460
8.8754e-009,0.4851
8.9120e-009,0.5347
8.9487e-009,0.5909
8.9854e-009,0.6511
9.0220e-009,0.7135
9.0587e-009,0.7757
9.0954e-009,0.8332
9.1321e-009,0.8812
9.1688e-009,0.9171
9.2054e-009,0.9398
9.2421e-009,0.9493
9.2788e-009,0.9464
9.3154e-009,0.9330
9.3521e-009,0.9105
9.3888e-009,0.8779
9.4255e-009,0.8334
9.4622e-009,0.7764
9.4988e-009,0.7086
9.5355e-009,0.6345
9.5722e-009,0.5612
9.6088e-009,0.4963
9.6455e-009,0.4474
9.6822e-009,0.4202
9.7189e-009,0.4152
9.7556e-009,0.4298
9.7922e-009,0.4608
9.8289e-009,0.5048
9.8656e-009,0.5577
9.9022e-009,0.6159
9.9389e-009,0.6772
9.9756e-009,0.7399
1.00123e-008,0.8007
1.00490e-008,0.8546
1.00856e-008,0.8975
1.01223e-008,0.9278
1.01590e-008,0.9450
1.01956e-008,0.9492
1.02323e-008,0.9418
1.02690e-008,0.9247
1.03057e-008,0.8982
1.03424e-008,0.8607
1.03790e-008,0.8108
1.04157e-008,0.7488
1.04524e-008,0.6774
1.04890e-008,0.6027
1.05257e-008,0.5321
1.05624e-008,0.4731
1.05991e-008,0.4331
1.06358e-008,0.4156
1.06724e-008,0.4193
1.07091e-008,0.4412
1.07458e-008,0.4782
1.07824e-008,0.5264
1.08191e-008,0.5819
1.08558e-008,0.6416
1.08925e-008,0.7037
1.09292e-008,0.7660
1.09658e-008,0.8244
1.10025e-008,0.8739
1.10392e-008,0.9116
1.10758e-008,0.9363
1.11125e-008,0.9480
1.11492e-008,0.9472
1.11859e-008,0.9356
1.12226e-008,0.9146
1.12592e-008,0.8838
1.12959e-008,0.8412
1.13326e-008,0.7859
1.13693e-008,0.7193
1.14059e-008,0.6456
1.14426e-008,0.5716
1.14793e-008,0.5049
1.15159e-008,0.4532
1.15526e-008,0.4226
1.15893e-008,0.4144
1.16260e-008,0.4262
1.16627e-008,0.4550
1.16993e-008,0.4973
1.17360e-008,0.5491
1.17727e-008,0.6067
1.18093e-008,0.6677
1.18460e-008,0.7303
1.18827e-008,0.7915
1.19194e-008,0.8466
1.19561e-008,0.8912
1.19927e-008,0.9233
1.20294e-008,0.9424
1.20661e-008,0.9487
1.21027e-008,0.9432
1.21394e-008,0.9277
1.21761e-008,0.9029
1.22128e-008,0.8673
1.22495e-008,0.8194
1.22861e-008,0.7590
1.23228e-008,0.6886
1.23595e-008,0.6137
1.23961e-008,0.5418
1.24328e-008,0.4806
1.24695e-008,0.4373
1.25062e-008,0.4164
1.25429e-008,0.4172
1.25795e-008,0.4366
1.26162e-008,0.4716
1.26529e-008,0.5184
1.26895e-008,0.5730
1.27262e-008,0.6323
1.27629e-008,0.6942
1.27996e-008,0.7569
1.28363e-008,0.8165
1.28729e-008,0.8677
1.29096e-008,0.9074
1.29463e-008,0.9342
1.29829e-008,0.9477
1.30196e-008,0.9484
1.30563e-008,0.9380
1.30930e-008,0.9183
1.31297e-008,0.8889
1.31663e-008,0.8481
1.32030e-008,0.7948
1.32397e-008,0.7299
1.32763e-008,0.6569
1.33130e-008,0.5826
1.33497e-008,0.5144
1.33864e-008,0.4600
1.34231e-008,0.4260
1.34597e-008,0.4146
1.34964e-008,0.4235
1.35331e-008,0.4498
1.35697e-008,0.4902
1.36064e-008,0.5407
1.36431e-008,0.5975
1.36798e-008,0.6581
1.37165e-008,0.7206
1.37531e-008,0.7825
1.37898e-008,0.8391
1.38265e-008,0.8857
1.38631e-008,0.9200
1.38998e-008,0.9411
1.39365e-008,0.9492
1.39732e-008,0.9451
1.40099e-008,0.9308
1.40465e-008,0.9072
1.40832e-008,0.8732
1.41199e-008,0.8271
1.41565e-008,0.7686
1.41932e-008,0.6996
1.42299e-008,0.6251
1.42666e-008,0.5525
1.43033e-008,0.4892
1.43399e-008,0.4428
1.43766e-008,0.4184
1.44133e-008,0.4160
1.44499e-008,0.4327
1.44866e-008,0.4654
1.45233e-008,0.5107
1.45600e-008,0.5643
1.45967e-008,0.6229
1.46333e-008,0.6844
1.46700e-008,0.7470
1.47067e-008,0.8072
1.47433e-008,0.8599
1.47800e-008,0.9014
1.48167e-008,0.9302
1.48534e-008,0.9459
1.48901e-008,0.9487
1.49267e-008,0.9401
1.49634e-008,0.9219
1.50001e-008,0.8942
1.50368e-008,0.8553
1.50734e-008,0.8038
1.51101e-008,0.7404
1.51468e-008,0.6682
1.51834e-008,0.5935
1.52201e-008,0.5238
1.52568e-008,0.4668
1.52935e-008,0.4294
1.53301e-008,0.4145
1.53668e-008,0.4206
1.54035e-008,0.4445
1.54402e-008,0.4831
1.54769e-008,0.5325
1.55135e-008,0.5886
1.55502e-008,0.6488
1.55869e-008,0.7111
1.56236e-008,0.7731
1.56602e-008,0.8306
1.56969e-008,0.8788
1.57336e-008,0.9148
1.57703e-008,0.9379
1.58069e-008,0.9481
1.58436e-008,0.9460
1.58803e-008,0.9333
1.59169e-008,0.9114
1.59536e-008,0.8793
1.59903e-008,0.8352
1.60270e-008,0.7784
1.60636e-008,0.7106
1.61003e-008,0.6363
1.61370e-008,0.5628
1.61737e-008,0.4975
1.62104e-008,0.4481
1.62470e-008,0.4203
1.62837e-008,0.4148
1.63204e-008,0.4289
1.63571e-008,0.4594
1.63937e-008,0.5030
1.64304e-008,0.5557
1.64671e-008,0.6137
1.65037e-008,0.6750
1.65404e-008,0.7378
1.65771e-008,0.7989
1.66138e-008,0.8532
1.66504e-008,0.8966
1.66871e-008,0.9274
1.67238e-008,0.9450
1.67605e-008,0.9495
1.67972e-008,0.9422
1.68338e-008,0.9252
1.68705e-008,0.8988
1.69072e-008,0.8617
1.69439e-008,0.8122
1.69805e-008,0.7505
1.70172e-008,0.6795
1.70539e-008,0.6048
1.70905e-008,0.5340
1.71272e-008,0.4746
1.71639e-008,0.4339
1.72006e-008,0.4157
1.72372e-008,0.4188
1.72739e-008,0.4401
1.73106e-008,0.4766
1.73473e-008,0.5245
1.73840e-008,0.5796
1.74206e-008,0.6392
1.74573e-008,0.7013
1.74940e-008,0.7639
1.75307e-008,0.8226
1.75673e-008,0.8727
1.76040e-008,0.9109
1.76407e-008,0.9361
1.76773e-008,0.9482
1.77140e-008,0.9476
1.77507e-008,0.9361
1.77874e-008,0.9153
1.78240e-008,0.8847
1.78607e-008,0.8424
1.78974e-008,0.7875
1.79341e-008,0.7213
1.79708e-008,0.6478
1.80074e-008,0.5738
1.80441e-008,0.5069
1.80808e-008,0.4546
1.81175e-008,0.4234
1.81541e-008,0.4145
1.81908e-008,0.4257
1.82275e-008,0.4539
1.82641e-008,0.4958
1.83008e-008,0.5472
1.83375e-008,0.6045
1.83742e-008,0.6654
1.84108e-008,0.7279
1.84475e-008,0.7894
1.84842e-008,0.8449
1.85209e-008,0.8901
1.85576e-008,0.9228
1.85942e-008,0.9425
1.86309e-008,0.9492
1.86676e-008,0.9438
1.87043e-008,0.9284
1.87409e-008,0.9036
1.87776e-008,0.8683
1.88143e-008,0.8207
1.88509e-008,0.7607
1.88876e-008,0.6906
1.89243e-008,0.6159
1.89610e-008,0.5440
1.89976e-008,0.4823
1.90343e-008,0.4383
1.90710e-008,0.4167
1.91077e-008,0.4167
1.91444e-008,0.4355
1.91810e-008,0.4700
1.92177e-008,0.5165
1.92544e-008,0.5709
1.92911e-008,0.6300
1.93277e-008,0.6919
1.93644e-008,0.7544
1.94011e-008,0.8139
1.94377e-008,0.8653
1.94744e-008,0.9052
1.95111e-008,0.9323
1.95478e-008,0.9464
1.95844e-008,0.9479
1.96211e-008,0.9382
1.96578e-008,0.9190
1.96945e-008,0.8902
1.97312e-008,0.8498
1.97678e-008,0.7968
1.98045e-008,0.7320
1.98412e-008,0.6591
1.98779e-008,0.5845
1.99145e-008,0.5160
1.99512e-008,0.4610
1.99879e-008,0.4263
2.00245e-008,0.4142
2.00612e-008,0.4227
2.00979e-008,0.4485
2.01346e-008,0.4886
2.01712e-008,0.5389
2.02079e-008,0.5955
2.02446e-008,0.6560
2.02813e-008,0.7186
2.03179e-008,0.7807
2.03546e-008,0.8376
2.03913e-008,0.8847
2.04280e-008,0.9194
2.04647e-008,0.9411
2.05013e-008,0.9494
2.05380e-008,0.9455
2.05747e-008,0.9313
2.06114e-008,0.9079
2.06480e-008,0.8741
2.06847e-008,0.8284
2.07214e-008,0.7703
2.07580e-008,0.7017
2.07947e-008,0.6273
2.08314e-008,0.5546
2.08681e-008,0.4909
2.09047e-008,0.4439
2.09414e-008,0.4189
2.09781e-008,0.4157
2.10148e-008,0.4318
2.10515e-008,0.4640
2.10881e-008,0.5089
2.11248e-008,0.5622
2.11615e-008,0.6207
2.11982e-008,0.6822
2.12348e-008,0.7449
2.12715e-008,0.8054
2.13082e-008,0.8586
2.13448e-008,0.9006
2.13815e-008,0.9299
2.14182e-008,0.9459
2.14549e-008,0.9490
2.14915e-008,0.9406
2.15282e-008,0.9226
2.15649e-008,0.8951
2.16016e-008,0.8565
2.16383e-008,0.8054
2.16749e-008,0.7424
2.17116e-008,0.6705
2.17483e-008,0.5958
2.17850e-008,0.5260
2.18216e-008,0.4685
2.18583e-008,0.4304
2.18950e-008,0.4149
2.19316e-008,0.4204
2.19683e-008,0.4437
2.20050e-008,0.4818
2.20417e-008,0.5307
2.20783e-008,0.5865
2.21150e-008,0.6465
2.21517e-008,0.7087
2.21884e-008,0.7710
2.22251e-008,0.8289
2.22617e-008,0.8776
2.22984e-008,0.9142
2.23351e-008,0.9379
2.23718e-008,0.9485
2.24084e-008,0.9466
2.24451e-008,0.9341
2.24818e-008,0.9122
2.25184e-008,0.8803
2.25551e-008,0.8365
2.25918e-008,0.7801
2.26285e-008,0.7126
2.26651e-008,0.6386
2.27018e-008,0.5650
2.27385e-008,0.4994
2.27752e-008,0.4494
2.28119e-008,0.4208
2.28485e-008,0.4146
2.28852e-008,0.4280
2.29219e-008,0.4580
2.29586e-008,0.5013
2.29952e-008,0.5537
2.30319e-008,0.6116
2.30686e-008,0.6728
2.31052e-008,0.7354
2.31419e-008,0.7963
2.31786e-008,0.8507
2.32153e-008,0.8944
2.32519e-008,0.9255
2.32886e-008,0.9435
2.33253e-008,0.9487
2.33620e-008,0.9422
2.33987e-008,0.9258
2.34353e-008,0.9000
2.34720e-008,0.8633
2.35087e-008,0.8142
2.35454e-008,0.7527
2.35820e-008,0.6817
2.36187e-008,0.6068
2.36554e-008,0.5357
2.36920e-008,0.4758
2.37287e-008,0.4344
2.37654e-008,0.4156
2.38021e-008,0.4181
2.38387e-008,0.4390
2.38754e-008,0.4751
2.39121e-008,0.5227
2.39488e-008,0.5777
2.39855e-008,0.6372
2.40221e-008,0.6992
2.40588e-008,0.7616
2.40955e-008,0.8203
2.41322e-008,0.8705
2.41688e-008,0.9089
2.42055e-008,0.9344
2.42422e-008,0.9470
2.42788e-008,0.9471
2.43155e-008,0.9363
2.43522e-008,0.9160
2.43889e-008,0.8860
2.44255e-008,0.8442
2.44622e-008,0.7896
2.44989e-008,0.7235
2.45356e-008,0.6499
2.45723e-008,0.5756
2.46089e-008,0.5082
2.46456e-008,0.4555
2.46823e-008,0.4237
2.47190e-008,0.4143
2.47556e-008,0.4251
2.47923e-008,0.4529
2.48290e-008,0.4943
2.48657e-008,0.5454
2.49023e-008,0.6025
2.49390e-008,0.6632
2.49757e-008,0.7258
2.50123e-008,0.7875
2.50490e-008,0.8435
2.50857e-008,0.8892
2.51224e-008,0.9225
2.51590e-008,0.9426
2.51957e-008,0.9495
2.52324e-008,0.9443
2.52691e-008,0.9289
2.53058e-008,0.9044
2.53424e-008,0.8693
2.53791e-008,0.8221
2.54158e-008,0.7625
2.54525e-008,0.6929
2.54891e-008,0.6183
2.55258e-008,0.5463
2.55625e-008,0.4842
2.55991e-008,0.4396
2.56358e-008,0.4173
2.56725e-008,0.4166
2.57092e-008,0.4348
2.57458e-008,0.4688
2.57825e-008,0.5149
2.58192e-008,0.5690
2.58559e-008,0.6279
2.58926e-008,0.6896
2.59292e-008,0.7522
2.59659e-008,0.8120
2.60026e-008,0.8640
2.60393e-008,0.9045
2.60759e-008,0.9322
2.61126e-008,0.9467
2.61493e-008,0.9484
2.61859e-008,0.9389
2.62226e-008,0.9198
2.62593e-008,0.8911
2.62960e-008,0.8510
2.63326e-008,0.7984
2.63693e-008,0.7341
2.64060e-008,0.6614
2.64427e-008,0.5869
2.64794e-008,0.5181
2.65160e-008,0.4625
2.65527e-008,0.4271
2.65894e-008,0.4142
2.66261e-008,0.4219
2.66627e-008,0.4472
2.66994e-008,0.4869
2.67361e-008,0.5370
2.67727e-008,0.5935
2.68094e-008,0.6539
2.68461e-008,0.7163
2.68828e-008,0.7782
2.69194e-008,0.8351
2.69561e-008,0.8824
2.69928e-008,0.9174
2.70295e-008,0.9395
2.70662e-008,0.9485
2.71028e-008,0.9453
2.71395e-008,0.9318
2.71762e-008,0.9089
2.72129e-008,0.8757
2.72495e-008,0.8304
2.72862e-008,0.7725
2.73229e-008,0.7040
2.73595e-008,0.6295
2.73962e-008,0.5564
2.74329e-008,0.4923
2.74696e-008,0.4447
2.75062e-008,0.4189
2.75429e-008,0.4152
2.75796e-008,0.4308
2.76163e-008,0.4626
2.76530e-008,0.5072
2.76896e-008,0.5604
2.77263e-008,0.6187
2.77630e-008,0.6802
2.77997e-008,0.7427
2.78363e-008,0.8031
2.78730e-008,0.8564
2.79097e-008,0.8986
2.79463e-008,0.9281
2.79830e-008,0.9446
2.80197e-008,0.9483
2.80564e-008,0.9406
2.80930e-008,0.9232
2.81297e-008,0.8962
2.81664e-008,0.8581
2.82031e-008,0.8074
2.82398e-008,0.7446
2.82764e-008,0.6727
2.83131e-008,0.5978
2.83498e-008,0.5275
2.83865e-008,0.4695
2.84231e-008,0.4309
2.84598e-008,0.4149
2.84965e-008,0.4198
2.85331e-008,0.4428
2.85698e-008,0.4805
2.86065e-008,0.5291
2.86432e-008,0.5847
2.86798e-008,0.6445
2.87165e-008,0.7067
2.87532e-008,0.7691
2.87899e-008,0.8274
2.88266e-008,0.8766
2.88632e-008,0.9138
2.88999e-008,0.9379
2.89366e-008,0.9488
2.89733e-008,0.9471
2.90099e-008,0.9346
2.90466e-008,0.9128
2.90833e-008,0.8811
2.91199e-008,0.8377
2.91566e-008,0.7818
2.91933e-008,0.7148
2.92300e-008,0.6410
2.92666e-008,0.5674
2.93033e-008,0.5015
2.93400e-008,0.4509
2.93767e-008,0.4217
2.94133e-008,0.4147
2.94500e-008,0.4275
2.94867e-008,0.4570
2.95234e-008,0.4998
2.95601e-008,0.5518
2.95967e-008,0.6095
2.96334e-008,0.6706
2.96701e-008,0.7332
2.97068e-008,0.7944
2.97434e-008,0.8493
2.97801e-008,0.8935
2.98168e-008,0.9252
2.98534e-008,0.9437
2.98901e-008,0.9492
2.99268e-008,0.9429
2.99635e-008,0.9266
3.00002e-008,0.9009
3.00368e-008,0.8645
3.00735e-008,0.8157
3.01102e-008,0.7547
3.01469e-008,0.6840
3.01835e-008,0.6093
3.02202e-008,0.5379
3.02569e-008,0.4775
3.02935e-008,0.4355
3.03302e-008,0.4158
3.03669e-008,0.4176
3.04036e-008,0.4378
3.04403e-008,0.4735
3.04769e-008,0.5209
3.05136e-008,0.5758
3.05503e-008,0.6352
3.05869e-008,0.6972
3.06236e-008,0.7596
3.06603e-008,0.8187
3.06970e-008,0.8692
3.07336e-008,0.9081
3.07703e-008,0.9342
3.08070e-008,0.9471
3.08437e-008,0.9475
3.08804e-008,0.9369
3.09170e-008,0.9168
3.09537e-008,0.8870
3.09904e-008,0.8455
3.10270e-008,0.7913
3.10637e-008,0.7257
3.11004e-008,0.6523
3.11371e-008,0.5780
3.11738e-008,0.5104
3.12104e-008,0.4570
3.12471e-008,0.4243
3.12838e-008,0.4141
3.13205e-008,0.4242
3.13571e-008,0.4514
3.13938e-008,0.4925
3.14305e-008,0.5435
3.14671e-008,0.6005
3.15038e-008,0.6612
3.15405e-008,0.7237
3.15772e-008,0.7853
3.16139e-008,0.8412
3.16505e-008,0.8870
3.16872e-008,0.9205
3.17239e-008,0.9410
3.17605e-008,0.9485
3.17972e-008,0.9441
3.18339e-008,0.9294
3.18706e-008,0.9055
3.19072e-008,0.8710
3.19439e-008,0.8242
3.19806e-008,0.7648
3.20173e-008,0.6951
3.20540e-008,0.6204
3.20906e-008,0.5479
3.21273e-008,0.4854
3.21640e-008,0.4403
3.22006e-008,0.4174
3.22373e-008,0.4163
3.22740e-008,0.4341
3.23107e-008,0.4676
3.23474e-008,0.5134
3.23840e-008,0.5672
3.24207e-008,0.6259
3.24574e-008,0.6876
3.24941e-008,0.7503
3.25307e-008,0.8104
3.25674e-008,0.8628
3.26041e-008,0.9039
3.26407e-008,0.9320
3.26774e-008,0.9469
3.27141e-008,0.9488
3.27508e-008,0.9394
3.27875e-008,0.9204
3.28241e-008,0.8919
3.28608e-008,0.8522
3.28975e-008,0.8000
3.29341e-008,0.7361
3.29708e-008,0.6638
3.30075e-008,0.5893
3.30442e-008,0.5203
3.30808e-008,0.4642
3.31175e-008,0.4281
3.31542e-008,0.4146
3.31909e-008,0.4217
3.32276e-008,0.4464
3.32642e-008,0.4856
3.33009e-008,0.5353
3.33376e-008,0.5915
3.33742e-008,0.6517
3.34109e-008,0.7141
3.34476e-008,0.7762
3.34843e-008,0.8336
3.35210e-008,0.8813
3.35576e-008,0.9170
3.35943e-008,0.9395
3.36310e-008,0.9489
3.36677e-008,0.9460
3.37043e-008,0.9325
3.37410e-008,0.9097
3.37777e-008,0.8768
3.38143e-008,0.8318
3.38510e-008,0.7744
3.38877e-008,0.7062
3.39244e-008,0.6319
3.39611e-008,0.5588
3.39977e-008,0.4944
3.40344e-008,0.4462
3.40711e-008,0.4197
3.41077e-008,0.4153
3.41444e-008,0.4303
3.41811e-008,0.4616
3.42178e-008,0.5057
3.42545e-008,0.5586
3.42911e-008,0.6167
3.43278e-008,0.6780
3.43645e-008,0.7406
3.44012e-008,0.8013
3.44378e-008,0.8550
3.44745e-008,0.8977
3.45112e-008,0.9278
3.45478e-008,0.9448
3.45845e-008,0.9489
3.46212e-008,0.9413
3.46579e-008,0.9240
3.46946e-008,0.8972
3.47312e-008,0.8593
3.47679e-008,0.8090
3.48046e-008,0.7466
3.48412e-008,0.6750
3.48779e-008,0.6002
3.49146e-008,0.5298
3.49513e-008,0.4713
3.49879e-008,0.4319
3.50246e-008,0.4149
3.50613e-008,0.4192
3.50980e-008,0.4415
3.51347e-008,0.4787
3.51713e-008,0.5271
3.52080e-008,0.5827
3.52447e-008,0.6425
3.52813e-008,0.7046
3.53180e-008,0.7669
3.53547e-008,0.8251
3.53914e-008,0.8744
3.54281e-008,0.9117
3.54647e-008,0.9362
3.55014e-008,0.9476
3.55381e-008,0.9466
3.55748e-008,0.9349
3.56114e-008,0.9138
3.56481e-008,0.8827
3.56848e-008,0.8397
3.57214e-008,0.7841
3.57581e-008,0.7172
3.57948e-008,0.6432
3.58315e-008,0.5693
3.58682e-008,0.5030
3.59048e-008,0.4518
3.59415e-008,0.4219
3.59782e-008,0.4144
3.60148e-008,0.4267
3.60515e-008,0.4558
3.60882e-008,0.4982
3.61249e-008,0.5501
3.61615e-008,0.6077
3.61982e-008,0.6687
3.62349e-008,0.7314
3.62716e-008,0.7928
3.63083e-008,0.8481
3.63449e-008,0.8927
3.63816e-008,0.9249
3.64183e-008,0.9438
3.64549e-008,0.9495
3.64916e-008,0.9433
3.65283e-008,0.9272
3.65650e-008,0.9017
3.66017e-008,0.8656
3.66383e-008,0.8172
3.66750e-008,0.7566
3.67117e-008,0.6863
3.67484e-008,0.6116
3.67850e-008,0.5401
3.68217e-008,0.4794
3.68584e-008,0.4367
3.68950e-008,0.4164
3.69317e-008,0.4176
3.69684e-008,0.4373
3.70051e-008,0.4724
3.70418e-008,0.5193
3.70784e-008,0.5739
3.71151e-008,0.6331
3.71518e-008,0.6950
3.71884e-008,0.7576
3.72251e-008,0.8170
3.72618e-008,0.8681
3.72985e-008,0.9076
3.73351e-008,0.9341
3.73718e-008,0.9475
3.74085e-008,0.9481
3.74452e-008,0.9376
3.74819e-008,0.9176
3.75185e-008,0.8879
3.75552e-008,0.8468
3.75919e-008,0.7931
3.76285e-008,0.7278
3.76652e-008,0.6547
3.77019e-008,0.5805
3.77386e-008,0.5126
3.77753e-008,0.4587
3.78119e-008,0.4253
3.78486e-008,0.4144
3.78853e-008,0.4238
3.79220e-008,0.4505
3.79586e-008,0.4911
3.79953e-008,0.5418
3.80320e-008,0.5986
3.80686e-008,0.6591
3.81053e-008,0.7216
3.81420e-008,0.7833
3.81787e-008,0.8397
3.82154e-008,0.8861
3.82520e-008,0.9201
3.82887e-008,0.9411
3.83254e-008,0.9490
3.83620e-008,0.9447
3.83987e-008,0.9302
3.84354e-008,0.9064
3.84721e-008,0.8721
3.85088e-008,0.8256
3.85454e-008,0.7667
3.85821e-008,0.6974
3.86188e-008,0.6228
3.86555e-008,0.5503
3.86921e-008,0.4874
3.87288e-008,0.4415
3.87655e-008,0.4177
3.88021e-008,0.4158
3.88388e-008,0.4329
3.88755e-008,0.4660
3.89122e-008,0.5115
3.89489e-008,0.5652
3.89855e-008,0.6239
3.90222e-008,0.6856
3.90589e-008,0.7481
3.90955e-008,0.8081
3.91322e-008,0.8606
3.91689e-008,0.9017
3.92056e-008,0.9301
3.92422e-008,0.9455
3.92789e-008,0.9482
3.93156e-008,0.9395
3.93523e-008,0.9212
