.HEADER
..NAMES
Time,V U4.K1
.DATA
0.0e+000,0.3300
3.67e-011,0.3300
7.33e-011,0.3300
1.100e-010,0.3300
1.467e-010,0.3300
1.834e-010,0.3300
2.201e-010,0.3300
2.567e-010,0.3300
2.934e-010,0.3300
3.301e-010,0.3300
3.667e-010,0.3300
4.034e-010,0.3300
4.401e-010,0.3300
4.768e-010,0.3300
5.135e-010,0.3300
5.501e-010,0.3300
5.868e-010,0.3300
6.235e-010,0.3304
6.601e-010,0.3324
6.968e-010,0.3394
7.335e-010,0.3571
7.702e-010,0.3920
8.068e-010,0.4472
8.435e-010,0.5214
8.802e-010,0.6081
9.169e-010,0.7007
9.536e-010,0.7911
9.902e-010,0.8697
1.0269e-009,0.9278
1.0636e-009,0.9628
1.1003e-009,0.9768
1.1369e-009,0.9736
1.1736e-009,0.9600
1.2103e-009,0.9447
1.2469e-009,0.9353
1.2836e-009,0.9364
1.3203e-009,0.9488
1.3570e-009,0.9695
1.3936e-009,0.9930
1.4303e-009,1.0137
1.4670e-009,1.0286
1.5037e-009,1.0374
1.5403e-009,1.0422
1.5770e-009,1.0471
1.6137e-009,1.0546
1.6504e-009,1.0637
1.6871e-009,1.0687
1.7237e-009,1.0586
1.7604e-009,1.0230
1.7971e-009,0.9602
1.8338e-009,0.8740
1.8704e-009,0.7685
1.9071e-009,0.6535
1.9438e-009,0.5466
1.9805e-009,0.4631
2.0171e-009,0.4103
2.0538e-009,0.3913
2.0905e-009,0.4038
2.1272e-009,0.4372
2.1638e-009,0.4773
2.2005e-009,0.5103
2.2372e-009,0.5252
2.2738e-009,0.5172
2.3105e-009,0.4900
2.3472e-009,0.4523
2.3839e-009,0.4147
2.4205e-009,0.3865
2.4572e-009,0.3721
2.4939e-009,0.3693
2.5306e-009,0.3728
2.5672e-009,0.3770
2.6039e-009,0.3766
2.6406e-009,0.3682
2.6773e-009,0.3528
2.7139e-009,0.3342
2.7506e-009,0.3167
2.7873e-009,0.3051
2.8240e-009,0.3030
2.8606e-009,0.3109
2.8973e-009,0.3265
2.9340e-009,0.3447
2.9707e-009,0.3596
3.0073e-009,0.3661
3.0440e-009,0.3620
3.0807e-009,0.3485
3.1174e-009,0.3292
3.1540e-009,0.3100
3.1907e-009,0.2963
3.2274e-009,0.2915
3.2641e-009,0.2960
3.3007e-009,0.3074
3.3374e-009,0.3218
3.3741e-009,0.3350
3.4108e-009,0.3436
3.4475e-009,0.3469
3.4841e-009,0.3476
3.5208e-009,0.3519
3.5575e-009,0.3698
3.5942e-009,0.4089
3.6308e-009,0.4719
3.6675e-009,0.5555
3.7042e-009,0.6516
3.7408e-009,0.7510
3.7775e-009,0.8424
3.8142e-009,0.9145
3.8509e-009,0.9602
3.8875e-009,0.9797
3.9242e-009,0.9777
3.9609e-009,0.9615
3.9976e-009,0.9406
4.0342e-009,0.9250
4.0709e-009,0.9214
4.1076e-009,0.9320
4.1443e-009,0.9543
4.1809e-009,0.9826
4.2176e-009,1.0098
4.2543e-009,1.0304
4.2910e-009,1.0424
4.3276e-009,1.0468
4.3643e-009,1.0475
4.4010e-009,1.0485
4.4377e-009,1.0525
4.4743e-009,1.0605
4.5110e-009,1.0720
4.5477e-009,1.0849
4.5844e-009,1.0960
4.6211e-009,1.1026
4.6577e-009,1.1036
4.6944e-009,1.0988
4.7311e-009,1.0899
4.7678e-009,1.0802
4.8044e-009,1.0730
4.8411e-009,1.0711
4.8778e-009,1.0756
4.9145e-009,1.0856
4.9511e-009,1.0982
