.HEADER
..NAMES
Time,V U5.L2
5.9780e-009,0.9953
6.0147e-009,0.9936
6.0514e-009,0.9928
6.0881e-009,0.9938
6.1247e-009,0.9975
6.1614e-009,1.0040
6.1981e-009,1.0130
6.2348e-009,1.0238
6.2714e-009,1.0354
6.3081e-009,1.0470
6.3448e-009,1.0579
6.3815e-009,1.0677
6.4181e-009,1.0767
6.4548e-009,1.0858
6.4915e-009,1.0951
6.5282e-009,1.1038
6.5648e-009,1.1112
6.6015e-009,1.1158
6.6382e-009,1.1158
6.6749e-009,1.1107
6.7115e-009,1.1019
6.7482e-009,1.0925
6.7849e-009,1.0861
6.8215e-009,1.0855
6.8582e-009,1.0909
6.8949e-009,1.1002
6.9316e-009,1.1097
6.9682e-009,1.1158
7.0049e-009,1.1163
7.0416e-009,1.1113
7.0783e-009,1.1031
7.1149e-009,1.0941
7.1516e-009,1.0864
7.1883e-009,1.0809
7.2250e-009,1.0775
7.2616e-009,1.0759
7.2983e-009,1.0762
7.3350e-009,1.0785
7.3717e-009,1.0825
7.4083e-009,1.0872
7.4450e-009,1.0914
7.4817e-009,1.0936
7.5184e-009,1.0931
7.5550e-009,1.0905
7.5917e-009,1.0878
7.6284e-009,1.0867
7.6651e-009,1.0876
7.7018e-009,1.0897
7.7384e-009,1.0914
7.7751e-009,1.0917
7.8118e-009,1.0904
7.8484e-009,1.0884
7.8851e-009,1.0868
7.9218e-009,1.0866
7.9585e-009,1.0879
7.9952e-009,1.0899
8.0318e-009,1.0913
8.0685e-009,1.0916
8.1052e-009,1.0909
8.1418e-009,1.0901
8.1785e-009,1.0906
8.2152e-009,1.0929
8.2519e-009,1.0962
8.2886e-009,1.0991
8.3252e-009,1.1005
8.3619e-009,1.0998
8.3986e-009,1.0975
8.4352e-009,1.0953
8.4719e-009,1.0944
8.5086e-009,1.0949
8.5453e-009,1.0960
8.5820e-009,1.0963
8.6186e-009,1.0954
8.6553e-009,1.0937
8.6920e-009,1.0922
8.7286e-009,1.0918
8.7653e-009,1.0925
8.8020e-009,1.0939
8.8387e-009,1.0949
8.8754e-009,1.0949
8.9120e-009,1.0942
8.9487e-009,1.0937
8.9854e-009,1.0944
9.0220e-009,1.0965
9.0587e-009,1.0966
9.0954e-009,1.0867
9.1321e-009,1.0548
9.1688e-009,0.9907
9.2054e-009,0.8948
9.2421e-009,0.7767
9.2788e-009,0.6527
9.3154e-009,0.5444
9.3521e-009,0.4695
9.3888e-009,0.4330
9.4255e-009,0.4283
9.4622e-009,0.4426
9.4988e-009,0.4610
9.5355e-009,0.4721
9.5722e-009,0.4707
9.6088e-009,0.4579
9.6455e-009,0.4385
9.6822e-009,0.4194
9.7189e-009,0.4060
9.7556e-009,0.4012
9.7922e-009,0.4046
9.8289e-009,0.4138
9.8656e-009,0.4237
9.9022e-009,0.4295
9.9389e-009,0.4303
9.9756e-009,0.4309
1.00123e-008,0.4436
1.00490e-008,0.4844
1.00856e-008,0.5630
1.01223e-008,0.6743
1.01590e-008,0.7973
1.01956e-008,0.9063
1.02323e-008,0.9792
1.02690e-008,1.0043
1.03057e-008,0.9879
1.03424e-008,0.9515
1.03790e-008,0.9182
1.04157e-008,0.9034
1.04524e-008,0.9115
1.04890e-008,0.9377
1.05257e-008,0.9714
1.05624e-008,1.0022
1.05991e-008,1.0221
1.06358e-008,1.0270
1.06724e-008,1.0180
1.07091e-008,0.9999
1.07458e-008,0.9800
1.07824e-008,0.9659
1.08191e-008,0.9642
1.08558e-008,0.9779
1.08925e-008,1.0047
1.09292e-008,1.0361
1.09658e-008,1.0566
1.10025e-008,1.0461
1.10392e-008,0.9890
1.10758e-008,0.8872
1.11125e-008,0.7578
1.11492e-008,0.6251
1.11859e-008,0.5165
1.12226e-008,0.4524
1.12592e-008,0.4349
1.12959e-008,0.4486
1.13326e-008,0.4726
1.13693e-008,0.4886
1.14059e-008,0.4869
1.14426e-008,0.4690
1.14793e-008,0.4433
1.15159e-008,0.4197
1.15526e-008,0.4062
1.15893e-008,0.4060
1.16260e-008,0.4162
1.16627e-008,0.4312
1.16993e-008,0.4446
1.17360e-008,0.4508
1.17727e-008,0.4461
1.18093e-008,0.4317
1.18460e-008,0.4146
1.18827e-008,0.4089
1.19194e-008,0.4333
1.19561e-008,0.5015
1.19927e-008,0.6121
1.20294e-008,0.7448
1.20661e-008,0.8703
1.21027e-008,0.9615
1.21394e-008,1.0010
1.21761e-008,0.9904
1.22128e-008,0.9506
1.22495e-008,0.9095
1.22861e-008,0.8880
1.23228e-008,0.8947
1.23595e-008,0.9251
1.23961e-008,0.9658
1.24328e-008,1.0027
1.24695e-008,1.0249
1.25062e-008,1.0280
1.25429e-008,1.0145
1.25795e-008,0.9920
1.26162e-008,0.9696
1.26529e-008,0.9558
1.26895e-008,0.9561
1.27262e-008,0.9719
1.27629e-008,1.0005
1.27996e-008,1.0335
1.28363e-008,1.0569
1.28729e-008,1.0514
1.29096e-008,1.0002
1.29463e-008,0.9023
1.29829e-008,0.7735
1.30196e-008,0.6379
1.30563e-008,0.5235
1.30930e-008,0.4538
1.31297e-008,0.4336
1.31663e-008,0.4484
1.32030e-008,0.4758
1.32397e-008,0.4951
1.32763e-008,0.4946
1.33130e-008,0.4751
1.33497e-008,0.4459
1.33864e-008,0.4187
1.34231e-008,0.4030
1.34597e-008,0.4027
1.34964e-008,0.4146
1.35331e-008,0.4321
1.35697e-008,0.4477
1.36064e-008,0.4554
1.36431e-008,0.4515
1.36798e-008,0.4372
1.37165e-008,0.4195
1.37531e-008,0.4117
1.37898e-008,0.4321
1.38265e-008,0.4951
1.38631e-008,0.6013
1.38998e-008,0.7326
1.39365e-008,0.8599
1.39732e-008,0.9560
1.40099e-008,1.0020
1.40465e-008,0.9967
1.40832e-008,0.9590
1.41199e-008,0.9167
1.41565e-008,0.8919
1.41932e-008,0.8949
1.42299e-008,0.9229
1.42666e-008,0.9637
1.43033e-008,1.0026
1.43399e-008,1.0279
1.43766e-008,1.0337
1.44133e-008,1.0212
1.44499e-008,0.9978
1.44866e-008,0.9733
1.45233e-008,0.9565
1.45600e-008,0.9541
1.45967e-008,0.9677
1.46333e-008,0.9940
1.46700e-008,1.0261
1.47067e-008,1.0559
1.47433e-008,1.0770
1.47800e-008,1.0862
1.48167e-008,1.0850
1.48534e-008,1.0787
1.48901e-008,1.0743
1.49267e-008,1.0769
1.49634e-008,1.0876
1.50001e-008,1.1037
1.50368e-008,1.1195
1.50734e-008,1.1282
1.51101e-008,1.1261
1.51468e-008,1.1135
1.51834e-008,1.0953
1.52201e-008,1.0787
1.52568e-008,1.0702
1.52935e-008,1.0729
1.53301e-008,1.0856
1.53668e-008,1.1033
1.54035e-008,1.1191
1.54402e-008,1.1273
1.54769e-008,1.1253
1.55135e-008,1.1145
1.55502e-008,1.0988
1.55869e-008,1.0832
1.56236e-008,1.0723
1.56602e-008,1.0685
1.56969e-008,1.0718
1.57336e-008,1.0805
1.57703e-008,1.0913
1.58069e-008,1.1008
1.58436e-008,1.1062
1.58803e-008,1.1062
1.59169e-008,1.1016
1.59536e-008,1.0945
1.59903e-008,1.0877
1.60270e-008,1.0837
1.60636e-008,1.0838
1.61003e-008,1.0876
1.61370e-008,1.0932
1.61737e-008,1.0981
1.62104e-008,1.1002
1.62470e-008,1.0988
1.62837e-008,1.0944
1.63204e-008,1.0892
1.63571e-008,1.0851
1.63937e-008,1.0839
1.64304e-008,1.0857
1.64671e-008,1.0893
1.65037e-008,1.0929
1.65404e-008,1.0944
1.65771e-008,1.0928
1.66138e-008,1.0882
1.66504e-008,1.0823
1.66871e-008,1.0772
1.67238e-008,1.0748
1.67605e-008,1.0758
1.67972e-008,1.0797
1.68338e-008,1.0851
1.68705e-008,1.0900
1.69072e-008,1.0929
1.69439e-008,1.0935
1.69805e-008,1.0922
1.70172e-008,1.0898
1.70539e-008,1.0871
1.70905e-008,1.0849
1.71272e-008,1.0836
1.71639e-008,1.0837
1.72006e-008,1.0853
1.72372e-008,1.0879
1.72739e-008,1.0909
1.73106e-008,1.0931
1.73473e-008,1.0939
1.73840e-008,1.0934
1.74206e-008,1.0923
1.74573e-008,1.0922
1.74940e-008,1.0921
1.75307e-008,1.0870
1.75673e-008,1.0657
1.76040e-008,1.0153
1.76407e-008,0.9306
1.76773e-008,0.8174
1.77140e-008,0.6900
1.77507e-008,0.5705
1.77874e-008,0.4813
1.78240e-008,0.4335
1.78607e-008,0.4238
1.78974e-008,0.4391
1.79341e-008,0.4622
1.79708e-008,0.4783
1.80074e-008,0.4801
1.80441e-008,0.4681
1.80808e-008,0.4478
1.81175e-008,0.4265
1.81541e-008,0.4106
1.81908e-008,0.4031
1.82275e-008,0.4042
1.82641e-008,0.4119
1.83008e-008,0.4221
1.83375e-008,0.4302
1.83742e-008,0.4338
1.84108e-008,0.4357
1.84475e-008,0.4452
1.84842e-008,0.4777
1.85209e-008,0.5452
1.85576e-008,0.6476
1.85942e-008,0.7681
1.86309e-008,0.8821
1.86676e-008,0.9662
1.87043e-008,1.0045
1.87409e-008,0.9976
1.87776e-008,0.9634
1.88143e-008,0.9261
1.88509e-008,0.9040
1.88876e-008,0.9053
1.89243e-008,0.9278
1.89610e-008,0.9618
1.89976e-008,0.9958
1.90343e-008,1.0202
1.90710e-008,1.0292
1.91077e-008,1.0228
1.91444e-008,1.0055
1.91810e-008,0.9843
1.92177e-008,0.9674
1.92544e-008,0.9620
1.92911e-008,0.9718
1.93277e-008,0.9957
1.93644e-008,1.0262
1.94011e-008,1.0489
1.94377e-008,1.0445
1.94744e-008,0.9955
1.95111e-008,0.9005
1.95478e-008,0.7747
1.95844e-008,0.6411
1.96211e-008,0.5270
1.96578e-008,0.4552
1.96945e-008,0.4309
1.97312e-008,0.4412
1.97678e-008,0.4657
1.98045e-008,0.4851
1.98412e-008,0.4877
1.98779e-008,0.4725
1.99145e-008,0.4467
1.99512e-008,0.4205
1.99879e-008,0.4032
2.00245e-008,0.3999
2.00612e-008,0.4092
2.00979e-008,0.4255
2.01346e-008,0.4419
2.01712e-008,0.4514
2.02079e-008,0.4494
2.02446e-008,0.4359
2.02813e-008,0.4179
2.03179e-008,0.4096
2.03546e-008,0.4304
2.03913e-008,0.4957
2.04280e-008,0.6056
2.04647e-008,0.7408
2.05013e-008,0.8710
2.05380e-008,0.9681
2.05747e-008,1.0128
2.06114e-008,1.0050
2.06480e-008,0.9649
2.06847e-008,0.9211
2.07214e-008,0.8955
2.07580e-008,0.8976
2.07947e-008,0.9244
2.08314e-008,0.9641
2.08681e-008,1.0026
2.09047e-008,1.0286
2.09414e-008,1.0361
2.09781e-008,1.0258
2.10148e-008,1.0037
2.10515e-008,0.9789
2.10881e-008,0.9605
2.11248e-008,0.9558
2.11615e-008,0.9678
2.11982e-008,0.9936
2.12348e-008,1.0258
2.12715e-008,1.0550
2.13082e-008,1.0731
2.13448e-008,1.0767
2.13815e-008,1.0690
2.14182e-008,1.0578
2.14549e-008,1.0519
2.14915e-008,1.0571
2.15282e-008,1.0737
2.15649e-008,1.0961
2.16016e-008,1.1156
2.16383e-008,1.1253
2.16749e-008,1.1221
2.17116e-008,1.1081
2.17483e-008,1.0892
2.17850e-008,1.0725
2.18216e-008,1.0639
2.18583e-008,1.0663
2.18950e-008,1.0784
2.19316e-008,1.0959
2.19683e-008,1.1127
2.20050e-008,1.1233
2.20417e-008,1.1245
2.20783e-008,1.1165
2.21150e-008,1.1024
2.21517e-008,1.0875
2.21884e-008,1.0746
2.22251e-008,1.0611
2.22617e-008,1.0377
2.22984e-008,0.9914
2.23351e-008,0.9155
2.23718e-008,0.8125
2.24084e-008,0.6936
2.24451e-008,0.5786
2.24818e-008,0.4895
2.25184e-008,0.4384
2.25551e-008,0.4247
2.25918e-008,0.4376
2.26285e-008,0.4605
2.26651e-008,0.4785
2.27018e-008,0.4832
2.27385e-008,0.4740
2.27752e-008,0.4551
2.28119e-008,0.4335
2.28485e-008,0.4158
2.28852e-008,0.4058
2.29219e-008,0.4043
2.29586e-008,0.4103
2.29952e-008,0.4200
2.30319e-008,0.4289
2.30686e-008,0.4323
2.31052e-008,0.4271
2.31419e-008,0.4127
2.31786e-008,0.3913
2.32153e-008,0.3682
2.32519e-008,0.3493
2.32886e-008,0.3384
2.33253e-008,0.3357
2.33620e-008,0.3380
2.33987e-008,0.3402
2.34353e-008,0.3374
2.34720e-008,0.3280
2.35087e-008,0.3144
2.35454e-008,0.3020
2.35820e-008,0.2959
2.36187e-008,0.2986
2.36554e-008,0.3086
2.36920e-008,0.3215
2.37287e-008,0.3323
2.37654e-008,0.3370
2.38021e-008,0.3344
2.38387e-008,0.3262
2.38754e-008,0.3160
2.39121e-008,0.3072
2.39488e-008,0.3027
2.39855e-008,0.3037
2.40221e-008,0.3097
2.40588e-008,0.3194
2.40955e-008,0.3303
2.41322e-008,0.3398
2.41688e-008,0.3453
2.42055e-008,0.3452
2.42422e-008,0.3395
2.42788e-008,0.3302
2.43155e-008,0.3207
2.43522e-008,0.3144
2.43889e-008,0.3134
2.44255e-008,0.3175
2.44622e-008,0.3245
2.44989e-008,0.3310
2.45356e-008,0.3345
2.45723e-008,0.3336
2.46089e-008,0.3295
2.46456e-008,0.3243
2.46823e-008,0.3203
2.47190e-008,0.3190
2.47556e-008,0.3207
2.47923e-008,0.3244
2.48290e-008,0.3286
2.48657e-008,0.3318
2.49023e-008,0.3333
2.49390e-008,0.3345
2.49757e-008,0.3395
2.50123e-008,0.3567
2.50490e-008,0.3970
2.50857e-008,0.4670
2.51224e-008,0.5654
2.51590e-008,0.6793
2.51957e-008,0.7896
2.52324e-008,0.8790
2.52691e-008,0.9354
2.53058e-008,0.9570
2.53424e-008,0.9541
2.53791e-008,0.9424
2.54158e-008,0.9344
2.54525e-008,0.9364
2.54891e-008,0.9491
2.55258e-008,0.9680
2.55625e-008,0.9873
2.55991e-008,1.0022
2.56358e-008,1.0098
2.56725e-008,1.0099
2.57092e-008,1.0045
2.57458e-008,0.9971
2.57825e-008,0.9910
2.58192e-008,0.9898
2.58559e-008,0.9953
2.58926e-008,1.0072
2.59292e-008,1.0229
2.59659e-008,1.0394
2.60026e-008,1.0534
2.60393e-008,1.0634
2.60759e-008,1.0695
2.61126e-008,1.0739
2.61493e-008,1.0793
2.61859e-008,1.0872
2.62226e-008,1.0972
2.62593e-008,1.1079
2.62960e-008,1.1163
2.63326e-008,1.1198
2.63693e-008,1.1168
2.64060e-008,1.1083
2.64427e-008,1.0972
2.64794e-008,1.0878
2.65160e-008,1.0836
2.65527e-008,1.0861
2.65894e-008,1.0943
2.66261e-008,1.1050
2.66627e-008,1.1141
2.66994e-008,1.1183
2.67361e-008,1.1166
2.67727e-008,1.1102
2.68094e-008,1.1018
2.68461e-008,1.0942
2.68828e-008,1.0862
2.69194e-008,1.0715
2.69561e-008,1.0386
2.69928e-008,0.9769
2.70295e-008,0.8859
2.70662e-008,0.7733
2.71028e-008,0.6539
2.71395e-008,0.5484
2.71762e-008,0.4747
2.72129e-008,0.4380
2.72495e-008,0.4326
2.72862e-008,0.4461
2.73229e-008,0.4640
2.73595e-008,0.4749
2.73962e-008,0.4741
2.74329e-008,0.4623
2.74696e-008,0.4440
2.75062e-008,0.4252
2.75429e-008,0.4112
2.75796e-008,0.4045
2.76163e-008,0.4058
2.76530e-008,0.4131
2.76896e-008,0.4224
2.77263e-008,0.4288
2.77630e-008,0.4286
2.77997e-008,0.4203
2.78363e-008,0.4051
2.78730e-008,0.3868
2.79097e-008,0.3702
2.79463e-008,0.3589
2.79830e-008,0.3534
2.80197e-008,0.3515
2.80564e-008,0.3496
2.80930e-008,0.3444
2.81297e-008,0.3347
2.81664e-008,0.3218
2.82031e-008,0.3095
2.82398e-008,0.3017
2.82764e-008,0.3010
2.83131e-008,0.3074
2.83498e-008,0.3184
2.83865e-008,0.3299
2.84231e-008,0.3378
2.84598e-008,0.3393
2.84965e-008,0.3341
2.85331e-008,0.3243
2.85698e-008,0.3136
2.86065e-008,0.3057
2.86432e-008,0.3034
2.86798e-008,0.3087
2.87165e-008,0.3240
2.87532e-008,0.3535
2.87899e-008,0.4037
2.88266e-008,0.4784
2.88632e-008,0.5744
2.88999e-008,0.6811
2.89366e-008,0.7816
2.89733e-008,0.8616
2.90099e-008,0.9127
2.90466e-008,0.9347
2.90833e-008,0.9367
2.91199e-008,0.9324
2.91566e-008,0.9320
2.91933e-008,0.9393
2.92300e-008,0.9532
2.92666e-008,0.9692
2.93033e-008,0.9830
2.93400e-008,0.9922
2.93767e-008,0.9963
2.94133e-008,0.9967
2.94500e-008,0.9953
2.94867e-008,0.9941
2.95234e-008,0.9945
2.95601e-008,0.9976
2.95967e-008,1.0042
2.96334e-008,1.0149
2.96701e-008,1.0281
2.97068e-008,1.0374
2.97434e-008,1.0313
2.97801e-008,0.9945
2.98168e-008,0.9194
2.98534e-008,0.8133
2.98901e-008,0.6923
2.99268e-008,0.5778
2.99635e-008,0.4927
3.00002e-008,0.4497
3.00368e-008,0.4442
3.00735e-008,0.4602
3.01102e-008,0.4796
3.01469e-008,0.4885
3.01835e-008,0.4820
3.02202e-008,0.4640
3.02569e-008,0.4427
3.02935e-008,0.4259
3.03302e-008,0.4186
3.03669e-008,0.4207
3.04036e-008,0.4286
3.04403e-008,0.4376
3.04769e-008,0.4438
3.05136e-008,0.4440
3.05503e-008,0.4367
3.05869e-008,0.4223
3.06236e-008,0.4027
3.06603e-008,0.3809
3.06970e-008,0.3611
3.07336e-008,0.3478
3.07703e-008,0.3428
3.08070e-008,0.3445
3.08437e-008,0.3484
3.08804e-008,0.3492
3.09170e-008,0.3430
3.09537e-008,0.3293
3.09904e-008,0.3118
3.10270e-008,0.2972
3.10637e-008,0.2915
3.11004e-008,0.2969
3.11371e-008,0.3108
3.11738e-008,0.3273
3.12104e-008,0.3397
3.12471e-008,0.3436
3.12838e-008,0.3382
3.13205e-008,0.3263
3.13571e-008,0.3130
3.13938e-008,0.3032
3.14305e-008,0.2997
3.14671e-008,0.3033
3.15038e-008,0.3144
3.15405e-008,0.3347
3.15772e-008,0.3700
3.16139e-008,0.4282
3.16505e-008,0.5124
3.16872e-008,0.6170
3.17239e-008,0.7271
3.17605e-008,0.8249
3.17972e-008,0.8965
3.18339e-008,0.9359
3.18706e-008,0.9472
3.19072e-008,0.9436
3.19439e-008,0.9391
3.19806e-008,0.9409
3.20173e-008,0.9500
3.20540e-008,0.9635
3.20906e-008,0.9773
3.21273e-008,0.9887
3.21640e-008,0.9968
3.22006e-008,1.0017
3.22373e-008,1.0037
3.22740e-008,1.0035
3.23107e-008,1.0017
3.23474e-008,0.9998
3.23840e-008,1.0001
3.24207e-008,1.0046
3.24574e-008,1.0139
3.24941e-008,1.0260
3.25307e-008,1.0377
3.25674e-008,1.0460
3.26041e-008,1.0498
3.26407e-008,1.0513
3.26774e-008,1.0543
3.27141e-008,1.0620
3.27508e-008,1.0753
3.27875e-008,1.0917
3.28241e-008,1.1063
3.28608e-008,1.1145
3.28975e-008,1.1142
3.29341e-008,1.1067
3.29708e-008,1.0959
3.30075e-008,1.0859
3.30442e-008,1.0801
3.30808e-008,1.0799
3.31175e-008,1.0850
3.31542e-008,1.0934
3.31909e-008,1.1025
3.32276e-008,1.1096
3.32642e-008,1.1127
3.33009e-008,1.1109
3.33376e-008,1.1045
3.33742e-008,1.0951
3.34109e-008,1.0853
3.34476e-008,1.0781
3.34843e-008,1.0758
3.35210e-008,1.0797
3.35576e-008,1.0885
3.35943e-008,1.0988
3.36310e-008,1.1072
3.36677e-008,1.1107
3.37043e-008,1.1087
3.37410e-008,1.1027
3.37777e-008,1.0963
3.38143e-008,1.0923
3.38510e-008,1.0918
3.38877e-008,1.0939
3.39244e-008,1.0968
3.39611e-008,1.0991
3.39977e-008,1.0998
3.40344e-008,1.0991
3.40711e-008,1.0975
3.41077e-008,1.0956
3.41444e-008,1.0939
3.41811e-008,1.0925
3.42178e-008,1.0917
3.42545e-008,1.0922
3.42911e-008,1.0941
3.43278e-008,1.0976
3.43645e-008,1.1007
3.44012e-008,1.0975
3.44378e-008,1.0782
3.44745e-008,1.0311
3.45112e-008,0.9508
3.45478e-008,0.8431
3.45845e-008,0.7207
3.46212e-008,0.6024
3.46579e-008,0.5091
3.46946e-008,0.4525
3.47312e-008,0.4315
3.47679e-008,0.4362
3.48046e-008,0.4527
3.48412e-008,0.4676
3.48779e-008,0.4723
3.49146e-008,0.4650
3.49513e-008,0.4487
3.49879e-008,0.4294
3.50246e-008,0.4133
3.50613e-008,0.4044
3.50980e-008,0.4039
3.51347e-008,0.4102
3.51713e-008,0.4198
3.52080e-008,0.4276
3.52447e-008,0.4295
3.52813e-008,0.4237
3.53180e-008,0.4112
3.53547e-008,0.3954
3.53914e-008,0.3812
3.54281e-008,0.3721
3.54647e-008,0.3685
3.55014e-008,0.3679
3.55381e-008,0.3665
3.55748e-008,0.3605
3.56114e-008,0.3486
3.56481e-008,0.3329
3.56848e-008,0.3173
3.57214e-008,0.3062
3.57581e-008,0.3022
3.57948e-008,0.3059
3.58315e-008,0.3153
3.58682e-008,0.3273
3.59048e-008,0.3377
3.59415e-008,0.3433
3.59782e-008,0.3420
3.60148e-008,0.3345
3.60515e-008,0.3231
3.60882e-008,0.3118
3.61249e-008,0.3045
3.61615e-008,0.3037
3.61982e-008,0.3098
3.62349e-008,0.3206
3.62716e-008,0.3328
3.63083e-008,0.3425
3.63449e-008,0.3470
3.63816e-008,0.3454
3.64183e-008,0.3393
3.64549e-008,0.3314
3.64916e-008,0.3245
3.65283e-008,0.3208
3.65650e-008,0.3207
3.66017e-008,0.3231
3.66383e-008,0.3263
3.66750e-008,0.3285
3.67117e-008,0.3290
3.67484e-008,0.3277
3.67850e-008,0.3253
3.68217e-008,0.3229
3.68584e-008,0.3214
3.68950e-008,0.3215
3.69317e-008,0.3231
3.69684e-008,0.3258
3.70051e-008,0.3286
3.70418e-008,0.3306
3.70784e-008,0.3310
3.71151e-008,0.3303
3.71518e-008,0.3315
3.71884e-008,0.3414
3.72251e-008,0.3705
3.72618e-008,0.4285
3.72985e-008,0.5174
3.73351e-008,0.6290
3.73718e-008,0.7447
3.74085e-008,0.8452
3.74452e-008,0.9156
3.74819e-008,0.9500
3.75185e-008,0.9547
3.75552e-008,0.9450
3.75919e-008,0.9354
3.76285e-008,0.9344
3.76652e-008,0.9440
3.77019e-008,0.9612
3.77386e-008,0.9802
3.77753e-008,0.9962
3.78119e-008,1.0060
3.78486e-008,1.0087
3.78853e-008,1.0056
3.79220e-008,0.9994
3.79586e-008,0.9932
3.79953e-008,0.9904
3.80320e-008,0.9933
3.80686e-008,1.0024
3.81053e-008,1.0161
3.81420e-008,1.0308
3.81787e-008,1.0427
3.82154e-008,1.0496
3.82520e-008,1.0517
3.82887e-008,1.0522
3.83254e-008,1.0550
3.83620e-008,1.0630
3.83987e-008,1.0765
3.84354e-008,1.0926
3.84721e-008,1.1068
3.85088e-008,1.1148
3.85454e-008,1.1148
3.85821e-008,1.1078
3.86188e-008,1.0968
3.86555e-008,1.0860
3.86921e-008,1.0793
3.87288e-008,1.0788
3.87655e-008,1.0845
3.88021e-008,1.0944
3.88388e-008,1.1049
3.88755e-008,1.1127
3.89122e-008,1.1152
3.89489e-008,1.1116
3.89855e-008,1.1033
3.90222e-008,1.0928
3.90589e-008,1.0832
3.90955e-008,1.0772
3.91322e-008,1.0761
3.91689e-008,1.0796
3.92056e-008,1.0860
3.92422e-008,1.0927
3.92789e-008,1.0973
3.93156e-008,1.0986
3.93523e-008,1.0969
3.93890e-008,1.0935
