.HEADER
..NAMES
Time,V U4.K9
1.22861e-008,0.9605
1.23228e-008,0.9712
1.23595e-008,0.9605
1.23961e-008,0.9418
1.24328e-008,0.9265
1.24695e-008,0.9218
1.25062e-008,0.9297
1.25429e-008,0.9470
1.25795e-008,0.9677
1.26162e-008,0.9855
1.26529e-008,0.9956
1.26895e-008,0.9971
1.27262e-008,0.9936
1.27629e-008,0.9909
1.27996e-008,0.9947
1.28363e-008,1.0077
1.28729e-008,1.0290
1.29096e-008,1.0545
1.29463e-008,1.0780
1.29829e-008,1.0938
1.30196e-008,1.0990
1.30563e-008,1.0943
1.30930e-008,1.0838
1.31297e-008,1.0723
1.31663e-008,1.0649
1.32030e-008,1.0648
1.32397e-008,1.0727
1.32763e-008,1.0857
1.33130e-008,1.0985
1.33497e-008,1.1065
1.33864e-008,1.1074
1.34231e-008,1.1023
1.34597e-008,1.0942
1.34964e-008,1.0868
1.35331e-008,1.0827
1.35697e-008,1.0834
1.36064e-008,1.0885
1.36431e-008,1.0961
1.36798e-008,1.1032
1.37165e-008,1.1070
1.37531e-008,1.1061
1.37898e-008,1.1009
1.38265e-008,1.0933
1.38631e-008,1.0860
1.38998e-008,1.0813
1.39365e-008,1.0800
1.39732e-008,1.0819
1.40099e-008,1.0855
1.40465e-008,1.0895
1.40832e-008,1.0922
1.41199e-008,1.0926
1.41565e-008,1.0910
1.41932e-008,1.0882
1.42299e-008,1.0857
1.42666e-008,1.0847
1.43033e-008,1.0856
1.43399e-008,1.0881
1.43766e-008,1.0909
1.44133e-008,1.0928
1.44499e-008,1.0929
1.44866e-008,1.0914
1.45233e-008,1.0889
1.45600e-008,1.0863
1.45967e-008,1.0844
1.46333e-008,1.0839
1.46700e-008,1.0847
1.47067e-008,1.0864
1.47433e-008,1.0883
1.47800e-008,1.0896
1.48167e-008,1.0898
1.48534e-008,1.0888
1.48901e-008,1.0873
1.49267e-008,1.0860
1.49634e-008,1.0853
1.50001e-008,1.0855
1.50368e-008,1.0863
1.50734e-008,1.0875
1.51101e-008,1.0885
1.51468e-008,1.0890
1.51834e-008,1.0887
1.52201e-008,1.0877
1.52568e-008,1.0866
1.52935e-008,1.0857
1.53301e-008,1.0854
1.53668e-008,1.0859
1.54035e-008,1.0869
1.54402e-008,1.0880
1.54769e-008,1.0887
1.55135e-008,1.0888
1.55502e-008,1.0883
1.55869e-008,1.0875
1.56236e-008,1.0867
1.56602e-008,1.0862
1.56969e-008,1.0862
1.57336e-008,1.0867
1.57703e-008,1.0875
1.58069e-008,1.0883
1.58436e-008,1.0887
1.58803e-008,1.0886
1.59169e-008,1.0880
1.59536e-008,1.0873
1.59903e-008,1.0866
1.60270e-008,1.0863
1.60636e-008,1.0864
1.61003e-008,1.0869
1.61370e-008,1.0876
1.61737e-008,1.0881
1.62104e-008,1.0884
1.62470e-008,1.0883
1.62837e-008,1.0879
1.63204e-008,1.0874
1.63571e-008,1.0869
1.63937e-008,1.0867
1.64304e-008,1.0868
1.64671e-008,1.0872
1.65037e-008,1.0877
1.65404e-008,1.0881
1.65771e-008,1.0882
1.66138e-008,1.0881
1.66504e-008,1.0877
1.66871e-008,1.0873
1.67238e-008,1.0870
1.67605e-008,1.0869
1.67972e-008,1.0871
1.68338e-008,1.0874
1.68705e-008,1.0878
1.69072e-008,1.0880
1.69439e-008,1.0881
1.69805e-008,1.0879
1.70172e-008,1.0876
1.70539e-008,1.0874
1.70905e-008,1.0872
1.71272e-008,1.0871
1.71639e-008,1.0873
1.72006e-008,1.0875
1.72372e-008,1.0877
1.72739e-008,1.0879
1.73106e-008,1.0879
1.73473e-008,1.0878
1.73840e-008,1.0876
1.74206e-008,1.0874
1.74573e-008,1.0874
1.74940e-008,1.0878
1.75307e-008,1.0890
1.75673e-008,1.0906
1.76040e-008,1.0904
1.76407e-008,1.0832
1.76773e-008,1.0608
1.77140e-008,1.0171
1.77507e-008,0.9514
1.77874e-008,0.8669
1.78240e-008,0.7690
1.78607e-008,0.6679
1.78974e-008,0.5773
1.79341e-008,0.5089
1.79708e-008,0.4668
1.80074e-008,0.4491
1.80441e-008,0.4492
1.80808e-008,0.4580
1.81175e-008,0.4666
1.81541e-008,0.4694
1.81908e-008,0.4646
1.82275e-008,0.4535
1.82641e-008,0.4398
1.83008e-008,0.4278
1.83375e-008,0.4200
1.83742e-008,0.4163
1.84108e-008,0.4142
1.84475e-008,0.4107
1.84842e-008,0.4044
1.85209e-008,0.3982
1.85576e-008,0.4000
1.85942e-008,0.4208
1.86309e-008,0.4684
1.86676e-008,0.5427
1.87043e-008,0.6356
1.87409e-008,0.7370
1.87776e-008,0.8344
1.88143e-008,0.9124
1.88509e-008,0.9587
1.88876e-008,0.9726
1.89243e-008,0.9640
1.89610e-008,0.9460
1.89976e-008,0.9300
1.90343e-008,0.9236
1.90710e-008,0.9296
1.91077e-008,0.9455
1.91444e-008,0.9657
1.91810e-008,0.9837
1.92177e-008,0.9947
1.92544e-008,0.9975
1.92911e-008,0.9949
1.93277e-008,0.9926
1.93644e-008,0.9958
1.94011e-008,1.0077
1.94377e-008,1.0278
1.94744e-008,1.0523
1.95111e-008,1.0757
1.95478e-008,1.0920
1.95844e-008,1.0982
1.96211e-008,1.0947
1.96578e-008,1.0852
1.96945e-008,1.0742
1.97312e-008,1.0666
1.97678e-008,1.0659
1.98045e-008,1.0728
1.98412e-008,1.0850
1.98779e-008,1.0976
1.99145e-008,1.1059
1.99512e-008,1.1074
1.99879e-008,1.1030
2.00245e-008,1.0953
2.00612e-008,1.0880
2.00979e-008,1.0837
2.01346e-008,1.0839
2.01712e-008,1.0884
2.02079e-008,1.0956
2.02446e-008,1.1028
2.02813e-008,1.1073
2.03179e-008,1.1077
2.03546e-008,1.1044
2.03913e-008,1.0984
2.04280e-008,1.0885
2.04647e-008,1.0702
2.05013e-008,1.0363
2.05380e-008,0.9828
2.05747e-008,0.9106
2.06114e-008,0.8230
2.06480e-008,0.7253
2.06847e-008,0.6283
2.07214e-008,0.5463
2.07580e-008,0.4886
2.07947e-008,0.4570
2.08314e-008,0.4478
2.08681e-008,0.4534
2.09047e-008,0.4645
2.09414e-008,0.4727
2.09781e-008,0.4732
2.10148e-008,0.4649
2.10515e-008,0.4506
2.10881e-008,0.4351
2.11248e-008,0.4227
2.11615e-008,0.4156
2.11982e-008,0.4127
2.12348e-008,0.4109
2.12715e-008,0.4066
2.13082e-008,0.3971
2.13448e-008,0.3815
2.13815e-008,0.3618
2.14182e-008,0.3421
2.14549e-008,0.3273
2.14915e-008,0.3204
2.15282e-008,0.3218
2.15649e-008,0.3294
2.16016e-008,0.3396
2.16383e-008,0.3479
2.16749e-008,0.3506
2.17116e-008,0.3460
2.17483e-008,0.3358
2.17850e-008,0.3239
2.18216e-008,0.3142
2.18583e-008,0.3095
2.18950e-008,0.3104
2.19316e-008,0.3155
2.19683e-008,0.3224
2.20050e-008,0.3281
2.20417e-008,0.3304
2.20783e-008,0.3285
2.21150e-008,0.3234
2.21517e-008,0.3173
2.21884e-008,0.3128
2.22251e-008,0.3117
2.22617e-008,0.3145
2.22984e-008,0.3202
2.23351e-008,0.3269
2.23718e-008,0.3325
2.24084e-008,0.3355
2.24451e-008,0.3355
2.24818e-008,0.3330
2.25184e-008,0.3292
2.25551e-008,0.3258
2.25918e-008,0.3240
2.26285e-008,0.3242
2.26651e-008,0.3261
2.27018e-008,0.3285
2.27385e-008,0.3302
2.27752e-008,0.3304
2.28119e-008,0.3291
2.28485e-008,0.3269
2.28852e-008,0.3247
2.29219e-008,0.3236
2.29586e-008,0.3238
2.29952e-008,0.3253
2.30319e-008,0.3276
2.30686e-008,0.3297
2.31052e-008,0.3311
2.31419e-008,0.3319
2.31786e-008,0.3337
2.32153e-008,0.3410
2.32519e-008,0.3606
2.32886e-008,0.3988
2.33253e-008,0.4582
2.33620e-008,0.5357
2.33987e-008,0.6239
2.34353e-008,0.7146
2.34720e-008,0.7988
2.35087e-008,0.8664
2.35454e-008,0.9108
2.35820e-008,0.9332
2.36187e-008,0.9408
2.36554e-008,0.9414
2.36920e-008,0.9413
2.37287e-008,0.9443
2.37654e-008,0.9519
2.38021e-008,0.9631
2.38387e-008,0.9751
2.38754e-008,0.9853
2.39121e-008,0.9919
2.39488e-008,0.9953
2.39855e-008,0.9980
2.40221e-008,1.0031
2.40588e-008,1.0128
2.40955e-008,1.0280
2.41322e-008,1.0471
2.41688e-008,1.0647
2.42055e-008,1.0704
2.42422e-008,1.0521
2.42788e-008,1.0028
2.43155e-008,0.9258
2.43522e-008,0.8290
2.43889e-008,0.7214
2.44255e-008,0.6161
2.44622e-008,0.5306
2.44989e-008,0.4764
2.45356e-008,0.4531
2.45723e-008,0.4522
2.46089e-008,0.4627
2.46456e-008,0.4744
2.46823e-008,0.4799
2.47190e-008,0.4765
2.47556e-008,0.4655
2.47923e-008,0.4508
2.48290e-008,0.4374
2.48657e-008,0.4294
2.49023e-008,0.4275
2.49390e-008,0.4291
2.49757e-008,0.4291
2.50123e-008,0.4232
2.50490e-008,0.4105
2.50857e-008,0.3950
2.51224e-008,0.3865
2.51590e-008,0.3982
2.51957e-008,0.4401
2.52324e-008,0.5128
2.52691e-008,0.6075
2.53058e-008,0.7128
2.53424e-008,0.8157
2.53791e-008,0.8998
2.54158e-008,0.9511
2.54525e-008,0.9680
2.54891e-008,0.9608
2.55258e-008,0.9437
2.55625e-008,0.9288
2.55991e-008,0.9240
2.56358e-008,0.9314
2.56725e-008,0.9479
2.57092e-008,0.9678
2.57458e-008,0.9848
2.57825e-008,0.9944
2.58192e-008,0.9954
2.58559e-008,0.9911
2.58926e-008,0.9873
2.59292e-008,0.9900
2.59659e-008,1.0023
2.60026e-008,1.0236
2.60393e-008,1.0497
2.60759e-008,1.0745
2.61126e-008,1.0921
2.61493e-008,1.0989
2.61859e-008,1.0958
2.62226e-008,1.0861
2.62593e-008,1.0747
2.62960e-008,1.0663
2.63326e-008,1.0648
2.63693e-008,1.0711
2.64060e-008,1.0831
2.64427e-008,1.0958
2.64794e-008,1.1045
2.65160e-008,1.1064
2.65527e-008,1.1023
2.65894e-008,1.0949
2.66261e-008,1.0879
2.66627e-008,1.0839
2.66994e-008,1.0841
2.67361e-008,1.0885
2.67727e-008,1.0954
2.68094e-008,1.1024
2.68461e-008,1.1069
2.68828e-008,1.1075
2.69194e-008,1.1045
2.69561e-008,1.0988
2.69928e-008,1.0893
2.70295e-008,1.0715
2.70662e-008,1.0381
2.71028e-008,0.9848
2.71395e-008,0.9127
2.71762e-008,0.8249
2.72129e-008,0.7270
2.72495e-008,0.6298
2.72862e-008,0.5474
2.73229e-008,0.4895
2.73595e-008,0.4577
2.73962e-008,0.4482
2.74329e-008,0.4536
2.74696e-008,0.4646
2.75062e-008,0.4727
2.75429e-008,0.4731
2.75796e-008,0.4648
2.76163e-008,0.4505
2.76530e-008,0.4350
2.76896e-008,0.4227
2.77263e-008,0.4157
2.77630e-008,0.4130
2.77997e-008,0.4113
2.78363e-008,0.4069
2.78730e-008,0.3973
2.79097e-008,0.3817
2.79463e-008,0.3618
2.79830e-008,0.3420
2.80197e-008,0.3271
2.80564e-008,0.3202
2.80930e-008,0.3216
2.81297e-008,0.3293
2.81664e-008,0.3396
2.82031e-008,0.3479
2.82398e-008,0.3506
2.82764e-008,0.3459
2.83131e-008,0.3357
2.83498e-008,0.3237
2.83865e-008,0.3140
2.84231e-008,0.3092
2.84598e-008,0.3101
2.84965e-008,0.3153
2.85331e-008,0.3222
2.85698e-008,0.3280
2.86065e-008,0.3303
2.86432e-008,0.3284
2.86798e-008,0.3233
2.87165e-008,0.3171
2.87532e-008,0.3126
2.87899e-008,0.3115
2.88266e-008,0.3142
2.88632e-008,0.3200
2.88999e-008,0.3267
2.89366e-008,0.3323
2.89733e-008,0.3354
2.90099e-008,0.3354
2.90466e-008,0.3328
2.90833e-008,0.3290
2.91199e-008,0.3255
2.91566e-008,0.3238
2.91933e-008,0.3241
2.92300e-008,0.3259
2.92666e-008,0.3283
2.93033e-008,0.3301
2.93400e-008,0.3303
2.93767e-008,0.3290
2.94133e-008,0.3267
2.94500e-008,0.3245
2.94867e-008,0.3234
2.95234e-008,0.3236
2.95601e-008,0.3252
2.95967e-008,0.3274
2.96334e-008,0.3296
2.96701e-008,0.3310
2.97068e-008,0.3317
2.97434e-008,0.3334
2.97801e-008,0.3404
2.98168e-008,0.3596
2.98534e-008,0.3972
2.98901e-008,0.4560
2.99268e-008,0.5331
2.99635e-008,0.6212
3.00002e-008,0.7120
3.00368e-008,0.7965
3.00735e-008,0.8647
3.01102e-008,0.9098
3.01469e-008,0.9327
3.01835e-008,0.9406
3.02202e-008,0.9414
3.02569e-008,0.9411
3.02935e-008,0.9440
3.03302e-008,0.9515
3.03669e-008,0.9626
3.04036e-008,0.9747
3.04403e-008,0.9849
3.04769e-008,0.9916
3.05136e-008,0.9951
3.05503e-008,0.9978
3.05869e-008,1.0028
3.06236e-008,1.0124
3.06603e-008,1.0274
3.06970e-008,1.0465
3.07336e-008,1.0642
3.07703e-008,1.0706
3.08070e-008,1.0532
3.08437e-008,1.0050
3.08804e-008,0.9287
3.09170e-008,0.8325
3.09537e-008,0.7251
3.09904e-008,0.6196
3.10270e-008,0.5332
3.10637e-008,0.4779
3.11004e-008,0.4536
3.11371e-008,0.4520
3.11738e-008,0.4622
3.12104e-008,0.4740
3.12471e-008,0.4798
3.12838e-008,0.4767
3.13205e-008,0.4659
3.13571e-008,0.4513
3.13938e-008,0.4378
3.14305e-008,0.4296
3.14671e-008,0.4275
3.15038e-008,0.4290
3.15405e-008,0.4292
3.15772e-008,0.4235
3.16139e-008,0.4100
3.16505e-008,0.3890
3.16872e-008,0.3640
3.17239e-008,0.3403
3.17605e-008,0.3234
3.17972e-008,0.3163
3.18339e-008,0.3188
3.18706e-008,0.3279
3.19072e-008,0.3394
3.19439e-008,0.3487
3.19806e-008,0.3518
3.20173e-008,0.3472
3.20540e-008,0.3365
3.20906e-008,0.3244
3.21273e-008,0.3150
3.21640e-008,0.3112
3.22006e-008,0.3130
3.22373e-008,0.3183
3.22740e-008,0.3245
3.23107e-008,0.3291
3.23474e-008,0.3304
3.23840e-008,0.3279
3.24207e-008,0.3224
3.24574e-008,0.3163
3.24941e-008,0.3120
3.25307e-008,0.3112
3.25674e-008,0.3143
3.26041e-008,0.3200
3.26407e-008,0.3264
3.26774e-008,0.3316
3.27141e-008,0.3343
3.27508e-008,0.3345
3.27875e-008,0.3326
3.28241e-008,0.3295
3.28608e-008,0.3266
3.28975e-008,0.3250
3.29341e-008,0.3251
3.29708e-008,0.3264
3.30075e-008,0.3281
3.30442e-008,0.3292
3.30808e-008,0.3291
3.31175e-008,0.3277
3.31542e-008,0.3258
3.31909e-008,0.3243
3.32276e-008,0.3238
3.32642e-008,0.3245
3.33009e-008,0.3260
3.33376e-008,0.3279
3.33742e-008,0.3294
3.34109e-008,0.3303
3.34476e-008,0.3306
3.34843e-008,0.3316
3.35210e-008,0.3367
3.35576e-008,0.3520
3.35943e-008,0.3841
3.36310e-008,0.4369
3.36677e-008,0.5092
3.37043e-008,0.5944
3.37410e-008,0.6847
3.37777e-008,0.7715
3.38143e-008,0.8454
3.38510e-008,0.8979
3.38877e-008,0.9275
3.39244e-008,0.9396
3.39611e-008,0.9423
3.39977e-008,0.9420
3.40344e-008,0.9436
3.40711e-008,0.9493
3.41077e-008,0.9590
3.41444e-008,0.9706
3.41811e-008,0.9814
3.42178e-008,0.9893
3.42545e-008,0.9939
3.42911e-008,0.9969
3.43278e-008,1.0010
3.43645e-008,1.0086
3.44012e-008,1.0209
3.44378e-008,1.0373
3.44745e-008,1.0553
3.45112e-008,1.0716
3.45478e-008,1.0831
3.45845e-008,1.0879
3.46212e-008,1.0866
3.46579e-008,1.0813
3.46946e-008,1.0753
3.47312e-008,1.0712
3.47679e-008,1.0713
3.48046e-008,1.0760
3.48412e-008,1.0843
3.48779e-008,1.0932
3.49146e-008,1.0997
3.49513e-008,1.1021
3.49879e-008,1.1007
3.50246e-008,1.0970
3.50613e-008,1.0930
3.50980e-008,1.0903
3.51347e-008,1.0899
3.51713e-008,1.0919
3.52080e-008,1.0957
3.52447e-008,1.0997
3.52813e-008,1.1025
3.53180e-008,1.1031
3.53547e-008,1.1017
3.53914e-008,1.0988
3.54281e-008,1.0927
3.54647e-008,1.0785
3.55014e-008,1.0489
3.55381e-008,0.9988
3.55748e-008,0.9287
3.56114e-008,0.8423
3.56481e-008,0.7447
3.56848e-008,0.6460
3.57214e-008,0.5604
3.57581e-008,0.4983
3.57948e-008,0.4625
3.58315e-008,0.4496
3.58682e-008,0.4526
3.59048e-008,0.4624
3.59415e-008,0.4706
3.59782e-008,0.4720
3.60148e-008,0.4652
3.60515e-008,0.4524
3.60882e-008,0.4377
3.61249e-008,0.4255
3.61615e-008,0.4180
3.61982e-008,0.4146
3.62349e-008,0.4124
3.62716e-008,0.4082
3.63083e-008,0.3990
3.63449e-008,0.3841
3.63816e-008,0.3649
3.64183e-008,0.3452
3.64549e-008,0.3298
3.64916e-008,0.3218
3.65283e-008,0.3219
3.65650e-008,0.3283
3.66017e-008,0.3379
3.66383e-008,0.3463
3.66750e-008,0.3498
3.67117e-008,0.3465
3.67484e-008,0.3373
3.67850e-008,0.3259
3.68217e-008,0.3160
3.68584e-008,0.3106
3.68950e-008,0.3106
3.69317e-008,0.3149
3.69684e-008,0.3211
3.70051e-008,0.3268
3.70418e-008,0.3296
3.70784e-008,0.3285
3.71151e-008,0.3241
3.71518e-008,0.3184
3.71884e-008,0.3138
3.72251e-008,0.3122
3.72618e-008,0.3142
3.72985e-008,0.3192
3.73351e-008,0.3255
3.73718e-008,0.3311
3.74085e-008,0.3345
3.74452e-008,0.3351
3.74819e-008,0.3332
3.75185e-008,0.3299
3.75552e-008,0.3267
3.75919e-008,0.3247
3.76285e-008,0.3245
3.76652e-008,0.3259
3.77019e-008,0.3279
3.77386e-008,0.3296
3.77753e-008,0.3300
3.78119e-008,0.3290
3.78486e-008,0.3270
3.78853e-008,0.3250
3.79220e-008,0.3239
3.79586e-008,0.3240
3.79953e-008,0.3252
3.80320e-008,0.3272
3.80686e-008,0.3292
3.81053e-008,0.3306
3.81420e-008,0.3309
3.81787e-008,0.3301
3.82154e-008,0.3287
3.82520e-008,0.3272
3.82887e-008,0.3262
3.83254e-008,0.3261
3.83620e-008,0.3268
3.83987e-008,0.3278
3.84354e-008,0.3287
3.84721e-008,0.3292
3.85088e-008,0.3292
3.85454e-008,0.3286
3.85821e-008,0.3279
3.86188e-008,0.3272
3.86555e-008,0.3270
3.86921e-008,0.3272
3.87288e-008,0.3279
3.87655e-008,0.3286
3.88021e-008,0.3291
3.88388e-008,0.3291
3.88755e-008,0.3287
3.89122e-008,0.3280
3.89489e-008,0.3273
3.89855e-008,0.3269
3.90222e-008,0.3269
3.90589e-008,0.3274
3.90955e-008,0.3288
3.91322e-008,0.3330
3.91689e-008,0.3442
3.92056e-008,0.3686
3.92422e-008,0.4116
3.92789e-008,0.4749
3.93156e-008,0.5545
3.93523e-008,0.6432
3.93890e-008,0.7331
