.HEADER
..NAMES
Time,V U2.M3
1.71272e-008,0.7467
1.71639e-008,0.6497
1.72006e-008,0.5611
1.72372e-008,0.4891
1.72739e-008,0.4385
1.73106e-008,0.4090
1.73473e-008,0.3964
1.73840e-008,0.3938
1.74206e-008,0.3944
1.74573e-008,0.3929
1.74940e-008,0.3870
1.75307e-008,0.3775
1.75673e-008,0.3667
1.76040e-008,0.3574
1.76407e-008,0.3514
1.76773e-008,0.3491
1.77140e-008,0.3493
1.77507e-008,0.3497
1.77874e-008,0.3487
1.78240e-008,0.3452
1.78607e-008,0.3398
1.78974e-008,0.3339
1.79341e-008,0.3295
1.79708e-008,0.3279
1.80074e-008,0.3294
1.80441e-008,0.3329
1.80808e-008,0.3366
1.81175e-008,0.3387
1.81541e-008,0.3381
1.81908e-008,0.3347
1.82275e-008,0.3294
1.82641e-008,0.3239
1.83008e-008,0.3198
1.83375e-008,0.3179
1.83742e-008,0.3183
1.84108e-008,0.3200
1.84475e-008,0.3219
1.84842e-008,0.3230
1.85209e-008,0.3228
1.85576e-008,0.3213
1.85942e-008,0.3194
1.86309e-008,0.3183
1.86676e-008,0.3192
1.87043e-008,0.3243
1.87409e-008,0.3364
1.87776e-008,0.3592
1.88143e-008,0.3962
1.88509e-008,0.4499
1.88876e-008,0.5202
1.89243e-008,0.6037
1.89610e-008,0.6940
1.89976e-008,0.7824
1.90343e-008,0.8607
1.90710e-008,0.9225
1.91077e-008,0.9655
1.91444e-008,0.9908
1.91810e-008,1.0031
1.92177e-008,1.0085
1.92544e-008,1.0125
1.92911e-008,1.0188
1.93277e-008,1.0285
1.93644e-008,1.0404
1.94011e-008,1.0520
1.94377e-008,1.0609
1.94744e-008,1.0661
1.95111e-008,1.0677
1.95478e-008,1.0673
1.95844e-008,1.0671
1.96211e-008,1.0689
1.96578e-008,1.0731
1.96945e-008,1.0791
1.97312e-008,1.0851
1.97678e-008,1.0893
1.98045e-008,1.0905
1.98412e-008,1.0889
1.98779e-008,1.0855
1.99145e-008,1.0822
1.99512e-008,1.0809
1.99879e-008,1.0823
2.00245e-008,1.0863
2.00612e-008,1.0917
2.00979e-008,1.0968
2.01346e-008,1.1003
2.01712e-008,1.1014
2.02079e-008,1.1005
2.02446e-008,1.0985
2.02813e-008,1.0966
2.03179e-008,1.0959
2.03546e-008,1.0966
2.03913e-008,1.0984
2.04280e-008,1.1005
2.04647e-008,1.1020
2.05013e-008,1.1021
2.05380e-008,1.1008
2.05747e-008,1.0982
2.06114e-008,1.0950
2.06480e-008,1.0920
2.06847e-008,1.0898
2.07214e-008,1.0884
2.07580e-008,1.0879
2.07947e-008,1.0879
2.08314e-008,1.0879
2.08681e-008,1.0878
2.09047e-008,1.0875
2.09414e-008,1.0871
2.09781e-008,1.0870
2.10148e-008,1.0873
2.10515e-008,1.0880
2.10881e-008,1.0887
2.11248e-008,1.0894
2.11615e-008,1.0896
2.11982e-008,1.0895
2.12348e-008,1.0889
2.12715e-008,1.0883
2.13082e-008,1.0878
2.13448e-008,1.0876
2.13815e-008,1.0878
2.14182e-008,1.0881
2.14549e-008,1.0885
2.14915e-008,1.0887
2.15282e-008,1.0888
2.15649e-008,1.0886
2.16016e-008,1.0883
2.16383e-008,1.0881
2.16749e-008,1.0881
2.17116e-008,1.0882
2.17483e-008,1.0884
2.17850e-008,1.0885
2.18216e-008,1.0886
2.18583e-008,1.0885
2.18950e-008,1.0882
2.19316e-008,1.0879
2.19683e-008,1.0877
2.20050e-008,1.0876
2.20417e-008,1.0878
2.20783e-008,1.0880
2.21150e-008,1.0883
2.21517e-008,1.0885
2.21884e-008,1.0886
2.22251e-008,1.0885
2.22617e-008,1.0882
2.22984e-008,1.0881
2.23351e-008,1.0880
2.23718e-008,1.0883
2.24084e-008,1.0890
2.24451e-008,1.0899
2.24818e-008,1.0902
2.25184e-008,1.0881
2.25551e-008,1.0799
2.25918e-008,1.0608
2.26285e-008,1.0262
2.26651e-008,0.9725
2.27018e-008,0.8993
2.27385e-008,0.8103
2.27752e-008,0.7131
2.28119e-008,0.6173
2.28485e-008,0.5328
2.28852e-008,0.4669
2.29219e-008,0.4231
2.29586e-008,0.3996
2.29952e-008,0.3913
2.30319e-008,0.3912
2.30686e-008,0.3927
2.31052e-008,0.3910
2.31419e-008,0.3846
2.31786e-008,0.3748
2.32153e-008,0.3640
2.32519e-008,0.3551
2.32886e-008,0.3497
2.33253e-008,0.3482
2.33620e-008,0.3497
2.33987e-008,0.3537
2.34353e-008,0.3617
2.34720e-008,0.3774
2.35087e-008,0.4064
2.35454e-008,0.4537
2.35820e-008,0.5215
2.36187e-008,0.6076
2.36554e-008,0.7045
2.36920e-008,0.8011
2.37287e-008,0.8861
2.37654e-008,0.9506
2.38021e-008,0.9909
2.38387e-008,1.0092
2.38754e-008,1.0119
2.39121e-008,1.0081
2.39488e-008,1.0054
2.39855e-008,1.0084
2.40221e-008,1.0179
2.40588e-008,1.0315
2.40955e-008,1.0450
2.41322e-008,1.0546
2.41688e-008,1.0586
2.42055e-008,1.0578
2.42422e-008,1.0546
2.42788e-008,1.0523
2.43155e-008,1.0536
2.43522e-008,1.0594
2.43889e-008,1.0684
2.44255e-008,1.0782
2.44622e-008,1.0861
2.44989e-008,1.0901
2.45356e-008,1.0900
2.45723e-008,1.0871
2.46089e-008,1.0837
2.46456e-008,1.0821
2.46823e-008,1.0835
2.47190e-008,1.0877
2.47556e-008,1.0934
2.47923e-008,1.0986
2.48290e-008,1.1018
2.48657e-008,1.1022
2.49023e-008,1.1004
2.49390e-008,1.0977
2.49757e-008,1.0955
2.50123e-008,1.0949
2.50490e-008,1.0961
2.50857e-008,1.0986
2.51224e-008,1.1012
2.51590e-008,1.1029
2.51957e-008,1.1030
2.52324e-008,1.1013
2.52691e-008,1.0983
2.53058e-008,1.0949
2.53424e-008,1.0918
2.53791e-008,1.0896
2.54158e-008,1.0884
2.54525e-008,1.0880
2.54891e-008,1.0879
2.55258e-008,1.0877
2.55625e-008,1.0875
2.55991e-008,1.0871
2.56358e-008,1.0870
2.56725e-008,1.0872
2.57092e-008,1.0880
2.57458e-008,1.0890
2.57825e-008,1.0900
2.58192e-008,1.0906
2.58559e-008,1.0906
2.58926e-008,1.0900
2.59292e-008,1.0891
2.59659e-008,1.0883
2.60026e-008,1.0878
2.60393e-008,1.0879
2.60759e-008,1.0883
2.61126e-008,1.0889
2.61493e-008,1.0893
2.61859e-008,1.0893
2.62226e-008,1.0890
2.62593e-008,1.0885
2.62960e-008,1.0880
2.63326e-008,1.0878
2.63693e-008,1.0879
2.64060e-008,1.0882
2.64427e-008,1.0887
2.64794e-008,1.0890
2.65160e-008,1.0890
2.65527e-008,1.0888
2.65894e-008,1.0883
2.66261e-008,1.0879
2.66627e-008,1.0876
2.66994e-008,1.0876
2.67361e-008,1.0878
2.67727e-008,1.0883
2.68094e-008,1.0887
2.68461e-008,1.0889
2.68828e-008,1.0889
2.69194e-008,1.0886
2.69561e-008,1.0882
2.69928e-008,1.0880
2.70295e-008,1.0879
2.70662e-008,1.0883
2.71028e-008,1.0891
2.71395e-008,1.0901
2.71762e-008,1.0904
2.72129e-008,1.0878
2.72495e-008,1.0784
2.72862e-008,1.0576
2.73229e-008,1.0207
2.73595e-008,0.9645
2.73962e-008,0.8891
2.74329e-008,0.7987
2.74696e-008,0.7011
2.75062e-008,0.6062
2.75429e-008,0.5236
2.75796e-008,0.4604
2.76163e-008,0.4191
2.76530e-008,0.3978
2.76896e-008,0.3909
2.77263e-008,0.3914
2.77630e-008,0.3927
2.77997e-008,0.3905
2.78363e-008,0.3836
2.78730e-008,0.3735
2.79097e-008,0.3628
2.79463e-008,0.3542
2.79830e-008,0.3493
2.80197e-008,0.3480
2.80564e-008,0.3486
2.80930e-008,0.3491
2.81297e-008,0.3476
2.81664e-008,0.3437
2.82031e-008,0.3381
2.82398e-008,0.3325
2.82764e-008,0.3287
2.83131e-008,0.3280
2.83498e-008,0.3302
2.83865e-008,0.3341
2.84231e-008,0.3377
2.84598e-008,0.3392
2.84965e-008,0.3378
2.85331e-008,0.3337
2.85698e-008,0.3280
2.86065e-008,0.3226
2.86432e-008,0.3189
2.86798e-008,0.3177
2.87165e-008,0.3185
2.87532e-008,0.3206
2.87899e-008,0.3226
2.88266e-008,0.3235
2.88632e-008,0.3230
2.88999e-008,0.3214
2.89366e-008,0.3195
2.89733e-008,0.3189
2.90099e-008,0.3216
2.90466e-008,0.3304
2.90833e-008,0.3489
2.91199e-008,0.3810
2.91566e-008,0.4294
2.91933e-008,0.4949
2.92300e-008,0.5750
2.92666e-008,0.6641
2.93033e-008,0.7541
2.93400e-008,0.8364
2.93767e-008,0.9041
2.94133e-008,0.9533
2.94500e-008,0.9842
2.94867e-008,1.0003
2.95234e-008,1.0075
2.95601e-008,1.0115
2.95967e-008,1.0167
2.96334e-008,1.0251
2.96701e-008,1.0363
2.97068e-008,1.0481
2.97434e-008,1.0581
2.97801e-008,1.0646
2.98168e-008,1.0675
2.98534e-008,1.0680
2.98901e-008,1.0681
2.99268e-008,1.0699
2.99635e-008,1.0738
3.00002e-008,1.0783
3.00368e-008,1.0787
3.00735e-008,1.0685
3.01102e-008,1.0411
3.01469e-008,0.9920
3.01835e-008,0.9202
3.02202e-008,0.8301
3.02569e-008,0.7303
3.02935e-008,0.6319
3.03302e-008,0.5453
3.03669e-008,0.4782
3.04036e-008,0.4338
3.04403e-008,0.4101
3.04769e-008,0.4014
3.05136e-008,0.4006
3.05503e-008,0.4014
3.05869e-008,0.3993
3.06236e-008,0.3932
3.06603e-008,0.3842
3.06970e-008,0.3749
3.07336e-008,0.3675
3.07703e-008,0.3631
3.08070e-008,0.3616
3.08437e-008,0.3614
3.08804e-008,0.3614
3.09170e-008,0.3618
3.09537e-008,0.3659
3.09904e-008,0.3796
3.10270e-008,0.4093
3.10637e-008,0.4600
3.11004e-008,0.5326
3.11371e-008,0.6228
3.11738e-008,0.7213
3.12104e-008,0.8164
3.12471e-008,0.8970
3.12838e-008,0.9558
3.13205e-008,0.9910
3.13571e-008,1.0061
3.13938e-008,1.0085
3.14305e-008,1.0064
3.14671e-008,1.0065
3.15038e-008,1.0119
3.15405e-008,1.0225
3.15772e-008,1.0354
3.16139e-008,1.0469
3.16505e-008,1.0541
3.16872e-008,1.0565
3.17239e-008,1.0551
3.17605e-008,1.0526
3.17972e-008,1.0521
3.18339e-008,1.0552
3.18706e-008,1.0624
3.19072e-008,1.0718
3.19439e-008,1.0811
3.19806e-008,1.0878
3.20173e-008,1.0906
3.20540e-008,1.0896
3.20906e-008,1.0864
3.21273e-008,1.0834
3.21640e-008,1.0823
3.22006e-008,1.0840
3.22373e-008,1.0882
3.22740e-008,1.0934
3.23107e-008,1.0978
3.23474e-008,1.1003
3.23840e-008,1.1005
3.24207e-008,1.0989
3.24574e-008,1.0968
3.24941e-008,1.0953
3.25307e-008,1.0953
3.25674e-008,1.0966
3.26041e-008,1.0989
3.26407e-008,1.1010
3.26774e-008,1.1022
3.27141e-008,1.1020
3.27508e-008,1.1003
3.27875e-008,1.0976
3.28241e-008,1.0945
3.28608e-008,1.0917
3.28975e-008,1.0896
3.29341e-008,1.0883
3.29708e-008,1.0876
3.30075e-008,1.0873
3.30442e-008,1.0871
3.30808e-008,1.0869
3.31175e-008,1.0869
3.31542e-008,1.0870
3.31909e-008,1.0875
3.32276e-008,1.0883
3.32642e-008,1.0892
3.33009e-008,1.0899
3.33376e-008,1.0902
3.33742e-008,1.0900
3.34109e-008,1.0894
3.34476e-008,1.0887
3.34843e-008,1.0882
3.35210e-008,1.0880
3.35576e-008,1.0881
3.35943e-008,1.0885
3.36310e-008,1.0889
3.36677e-008,1.0890
3.37043e-008,1.0889
3.37410e-008,1.0886
3.37777e-008,1.0882
3.38143e-008,1.0879
3.38510e-008,1.0879
3.38877e-008,1.0881
3.39244e-008,1.0885
3.39611e-008,1.0888
3.39977e-008,1.0889
3.40344e-008,1.0888
3.40711e-008,1.0885
3.41077e-008,1.0881
3.41444e-008,1.0877
3.41811e-008,1.0876
3.42178e-008,1.0877
3.42545e-008,1.0880
3.42911e-008,1.0884
3.43278e-008,1.0887
3.43645e-008,1.0888
3.44012e-008,1.0887
3.44378e-008,1.0884
3.44745e-008,1.0881
3.45112e-008,1.0879
3.45478e-008,1.0881
3.45845e-008,1.0886
3.46212e-008,1.0895
3.46579e-008,1.0904
3.46946e-008,1.0898
3.47312e-008,1.0851
3.47679e-008,1.0719
3.48046e-008,1.0453
3.48412e-008,1.0011
3.48779e-008,0.9372
3.49146e-008,0.8552
3.49513e-008,0.7608
3.49879e-008,0.6631
3.50246e-008,0.5720
3.50613e-008,0.4963
3.50980e-008,0.4416
3.51347e-008,0.4087
3.51713e-008,0.3938
3.52080e-008,0.3907
3.52447e-008,0.3921
3.52813e-008,0.3924
3.53180e-008,0.3883
3.53547e-008,0.3799
3.53914e-008,0.3692
3.54281e-008,0.3591
3.54647e-008,0.3519
3.55014e-008,0.3485
3.55381e-008,0.3482
3.55748e-008,0.3490
3.56114e-008,0.3488
3.56481e-008,0.3464
3.56848e-008,0.3416
3.57214e-008,0.3357
3.57581e-008,0.3307
3.57948e-008,0.3281
3.58315e-008,0.3286
3.58682e-008,0.3317
3.59048e-008,0.3357
3.59415e-008,0.3386
3.59782e-008,0.3391
3.60148e-008,0.3365
3.60515e-008,0.3315
3.60882e-008,0.3258
3.61249e-008,0.3209
3.61615e-008,0.3182
3.61982e-008,0.3178
3.62349e-008,0.3193
3.62716e-008,0.3215
3.63083e-008,0.3232
3.63449e-008,0.3235
3.63816e-008,0.3225
3.64183e-008,0.3206
3.64549e-008,0.3186
3.64916e-008,0.3176
3.65283e-008,0.3180
3.65650e-008,0.3199
3.66017e-008,0.3228
3.66383e-008,0.3260
3.66750e-008,0.3289
3.67117e-008,0.3309
3.67484e-008,0.3319
3.67850e-008,0.3322
3.68217e-008,0.3321
3.68584e-008,0.3319
3.68950e-008,0.3317
3.69317e-008,0.3317
3.69684e-008,0.3315
3.70051e-008,0.3312
3.70418e-008,0.3305
3.70784e-008,0.3297
3.71151e-008,0.3290
3.71518e-008,0.3286
3.71884e-008,0.3286
3.72251e-008,0.3290
3.72618e-008,0.3296
3.72985e-008,0.3302
3.73351e-008,0.3305
3.73718e-008,0.3305
3.74085e-008,0.3307
3.74452e-008,0.3320
3.74819e-008,0.3365
3.75185e-008,0.3475
3.75552e-008,0.3693
3.75919e-008,0.4058
3.76285e-008,0.4594
3.76652e-008,0.5297
3.77019e-008,0.6129
3.77386e-008,0.7023
3.77753e-008,0.7892
3.78119e-008,0.8657
3.78486e-008,0.9260
3.78853e-008,0.9680
3.79220e-008,0.9933
3.79586e-008,1.0063
3.79953e-008,1.0127
3.80320e-008,1.0175
3.80686e-008,1.0239
3.81053e-008,1.0328
3.81420e-008,1.0433
3.81787e-008,1.0533
3.82154e-008,1.0610
3.82520e-008,1.0656
3.82887e-008,1.0675
3.83254e-008,1.0682
3.83620e-008,1.0695
3.83987e-008,1.0725
3.84354e-008,1.0763
3.84721e-008,1.0773
3.85088e-008,1.0696
3.85454e-008,1.0466
3.85821e-008,1.0027
3.86188e-008,0.9361
3.86555e-008,0.8493
3.86921e-008,0.7502
3.87288e-008,0.6497
3.87655e-008,0.5588
3.88021e-008,0.4865
3.88388e-008,0.4373
3.88755e-008,0.4102
3.89122e-008,0.4001
3.89489e-008,0.3995
3.89855e-008,0.4015
3.90222e-008,0.4008
3.90589e-008,0.3954
3.90955e-008,0.3863
3.91322e-008,0.3761
3.91689e-008,0.3676
3.92056e-008,0.3624
3.92422e-008,0.3605
3.92789e-008,0.3607
3.93156e-008,0.3606
3.93523e-008,0.3582
3.93890e-008,0.3526
