.HEADER
..NAMES
Time,V U5.C2
.DATA
0.0e+000,0.3206
3.86e-011,0.3206
7.72e-011,0.3206
1.157e-010,0.3206
1.543e-010,0.3206
1.929e-010,0.3206
2.314e-010,0.3206
2.700e-010,0.3206
3.086e-010,0.3206
3.472e-010,0.3206
3.857e-010,0.3206
4.243e-010,0.3206
4.629e-010,0.3206
5.015e-010,0.3206
5.401e-010,0.3206
5.786e-010,0.3206
6.172e-010,0.3206
6.558e-010,0.3206
6.944e-010,0.3206
7.329e-010,0.3206
7.715e-010,0.3218
8.101e-010,0.3279
8.486e-010,0.3479
8.872e-010,0.3955
9.258e-010,0.4801
9.644e-010,0.5965
1.0029e-009,0.7193
1.0415e-009,0.8207
1.0801e-009,0.8949
1.1187e-009,0.9546
1.1572e-009,1.0060
1.1958e-009,1.0486
1.2344e-009,1.0915
1.2730e-009,1.1350
1.3115e-009,1.1626
1.3501e-009,1.1584
1.3887e-009,1.1196
1.4273e-009,1.0314
1.4658e-009,0.9127
1.5044e-009,0.7913
1.5430e-009,0.6802
1.5816e-009,0.5803
1.6202e-009,0.5049
1.6587e-009,0.4512
1.6973e-009,0.4132
1.7359e-009,0.3860
1.7745e-009,0.3669
1.8130e-009,0.3505
1.8516e-009,0.3391
1.8902e-009,0.3315
1.9288e-009,0.3243
1.9673e-009,0.3181
2.0059e-009,0.3168
2.0445e-009,0.3191
2.0830e-009,0.3212
2.1216e-009,0.3230
2.1602e-009,0.3250
2.1988e-009,0.3284
2.2374e-009,0.3401
2.2759e-009,0.3727
2.3145e-009,0.4386
2.3531e-009,0.5414
2.3916e-009,0.6663
2.4302e-009,0.7802
2.4688e-009,0.8650
2.5074e-009,0.9293
2.5459e-009,0.9846
2.5845e-009,1.0311
2.6231e-009,1.0677
2.6617e-009,1.0956
2.7003e-009,1.1160
2.7388e-009,1.1319
2.7774e-009,1.1434
2.8160e-009,1.1512
2.8545e-009,1.1586
2.8931e-009,1.1669
2.9317e-009,1.1716
2.9703e-009,1.1708
3.0089e-009,1.1682
3.0474e-009,1.1682
3.0860e-009,1.1706
3.1246e-009,1.1756
3.1631e-009,1.1811
3.2017e-009,1.1798
3.2403e-009,1.1567
3.2789e-009,1.0935
3.3175e-009,0.9874
3.3560e-009,0.8649
3.3946e-009,0.7499
3.4332e-009,0.6475
3.4717e-009,0.5584
3.5103e-009,0.4891
3.5489e-009,0.4399
3.5875e-009,0.4065
3.6260e-009,0.3818
3.6646e-009,0.3613
3.7032e-009,0.3466
3.7418e-009,0.3382
3.7803e-009,0.3317
3.8189e-009,0.3238
3.8575e-009,0.3181
3.8961e-009,0.3180
3.9346e-009,0.3211
3.9732e-009,0.3232
4.0118e-009,0.3240
4.0504e-009,0.3247
4.0890e-009,0.3257
4.1275e-009,0.3256
4.1661e-009,0.3243
4.2047e-009,0.3228
4.2433e-009,0.3228
4.2818e-009,0.3233
4.3204e-009,0.3228
4.3590e-009,0.3216
4.3975e-009,0.3214
4.4361e-009,0.3220
4.4747e-009,0.3221
4.5133e-009,0.3221
4.5519e-009,0.3258
4.5904e-009,0.3408
4.6290e-009,0.3798
4.6676e-009,0.4543
4.7062e-009,0.5635
4.7447e-009,0.6881
4.7833e-009,0.7973
4.8219e-009,0.8778
4.8604e-009,0.9397
4.8990e-009,0.9932
4.9376e-009,1.0385
4.9762e-009,1.0738
5.0147e-009,1.1003
5.0533e-009,1.1197
5.0919e-009,1.1347
5.1305e-009,1.1454
5.1691e-009,1.1530
5.2076e-009,1.1605
5.2462e-009,1.1682
5.2848e-009,1.1718
5.3234e-009,1.1705
5.3619e-009,1.1682
5.4005e-009,1.1686
5.4391e-009,1.1715
5.4776e-009,1.1770
5.5162e-009,1.1819
5.5548e-009,1.1774
5.5934e-009,1.1473
5.6320e-009,1.0742
5.6705e-009,0.9621
5.7091e-009,0.8397
5.7477e-009,0.7274
5.7863e-009,0.6273
