.HEADER
..NAMES
Time,V U5.A2
.DATA
0.0e+000,1.1782
3.86e-011,1.1782
7.72e-011,1.1782
1.157e-010,1.1782
1.543e-010,1.1782
1.929e-010,1.1782
2.314e-010,1.1782
2.700e-010,1.1782
3.086e-010,1.1782
3.472e-010,1.1782
3.857e-010,1.1782
4.243e-010,1.1782
4.629e-010,1.1782
5.015e-010,1.1782
5.401e-010,1.1782
5.786e-010,1.1782
6.172e-010,1.1782
6.558e-010,1.1782
6.944e-010,1.1782
7.329e-010,1.1782
7.715e-010,1.1793
8.101e-010,1.1826
8.486e-010,1.1838
8.872e-010,1.1695
9.258e-010,1.1192
9.644e-010,1.0216
1.0029e-009,0.8956
1.0415e-009,0.7715
1.0801e-009,0.6632
1.1187e-009,0.5727
1.1572e-009,0.5025
1.1958e-009,0.4520
1.2344e-009,0.4166
1.2730e-009,0.3902
1.3115e-009,0.3675
1.3501e-009,0.3495
1.3887e-009,0.3396
1.4273e-009,0.3338
1.4658e-009,0.3269
1.5044e-009,0.3198
1.5430e-009,0.3165
1.5816e-009,0.3176
1.6202e-009,0.3203
1.6587e-009,0.3222
1.6973e-009,0.3235
1.7359e-009,0.3275
1.7745e-009,0.3409
1.8130e-009,0.3756
1.8516e-009,0.4452
1.8902e-009,0.5537
1.9288e-009,0.6834
1.9673e-009,0.7987
2.0059e-009,0.8804
2.0445e-009,0.9383
2.0830e-009,0.9873
2.1216e-009,1.0310
2.1602e-009,1.0681
2.1988e-009,1.0970
2.2374e-009,1.1186
2.2759e-009,1.1344
2.3145e-009,1.1446
2.3531e-009,1.1504
2.3916e-009,1.1572
2.4302e-009,1.1666
2.4688e-009,1.1731
2.5074e-009,1.1733
2.5459e-009,1.1703
2.5845e-009,1.1688
2.6231e-009,1.1701
2.6617e-009,1.1725
2.7003e-009,1.1743
2.7388e-009,1.1754
2.7774e-009,1.1763
2.8160e-009,1.1767
2.8545e-009,1.1760
2.8931e-009,1.1755
2.9317e-009,1.1766
2.9703e-009,1.1783
3.0089e-009,1.1786
3.0474e-009,1.1778
3.0860e-009,1.1773
3.1246e-009,1.1791
3.1631e-009,1.1832
3.2017e-009,1.1829
3.2403e-009,1.1627
3.2789e-009,1.1025
3.3175e-009,0.9966
3.3560e-009,0.8685
3.3946e-009,0.7469
3.4332e-009,0.6425
3.4717e-009,0.5564
3.5103e-009,0.4908
3.5489e-009,0.4435
3.5875e-009,0.4104
3.6260e-009,0.3849
3.6646e-009,0.3632
3.7032e-009,0.3468
3.7418e-009,0.3382
3.7803e-009,0.3325
3.8189e-009,0.3253
3.8575e-009,0.3186
3.8961e-009,0.3163
3.9346e-009,0.3180
3.9732e-009,0.3207
4.0118e-009,0.3225
4.0504e-009,0.3240
4.0890e-009,0.3292
4.1275e-009,0.3459
4.1661e-009,0.3869
4.2047e-009,0.4650
4.2433e-009,0.5804
4.2818e-009,0.7098
4.3204e-009,0.8188
4.3590e-009,0.8940
4.3975e-009,0.9490
4.4361e-009,0.9969
4.4747e-009,1.0394
4.5133e-009,1.0810
4.5519e-009,1.1278
4.5904e-009,1.1625
4.6290e-009,1.1666
4.6676e-009,1.1318
4.7062e-009,1.0497
4.7447e-009,0.9299
4.7833e-009,0.8060
4.8219e-009,0.6924
4.8604e-009,0.5916
4.8990e-009,0.5134
4.9376e-009,0.4595
4.9762e-009,0.4205
5.0147e-009,0.3929
5.0533e-009,0.3724
5.0919e-009,0.3545
5.1305e-009,0.3416
5.1691e-009,0.3337
5.2076e-009,0.3262
5.2462e-009,0.3189
5.2848e-009,0.3162
5.3234e-009,0.3172
5.3619e-009,0.3191
5.4005e-009,0.3210
5.4391e-009,0.3230
5.4776e-009,0.3241
5.5162e-009,0.3243
5.5548e-009,0.3238
5.5934e-009,0.3222
5.6320e-009,0.3212
5.6705e-009,0.3215
5.7091e-009,0.3217
5.7477e-009,0.3210
5.7863e-009,0.3205
5.8248e-009,0.3206
5.8634e-009,0.3206
5.9020e-009,0.3206
5.9405e-009,0.3203
5.9791e-009,0.3200
6.0177e-009,0.3200
6.0563e-009,0.3200
6.0948e-009,0.3197
6.1334e-009,0.3195
6.1720e-009,0.3198
6.2106e-009,0.3200
6.2492e-009,0.3200
6.2877e-009,0.3198
6.3263e-009,0.3198
6.3649e-009,0.3198
6.4035e-009,0.3199
6.4420e-009,0.3199
6.4806e-009,0.3198
6.5192e-009,0.3198
