.HEADER
..NAMES
Time,V U4.C7&B7
.DATA
0.0e+000,0.3218
3.86e-011,0.3218
7.72e-011,0.3218
1.157e-010,0.3218
1.543e-010,0.3218
1.929e-010,0.3218
2.314e-010,0.3218
2.700e-010,0.3218
3.086e-010,0.3218
3.472e-010,0.3218
3.857e-010,0.3218
4.243e-010,0.3218
4.629e-010,0.3218
5.015e-010,0.3218
5.401e-010,0.3218
5.786e-010,0.3218
6.172e-010,0.3218
6.558e-010,0.3218
6.944e-010,0.3218
7.329e-010,0.3218
7.715e-010,0.3218
8.101e-010,0.3218
8.486e-010,0.3218
8.872e-010,0.3218
9.258e-010,0.3218
9.644e-010,0.3218
1.0029e-009,0.3218
1.0415e-009,0.3218
1.0801e-009,0.3220
1.1187e-009,0.3244
1.1572e-009,0.3341
1.1958e-009,0.3605
1.2344e-009,0.4160
1.2730e-009,0.5031
1.3115e-009,0.6145
1.3501e-009,0.7269
1.3887e-009,0.8254
1.4273e-009,0.9101
1.4658e-009,0.9799
1.5044e-009,1.0353
1.5430e-009,1.0750
1.5816e-009,1.1166
1.6202e-009,1.1486
1.6587e-009,1.1635
1.6973e-009,1.1559
1.7359e-009,1.1035
1.7745e-009,1.0137
1.8130e-009,0.8945
1.8516e-009,0.7644
1.8902e-009,0.6461
1.9288e-009,0.5437
1.9673e-009,0.4662
2.0059e-009,0.4148
2.0445e-009,0.3780
2.0830e-009,0.3608
2.1216e-009,0.3652
2.1602e-009,0.4014
2.1988e-009,0.4788
2.2374e-009,0.5858
2.2759e-009,0.7075
2.3145e-009,0.8153
2.3531e-009,0.9060
2.3916e-009,0.9798
2.4302e-009,1.0368
2.4688e-009,1.0785
2.5074e-009,1.1131
2.5459e-009,1.1482
2.5845e-009,1.1639
2.6231e-009,1.1654
2.6617e-009,1.1267
2.7003e-009,1.0465
2.7388e-009,0.9356
2.7774e-009,0.8051
2.8160e-009,0.6815
2.8545e-009,0.5727
2.8931e-009,0.4861
2.9317e-009,0.4280
2.9703e-009,0.3878
3.0089e-009,0.3626
3.0474e-009,0.3617
3.0860e-009,0.3852
3.1246e-009,0.4513
3.1631e-009,0.5492
3.2017e-009,0.6695
3.2403e-009,0.7835
3.2789e-009,0.8791
3.3175e-009,0.9585
3.3560e-009,1.0202
3.3946e-009,1.0672
3.4332e-009,1.1015
3.4717e-009,1.1398
3.5103e-009,1.1600
3.5489e-009,1.1684
3.5875e-009,1.1441
3.6260e-009,1.0754
3.6646e-009,0.9737
3.7032e-009,0.8467
3.7418e-009,0.7191
3.7803e-009,0.6053
3.8189e-009,0.5102
3.8575e-009,0.4437
3.8961e-009,0.3994
3.9346e-009,0.3675
3.9732e-009,0.3602
4.0118e-009,0.3732
4.0504e-009,0.4264
4.0890e-009,0.5151
4.1275e-009,0.6304
4.1661e-009,0.7497
