.HEADER
..NAMES
Time,V U4.H3
.DATA
0.0e+000,0.3208
3.86e-011,0.3208
7.72e-011,0.3208
1.157e-010,0.3208
1.543e-010,0.3208
1.929e-010,0.3208
2.314e-010,0.3208
2.700e-010,0.3208
3.086e-010,0.3208
3.472e-010,0.3208
3.857e-010,0.3208
4.243e-010,0.3208
4.629e-010,0.3208
5.015e-010,0.3208
5.401e-010,0.3208
5.786e-010,0.3208
6.172e-010,0.3208
6.558e-010,0.3208
6.944e-010,0.3208
7.329e-010,0.3208
7.715e-010,0.3208
8.101e-010,0.3208
8.486e-010,0.3213
8.872e-010,0.3247
9.258e-010,0.3372
9.644e-010,0.3695
1.0029e-009,0.4326
1.0415e-009,0.5283
1.0801e-009,0.6433
1.1187e-009,0.7537
1.1572e-009,0.8465
1.1958e-009,0.9242
1.2344e-009,0.9884
1.2730e-009,1.0389
1.3115e-009,1.0767
1.3501e-009,1.1046
1.3887e-009,1.1260
1.4273e-009,1.1417
1.4658e-009,1.1521
1.5044e-009,1.1582
1.5430e-009,1.1607
1.5816e-009,1.1612
1.6202e-009,1.1624
1.6587e-009,1.1648
1.6973e-009,1.1674
1.7359e-009,1.1693
1.7745e-009,1.1711
1.8130e-009,1.1753
1.8516e-009,1.1798
1.8902e-009,1.1768
1.9288e-009,1.1536
1.9673e-009,1.0946
2.0059e-009,1.0006
2.0445e-009,0.8894
2.0830e-009,0.7750
2.1216e-009,0.6647
2.1602e-009,0.5670
2.1988e-009,0.4888
2.2374e-009,0.4322
2.2759e-009,0.3885
2.3145e-009,0.3611
2.3531e-009,0.3611
2.3916e-009,0.3977
2.4302e-009,0.4779
2.4688e-009,0.5952
2.5074e-009,0.7213
2.5459e-009,0.8295
2.5845e-009,0.9143
2.6231e-009,0.9818
2.6617e-009,1.0351
2.7003e-009,1.0744
2.7388e-009,1.1023
2.7774e-009,1.1239
2.8160e-009,1.1411
2.8545e-009,1.1526
2.8931e-009,1.1592
2.9317e-009,1.1620
2.9703e-009,1.1617
3.0089e-009,1.1610
3.0474e-009,1.1625
3.0860e-009,1.1655
3.1246e-009,1.1683
3.1631e-009,1.1701
3.2017e-009,1.1731
3.2403e-009,1.1780
3.2789e-009,1.1800
3.3175e-009,1.1683
3.3560e-009,1.1276
3.3946e-009,1.0488
3.4332e-009,0.9436
3.4717e-009,0.8295
3.5103e-009,0.7164
3.5489e-009,0.6115
3.5875e-009,0.5232
3.6260e-009,0.4566
3.6646e-009,0.4079
3.7032e-009,0.3722
3.7418e-009,0.3568
3.7803e-009,0.3755
3.8189e-009,0.4344
3.8575e-009,0.5360
3.8961e-009,0.6626
3.9346e-009,0.7812
3.9732e-009,0.8764
4.0118e-009,0.9517
4.0504e-009,1.0115
4.0890e-009,1.0575
4.1275e-009,1.0952
4.1661e-009,1.1341
4.2047e-009,1.1665
4.2433e-009,1.1739
4.2818e-009,1.1480
4.3204e-009,1.0733
4.3590e-009,0.9604
4.3975e-009,0.8389
4.4361e-009,0.7242
4.4747e-009,0.6218
4.5133e-009,0.5345
4.5519e-009,0.4652
4.5904e-009,0.4157
4.6290e-009,0.3774
4.6676e-009,0.3541
4.7062e-009,0.3611
4.7447e-009,0.4079
4.7833e-009,0.5003
4.8219e-009,0.6257
4.8604e-009,0.7508
4.8990e-009,0.8529
4.9376e-009,0.9319
4.9762e-009,0.9944
5.0147e-009,1.0439
5.0533e-009,1.0805
5.0919e-009,1.1068
5.1305e-009,1.1277
5.1691e-009,1.1440
5.2076e-009,1.1546
5.2462e-009,1.1603
5.2848e-009,1.1619
5.3234e-009,1.1609
5.3619e-009,1.1607
5.4005e-009,1.1628
5.4391e-009,1.1661
5.4776e-009,1.1689
5.5162e-009,1.1706
5.5548e-009,1.1742
5.5934e-009,1.1790
5.6320e-009,1.1791
5.6705e-009,1.1627
5.7091e-009,1.1142
5.7477e-009,1.0282
5.7863e-009,0.9200
5.8248e-009,0.8057
5.8634e-009,0.6934
5.9020e-009,0.5913
5.9405e-009,0.5073
5.9791e-009,0.4453
6.0177e-009,0.3981
6.0563e-009,0.3659
6.0948e-009,0.3575
6.1334e-009,0.3838
6.1720e-009,0.4522
6.2106e-009,0.5614
6.2492e-009,0.6887
6.2877e-009,0.8031
6.3263e-009,0.8935
6.3649e-009,0.9653
6.4035e-009,1.0223
6.4420e-009,1.0653
6.4806e-009,1.0958
6.5192e-009,1.1186
6.5577e-009,1.1371
6.5963e-009,1.1501
6.6349e-009,1.1578
6.6735e-009,1.1617
6.7121e-009,1.1620
6.7506e-009,1.1611
6.7892e-009,1.1619
6.8278e-009,1.1647
6.8664e-009,1.1677
6.9049e-009,1.1697
6.9435e-009,1.1711
6.9821e-009,1.1726
7.0206e-009,1.1736
7.0592e-009,1.1742
7.0978e-009,1.1747
7.1364e-009,1.1754
7.1749e-009,1.1760
7.2135e-009,1.1768
7.2521e-009,1.1775
7.2907e-009,1.1779
7.3293e-009,1.1779
7.3678e-009,1.1778
7.4064e-009,1.1778
7.4450e-009,1.1779
7.4835e-009,1.1779
7.5221e-009,1.1779
7.5607e-009,1.1780
7.5993e-009,1.1780
7.6379e-009,1.1780
7.6764e-009,1.1780
7.7150e-009,1.1780
7.7536e-009,1.1779
7.7922e-009,1.1779
7.8307e-009,1.1780
7.8693e-009,1.1780
7.9079e-009,1.1780
7.9464e-009,1.1780
7.9850e-009,1.1780
8.0236e-009,1.1780
8.0622e-009,1.1780
8.1008e-009,1.1780
8.1393e-009,1.1780
8.1779e-009,1.1780
8.2165e-009,1.1780
8.2550e-009,1.1780
8.2936e-009,1.1780
8.3322e-009,1.1780
8.3708e-009,1.1780
8.4093e-009,1.1780
8.4479e-009,1.1780
8.4865e-009,1.1780
8.5251e-009,1.1780
8.5637e-009,1.1780
8.6022e-009,1.1780
8.6408e-009,1.1780
8.6794e-009,1.1780
8.7179e-009,1.1780
8.7565e-009,1.1780
8.7951e-009,1.1780
8.8337e-009,1.1792
8.8722e-009,1.1819
8.9108e-009,1.1819
8.9494e-009,1.1679
8.9880e-009,1.1229
9.0266e-009,1.0397
9.0651e-009,0.9322
9.1037e-009,0.8174
9.1423e-009,0.7046
9.1808e-009,0.6013
9.2194e-009,0.5154
9.2580e-009,0.4513
9.2966e-009,0.4036
9.3352e-009,0.3697
9.3737e-009,0.3573
9.4123e-009,0.3796
9.4509e-009,0.4430
9.4895e-009,0.5484
9.5280e-009,0.6756
9.5666e-009,0.7923
9.6052e-009,0.8850
9.6437e-009,0.9585
9.6823e-009,1.0169
9.7209e-009,1.0613
9.7595e-009,1.0930
9.7981e-009,1.1163
9.8366e-009,1.1353
9.8752e-009,1.1490
9.9138e-009,1.1573
9.9524e-009,1.1615
9.9909e-009,1.1621
1.00295e-008,1.1611
1.00681e-008,1.1617
1.01066e-008,1.1644
1.01452e-008,1.1674
1.01838e-008,1.1695
1.02224e-008,1.1716
1.02610e-008,1.1762
1.02995e-008,1.1803
1.03381e-008,1.1751
1.03767e-008,1.1471
1.04152e-008,1.0822
1.04538e-008,0.9843
1.04924e-008,0.8721
1.05310e-008,0.7579
1.05695e-008,0.6488
1.06081e-008,0.5536
1.06467e-008,0.4788
1.06853e-008,0.4245
1.07239e-008,0.3828
1.07624e-008,0.3585
1.08010e-008,0.3642
1.08396e-008,0.4070
1.08781e-008,0.4936
1.09167e-008,0.6147
1.09553e-008,0.7392
1.09939e-008,0.8436
1.10324e-008,0.9255
1.10710e-008,0.9907
1.11096e-008,1.0420
1.11482e-008,1.0804
1.11868e-008,1.1201
1.12253e-008,1.1561
1.12639e-008,1.1740
1.13025e-008,1.1631
1.13410e-008,1.1064
1.13796e-008,1.0048
1.14182e-008,0.8836
1.14568e-008,0.7656
1.14953e-008,0.6582
1.15339e-008,0.5649
1.15725e-008,0.4885
1.16111e-008,0.4323
1.16497e-008,0.3895
1.16882e-008,0.3598
1.17268e-008,0.3540
1.17654e-008,0.3850
1.18039e-008,0.4607
1.18425e-008,0.5769
1.18811e-008,0.7061
1.19197e-008,0.8180
1.19583e-008,0.9045
1.19968e-008,0.9727
1.20354e-008,1.0269
1.20740e-008,1.0682
1.21126e-008,1.0979
1.21511e-008,1.1204
1.21897e-008,1.1387
1.22283e-008,1.1513
1.22668e-008,1.1586
1.23054e-008,1.1618
1.23440e-008,1.1614
