.HEADER
..NAMES
Time,V U5.H7
.DATA
0.0e+000,0.3223
3.86e-011,0.3223
7.72e-011,0.3223
1.157e-010,0.3223
1.543e-010,0.3223
1.929e-010,0.3223
2.314e-010,0.3223
2.700e-010,0.3223
3.086e-010,0.3223
3.472e-010,0.3223
3.857e-010,0.3223
4.243e-010,0.3223
4.629e-010,0.3223
5.015e-010,0.3223
5.401e-010,0.3223
5.786e-010,0.3223
6.172e-010,0.3223
6.558e-010,0.3223
6.944e-010,0.3223
7.329e-010,0.3224
7.715e-010,0.3244
8.101e-010,0.3333
8.486e-010,0.3586
8.872e-010,0.4139
9.258e-010,0.5022
9.644e-010,0.6158
1.0029e-009,0.7283
1.0415e-009,0.8241
1.0801e-009,0.9083
1.1187e-009,0.9768
1.1572e-009,1.0284
1.1958e-009,1.0638
1.2344e-009,1.0886
1.2730e-009,1.1067
1.3115e-009,1.1196
1.3501e-009,1.1286
1.3887e-009,1.1364
1.4273e-009,1.1451
1.4658e-009,1.1551
1.5044e-009,1.1644
1.5430e-009,1.1718
1.5816e-009,1.1745
1.6202e-009,1.1736
1.6587e-009,1.1730
1.6973e-009,1.1728
1.7359e-009,1.1723
1.7745e-009,1.1715
1.8130e-009,1.1713
1.8516e-009,1.1719
1.8902e-009,1.1725
1.9288e-009,1.1729
1.9673e-009,1.1735
2.0059e-009,1.1747
2.0445e-009,1.1755
2.0830e-009,1.1758
2.1216e-009,1.1756
2.1602e-009,1.1751
2.1988e-009,1.1745
2.2374e-009,1.1746
2.2759e-009,1.1749
2.3145e-009,1.1751
2.3531e-009,1.1751
2.3916e-009,1.1752
2.4302e-009,1.1754
2.4688e-009,1.1755
2.5074e-009,1.1754
2.5459e-009,1.1755
2.5845e-009,1.1756
2.6231e-009,1.1756
2.6617e-009,1.1755
2.7003e-009,1.1755
2.7388e-009,1.1755
2.7774e-009,1.1755
2.8160e-009,1.1756
2.8545e-009,1.1757
2.8931e-009,1.1757
2.9317e-009,1.1757
2.9703e-009,1.1757
3.0089e-009,1.1758
3.0474e-009,1.1758
3.0860e-009,1.1758
3.1246e-009,1.1758
3.1631e-009,1.1759
3.2017e-009,1.1759
3.2403e-009,1.1759
3.2789e-009,1.1759
3.3175e-009,1.1759
3.3560e-009,1.1760
3.3946e-009,1.1760
3.4332e-009,1.1760
3.4717e-009,1.1760
3.5103e-009,1.1760
3.5489e-009,1.1761
3.5875e-009,1.1785
3.6260e-009,1.1816
3.6646e-009,1.1769
3.7032e-009,1.1506
3.7418e-009,1.0852
3.7803e-009,0.9872
3.8189e-009,0.8792
3.8575e-009,0.7647
3.8961e-009,0.6536
3.9346e-009,0.5575
3.9732e-009,0.4841
4.0118e-009,0.4338
4.0504e-009,0.3993
4.0890e-009,0.3762
4.1275e-009,0.3627
4.1661e-009,0.3559
4.2047e-009,0.3512
4.2433e-009,0.3462
4.2818e-009,0.3398
4.3204e-009,0.3310
4.3590e-009,0.3230
4.3975e-009,0.3192
4.4361e-009,0.3176
4.4747e-009,0.3175
4.5133e-009,0.3198
4.5519e-009,0.3294
4.5904e-009,0.3540
4.6290e-009,0.4040
4.6676e-009,0.4853
4.7062e-009,0.5933
4.7447e-009,0.7085
4.7833e-009,0.8060
4.8219e-009,0.8915
4.8604e-009,0.9627
4.8990e-009,1.0176
4.9376e-009,1.0567
4.9762e-009,1.0926
5.0147e-009,1.1336
5.0533e-009,1.1459
5.0919e-009,1.1459
5.1305e-009,1.1151
5.1691e-009,1.0447
