.HEADER
..NAMES
Time,V U4.N8
.DATA
0.0e+000,0.3298
3.67e-011,0.3298
7.33e-011,0.3298
1.100e-010,0.3298
1.467e-010,0.3298
1.834e-010,0.3298
2.201e-010,0.3298
2.567e-010,0.3298
2.934e-010,0.3298
3.301e-010,0.3298
3.667e-010,0.3298
4.034e-010,0.3298
4.401e-010,0.3298
4.768e-010,0.3298
5.135e-010,0.3298
5.501e-010,0.3298
5.868e-010,0.3298
6.235e-010,0.3304
6.601e-010,0.3332
6.968e-010,0.3417
7.335e-010,0.3621
7.702e-010,0.4006
8.068e-010,0.4604
8.435e-010,0.5393
8.802e-010,0.6305
9.169e-010,0.7246
9.536e-010,0.8113
9.902e-010,0.8802
1.0269e-009,0.9248
1.0636e-009,0.9467
1.1003e-009,0.9530
1.1369e-009,0.9519
1.1736e-009,0.9499
1.2103e-009,0.9516
1.2469e-009,0.9585
1.2836e-009,0.9689
1.3203e-009,0.9795
1.3570e-009,0.9872
1.3936e-009,0.9910
1.4303e-009,0.9923
1.4670e-009,0.9941
1.5037e-009,0.9997
1.5403e-009,1.0112
1.5770e-009,1.0293
1.6137e-009,1.0518
1.6504e-009,1.0722
1.6871e-009,1.0800
1.7237e-009,1.0629
1.7604e-009,1.0133
1.7971e-009,0.9334
1.8338e-009,0.8317
1.8704e-009,0.7195
1.9071e-009,0.6125
1.9438e-009,0.5279
1.9805e-009,0.4756
2.0171e-009,0.4538
2.0538e-009,0.4534
2.0905e-009,0.4637
2.1272e-009,0.4746
2.1638e-009,0.4788
2.2005e-009,0.4740
2.2372e-009,0.4629
2.2738e-009,0.4508
2.3105e-009,0.4427
2.3472e-009,0.4405
2.3839e-009,0.4429
2.4205e-009,0.4458
2.4572e-009,0.4443
2.4939e-009,0.4349
2.5306e-009,0.4173
2.5672e-009,0.3966
2.6039e-009,0.3835
2.6406e-009,0.3920
2.6773e-009,0.4331
2.7139e-009,0.5081
2.7506e-009,0.6081
2.7873e-009,0.7196
2.8240e-009,0.8264
2.8606e-009,0.9111
2.8973e-009,0.9612
2.9340e-009,0.9768
2.9707e-009,0.9690
3.0073e-009,0.9520
3.0440e-009,0.9376
3.0807e-009,0.9331
3.1174e-009,0.9406
3.1540e-009,0.9564
3.1907e-009,0.9739
3.2274e-009,0.9864
3.2641e-009,0.9905
3.3007e-009,0.9873
3.3374e-009,0.9818
3.3741e-009,0.9800
3.4108e-009,0.9868
3.4475e-009,1.0042
3.4841e-009,1.0308
3.5208e-009,1.0606
3.5575e-009,1.0826
3.5942e-009,1.0828
3.6308e-009,1.0501
3.6675e-009,0.9829
3.7042e-009,0.8878
3.7408e-009,0.7756
3.7775e-009,0.6613
3.8142e-009,0.5629
3.8509e-009,0.4945
3.8875e-009,0.4590
3.9242e-009,0.4498
3.9609e-009,0.4563
3.9976e-009,0.4675
4.0342e-009,0.4748
4.0709e-009,0.4739
