.HEADER
..NAMES
Time,V U4.A7
.DATA
0.0e+000,0.3204
3.86e-011,0.3204
7.72e-011,0.3204
1.157e-010,0.3204
1.543e-010,0.3204
1.929e-010,0.3204
2.314e-010,0.3204
2.700e-010,0.3204
3.086e-010,0.3204
3.472e-010,0.3204
3.857e-010,0.3204
4.243e-010,0.3204
4.629e-010,0.3204
5.015e-010,0.3204
5.401e-010,0.3204
5.786e-010,0.3204
6.172e-010,0.3204
6.558e-010,0.3204
6.944e-010,0.3204
7.329e-010,0.3204
7.715e-010,0.3204
8.101e-010,0.3204
8.486e-010,0.3205
8.872e-010,0.3227
9.258e-010,0.3331
9.644e-010,0.3629
1.0029e-009,0.4278
1.0415e-009,0.5297
1.0801e-009,0.6536
1.1187e-009,0.7675
1.1572e-009,0.8499
1.1958e-009,0.9203
1.2344e-009,0.9821
1.2730e-009,1.0321
1.3115e-009,1.0691
1.3501e-009,1.1122
1.3887e-009,1.1537
1.4273e-009,1.1563
1.4658e-009,1.1467
1.5044e-009,1.0969
1.5430e-009,0.9926
1.5816e-009,0.8662
1.6202e-009,0.7479
1.6587e-009,0.6407
1.6973e-009,0.5514
1.7359e-009,0.4825
1.7745e-009,0.4338
1.8130e-009,0.4041
1.8516e-009,0.3797
1.8902e-009,0.3597
1.9288e-009,0.3491
1.9673e-009,0.3376
2.0059e-009,0.3242
2.0445e-009,0.3178
2.0830e-009,0.3179
2.1216e-009,0.3189
2.1602e-009,0.3205
2.1988e-009,0.3223
2.2374e-009,0.3242
2.2759e-009,0.3254
2.3145e-009,0.3289
2.3531e-009,0.3473
2.3916e-009,0.3946
2.4302e-009,0.4790
2.4688e-009,0.5943
2.5074e-009,0.7199
2.5459e-009,0.8167
2.5845e-009,0.8902
2.6231e-009,0.9556
2.6617e-009,1.0112
2.7003e-009,1.0537
2.7388e-009,1.0883
2.7774e-009,1.1382
2.8160e-009,1.1578
2.8545e-009,1.1543
2.8931e-009,1.1273
2.9317e-009,1.0480
2.9703e-009,0.9265
3.0089e-009,0.8031
3.0474e-009,0.6895
3.0860e-009,0.5912
3.1246e-009,0.5129
3.1631e-009,0.4544
3.2017e-009,0.4152
3.2403e-009,0.3801
3.2789e-009,0.3655
3.3175e-009,0.3853
3.3560e-009,0.4379
3.3946e-009,0.5254
3.4332e-009,0.6465
3.4717e-009,0.7650
3.5103e-009,0.8547
3.5489e-009,0.9303
3.5875e-009,0.9937
3.6260e-009,1.0431
3.6646e-009,1.0791
3.7032e-009,1.1237
3.7418e-009,1.1577
3.7803e-009,1.1585
3.8189e-009,1.1413
3.8575e-009,1.0794
3.8961e-009,0.9705
3.9346e-009,0.8473
3.9732e-009,0.7288
4.0118e-009,0.6223
4.0504e-009,0.5361
4.0890e-009,0.4709
4.1275e-009,0.4259
4.1661e-009,0.3902
4.2047e-009,0.3661
4.2433e-009,0.3762
4.2818e-009,0.4171
4.3204e-009,0.4937
4.3590e-009,0.6067
4.3975e-009,0.7313
4.4361e-009,0.8278
4.4747e-009,0.9070
4.5133e-009,0.9748
4.5519e-009,1.0291
4.5904e-009,1.0687
4.6290e-009,1.1080
4.6676e-009,1.1523
4.7062e-009,1.1594
4.7447e-009,1.1505
4.7833e-009,1.1049
4.8219e-009,1.0086
4.8604e-009,0.8858
4.8990e-009,0.7654
4.9376e-009,0.6540
4.9762e-009,0.5611
5.0147e-009,0.4894
5.0533e-009,0.4381
5.0919e-009,0.4065
5.1305e-009,0.3825
5.1691e-009,0.3619
5.2076e-009,0.3499
5.2462e-009,0.3388
5.2848e-009,0.3262
5.3234e-009,0.3191
5.3619e-009,0.3179
5.4005e-009,0.3186
5.4391e-009,0.3202
5.4776e-009,0.3222
5.5162e-009,0.3241
5.5548e-009,0.3254
5.5934e-009,0.3245
5.6320e-009,0.3234
5.6705e-009,0.3235
5.7091e-009,0.3225
5.7477e-009,0.3212
5.7863e-009,0.3215
5.8248e-009,0.3222
5.8634e-009,0.3220
5.9020e-009,0.3216
5.9405e-009,0.3215
5.9791e-009,0.3213
6.0177e-009,0.3212
6.0563e-009,0.3244
6.0948e-009,0.3385
6.1334e-009,0.3762
6.1720e-009,0.4513
6.2106e-009,0.5607
6.2492e-009,0.6865
6.2877e-009,0.7918
6.3263e-009,0.8690
6.3649e-009,0.9374
6.4035e-009,0.9965
6.4420e-009,1.0430
6.4806e-009,1.0784
6.5192e-009,1.1277
6.5577e-009,1.1569
6.5963e-009,1.1557
6.6349e-009,1.1391
6.6735e-009,1.0747
6.7121e-009,0.9599
6.7506e-009,0.8345
6.7892e-009,0.7185
6.8278e-009,0.6155
6.8664e-009,0.5317
6.9049e-009,0.4678
6.9435e-009,0.4246
6.9821e-009,0.3898
7.0206e-009,0.3652
7.0592e-009,0.3770
7.0978e-009,0.4207
7.1364e-009,0.4987
7.1749e-009,0.6121
7.2135e-009,0.7367
7.2521e-009,0.8329
7.2907e-009,0.9114
7.3293e-009,0.9781
7.3678e-009,1.0313
7.4064e-009,1.0706
7.4450e-009,1.1119
7.4835e-009,1.1534
7.5221e-009,1.1590
7.5607e-009,1.1496
7.5993e-009,1.1012
7.6379e-009,1.0024
7.6764e-009,0.8798
7.7150e-009,0.7596
7.7536e-009,0.6486
7.7922e-009,0.5567
7.8307e-009,0.4862
7.8693e-009,0.4361
7.9079e-009,0.4053
7.9464e-009,0.3810
7.9850e-009,0.3611
8.0236e-009,0.3495
8.0622e-009,0.3381
8.1008e-009,0.3256
8.1393e-009,0.3190
8.1779e-009,0.3179
8.2165e-009,0.3185
8.2550e-009,0.3203
8.2936e-009,0.3223
8.3322e-009,0.3242
8.3708e-009,0.3257
8.4093e-009,0.3289
8.4479e-009,0.3458
8.4865e-009,0.3908
8.5251e-009,0.4733
8.5637e-009,0.5874
8.6022e-009,0.7133
8.6408e-009,0.8119
8.6794e-009,0.8862
8.7179e-009,0.9522
8.7565e-009,1.0085
8.7951e-009,1.0517
8.8337e-009,1.0869
8.8722e-009,1.1375
8.9108e-009,1.1574
8.9494e-009,1.1549
8.9880e-009,1.1303
9.0266e-009,1.0541
9.0651e-009,0.9336
9.1037e-009,0.8098
9.1423e-009,0.6956
9.1808e-009,0.5962
9.2194e-009,0.5166
9.2580e-009,0.4570
9.2966e-009,0.4176
9.3352e-009,0.3827
9.3737e-009,0.3649
9.4123e-009,0.3835
9.4509e-009,0.4342
9.4895e-009,0.5195
9.5280e-009,0.6392
9.5666e-009,0.7593
9.6052e-009,0.8501
9.6437e-009,0.9264
