.HEADER
..NAMES
Time,V U2.N8
.DATA
0.0e+000,0.3312
3.67e-011,0.3312
7.33e-011,0.3312
1.100e-010,0.3312
1.467e-010,0.3312
1.834e-010,0.3312
2.201e-010,0.3312
2.567e-010,0.3312
2.934e-010,0.3312
3.301e-010,0.3312
3.667e-010,0.3312
4.034e-010,0.3312
4.401e-010,0.3312
4.768e-010,0.3312
5.135e-010,0.3312
5.501e-010,0.3312
5.868e-010,0.3312
6.235e-010,0.3312
6.601e-010,0.3312
6.968e-010,0.3312
7.335e-010,0.3312
7.702e-010,0.3312
8.068e-010,0.3314
8.435e-010,0.3324
8.802e-010,0.3356
9.169e-010,0.3434
9.536e-010,0.3593
9.902e-010,0.3867
1.0269e-009,0.4281
1.0636e-009,0.4850
1.1003e-009,0.5568
1.1369e-009,0.6401
1.1736e-009,0.7286
1.2103e-009,0.8139
1.2469e-009,0.8890
1.2836e-009,0.9494
1.3203e-009,0.9928
1.3570e-009,1.0189
1.3936e-009,1.0305
1.4303e-009,1.0337
1.4670e-009,1.0345
1.5037e-009,1.0368
1.5403e-009,1.0418
1.5770e-009,1.0493
1.6137e-009,1.0586
1.6504e-009,1.0678
1.6871e-009,1.0749
1.7237e-009,1.0786
1.7604e-009,1.0795
1.7971e-009,1.0793
1.8338e-009,1.0790
1.8704e-009,1.0775
1.9071e-009,1.0713
1.9438e-009,1.0557
1.9805e-009,1.0263
2.0171e-009,0.9793
2.0538e-009,0.9122
2.0905e-009,0.8264
2.1272e-009,0.7291
2.1638e-009,0.6312
2.2005e-009,0.5423
2.2372e-009,0.4693
2.2738e-009,0.4173
2.3105e-009,0.3885
2.3472e-009,0.3796
2.3839e-009,0.3825
2.4205e-009,0.3888
2.4572e-009,0.3931
2.4939e-009,0.3931
2.5306e-009,0.3879
2.5672e-009,0.3785
2.6039e-009,0.3677
2.6406e-009,0.3591
2.6773e-009,0.3548
2.7139e-009,0.3546
2.7506e-009,0.3577
2.7873e-009,0.3640
2.8240e-009,0.3755
2.8606e-009,0.3957
2.8973e-009,0.4280
2.9340e-009,0.4757
2.9707e-009,0.5408
3.0073e-009,0.6226
3.0440e-009,0.7151
3.0807e-009,0.8082
3.1174e-009,0.8919
3.1540e-009,0.9594
3.1907e-009,1.0066
3.2274e-009,1.0318
3.2641e-009,1.0377
3.3007e-009,1.0320
3.3374e-009,1.0242
3.3741e-009,1.0205
3.4108e-009,1.0226
3.4475e-009,1.0300
3.4841e-009,1.0413
3.5208e-009,1.0536
3.5575e-009,1.0634
3.5942e-009,1.0681
3.6308e-009,1.0678
3.6675e-009,1.0653
3.7042e-009,1.0635
3.7408e-009,1.0632
3.7775e-009,1.0620
3.8142e-009,1.0553
3.8509e-009,1.0380
3.8875e-009,1.0049
3.9242e-009,0.9514
3.9609e-009,0.8763
3.9976e-009,0.7841
4.0342e-009,0.6848
4.0709e-009,0.5890
4.1076e-009,0.5057
4.1443e-009,0.4415
4.1809e-009,0.4008
4.2176e-009,0.3827
4.2543e-009,0.3810
4.2910e-009,0.3870
4.3276e-009,0.3936
4.3643e-009,0.3968
4.4010e-009,0.3946
4.4377e-009,0.3869
4.4743e-009,0.3759
4.5110e-009,0.3652
4.5477e-009,0.3577
4.5844e-009,0.3547
4.6211e-009,0.3560
4.6577e-009,0.3613
4.6944e-009,0.3719
4.7311e-009,0.3908
4.7678e-009,0.4210
4.8044e-009,0.4655
4.8411e-009,0.5263
4.8778e-009,0.6038
4.9145e-009,0.6937
4.9511e-009,0.7870
4.9878e-009,0.8736
5.0245e-009,0.9458
5.0612e-009,0.9990
5.0978e-009,1.0305
5.1345e-009,1.0412
5.1712e-009,1.0375
5.2079e-009,1.0287
5.2445e-009,1.0222
5.2812e-009,1.0213
5.3179e-009,1.0262
5.3546e-009,1.0360
5.3912e-009,1.0483
5.4279e-009,1.0596
5.4646e-009,1.0667
5.5013e-009,1.0685
5.5379e-009,1.0669
5.5746e-009,1.0647
5.6113e-009,1.0632
5.6480e-009,1.0609
5.6846e-009,1.0540
5.7213e-009,1.0375
5.7580e-009,1.0064
5.7947e-009,0.9560
5.8313e-009,0.8843
5.8680e-009,0.7948
5.9047e-009,0.6964
5.9414e-009,0.5999
5.9780e-009,0.5143
6.0147e-009,0.4470
6.0514e-009,0.4028
6.0881e-009,0.3819
6.1247e-009,0.3784
6.1614e-009,0.3838
6.1981e-009,0.3907
6.2348e-009,0.3945
6.2714e-009,0.3931
6.3081e-009,0.3861
6.3448e-009,0.3756
6.3815e-009,0.3649
6.4181e-009,0.3574
6.4548e-009,0.3543
6.4915e-009,0.3543
6.5282e-009,0.3553
6.5648e-009,0.3550
6.6015e-009,0.3522
6.6382e-009,0.3466
6.6749e-009,0.3390
6.7115e-009,0.3312
6.7482e-009,0.3254
6.7849e-009,0.3230
6.8215e-009,0.3241
6.8582e-009,0.3277
6.8949e-009,0.3321
6.9316e-009,0.3353
6.9682e-009,0.3361
7.0049e-009,0.3340
7.0416e-009,0.3297
7.0783e-009,0.3246
7.1149e-009,0.3202
7.1516e-009,0.3176
7.1883e-009,0.3170
7.2250e-009,0.3180
7.2616e-009,0.3200
7.2983e-009,0.3220
7.3350e-009,0.3231
7.3717e-009,0.3232
7.4083e-009,0.3233
7.4450e-009,0.3260
7.4817e-009,0.3350
7.5184e-009,0.3545
7.5550e-009,0.3879
7.5917e-009,0.4372
7.6284e-009,0.5026
7.6651e-009,0.5822
7.7018e-009,0.6711
7.7384e-009,0.7612
7.7751e-009,0.8440
7.8118e-009,0.9133
7.8484e-009,0.9662
7.8851e-009,1.0015
7.9218e-009,1.0202
7.9585e-009,1.0265
7.9952e-009,1.0270
8.0318e-009,1.0277
8.0685e-009,1.0314
8.1052e-009,1.0383
8.1418e-009,1.0477
8.1785e-009,1.0584
8.2152e-009,1.0683
8.2519e-009,1.0752
8.2886e-009,1.0782
8.3252e-009,1.0783
8.3619e-009,1.0774
8.3986e-009,1.0772
8.4352e-009,1.0789
8.4719e-009,1.0822
8.5086e-009,1.0866
8.5453e-009,1.0908
8.5820e-009,1.0936
8.6186e-009,1.0942
8.6553e-009,1.0928
8.6920e-009,1.0904
8.7286e-009,1.0882
8.7653e-009,1.0875
8.8020e-009,1.0890
8.8387e-009,1.0926
8.8754e-009,1.0976
8.9120e-009,1.1024
8.9487e-009,1.1059
8.9854e-009,1.1072
9.0220e-009,1.1066
9.0587e-009,1.1048
9.0954e-009,1.1025
9.1321e-009,1.1007
9.1688e-009,1.1001
9.2054e-009,1.1010
9.2421e-009,1.1029
9.2788e-009,1.1051
9.3154e-009,1.1062
9.3521e-009,1.1046
9.3888e-009,1.0978
9.4255e-009,1.0826
9.4622e-009,1.0559
9.4988e-009,1.0153
9.5355e-009,0.9590
9.5722e-009,0.8866
9.6088e-009,0.8008
9.6455e-009,0.7084
9.6822e-009,0.6174
9.7189e-009,0.5348
9.7556e-009,0.4664
9.7922e-009,0.4168
9.8289e-009,0.3875
9.8656e-009,0.3754
9.9022e-009,0.3741
9.9389e-009,0.3774
9.9756e-009,0.3805
1.00123e-008,0.3805
1.00490e-008,0.3758
1.00856e-008,0.3673
1.01223e-008,0.3574
1.01590e-008,0.3489
1.01956e-008,0.3440
1.02323e-008,0.3434
1.02690e-008,0.3481
1.03057e-008,0.3595
1.03424e-008,0.3803
1.03790e-008,0.4129
1.04157e-008,0.4598
1.04524e-008,0.5222
1.04890e-008,0.6002
1.05257e-008,0.6897
1.05624e-008,0.7824
1.05991e-008,0.8685
1.06358e-008,0.9402
1.06724e-008,0.9933
1.07091e-008,1.0254
