.HEADER
..NAMES
Time,V U3.C2
.DATA
0.0e+000,0.3196
3.86e-011,0.3196
7.72e-011,0.3196
1.157e-010,0.3196
1.543e-010,0.3196
1.929e-010,0.3196
2.314e-010,0.3196
2.700e-010,0.3196
3.086e-010,0.3196
3.472e-010,0.3196
3.857e-010,0.3196
4.243e-010,0.3196
4.629e-010,0.3196
5.015e-010,0.3196
5.401e-010,0.3196
5.786e-010,0.3196
6.172e-010,0.3196
6.558e-010,0.3196
6.944e-010,0.3196
7.329e-010,0.3196
7.715e-010,0.3196
8.101e-010,0.3196
8.486e-010,0.3196
8.872e-010,0.3196
9.258e-010,0.3196
9.644e-010,0.3196
1.0029e-009,0.3198
1.0415e-009,0.3229
1.0801e-009,0.3356
1.1187e-009,0.3702
1.1572e-009,0.4415
1.1958e-009,0.5476
1.2344e-009,0.6713
1.2730e-009,0.7786
1.3115e-009,0.8560
1.3501e-009,0.9240
1.3887e-009,0.9848
1.4273e-009,1.0351
1.4658e-009,1.0733
1.5044e-009,1.1211
1.5430e-009,1.1588
1.5816e-009,1.1602
1.6202e-009,1.1447
1.6587e-009,1.0812
1.6973e-009,0.9673
1.7359e-009,0.8419
1.7745e-009,0.7281
1.8130e-009,0.6287
1.8516e-009,0.5445
1.8902e-009,0.4770
1.9288e-009,0.4323
1.9673e-009,0.4025
2.0059e-009,0.3749
2.0445e-009,0.3557
2.0830e-009,0.3426
2.1216e-009,0.3286
2.1602e-009,0.3186
2.1988e-009,0.3166
2.2374e-009,0.3190
2.2759e-009,0.3212
2.3145e-009,0.3217
2.3531e-009,0.3228
2.3916e-009,0.3245
2.4302e-009,0.3238
2.4688e-009,0.3225
2.5074e-009,0.3226
2.5459e-009,0.3220
2.5845e-009,0.3209
2.6231e-009,0.3210
2.6617e-009,0.3218
2.7003e-009,0.3220
2.7388e-009,0.3210
2.7774e-009,0.3202
2.8160e-009,0.3202
2.8545e-009,0.3201
2.8931e-009,0.3203
2.9317e-009,0.3261
2.9703e-009,0.3452
3.0089e-009,0.3919
3.0474e-009,0.4773
3.0860e-009,0.5927
3.1246e-009,0.7151
3.1631e-009,0.8094
3.2017e-009,0.8815
3.2403e-009,0.9474
3.2789e-009,1.0049
3.3175e-009,1.0504
3.3560e-009,1.0828
3.3946e-009,1.1059
3.4332e-009,1.1232
3.4717e-009,1.1381
3.5103e-009,1.1521
3.5489e-009,1.1634
3.5875e-009,1.1673
3.6260e-009,1.1653
3.6646e-009,1.1653
3.7032e-009,1.1681
3.7418e-009,1.1711
3.7803e-009,1.1727
3.8189e-009,1.1739
3.8575e-009,1.1793
3.8961e-009,1.1840
3.9346e-009,1.1758
3.9732e-009,1.1378
4.0118e-009,1.0501
4.0504e-009,0.9305
4.0890e-009,0.8178
4.1275e-009,0.7128
4.1661e-009,0.6148
4.2047e-009,0.5315
4.2433e-009,0.4684
4.2818e-009,0.4252
4.3204e-009,0.3868
4.3590e-009,0.3663
4.3975e-009,0.3824
4.4361e-009,0.4266
4.4747e-009,0.5108
4.5133e-009,0.6339
4.5519e-009,0.7573
4.5904e-009,0.8463
4.6290e-009,0.9176
4.6676e-009,0.9802
4.7062e-009,1.0337
4.7447e-009,1.0720
4.7833e-009,1.0975
4.8219e-009,1.1190
4.8604e-009,1.1345
4.8990e-009,1.1460
4.9376e-009,1.1586
4.9762e-009,1.1690
5.0147e-009,1.1703
5.0533e-009,1.1672
5.0919e-009,1.1671
5.1305e-009,1.1699
5.1691e-009,1.1722
5.2076e-009,1.1729
5.2462e-009,1.1738
5.2848e-009,1.1750
5.3234e-009,1.1752
5.3619e-009,1.1761
5.4005e-009,1.1778
5.4391e-009,1.1780
5.4776e-009,1.1769
