.HEADER
..NAMES
Time,V U4.E7
.DATA
0.0e+000,1.1779
3.86e-011,1.1779
7.72e-011,1.1779
1.157e-010,1.1779
1.543e-010,1.1779
1.929e-010,1.1779
2.314e-010,1.1779
2.700e-010,1.1779
3.086e-010,1.1779
3.472e-010,1.1779
3.857e-010,1.1779
4.243e-010,1.1779
4.629e-010,1.1779
5.015e-010,1.1779
5.401e-010,1.1779
5.786e-010,1.1779
6.172e-010,1.1779
6.558e-010,1.1779
6.944e-010,1.1779
7.329e-010,1.1779
7.715e-010,1.1779
8.101e-010,1.1779
8.486e-010,1.1784
8.872e-010,1.1808
9.258e-010,1.1830
9.644e-010,1.1758
1.0029e-009,1.1430
1.0415e-009,1.0708
1.0801e-009,0.9667
1.1187e-009,0.8517
1.1572e-009,0.7386
1.1958e-009,0.6328
1.2344e-009,0.5419
1.2730e-009,0.4711
1.3115e-009,0.4196
1.3501e-009,0.3799
1.3887e-009,0.3584
1.4273e-009,0.3689
1.4658e-009,0.4172
1.5044e-009,0.5091
1.5430e-009,0.6331
1.5816e-009,0.7563
1.6202e-009,0.8562
1.6587e-009,0.9327
1.6973e-009,0.9944
1.7359e-009,1.0447
1.7745e-009,1.0831
1.8130e-009,1.1238
1.8516e-009,1.1594
1.8902e-009,1.1733
1.9288e-009,1.1575
1.9673e-009,1.0944
2.0059e-009,0.9880
2.0445e-009,0.8653
2.0830e-009,0.7479
2.1216e-009,0.6439
2.1602e-009,0.5547
2.1988e-009,0.4811
2.2374e-009,0.4277
2.2759e-009,0.3869
2.3145e-009,0.3595
2.3531e-009,0.3574
2.3916e-009,0.3934
2.4302e-009,0.4746
2.4688e-009,0.5943
2.5074e-009,0.7229
2.5459e-009,0.8311
2.5845e-009,0.9129
2.6231e-009,0.9769
2.6617e-009,1.0295
2.7003e-009,1.0705
2.7388e-009,1.0996
2.7774e-009,1.1212
2.8160e-009,1.1383
2.8545e-009,1.1501
2.8931e-009,1.1576
2.9317e-009,1.1615
2.9703e-009,1.1617
3.0089e-009,1.1608
3.0474e-009,1.1617
3.0860e-009,1.1648
3.1246e-009,1.1683
3.1631e-009,1.1702
3.2017e-009,1.1727
3.2403e-009,1.1775
3.2789e-009,1.1801
3.3175e-009,1.1694
3.3560e-009,1.1293
3.3946e-009,1.0496
3.4332e-009,0.9423
3.4717e-009,0.8274
3.5103e-009,0.7157
3.5489e-009,0.6126
3.5875e-009,0.5251
3.6260e-009,0.4586
3.6646e-009,0.4127
3.7032e-009,0.3805
3.7418e-009,0.3572
3.7803e-009,0.3409
3.8189e-009,0.3296
3.8575e-009,0.3226
3.8961e-009,0.3207
3.9346e-009,0.3221
3.9732e-009,0.3241
4.0118e-009,0.3253
4.0504e-009,0.3261
4.0890e-009,0.3269
4.1275e-009,0.3269
4.1661e-009,0.3258
4.2047e-009,0.3247
4.2433e-009,0.3241
4.2818e-009,0.3236
4.3204e-009,0.3233
4.3590e-009,0.3230
4.3975e-009,0.3226
4.4361e-009,0.3219
4.4747e-009,0.3212
4.5133e-009,0.3208
4.5519e-009,0.3208
4.5904e-009,0.3208
4.6290e-009,0.3228
4.6676e-009,0.3316
4.7062e-009,0.3566
4.7447e-009,0.4105
4.7833e-009,0.4983
4.8219e-009,0.6119
4.8604e-009,0.7265
4.8990e-009,0.8235
4.9376e-009,0.9028
4.9762e-009,0.9693
5.0147e-009,1.0239
5.0533e-009,1.0655
5.0919e-009,1.0959
5.1305e-009,1.1186
5.1691e-009,1.1356
5.2076e-009,1.1475
5.2462e-009,1.1554
5.2848e-009,1.1598
5.3234e-009,1.1610
5.3619e-009,1.1614
5.4005e-009,1.1633
5.4391e-009,1.1662
5.4776e-009,1.1687
5.5162e-009,1.1700
5.5548e-009,1.1711
5.5934e-009,1.1723
5.6320e-009,1.1733
5.6705e-009,1.1739
5.7091e-009,1.1746
5.7477e-009,1.1752
5.7863e-009,1.1756
5.8248e-009,1.1763
5.8634e-009,1.1770
5.9020e-009,1.1773
5.9405e-009,1.1772
5.9791e-009,1.1772
6.0177e-009,1.1783
6.0563e-009,1.1811
6.0948e-009,1.1820
6.1334e-009,1.1701
6.1720e-009,1.1278
6.2106e-009,1.0455
6.2492e-009,0.9368
6.2877e-009,0.8214
6.3263e-009,0.7096
6.3649e-009,0.6071
6.4035e-009,0.5209
6.4420e-009,0.4559
6.4806e-009,0.4109
6.5192e-009,0.3791
6.5577e-009,0.3562
6.5963e-009,0.3403
6.6349e-009,0.3291
6.6735e-009,0.3223
6.7121e-009,0.3207
6.7506e-009,0.3222
6.7892e-009,0.3242
6.8278e-009,0.3254
6.8664e-009,0.3262
6.9049e-009,0.3269
6.9435e-009,0.3268
6.9821e-009,0.3257
7.0206e-009,0.3247
