.HEADER
..NAMES
Time,V U2.H3
.DATA
0.0e+000,1.1760
3.86e-011,1.1760
7.72e-011,1.1760
1.157e-010,1.1760
1.543e-010,1.1760
1.929e-010,1.1760
2.314e-010,1.1760
2.700e-010,1.1760
3.086e-010,1.1760
3.472e-010,1.1760
3.857e-010,1.1760
4.243e-010,1.1760
4.629e-010,1.1760
5.015e-010,1.1760
5.401e-010,1.1760
5.786e-010,1.1760
6.172e-010,1.1760
6.558e-010,1.1760
6.944e-010,1.1760
7.329e-010,1.1760
7.715e-010,1.1760
8.101e-010,1.1760
8.486e-010,1.1760
8.872e-010,1.1760
9.258e-010,1.1760
9.644e-010,1.1760
1.0029e-009,1.1760
1.0415e-009,1.1760
1.0801e-009,1.1760
1.1187e-009,1.1760
1.1572e-009,1.1773
1.1958e-009,1.1809
1.2344e-009,1.1800
1.2730e-009,1.1633
1.3115e-009,1.1120
1.3501e-009,1.0222
1.3887e-009,0.9159
1.4273e-009,0.8019
1.4658e-009,0.6868
1.5044e-009,0.5848
1.5430e-009,0.5032
1.5816e-009,0.4455
1.6202e-009,0.4026
1.6587e-009,0.3712
1.6973e-009,0.3713
1.7359e-009,0.3950
1.7745e-009,0.4532
1.8130e-009,0.5432
1.8516e-009,0.6511
1.8902e-009,0.7515
1.9288e-009,0.8469
1.9673e-009,0.9298
2.0059e-009,0.9953
2.0445e-009,1.0433
2.0830e-009,1.0781
2.1216e-009,1.1033
2.1602e-009,1.1187
2.1988e-009,1.1288
2.2374e-009,1.1392
2.2759e-009,1.1480
2.3145e-009,1.1571
2.3531e-009,1.1660
2.3916e-009,1.1717
2.4302e-009,1.1731
2.4688e-009,1.1737
2.5074e-009,1.1741
2.5459e-009,1.1741
2.5845e-009,1.1780
2.6231e-009,1.1796
2.6617e-009,1.1723
2.7003e-009,1.1392
2.7388e-009,1.0658
2.7774e-009,0.9654
2.8160e-009,0.8559
2.8545e-009,0.7396
2.8931e-009,0.6308
2.9317e-009,0.5382
2.9703e-009,0.4689
3.0089e-009,0.4220
3.0474e-009,0.3901
3.0860e-009,0.3703
3.1246e-009,0.3593
3.1631e-009,0.3523
3.2017e-009,0.3470
3.2403e-009,0.3394
3.2789e-009,0.3294
3.3175e-009,0.3222
3.3560e-009,0.3188
3.3946e-009,0.3170
3.4332e-009,0.3169
3.4717e-009,0.3186
3.5103e-009,0.3230
3.5489e-009,0.3341
3.5875e-009,0.3598
3.6260e-009,0.4135
3.6646e-009,0.4994
3.7032e-009,0.6111
3.7418e-009,0.7241
3.7803e-009,0.8204
3.8189e-009,0.9053
3.8575e-009,0.9747
3.8961e-009,1.0276
3.9346e-009,1.0645
3.9732e-009,1.0900
4.0118e-009,1.1084
4.0504e-009,1.1213
4.0890e-009,1.1310
4.1275e-009,1.1402
4.1661e-009,1.1502
4.2047e-009,1.1606
4.2433e-009,1.1692
4.2818e-009,1.1726
4.3204e-009,1.1721
4.3590e-009,1.1721
4.3975e-009,1.1723
4.4361e-009,1.1739
4.4747e-009,1.1782
4.5133e-009,1.1776
4.5519e-009,1.1639
4.5904e-009,1.1172
4.6290e-009,1.0310
4.6676e-009,0.9262
4.7062e-009,0.8136
4.7447e-009,0.6983
4.7833e-009,0.5945
4.8219e-009,0.5096
4.8604e-009,0.4490
4.8990e-009,0.4084
4.9376e-009,0.3813
4.9762e-009,0.3655
5.0147e-009,0.3563
5.0533e-009,0.3501
5.0919e-009,0.3445
5.1305e-009,0.3357
5.1691e-009,0.3260
5.2076e-009,0.3204
5.2462e-009,0.3178
5.2848e-009,0.3166
5.3234e-009,0.3171
5.3619e-009,0.3196
5.4005e-009,0.3259
5.4391e-009,0.3411
5.4776e-009,0.3756
5.5162e-009,0.4416
5.5548e-009,0.5379
5.5934e-009,0.6546
5.6320e-009,0.7608
5.6705e-009,0.8532
5.7091e-009,0.9326
5.7477e-009,0.9961
5.7863e-009,1.0428
5.8248e-009,1.0748
5.8634e-009,1.0974
5.9020e-009,1.1136
5.9405e-009,1.1250
5.9791e-009,1.1343
6.0177e-009,1.1437
6.0563e-009,1.1540
6.0948e-009,1.1640
6.1334e-009,1.1712
6.1720e-009,1.1725
6.2106e-009,1.1719
6.2492e-009,1.1721
6.2877e-009,1.1722
6.3263e-009,1.1718
6.3649e-009,1.1714
6.4035e-009,1.1716
6.4420e-009,1.1723
6.4806e-009,1.1728
6.5192e-009,1.1734
6.5577e-009,1.1744
6.5963e-009,1.1754
6.6349e-009,1.1761
6.6735e-009,1.1759
6.7121e-009,1.1751
6.7506e-009,1.1748
6.7892e-009,1.1751
6.8278e-009,1.1754
6.8664e-009,1.1754
6.9049e-009,1.1754
6.9435e-009,1.1755
6.9821e-009,1.1757
7.0206e-009,1.1757
7.0592e-009,1.1757
7.0978e-009,1.1757
7.1364e-009,1.1758
7.1749e-009,1.1758
7.2135e-009,1.1756
7.2521e-009,1.1766
7.2907e-009,1.1803
7.3293e-009,1.1801
7.3678e-009,1.1647
7.4064e-009,1.1158
7.4450e-009,1.0276
7.4835e-009,0.9219
7.5221e-009,0.8084
7.5607e-009,0.6929
7.5993e-009,0.5899
7.6379e-009,0.5069
7.6764e-009,0.4480
7.7150e-009,0.4052
7.7536e-009,0.3720
7.7922e-009,0.3707
7.8307e-009,0.3929
7.8693e-009,0.4491
7.9079e-009,0.5375
7.9464e-009,0.6452
7.9850e-009,0.7461
8.0236e-009,0.8419
8.0622e-009,0.9257
8.1008e-009,0.9921
8.1393e-009,1.0410
8.1779e-009,1.0763
8.2165e-009,1.1021
8.2550e-009,1.1180
8.2936e-009,1.1281
8.3322e-009,1.1385
8.3708e-009,1.1474
8.4093e-009,1.1565
8.4479e-009,1.1655
8.4865e-009,1.1714
8.5251e-009,1.1730
8.5637e-009,1.1736
8.6022e-009,1.1740
8.6408e-009,1.1736
8.6794e-009,1.1726
8.7179e-009,1.1723
8.7565e-009,1.1726
8.7951e-009,1.1725
8.8337e-009,1.1728
8.8722e-009,1.1738
8.9108e-009,1.1747
8.9494e-009,1.1756
8.9880e-009,1.1762
9.0266e-009,1.1760
9.0651e-009,1.1754
9.1037e-009,1.1753
9.1423e-009,1.1779
9.1808e-009,1.1810
9.2194e-009,1.1767
9.2580e-009,1.1515
9.2966e-009,1.0874
9.3352e-009,0.9898
9.3737e-009,0.8815
9.4123e-009,0.7654
9.4509e-009,0.6534
9.4895e-009,0.5568
9.5280e-009,0.4826
9.5666e-009,0.4314
9.6052e-009,0.3963
9.6437e-009,0.3740
9.6823e-009,0.3614
9.7209e-009,0.3538
9.7595e-009,0.3483
9.7981e-009,0.3415
9.8366e-009,0.3317
9.8752e-009,0.3232
9.9138e-009,0.3192
9.9524e-009,0.3172
9.9909e-009,0.3167
1.00295e-008,0.3182
1.00681e-008,0.3217
1.01066e-008,0.3310
1.01452e-008,0.3524
1.01838e-008,0.3992
1.02224e-008,0.4787
1.02610e-008,0.5859
1.02995e-008,0.7019
1.03381e-008,0.8008
