.HEADER
..NAMES
Time,V U3.C7&B7
.DATA
0.0e+000,0.3209
3.86e-011,0.3209
7.72e-011,0.3209
1.157e-010,0.3209
1.543e-010,0.3209
1.929e-010,0.3209
2.314e-010,0.3209
2.700e-010,0.3209
3.086e-010,0.3209
3.472e-010,0.3209
3.857e-010,0.3209
4.243e-010,0.3209
4.629e-010,0.3209
5.015e-010,0.3209
5.401e-010,0.3209
5.786e-010,0.3209
6.172e-010,0.3209
6.558e-010,0.3209
6.944e-010,0.3209
7.329e-010,0.3209
7.715e-010,0.3209
8.101e-010,0.3209
8.486e-010,0.3209
8.872e-010,0.3209
9.258e-010,0.3209
9.644e-010,0.3209
1.0029e-009,0.3209
1.0415e-009,0.3209
1.0801e-009,0.3209
1.1187e-009,0.3209
1.1572e-009,0.3209
1.1958e-009,0.3209
1.2344e-009,0.3210
1.2730e-009,0.3235
1.3115e-009,0.3335
1.3501e-009,0.3605
1.3887e-009,0.4168
1.4273e-009,0.5048
1.4658e-009,0.6170
1.5044e-009,0.7299
1.5430e-009,0.8276
1.5816e-009,0.9095
1.6202e-009,0.9755
1.6587e-009,1.0271
1.6973e-009,1.0707
1.7359e-009,1.1217
1.7745e-009,1.1545
1.8130e-009,1.1686
1.8516e-009,1.1593
1.8902e-009,1.1045
1.9288e-009,0.9988
1.9673e-009,0.8807
2.0059e-009,0.7537
2.0445e-009,0.6342
2.0830e-009,0.5388
2.1216e-009,0.4685
2.1602e-009,0.4200
2.1988e-009,0.3823
2.2374e-009,0.3620
2.2759e-009,0.3670
2.3145e-009,0.4019
2.3531e-009,0.4744
2.3916e-009,0.5901
2.4302e-009,0.7149
2.4688e-009,0.8216
2.5074e-009,0.9128
2.5459e-009,0.9825
2.5845e-009,1.0317
2.6231e-009,1.0710
2.6617e-009,1.1144
2.7003e-009,1.1543
2.7388e-009,1.1695
2.7774e-009,1.1688
2.8160e-009,1.1311
2.8545e-009,1.0361
2.8931e-009,0.9177
2.9317e-009,0.7933
2.9703e-009,0.6687
3.0089e-009,0.5644
3.0474e-009,0.4869
3.0860e-009,0.4330
3.1246e-009,0.3933
3.1631e-009,0.3645
3.2017e-009,0.3635
3.2403e-009,0.3873
3.2789e-009,0.4471
3.3175e-009,0.5499
3.3560e-009,0.6774
3.3946e-009,0.7897
3.4332e-009,0.8860
3.4717e-009,0.9633
3.5103e-009,1.0184
3.5489e-009,1.0590
3.5875e-009,1.0975
3.6260e-009,1.1441
3.6646e-009,1.1650
3.7032e-009,1.1715
3.7418e-009,1.1482
3.7803e-009,1.0718
3.8189e-009,0.9551
3.8575e-009,0.8332
3.8961e-009,0.7067
3.9346e-009,0.5945
3.9732e-009,0.5085
4.0118e-009,0.4478
4.0504e-009,0.4052
4.0890e-009,0.3704
4.1275e-009,0.3617
4.1661e-009,0.3759
4.2047e-009,0.4244
4.2433e-009,0.5123
4.2818e-009,0.6373
4.3204e-009,0.7561
4.3590e-009,0.8571
4.3975e-009,0.9412
4.4361e-009,1.0032
4.4747e-009,1.0469
4.5133e-009,1.0846
4.5519e-009,1.1310
4.5904e-009,1.1608
4.6290e-009,1.1717
4.6676e-009,1.1600
4.7062e-009,1.1027
4.7447e-009,0.9930
4.7833e-009,0.8726
4.8219e-009,0.7461
4.8604e-009,0.6274
4.8990e-009,0.5328
4.9376e-009,0.4646
4.9762e-009,0.4175
5.0147e-009,0.3795
5.0533e-009,0.3616
5.0919e-009,0.3680
5.1305e-009,0.4052
5.1691e-009,0.4792
5.2076e-009,0.5964
5.2462e-009,0.7208
5.2848e-009,0.8267
5.3234e-009,0.9169
5.3619e-009,0.9860
5.4005e-009,1.0343
5.4391e-009,1.0727
5.4776e-009,1.1158
5.5162e-009,1.1552
5.5548e-009,1.1695
5.5934e-009,1.1676
5.6320e-009,1.1276
5.6705e-009,1.0304
5.7091e-009,0.9111
5.7477e-009,0.7864
5.7863e-009,0.6627
5.8248e-009,0.5597
5.8634e-009,0.4835
5.9020e-009,0.4307
5.9405e-009,0.3919
5.9791e-009,0.3641
6.0177e-009,0.3643
6.0563e-009,0.3898
6.0948e-009,0.4514
6.1334e-009,0.5558
6.1720e-009,0.6835
6.2106e-009,0.7949
6.2492e-009,0.8903
6.2877e-009,0.9666
6.3263e-009,1.0207
6.3649e-009,1.0610
6.4035e-009,1.1006
6.4420e-009,1.1467
6.4806e-009,1.1660
6.5192e-009,1.1715
6.5577e-009,1.1460
6.5963e-009,1.0662
6.6349e-009,0.9491
6.6735e-009,0.8268
6.7121e-009,0.7004
6.7506e-009,0.5895
6.7892e-009,0.5047
6.8278e-009,0.4452
6.8664e-009,0.4036
6.9049e-009,0.3696
6.9435e-009,0.3621
6.9821e-009,0.3777
7.0206e-009,0.4279
7.0592e-009,0.5180
7.0978e-009,0.6439
7.1364e-009,0.7616
7.1749e-009,0.8618
7.2135e-009,0.9449
7.2521e-009,1.0058
7.2907e-009,1.0490
7.3293e-009,1.0869
7.3678e-009,1.1345
7.4064e-009,1.1618
7.4450e-009,1.1723
7.4835e-009,1.1587
7.5221e-009,1.0980
7.5607e-009,0.9869
7.5993e-009,0.8665
7.6379e-009,0.7397
7.6764e-009,0.6219
7.7150e-009,0.5286
7.7536e-009,0.4617
7.7922e-009,0.4156
7.8307e-009,0.3784
7.8693e-009,0.3616
7.9079e-009,0.3694
7.9464e-009,0.4082
7.9850e-009,0.4843
8.0236e-009,0.6031
8.0622e-009,0.7267
8.1008e-009,0.8317
8.1393e-009,0.9209
8.1779e-009,0.9889
8.2165e-009,1.0364
8.2550e-009,1.0747
8.2936e-009,1.1195
8.3322e-009,1.1565
8.3708e-009,1.1705
8.4093e-009,1.1669
8.4479e-009,1.1241
8.4865e-009,1.0243
8.5251e-009,0.9051
8.5637e-009,0.7799
8.6022e-009,0.6568
8.6408e-009,0.5551
8.6794e-009,0.4803
8.7179e-009,0.4285
8.7565e-009,0.3895
8.7951e-009,0.3633
8.8337e-009,0.3645
8.8722e-009,0.3919
8.9108e-009,0.4554
8.9494e-009,0.5625
8.9880e-009,0.6897
9.0266e-009,0.8001
9.0651e-009,0.8948
9.1037e-009,0.9698
9.1423e-009,1.0230
9.1808e-009,1.0629
9.2194e-009,1.1021
9.2580e-009,1.1476
9.2966e-009,1.1663
9.3352e-009,1.1708
9.3737e-009,1.1432
9.4123e-009,1.0607
9.4509e-009,0.9428
9.4895e-009,0.8201
9.5280e-009,0.6941
9.5666e-009,0.5844
9.6052e-009,0.5012
9.6437e-009,0.4427
9.6823e-009,0.4013
9.7209e-009,0.3681
9.7595e-009,0.3620
9.7981e-009,0.3792
9.8366e-009,0.4313
9.8752e-009,0.5239
9.9138e-009,0.6503
9.9524e-009,0.7670
9.9909e-009,0.8665
1.00295e-008,0.9485
1.00681e-008,1.0083
1.01066e-008,1.0509
1.01452e-008,1.0886
1.01838e-008,1.1356
1.02224e-008,1.1623
1.02610e-008,1.1720
1.02995e-008,1.1567
1.03381e-008,1.0932
1.03767e-008,0.9807
1.04152e-008,0.8599
1.04538e-008,0.7331
1.04924e-008,0.6164
1.05310e-008,0.5246
1.05695e-008,0.4589
1.06081e-008,0.4135
