.HEADER
..NAMES
Time,V U4.B8
.DATA
0.0e+000,1.1775
3.86e-011,1.1775
7.72e-011,1.1775
1.157e-010,1.1775
1.543e-010,1.1775
1.929e-010,1.1775
2.314e-010,1.1775
2.700e-010,1.1775
3.086e-010,1.1775
3.472e-010,1.1775
3.857e-010,1.1775
4.243e-010,1.1775
4.629e-010,1.1775
5.015e-010,1.1775
5.401e-010,1.1775
5.786e-010,1.1775
6.172e-010,1.1775
6.558e-010,1.1775
6.944e-010,1.1775
7.329e-010,1.1775
7.715e-010,1.1775
8.101e-010,1.1775
8.486e-010,1.1776
8.872e-010,1.1798
9.258e-010,1.1845
9.644e-010,1.1816
1.0029e-009,1.1530
1.0415e-009,1.0766
1.0801e-009,0.9553
1.1187e-009,0.8303
1.1572e-009,0.7200
1.1958e-009,0.6189
1.2344e-009,0.5338
1.2730e-009,0.4712
1.3115e-009,0.4301
1.3501e-009,0.4006
1.3887e-009,0.3785
1.4273e-009,0.3648
1.4658e-009,0.3571
1.5044e-009,0.3504
1.5430e-009,0.3393
1.5816e-009,0.3261
1.6202e-009,0.3194
1.6587e-009,0.3189
1.6973e-009,0.3188
1.7359e-009,0.3189
1.7745e-009,0.3208
1.8130e-009,0.3239
1.8516e-009,0.3304
1.8902e-009,0.3518
1.9288e-009,0.4044
1.9673e-009,0.4979
2.0059e-009,0.6211
2.0445e-009,0.7468
2.0830e-009,0.8400
2.1216e-009,0.9076
2.1602e-009,0.9682
2.1988e-009,1.0197
2.2374e-009,1.0591
2.2759e-009,1.0931
2.3145e-009,1.1417
2.3531e-009,1.1600
2.3916e-009,1.1456
2.4302e-009,1.1102
2.4688e-009,1.0304
2.5074e-009,0.9159
2.5459e-009,0.7944
2.5845e-009,0.6768
2.6231e-009,0.5740
2.6617e-009,0.4980
2.7003e-009,0.4485
2.7388e-009,0.4136
2.7774e-009,0.3886
2.8160e-009,0.3742
2.8545e-009,0.3609
2.8931e-009,0.3495
2.9317e-009,0.3429
2.9703e-009,0.3345
3.0089e-009,0.3250
3.0474e-009,0.3189
3.0860e-009,0.3165
3.1246e-009,0.3159
3.1631e-009,0.3180
3.2017e-009,0.3219
3.2403e-009,0.3262
3.2789e-009,0.3392
3.3175e-009,0.3755
3.3560e-009,0.4481
3.3946e-009,0.5583
3.4332e-009,0.6889
3.4717e-009,0.8019
3.5103e-009,0.8776
3.5489e-009,0.9396
3.5875e-009,0.9955
3.6260e-009,1.0415
3.6646e-009,1.0754
3.7032e-009,1.1182
3.7418e-009,1.1570
3.7803e-009,1.1541
3.8189e-009,1.1317
3.8575e-009,1.0733
3.8961e-009,0.9718
3.9346e-009,0.8519
3.9732e-009,0.7322
4.0118e-009,0.6200
4.0504e-009,0.5300
4.0890e-009,0.4690
4.1275e-009,0.4290
4.1661e-009,0.3990
4.2047e-009,0.3800
4.2433e-009,0.3675
4.2818e-009,0.3542
4.3204e-009,0.3458
4.3590e-009,0.3386
4.3975e-009,0.3291
4.4361e-009,0.3213
4.4747e-009,0.3174
4.5133e-009,0.3158
4.5519e-009,0.3164
4.5904e-009,0.3199
4.6290e-009,0.3239
4.6676e-009,0.3310
4.7062e-009,0.3544
4.7447e-009,0.4086
4.7833e-009,0.5021
4.8219e-009,0.6262
4.8604e-009,0.7530
4.8990e-009,0.8452
4.9376e-009,0.9108
4.9762e-009,0.9700
5.0147e-009,1.0212
5.0533e-009,1.0603
5.0919e-009,1.0877
5.1305e-009,1.1072
5.1691e-009,1.1192
5.2076e-009,1.1278
5.2462e-009,1.1378
5.2848e-009,1.1506
5.3234e-009,1.1645
5.3619e-009,1.1732
5.4005e-009,1.1725
5.4391e-009,1.1689
5.4776e-009,1.1692
5.5162e-009,1.1715
5.5548e-009,1.1729
5.5934e-009,1.1734
5.6320e-009,1.1740
5.6705e-009,1.1738
5.7091e-009,1.1735
5.7477e-009,1.1742
5.7863e-009,1.1760
5.8248e-009,1.1779
5.8634e-009,1.1784
5.9020e-009,1.1770
5.9405e-009,1.1756
5.9791e-009,1.1760
6.0177e-009,1.1772
6.0563e-009,1.1806
6.0948e-009,1.1848
6.1334e-009,1.1772
6.1720e-009,1.1380
6.2106e-009,1.0474
6.2492e-009,0.9211
6.2877e-009,0.8007
6.3263e-009,0.6930
6.3649e-009,0.5948
6.4035e-009,0.5147
6.4420e-009,0.4582
6.4806e-009,0.4213
6.5192e-009,0.3940
6.5577e-009,0.3741
6.5963e-009,0.3622
6.6349e-009,0.3553
6.6735e-009,0.3478
6.7121e-009,0.3353
6.7506e-009,0.3232
6.7892e-009,0.3188
6.8278e-009,0.3188
6.8664e-009,0.3185
6.9049e-009,0.3189
6.9435e-009,0.3213
6.9821e-009,0.3249
7.0206e-009,0.3339
7.0592e-009,0.3618
7.0978e-009,0.4249
7.1364e-009,0.5279
7.1749e-009,0.6552
7.2135e-009,0.7749
7.2521e-009,0.8590
7.2907e-009,0.9242
7.3293e-009,0.9827
7.3678e-009,1.0312
7.4064e-009,1.0671
7.4450e-009,1.0924
7.4835e-009,1.1103
7.5221e-009,1.1211
7.5607e-009,1.1296
7.5993e-009,1.1406
7.6379e-009,1.1543
7.6764e-009,1.1673
7.7150e-009,1.1735
7.7536e-009,1.1714
7.7922e-009,1.1690
7.8307e-009,1.1700
7.8693e-009,1.1721
7.9079e-009,1.1746
7.9464e-009,1.1814
7.9850e-009,1.1835
8.0236e-009,1.1655
8.0622e-009,1.1087
8.1008e-009,1.0022
8.1393e-009,0.8760
8.1779e-009,0.7616
8.2165e-009,0.6556
8.2550e-009,0.5615
8.2936e-009,0.4896
8.3322e-009,0.4424
8.3708e-009,0.4103
8.4093e-009,0.3855
8.4479e-009,0.3691
8.4865e-009,0.3594
8.5251e-009,0.3524
8.5637e-009,0.3432
8.6022e-009,0.3303
8.6408e-009,0.3210
8.6794e-009,0.3189
8.7179e-009,0.3186
8.7565e-009,0.3180
8.7951e-009,0.3192
8.8337e-009,0.3224
8.8722e-009,0.3270
8.9108e-009,0.3410
8.9494e-009,0.3801
8.9880e-009,0.4585
9.0266e-009,0.5728
9.0651e-009,0.7022
9.1037e-009,0.8099
9.1423e-009,0.8838
9.1808e-009,0.9466
9.2194e-009,1.0016
9.2580e-009,1.0457
9.2966e-009,1.0772
9.3352e-009,1.0998
9.3737e-009,1.1149
9.4123e-009,1.1241
9.4509e-009,1.1332
9.4895e-009,1.1453
9.5280e-009,1.1593
9.5666e-009,1.1706
9.6052e-009,1.1734
9.6437e-009,1.1701
9.6823e-009,1.1690
9.7209e-009,1.1707
9.7595e-009,1.1726
9.7981e-009,1.1769
9.8366e-009,1.1836
9.8752e-009,1.1799
9.9138e-009,1.1504
9.9524e-009,1.0747
9.9909e-009,0.9556
1.00295e-008,0.8324
1.00681e-008,0.7219
1.01066e-008,0.6190
1.01452e-008,0.5322
1.01838e-008,0.4697
1.02224e-008,0.4294
1.02610e-008,0.4004
1.02995e-008,0.3785
1.03381e-008,0.3650
1.03767e-008,0.3567
1.04152e-008,0.3496
1.04538e-008,0.3387
1.04924e-008,0.3260
1.05310e-008,0.3196
1.05695e-008,0.3188
1.06081e-008,0.3183
1.06467e-008,0.3181
1.06853e-008,0.3203
1.07239e-008,0.3237
1.07624e-008,0.3303
1.08010e-008,0.3516
1.08396e-008,0.4040
1.08781e-008,0.4971
1.09167e-008,0.6202
1.09553e-008,0.7462
1.09939e-008,0.8399
1.10324e-008,0.9075
1.10710e-008,0.9679
1.11096e-008,1.0193
1.11482e-008,1.0587
1.11868e-008,1.0864
1.12253e-008,1.1063
1.12639e-008,1.1187
1.13025e-008,1.1272
1.13410e-008,1.1373
1.13796e-008,1.1504
1.14182e-008,1.1642
1.14568e-008,1.1728
1.14953e-008,1.1724
1.15339e-008,1.1692
1.15725e-008,1.1695
1.16111e-008,1.1715
1.16497e-008,1.1734
1.16882e-008,1.1793
1.17268e-008,1.1843
1.17654e-008,1.1730
1.18039e-008,1.1287
1.18425e-008,1.0343
1.18811e-008,0.9088
1.19197e-008,0.7908
1.19583e-008,0.6830
1.19968e-008,0.5846
1.20354e-008,0.5062
1.20740e-008,0.4530
1.21126e-008,0.4170
1.21511e-008,0.3812
1.21897e-008,0.3664
1.22283e-008,0.3914
1.22668e-008,0.4478
1.23054e-008,0.5378
1.23440e-008,0.6508
1.23826e-008,0.7633
1.24212e-008,0.8512
1.24597e-008,0.9233
1.24983e-008,0.9841
1.25369e-008,1.0334
1.25755e-008,1.0718
1.26140e-008,1.1161
1.26526e-008,1.1534
1.26912e-008,1.1533
1.27297e-008,1.1352
1.27683e-008,1.0774
1.28069e-008,0.9730
1.28455e-008,0.8515
1.28841e-008,0.7346
1.29226e-008,0.6249
1.29612e-008,0.5343
1.29998e-008,0.4712
1.30383e-008,0.4300
1.30769e-008,0.3932
1.31155e-008,0.3695
1.31541e-008,0.3818
1.31926e-008,0.4221
1.32312e-008,0.5012
1.32698e-008,0.6125
1.33084e-008,0.7305
1.33470e-008,0.8238
1.33855e-008,0.8977
1.34241e-008,0.9629
1.34627e-008,1.0170
1.35012e-008,1.0593
1.35398e-008,1.0897
1.35784e-008,1.1085
1.36170e-008,1.1203
1.36555e-008,1.1314
1.36941e-008,1.1413
1.37327e-008,1.1521
1.37713e-008,1.1642
1.38099e-008,1.1723
1.38484e-008,1.1726
1.38870e-008,1.1706
1.39256e-008,1.1712
1.39641e-008,1.1726
1.40027e-008,1.1751
1.40413e-008,1.1817
1.40799e-008,1.1836
1.41185e-008,1.1671
1.41570e-008,1.1135
1.41956e-008,1.0090
1.42342e-008,0.8820
1.42728e-008,0.7672
1.43113e-008,0.6616
1.43499e-008,0.5670
1.43885e-008,0.4934
1.44270e-008,0.4446
1.44656e-008,0.4097
1.45042e-008,0.3752
1.45428e-008,0.3687
1.45814e-008,0.4004
1.46199e-008,0.4642
1.46585e-008,0.5603
1.46971e-008,0.6758
1.47357e-008,0.7837
1.47742e-008,0.8672
1.48128e-008,0.9373
1.48514e-008,0.9956
1.48899e-008,1.0423
1.49285e-008,1.0775
1.49671e-008,1.1013
1.50057e-008,1.1148
1.50443e-008,1.1255
1.50828e-008,1.1372
1.51214e-008,1.1479
1.51600e-008,1.1586
1.51985e-008,1.1684
1.52371e-008,1.1730
1.52757e-008,1.1720
1.53143e-008,1.1712
1.53528e-008,1.1720
1.53914e-008,1.1734
1.54300e-008,1.1783
1.54686e-008,1.1842
1.55071e-008,1.1779
1.55457e-008,1.1451
1.55843e-008,1.0646
1.56229e-008,0.9424
1.56615e-008,0.8197
1.57000e-008,0.7106
1.57386e-008,0.6099
1.57772e-008,0.5255
1.58158e-008,0.4650
1.58543e-008,0.4260
1.58929e-008,0.3978
1.59315e-008,0.3769
1.59701e-008,0.3640
1.60086e-008,0.3560
1.60472e-008,0.3489
1.60858e-008,0.3376
1.61243e-008,0.3250
1.61629e-008,0.3192
1.62015e-008,0.3188
1.62401e-008,0.3185
1.62786e-008,0.3185
1.63172e-008,0.3206
1.63558e-008,0.3241
1.63944e-008,0.3315
1.64329e-008,0.3553
1.64715e-008,0.4117
1.65101e-008,0.5087
1.65487e-008,0.6338
1.65873e-008,0.7578
1.66258e-008,0.8474
1.66644e-008,0.9139
1.67030e-008,0.9737
1.67416e-008,1.0240
1.67801e-008,1.0620
1.68187e-008,1.0887
1.68573e-008,1.1079
1.68959e-008,1.1197
1.69344e-008,1.1282
1.69730e-008,1.1385
1.70116e-008,1.1518
1.70501e-008,1.1654
1.70887e-008,1.1732
1.71273e-008,1.1720
1.71659e-008,1.1691
1.72044e-008,1.1697
1.72430e-008,1.1717
1.72816e-008,1.1738
1.73202e-008,1.1801
1.73588e-008,1.1841
1.73973e-008,1.1704
1.74359e-008,1.1214
1.74745e-008,1.0221
1.75131e-008,0.8960
1.75516e-008,0.7795
1.75902e-008,0.6723
1.76288e-008,0.5755
1.76674e-008,0.4996
1.77059e-008,0.4488
1.77445e-008,0.4135
1.77831e-008,0.3780
1.78216e-008,0.3673
1.78602e-008,0.3957
1.78988e-008,0.4556
1.79374e-008,0.5486
1.79759e-008,0.6630
1.80145e-008,0.7735
1.80531e-008,0.8591
1.80917e-008,0.9300
1.81302e-008,0.9897
1.81688e-008,1.0378
1.82074e-008,1.0743
1.82460e-008,1.0992
1.82846e-008,1.1135
1.83231e-008,1.1243
1.83617e-008,1.1360
1.84003e-008,1.1468
1.84389e-008,1.1574
1.84774e-008,1.1675
1.85160e-008,1.1728
1.85546e-008,1.1722
1.85932e-008,1.1711
1.86317e-008,1.1718
1.86703e-008,1.1732
1.87089e-008,1.1776
1.87474e-008,1.1839
1.87860e-008,1.1795
1.88246e-008,1.1505
1.88632e-008,1.0758
1.89017e-008,0.9562
1.89403e-008,0.8320
1.89789e-008,0.7219
1.90175e-008,0.6200
1.90560e-008,0.5335
1.90946e-008,0.4703
1.91332e-008,0.4295
1.91718e-008,0.4005
1.92104e-008,0.3787
