.HEADER
..NAMES
Time,V U2.C7&B7
.DATA
9.0651e-009,-0.5949
9.1037e-009,-0.4045
9.1423e-009,-0.1824
9.1808e-009,0.0403
9.2194e-009,0.2446
9.2580e-009,0.4246
9.2966e-009,0.5694
9.3352e-009,0.6698
9.3737e-009,0.7425
9.4123e-009,0.7897
9.4509e-009,0.7946
9.4895e-009,0.7437
9.5280e-009,0.6231
9.5666e-009,0.4377
9.6052e-009,0.2164
9.6437e-009,-0.0088
9.6823e-009,-0.2162
9.7209e-009,-0.4002
9.7595e-009,-0.5513
9.7981e-009,-0.6566
9.8366e-009,-0.7304
9.8752e-009,-0.7803
9.9138e-009,-0.7916
9.9524e-009,-0.7503
9.9909e-009,-0.6429
1.00295e-008,-0.4690
1.00681e-008,-0.2541
1.01066e-008,-0.0292
1.01452e-008,0.1822
1.01838e-008,0.3708
1.02224e-008,0.5285
1.02610e-008,0.6421
1.02995e-008,0.7221
1.03381e-008,0.7790
1.03767e-008,0.7986
1.04152e-008,0.7668
1.04538e-008,0.6692
1.04924e-008,0.5018
1.05310e-008,0.2882
1.05695e-008,0.0612
1.06081e-008,-0.1530
1.06467e-008,-0.3447
1.06853e-008,-0.5080
1.07239e-008,-0.6279
1.07624e-008,-0.7097
1.08010e-008,-0.7681
1.08396e-008,-0.7933
1.08781e-008,-0.7700
1.09167e-008,-0.6847
1.09553e-008,-0.5301
1.09939e-008,-0.3245
1.10324e-008,-0.0996
1.10710e-008,0.1176
1.11096e-008,0.3140
1.11482e-008,0.4829
1.11868e-008,0.6111
1.12253e-008,0.6995
1.12639e-008,0.7644
1.13025e-008,0.7976
1.13410e-008,0.7833
1.13796e-008,0.7081
1.14182e-008,0.5614
1.14568e-008,0.3589
1.14953e-008,0.1325
1.15339e-008,-0.0877
1.15725e-008,-0.2867
1.16111e-008,-0.4603
1.16497e-008,-0.5952
1.16882e-008,-0.6867
1.17268e-008,-0.7527
1.17654e-008,-0.7902
1.18039e-008,-0.7835
1.18425e-008,-0.7193
1.18811e-008,-0.5860
1.19197e-008,-0.3933
1.19583e-008,-0.1710
1.19968e-008,0.0510
1.20354e-008,0.2545
1.20740e-008,0.4331
1.21126e-008,0.5757
1.21511e-008,0.6746
1.21897e-008,0.7468
1.22283e-008,0.7919
1.22668e-008,0.7938
1.23054e-008,0.7395
1.23440e-008,0.6153
1.23826e-008,0.4272
1.24212e-008,0.2045
1.24597e-008,-0.0202
1.24983e-008,-0.2262
1.25369e-008,-0.4088
1.25755e-008,-0.5577
1.26140e-008,-0.6613
1.26526e-008,-0.7346
1.26912e-008,-0.7828
1.27297e-008,-0.7912
1.27683e-008,-0.7467
1.28069e-008,-0.6358
1.28455e-008,-0.4591
1.28841e-008,-0.2425
1.29226e-008,-0.0176
1.29612e-008,0.1926
1.29998e-008,0.3797
1.30383e-008,0.5355
1.30769e-008,0.6467
1.31155e-008,0.7246
1.31541e-008,0.7799
1.31926e-008,0.7979
1.32312e-008,0.7634
1.32698e-008,0.6619
1.33084e-008,0.4913
1.33470e-008,0.2766
1.33855e-008,0.0501
1.34241e-008,-0.1634
1.34627e-008,-0.3540
1.35012e-008,-0.5154
1.35398e-008,-0.6330
1.35784e-008,-0.7142
1.36170e-008,-0.7715
1.36555e-008,-0.7939
1.36941e-008,-0.7674
1.37327e-008,-0.6787
1.37713e-008,-0.5210
1.38099e-008,-0.3134
1.38484e-008,-0.0879
1.38870e-008,0.1284
1.39256e-008,0.3233
1.39641e-008,0.4905
1.40027e-008,0.6162
1.40413e-008,0.7025
1.40799e-008,0.7658
1.41185e-008,0.7975
1.41570e-008,0.7809
1.41956e-008,0.7020
1.42342e-008,0.5517
1.42728e-008,0.3474
1.43113e-008,0.1211
1.43499e-008,-0.0983
1.43885e-008,-0.2964
1.44270e-008,-0.4684
1.44656e-008,-0.6009
1.45042e-008,-0.6913
1.45428e-008,-0.7566
1.45814e-008,-0.7918
1.46199e-008,-0.7819
1.46585e-008,-0.7144
1.46971e-008,-0.5778
1.47357e-008,-0.3827
1.47742e-008,-0.1593
1.48128e-008,0.0621
1.48514e-008,0.2642
1.48899e-008,0.4413
