.HEADER
..NAMES
Time,V U2.A3
.DATA
0.0e+000,0.3208
3.86e-011,0.3208
7.72e-011,0.3208
1.157e-010,0.3208
1.543e-010,0.3208
1.929e-010,0.3208
2.314e-010,0.3208
2.700e-010,0.3208
3.086e-010,0.3208
3.472e-010,0.3208
3.857e-010,0.3208
4.243e-010,0.3208
4.629e-010,0.3208
5.015e-010,0.3208
5.401e-010,0.3208
5.786e-010,0.3208
6.172e-010,0.3208
6.558e-010,0.3208
6.944e-010,0.3208
7.329e-010,0.3208
7.715e-010,0.3208
8.101e-010,0.3208
8.486e-010,0.3208
8.872e-010,0.3208
9.258e-010,0.3208
9.644e-010,0.3208
1.0029e-009,0.3208
1.0415e-009,0.3208
1.0801e-009,0.3208
1.1187e-009,0.3209
1.1572e-009,0.3216
1.1958e-009,0.3260
1.2344e-009,0.3417
1.2730e-009,0.3811
1.3115e-009,0.4560
1.3501e-009,0.5653
1.3887e-009,0.6891
1.4273e-009,0.7978
1.4658e-009,0.8790
1.5044e-009,0.9416
1.5430e-009,0.9952
1.5816e-009,1.0401
1.6202e-009,1.0751
1.6587e-009,1.1012
1.6973e-009,1.1200
1.7359e-009,1.1348
1.7745e-009,1.1464
1.8130e-009,1.1542
1.8516e-009,1.1609
1.8902e-009,1.1681
1.9288e-009,1.1731
1.9673e-009,1.1733
2.0059e-009,1.1711
2.0445e-009,1.1699
2.0830e-009,1.1716
2.1216e-009,1.1771
2.1602e-009,1.1823
2.1988e-009,1.1770
2.2374e-009,1.1457
2.2759e-009,1.0726
2.3145e-009,0.9616
2.3531e-009,0.8390
2.3916e-009,0.7256
2.4302e-009,0.6253
2.4688e-009,0.5409
2.5074e-009,0.4761
2.5459e-009,0.4292
2.5845e-009,0.3925
2.6231e-009,0.3712
2.6617e-009,0.3755
2.7003e-009,0.4166
2.7388e-009,0.4979
2.7774e-009,0.6130
2.8160e-009,0.7322
2.8545e-009,0.8302
2.8931e-009,0.9073
2.9317e-009,0.9717
2.9703e-009,1.0232
3.0089e-009,1.0642
3.0474e-009,1.1082
3.0860e-009,1.1467
3.1246e-009,1.1656
3.1631e-009,1.1549
3.2017e-009,1.1064
3.2403e-009,1.0098
3.2789e-009,0.8882
3.3175e-009,0.7693
3.3560e-009,0.6590
3.3946e-009,0.5625
3.4332e-009,0.4910
3.4717e-009,0.4407
3.5103e-009,0.4002
3.5489e-009,0.3732
3.5875e-009,0.3691
3.6260e-009,0.3966
3.6646e-009,0.4620
3.7032e-009,0.5679
3.7418e-009,0.6894
3.7803e-009,0.7970
3.8189e-009,0.8820
3.8575e-009,0.9516
3.8961e-009,1.0067
3.9346e-009,1.0503
3.9732e-009,1.0852
4.0118e-009,1.1103
4.0504e-009,1.1267
4.0890e-009,1.1403
4.1275e-009,1.1507
4.1661e-009,1.1571
4.2047e-009,1.1637
4.2433e-009,1.1709
4.2818e-009,1.1746
4.3204e-009,1.1742
4.3590e-009,1.1725
4.3975e-009,1.1714
4.4361e-009,1.1728
4.4747e-009,1.1782
4.5133e-009,1.1824
4.5519e-009,1.1731
4.5904e-009,1.1343
4.6290e-009,1.0520
4.6676e-009,0.9362
4.7062e-009,0.8143
4.7447e-009,0.7037
4.7833e-009,0.6061
4.8219e-009,0.5255
4.8604e-009,0.4650
4.8990e-009,0.4203
4.9376e-009,0.3854
4.9762e-009,0.3687
5.0147e-009,0.3810
5.0533e-009,0.4300
5.0919e-009,0.5200
5.1305e-009,0.6387
5.1691e-009,0.7548
5.2076e-009,0.8474
5.2462e-009,0.9218
5.2848e-009,0.9834
5.3234e-009,1.0322
5.3619e-009,1.0729
5.4005e-009,1.1172
5.4391e-009,1.1526
5.4776e-009,1.1658
5.5162e-009,1.1487
5.5548e-009,1.0898
5.5934e-009,0.9852
5.6320e-009,0.8624
5.6705e-009,0.7454
5.7091e-009,0.6370
5.7477e-009,0.5454
5.7863e-009,0.4790
5.8248e-009,0.4323
5.8634e-009,0.3984
5.9020e-009,0.3762
5.9405e-009,0.3592
5.9791e-009,0.3445
6.0177e-009,0.3351
6.0563e-009,0.3294
6.0948e-009,0.3224
6.1334e-009,0.3168
6.1720e-009,0.3158
6.2106e-009,0.3176
6.2492e-009,0.3198
6.2877e-009,0.3223
6.3263e-009,0.3251
6.3649e-009,0.3321
6.4035e-009,0.3532
6.4420e-009,0.4016
6.4806e-009,0.4853
6.5192e-009,0.6003
6.5577e-009,0.7230
6.5963e-009,0.8247
6.6349e-009,0.8987
6.6735e-009,0.9580
6.7121e-009,1.0093
6.7506e-009,1.0513
6.7892e-009,1.0837
6.8278e-009,1.1074
6.8664e-009,1.1243
6.9049e-009,1.1381
6.9435e-009,1.1489
6.9821e-009,1.1561
7.0206e-009,1.1627
7.0592e-009,1.1698
7.0978e-009,1.1738
7.1364e-009,1.1730
7.1749e-009,1.1706
7.2135e-009,1.1701
7.2521e-009,1.1729
7.2907e-009,1.1789
7.3293e-009,1.1827
7.3678e-009,1.1722
7.4064e-009,1.1311
7.4450e-009,1.0465
7.4835e-009,0.9297
7.5221e-009,0.8082
7.5607e-009,0.6981
7.5993e-009,0.6014
7.6379e-009,0.5221
7.6764e-009,0.4625
7.7150e-009,0.4206
7.7536e-009,0.3919
7.7922e-009,0.3710
7.8307e-009,0.3536
7.8693e-009,0.3413
7.9079e-009,0.3341
7.9464e-009,0.3282
7.9850e-009,0.3214
8.0236e-009,0.3168
8.0622e-009,0.3166
8.1008e-009,0.3192
8.1393e-009,0.3219
8.1779e-009,0.3234
8.2165e-009,0.3241
8.2550e-009,0.3246
8.2936e-009,0.3248
8.3322e-009,0.3240
8.3708e-009,0.3228
8.4093e-009,0.3223
8.4479e-009,0.3226
8.4865e-009,0.3225
8.5251e-009,0.3218
8.5637e-009,0.3213
8.6022e-009,0.3215
8.6408e-009,0.3219
8.6794e-009,0.3238
8.7179e-009,0.3317
8.7565e-009,0.3562
8.7951e-009,0.4112
8.8337e-009,0.5035
8.8722e-009,0.6233
8.9108e-009,0.7431
8.9494e-009,0.8391
8.9880e-009,0.9100
9.0266e-009,0.9679
9.0651e-009,1.0174
9.1037e-009,1.0584
9.1423e-009,1.1017
9.1808e-009,1.1422
9.2194e-009,1.1639
9.2580e-009,1.1537
9.2966e-009,1.1065
9.3352e-009,1.0113
9.3737e-009,0.8899
9.4123e-009,0.7711
9.4509e-009,0.6623
9.4895e-009,0.5655
9.5280e-009,0.4927
9.5666e-009,0.4423
9.6052e-009,0.4059
9.6437e-009,0.3811
9.6823e-009,0.3636
9.7209e-009,0.3481
9.7595e-009,0.3370
9.7981e-009,0.3307
9.8366e-009,0.3241
9.8752e-009,0.3177
9.9138e-009,0.3155
9.9524e-009,0.3172
9.9909e-009,0.3195
1.00295e-008,0.3217
1.00681e-008,0.3241
1.01066e-008,0.3293
1.01452e-008,0.3454
1.01838e-008,0.3854
1.02224e-008,0.4596
1.02610e-008,0.5677
1.02995e-008,0.6915
1.03381e-008,0.8008
1.03767e-008,0.8812
1.04152e-008,0.9431
1.04538e-008,0.9965
1.04924e-008,1.0412
1.05310e-008,1.0825
1.05695e-008,1.1267
1.06081e-008,1.1582
1.06467e-008,1.1622
1.06853e-008,1.1350
1.07239e-008,1.0618
1.07624e-008,0.9485
1.08010e-008,0.8259
1.08396e-008,0.7133
1.08781e-008,0.6091
1.09167e-008,0.5242
1.09553e-008,0.4640
1.09939e-008,0.4200
1.10324e-008,0.3845
1.10710e-008,0.3681
1.11096e-008,0.3779
1.11482e-008,0.4219
1.11868e-008,0.5073
1.12253e-008,0.6250
1.12639e-008,0.7429
1.13025e-008,0.8393
1.13410e-008,0.9167
1.13796e-008,0.9795
1.14182e-008,1.0286
1.14568e-008,1.0677
1.14953e-008,1.0983
1.15339e-008,1.1185
1.15725e-008,1.1333
1.16111e-008,1.1458
1.16497e-008,1.1541
1.16882e-008,1.1599
1.17268e-008,1.1672
1.17654e-008,1.1733
1.18039e-008,1.1748
1.18425e-008,1.1734
1.18811e-008,1.1719
1.19197e-008,1.1713
1.19583e-008,1.1723
1.19968e-008,1.1740
1.20354e-008,1.1749
1.20740e-008,1.1751
1.21126e-008,1.1758
1.21511e-008,1.1765
1.21897e-008,1.1764
1.22283e-008,1.1766
1.22668e-008,1.1774
1.23054e-008,1.1779
1.23440e-008,1.1777
