.HEADER
..NAMES
Time,V U5.K3
.DATA
0.0e+000,0.3296
3.67e-011,0.3296
7.33e-011,0.3296
1.100e-010,0.3296
1.467e-010,0.3296
1.834e-010,0.3296
2.201e-010,0.3296
2.567e-010,0.3296
2.934e-010,0.3296
3.301e-010,0.3296
3.667e-010,0.3296
4.034e-010,0.3296
4.401e-010,0.3296
4.768e-010,0.3296
5.135e-010,0.3296
5.501e-010,0.3302
5.868e-010,0.3337
6.235e-010,0.3453
6.601e-010,0.3744
6.968e-010,0.4300
7.335e-010,0.5146
7.702e-010,0.6191
8.068e-010,0.7239
8.435e-010,0.8109
8.802e-010,0.8709
9.169e-010,0.9048
9.536e-010,0.9214
9.902e-010,0.9312
1.0269e-009,0.9411
1.0636e-009,0.9532
1.1003e-009,0.9667
1.1369e-009,0.9788
1.1736e-009,0.9867
1.2103e-009,0.9895
1.2469e-009,0.9889
1.2836e-009,0.9875
1.3203e-009,0.9877
1.3570e-009,0.9905
1.3936e-009,0.9954
1.4303e-009,1.0005
1.4670e-009,1.0041
1.5037e-009,1.0064
1.5403e-009,1.0095
1.5770e-009,1.0157
1.6137e-009,1.0256
1.6504e-009,1.0374
1.6871e-009,1.0481
1.7237e-009,1.0568
1.7604e-009,1.0641
1.7971e-009,1.0716
1.8338e-009,1.0796
1.8704e-009,1.0870
1.9071e-009,1.0925
1.9438e-009,1.0950
1.9805e-009,1.0951
2.0171e-009,1.0939
2.0538e-009,1.0930
2.0905e-009,1.0937
2.1272e-009,1.0961
2.1638e-009,1.0994
2.2005e-009,1.1023
2.2372e-009,1.1038
2.2738e-009,1.1033
2.3105e-009,1.1014
2.3472e-009,1.0992
2.3839e-009,1.0982
2.4205e-009,1.0995
2.4572e-009,1.1032
2.4939e-009,1.1063
2.5306e-009,1.1018
2.5672e-009,1.0783
2.6039e-009,1.0236
2.6406e-009,0.9353
2.6773e-009,0.8243
2.7139e-009,0.7090
2.7506e-009,0.6086
2.7873e-009,0.5366
2.8240e-009,0.4953
2.8606e-009,0.4774
2.8973e-009,0.4724
2.9340e-009,0.4706
2.9707e-009,0.4654
3.0073e-009,0.4557
3.0440e-009,0.4447
3.0807e-009,0.4360
3.1174e-009,0.4316
3.1540e-009,0.4315
3.1907e-009,0.4336
3.2274e-009,0.4351
3.2641e-009,0.4339
3.3007e-009,0.4300
3.3374e-009,0.4250
3.3741e-009,0.4214
3.4108e-009,0.4226
3.4475e-009,0.4340
3.4841e-009,0.4649
3.5208e-009,0.5248
3.5575e-009,0.6156
3.5942e-009,0.7231
3.6308e-009,0.8232
3.6675e-009,0.8962
3.7042e-009,0.9347
3.7408e-009,0.9447
3.7775e-009,0.9410
3.8142e-009,0.9379
3.8509e-009,0.9423
3.8875e-009,0.9545
3.9242e-009,0.9707
3.9609e-009,0.9843
3.9976e-009,0.9904
4.0342e-009,0.9885
4.0709e-009,0.9822
4.1076e-009,0.9761
4.1443e-009,0.9742
4.1809e-009,0.9780
4.2176e-009,0.9860
4.2543e-009,0.9946
4.2910e-009,1.0004
4.3276e-009,1.0039
4.3643e-009,1.0083
4.4010e-009,1.0147
4.4377e-009,1.0159
4.4743e-009,0.9940
4.5110e-009,0.9343
4.5477e-009,0.8389
4.5844e-009,0.7255
4.6211e-009,0.6185
4.6577e-009,0.5378
4.6944e-009,0.4905
4.7311e-009,0.4703
4.7678e-009,0.4655
4.8044e-009,0.4651
4.8411e-009,0.4618
4.8778e-009,0.4539
4.9145e-009,0.4444
4.9511e-009,0.4378
4.9878e-009,0.4358
5.0245e-009,0.4377
5.0612e-009,0.4408
5.0978e-009,0.4418
5.1345e-009,0.4389
5.1712e-009,0.4324
5.2079e-009,0.4256
5.2445e-009,0.4221
5.2812e-009,0.4225
5.3179e-009,0.4233
5.3546e-009,0.4189
5.3912e-009,0.4068
5.4279e-009,0.3899
5.4646e-009,0.3736
5.5013e-009,0.3620
5.5379e-009,0.3550
5.5746e-009,0.3503
5.6113e-009,0.3452
5.6480e-009,0.3392
5.6846e-009,0.3331
5.7213e-009,0.3284
5.7580e-009,0.3263
5.7947e-009,0.3268
5.8313e-009,0.3287
5.8680e-009,0.3302
5.9047e-009,0.3298
5.9414e-009,0.3275
5.9780e-009,0.3242
6.0147e-009,0.3212
6.0514e-009,0.3200
6.0881e-009,0.3210
6.1247e-009,0.3237
6.1614e-009,0.3267
6.1981e-009,0.3300
6.2348e-009,0.3376
6.2714e-009,0.3601
6.3081e-009,0.4115
6.3448e-009,0.4975
6.3815e-009,0.6093
6.4181e-009,0.7239
6.4548e-009,0.8178
6.4915e-009,0.8787
6.5282e-009,0.9087
6.5648e-009,0.9192
6.6015e-009,0.9240
6.6382e-009,0.9319
6.6749e-009,0.9451
6.7115e-009,0.9612
6.7482e-009,0.9760
6.7849e-009,0.9855
6.8215e-009,0.9885
6.8582e-009,0.9869
6.8949e-009,0.9844
6.9316e-009,0.9840
6.9682e-009,0.9870
7.0049e-009,0.9928
7.0416e-009,0.9992
7.0783e-009,1.0037
7.1149e-009,1.0065
7.1516e-009,1.0108
7.1883e-009,1.0189
7.2250e-009,1.0256
7.2616e-009,1.0155
7.2983e-009,0.9696
7.3350e-009,0.8829
7.3717e-009,0.7707
7.4083e-009,0.6574
7.4450e-009,0.5656
7.4817e-009,0.5072
7.5184e-009,0.4796
7.5550e-009,0.4709
7.5917e-009,0.4693
7.6284e-009,0.4668
7.6651e-009,0.4595
7.7018e-009,0.4492
7.7384e-009,0.4406
7.7751e-009,0.4369
7.8118e-009,0.4379
7.8484e-009,0.4412
7.8851e-009,0.4438
7.9218e-009,0.4428
7.9585e-009,0.4376
7.9952e-009,0.4304
8.0318e-009,0.4250
8.0685e-009,0.4239
8.1052e-009,0.4277
8.1418e-009,0.4374
8.1785e-009,0.4601
8.2152e-009,0.5080
8.2519e-009,0.5895
8.2886e-009,0.6944
8.3252e-009,0.7991
8.3619e-009,0.8807
8.3986e-009,0.9276
8.4352e-009,0.9432
8.4719e-009,0.9420
8.5086e-009,0.9390
8.5453e-009,0.9423
8.5820e-009,0.9537
8.6186e-009,0.9698
8.6553e-009,0.9841
8.6920e-009,0.9911
8.7286e-009,0.9899
8.7653e-009,0.9836
8.8020e-009,0.9772
8.8387e-009,0.9749
8.8754e-009,0.9786
8.9120e-009,0.9870
8.9487e-009,0.9963
8.9854e-009,1.0021
9.0220e-009,1.0043
9.0587e-009,1.0065
9.0954e-009,1.0108
9.1321e-009,1.0106
9.1688e-009,0.9872
9.2054e-009,0.9249
9.2421e-009,0.8260
9.2788e-009,0.7100
9.3154e-009,0.6027
9.3521e-009,0.5247
9.3888e-009,0.4822
9.4255e-009,0.4668
9.4622e-009,0.4655
9.4988e-009,0.4665
9.5355e-009,0.4629
9.5722e-009,0.4535
9.6088e-009,0.4426
9.6455e-009,0.4352
9.6822e-009,0.4335
9.7189e-009,0.4363
9.7556e-009,0.4406
9.7922e-009,0.4426
9.8289e-009,0.4398
9.8656e-009,0.4327
9.9022e-009,0.4250
9.9389e-009,0.4209
9.9756e-009,0.4214
1.00123e-008,0.4228
1.00490e-008,0.4189
1.00856e-008,0.4067
1.01223e-008,0.3891
1.01590e-008,0.3722
1.01956e-008,0.3602
1.02323e-008,0.3533
1.02690e-008,0.3488
1.03057e-008,0.3439
1.03424e-008,0.3380
1.03790e-008,0.3321
1.04157e-008,0.3277
1.04524e-008,0.3260
1.04890e-008,0.3268
1.05257e-008,0.3288
1.05624e-008,0.3303
1.05991e-008,0.3298
1.06358e-008,0.3272
1.06724e-008,0.3236
1.07091e-008,0.3206
1.07458e-008,0.3194
1.07824e-008,0.3207
1.08191e-008,0.3238
1.08558e-008,0.3268
1.08925e-008,0.3276
1.09292e-008,0.3255
1.09658e-008,0.3223
1.10025e-008,0.3208
1.10392e-008,0.3229
1.10758e-008,0.3279
1.11125e-008,0.3331
1.11492e-008,0.3361
1.11859e-008,0.3360
1.12226e-008,0.3336
1.12592e-008,0.3303
1.12959e-008,0.3277
1.13326e-008,0.3263
1.13693e-008,0.3263
1.14059e-008,0.3271
1.14426e-008,0.3280
1.14793e-008,0.3284
1.15159e-008,0.3282
1.15526e-008,0.3277
1.15893e-008,0.3273
1.16260e-008,0.3271
1.16627e-008,0.3274
1.16993e-008,0.3278
1.17360e-008,0.3279
1.17727e-008,0.3277
1.18093e-008,0.3281
1.18460e-008,0.3321
1.18827e-008,0.3456
1.19194e-008,0.3779
1.19561e-008,0.4364
1.19927e-008,0.5223
1.20294e-008,0.6258
1.20661e-008,0.7284
1.21027e-008,0.8132
1.21394e-008,0.8720
1.21761e-008,0.9059
1.22128e-008,0.9229
1.22495e-008,0.9330
1.22861e-008,0.9426
1.23228e-008,0.9539
1.23595e-008,0.9665
1.23961e-008,0.9778
1.24328e-008,0.9854
1.24695e-008,0.9885
1.25062e-008,0.9886
1.25429e-008,0.9878
1.25795e-008,0.9882
1.26162e-008,0.9907
1.26529e-008,0.9950
1.26895e-008,0.9996
1.27262e-008,1.0031
1.27629e-008,1.0058
1.27996e-008,1.0096
1.28363e-008,1.0163
1.28729e-008,1.0261
1.29096e-008,1.0373
1.29463e-008,1.0477
1.29829e-008,1.0563
1.30196e-008,1.0639
1.30563e-008,1.0716
1.30930e-008,1.0796
1.31297e-008,1.0869
1.31663e-008,1.0921
1.32030e-008,1.0944
1.32397e-008,1.0944
1.32763e-008,1.0933
1.33130e-008,1.0927
1.33497e-008,1.0934
1.33864e-008,1.0958
1.34231e-008,1.0990
1.34597e-008,1.1017
1.34964e-008,1.1030
1.35331e-008,1.1025
1.35697e-008,1.1006
1.36064e-008,1.0985
1.36431e-008,1.0971
1.36798e-008,1.0973
1.37165e-008,1.0985
1.37531e-008,1.0995
1.37898e-008,1.0989
1.38265e-008,1.0963
1.38631e-008,1.0926
1.38998e-008,1.0895
1.39365e-008,1.0880
1.39732e-008,1.0884
1.40099e-008,1.0899
1.40465e-008,1.0918
1.40832e-008,1.0933
1.41199e-008,1.0942
1.41565e-008,1.0944
1.41932e-008,1.0941
1.42299e-008,1.0937
1.42666e-008,1.0933
1.43033e-008,1.0932
1.43399e-008,1.0932
1.43766e-008,1.0933
1.44133e-008,1.0936
1.44499e-008,1.0938
1.44866e-008,1.0939
1.45233e-008,1.0940
1.45600e-008,1.0941
1.45967e-008,1.0943
1.46333e-008,1.0950
1.46700e-008,1.0966
1.47067e-008,1.0968
1.47433e-008,1.0892
1.47800e-008,1.0616
1.48167e-008,1.0021
1.48534e-008,0.9096
1.48901e-008,0.7956
1.49267e-008,0.6796
1.49634e-008,0.5820
1.50001e-008,0.5157
1.50368e-008,0.4808
1.50734e-008,0.4687
1.51101e-008,0.4677
1.51468e-008,0.4674
1.51834e-008,0.4619
1.52201e-008,0.4516
1.52568e-008,0.4403
1.52935e-008,0.4318
1.53301e-008,0.4281
1.53668e-008,0.4288
1.54035e-008,0.4314
1.54402e-008,0.4327
1.54769e-008,0.4310
1.55135e-008,0.4266
1.55502e-008,0.4219
1.55869e-008,0.4203
1.56236e-008,0.4263
1.56602e-008,0.4471
1.56969e-008,0.4918
1.57336e-008,0.5666
1.57703e-008,0.6668
1.58069e-008,0.7727
1.58436e-008,0.8619
1.58803e-008,0.9199
1.59169e-008,0.9447
1.59536e-008,0.9465
1.59903e-008,0.9408
1.60270e-008,0.9392
1.60636e-008,0.9460
1.61003e-008,0.9599
1.61370e-008,0.9759
1.61737e-008,0.9873
1.62104e-008,0.9906
1.62470e-008,0.9869
1.62837e-008,0.9802
1.63204e-008,0.9751
1.63571e-008,0.9748
1.63937e-008,0.9801
1.64304e-008,0.9884
1.64671e-008,0.9961
1.65037e-008,1.0005
1.65404e-008,1.0027
1.65771e-008,1.0063
1.66138e-008,1.0146
1.66504e-008,1.0279
1.66871e-008,1.0431
1.67238e-008,1.0569
1.67605e-008,1.0681
1.67972e-008,1.0772
1.68338e-008,1.0848
1.68705e-008,1.0909
1.69072e-008,1.0945
1.69439e-008,1.0951
1.69805e-008,1.0935
1.70172e-008,1.0910
1.70539e-008,1.0895
1.70905e-008,1.0900
1.71272e-008,1.0929
1.71639e-008,1.0970
1.72006e-008,1.1008
1.72372e-008,1.1028
1.72739e-008,1.1023
1.73106e-008,1.0998
1.73473e-008,1.0964
1.73840e-008,1.0938
1.74206e-008,1.0934
1.74573e-008,1.0953
1.74940e-008,1.0982
1.75307e-008,1.0998
1.75673e-008,1.0983
1.76040e-008,1.0941
1.76407e-008,1.0892
1.76773e-008,1.0859
1.77140e-008,1.0855
1.77507e-008,1.0876
1.77874e-008,1.0908
1.78240e-008,1.0938
1.78607e-008,1.0956
1.78974e-008,1.0960
1.79341e-008,1.0951
1.79708e-008,1.0937
1.80074e-008,1.0925
1.80441e-008,1.0919
1.80808e-008,1.0921
1.81175e-008,1.0928
1.81541e-008,1.0936
1.81908e-008,1.0942
1.82275e-008,1.0944
1.82641e-008,1.0941
1.83008e-008,1.0937
1.83375e-008,1.0936
1.83742e-008,1.0941
1.84108e-008,1.0955
1.84475e-008,1.0966
1.84842e-008,1.0924
1.85209e-008,1.0723
1.85576e-008,1.0233
1.85942e-008,0.9402
1.86309e-008,0.8309
1.86676e-008,0.7130
1.87043e-008,0.6076
1.87409e-008,0.5311
1.87776e-008,0.4874
1.88143e-008,0.4700
1.88509e-008,0.4672
1.88876e-008,0.4679
1.89243e-008,0.4643
1.89610e-008,0.4551
1.89976e-008,0.4433
1.90343e-008,0.4333
1.90710e-008,0.4279
1.91077e-008,0.4275
1.91444e-008,0.4300
1.91810e-008,0.4323
1.92177e-008,0.4318
1.92544e-008,0.4282
1.92911e-008,0.4231
1.93277e-008,0.4198
1.93644e-008,0.4227
1.94011e-008,0.4379
1.94377e-008,0.4744
1.94744e-008,0.5399
1.95111e-008,0.6339
1.95478e-008,0.7405
1.95844e-008,0.8369
1.96211e-008,0.9051
1.96578e-008,0.9395
1.96945e-008,0.9468
1.97312e-008,0.9419
1.97678e-008,0.9384
1.98045e-008,0.9426
1.98412e-008,0.9548
1.98779e-008,0.9709
1.99145e-008,0.9843
1.99512e-008,0.9902
1.99879e-008,0.9883
2.00245e-008,0.9820
2.00612e-008,0.9759
2.00979e-008,0.9739
2.01346e-008,0.9776
2.01712e-008,0.9855
2.02079e-008,0.9940
2.02446e-008,1.0002
2.02813e-008,1.0047
2.03179e-008,1.0098
2.03546e-008,1.0153
2.03913e-008,1.0120
2.04280e-008,0.9824
2.04647e-008,0.9147
2.05013e-008,0.8145
2.05380e-008,0.7011
2.05747e-008,0.5985
2.06114e-008,0.5247
2.06480e-008,0.4838
2.06847e-008,0.4677
2.07214e-008,0.4646
2.07580e-008,0.4640
2.07947e-008,0.4597
2.08314e-008,0.4510
2.08681e-008,0.4417
2.09047e-008,0.4359
2.09414e-008,0.4349
2.09781e-008,0.4375
2.10148e-008,0.4406
2.10515e-008,0.4411
2.10881e-008,0.4374
2.11248e-008,0.4305
2.11615e-008,0.4239
2.11982e-008,0.4209
2.12348e-008,0.4215
2.12715e-008,0.4216
2.13082e-008,0.4161
2.13448e-008,0.4032
2.13815e-008,0.3862
2.14182e-008,0.3706
2.14549e-008,0.3595
2.14915e-008,0.3528
2.15282e-008,0.3480
2.15649e-008,0.3428
2.16016e-008,0.3370
2.16383e-008,0.3313
2.16749e-008,0.3273
2.17116e-008,0.3258
2.17483e-008,0.3266
2.17850e-008,0.3283
2.18216e-008,0.3293
2.18583e-008,0.3285
2.18950e-008,0.3260
2.19316e-008,0.3227
2.19683e-008,0.3202
2.20050e-008,0.3194
2.20417e-008,0.3208
2.20783e-008,0.3237
2.21150e-008,0.3266
2.21517e-008,0.3302
2.21884e-008,0.3398
2.22251e-008,0.3671
2.22617e-008,0.4254
2.22984e-008,0.5177
2.23351e-008,0.6321
2.23718e-008,0.7440
2.24084e-008,0.8318
2.24451e-008,0.8859
2.24818e-008,0.9110
2.25184e-008,0.9193
2.25551e-008,0.9243
2.25918e-008,0.9333
2.26285e-008,0.9474
2.26651e-008,0.9638
2.27018e-008,0.9779
2.27385e-008,0.9861
2.27752e-008,0.9879
2.28119e-008,0.9858
