.HEADER
..NAMES
Time,V U4.P2
.DATA
0.0e+000,1.0895
3.67e-011,1.0895
7.33e-011,1.0895
1.100e-010,1.0895
1.467e-010,1.0895
1.834e-010,1.0895
2.201e-010,1.0895
2.567e-010,1.0895
2.934e-010,1.0895
3.301e-010,1.0895
3.667e-010,1.0895
4.034e-010,1.0895
4.401e-010,1.0895
4.768e-010,1.0895
5.135e-010,1.0895
5.501e-010,1.0895
5.868e-010,1.0897
6.235e-010,1.0901
6.601e-010,1.0912
6.968e-010,1.0926
7.335e-010,1.0920
7.702e-010,1.0841
8.068e-010,1.0611
8.435e-010,1.0171
8.802e-010,0.9516
9.169e-010,0.8673
9.536e-010,0.7695
9.902e-010,0.6688
1.0269e-009,0.5793
1.0636e-009,0.5119
1.1003e-009,0.4705
1.1369e-009,0.4530
1.1736e-009,0.4535
1.2103e-009,0.4627
1.2469e-009,0.4720
1.2836e-009,0.4755
1.3203e-009,0.4714
1.3570e-009,0.4614
1.3936e-009,0.4491
1.4303e-009,0.4383
1.4670e-009,0.4311
1.5037e-009,0.4273
1.5403e-009,0.4246
1.5770e-009,0.4201
1.6137e-009,0.4129
1.6504e-009,0.4056
1.6871e-009,0.4060
1.7237e-009,0.4245
1.7604e-009,0.4694
1.7971e-009,0.5407
1.8338e-009,0.6317
1.8704e-009,0.7327
1.9071e-009,0.8310
1.9438e-009,0.9106
1.9805e-009,0.9590
2.0171e-009,0.9752
2.0538e-009,0.9680
2.0905e-009,0.9491
2.1272e-009,0.9300
2.1638e-009,0.9195
2.2005e-009,0.9218
2.2372e-009,0.9353
2.2738e-009,0.9545
2.3105e-009,0.9727
2.3472e-009,0.9848
2.3839e-009,0.9892
2.4205e-009,0.9883
2.4572e-009,0.9869
2.4939e-009,0.9901
2.5306e-009,1.0016
2.5672e-009,1.0221
2.6039e-009,1.0472
2.6406e-009,1.0667
2.6773e-009,1.0658
2.7139e-009,1.0332
2.7506e-009,0.9677
2.7873e-009,0.8753
2.8240e-009,0.7651
2.8606e-009,0.6513
2.8973e-009,0.5537
2.9340e-009,0.4876
2.9707e-009,0.4562
3.0073e-009,0.4524
3.0440e-009,0.4647
3.0807e-009,0.4804
3.1174e-009,0.4897
3.1540e-009,0.4877
3.1907e-009,0.4756
3.2274e-009,0.4584
3.2641e-009,0.4429
3.3007e-009,0.4344
3.3374e-009,0.4342
3.3741e-009,0.4391
3.4108e-009,0.4436
3.4475e-009,0.4420
3.4841e-009,0.4318
3.5208e-009,0.4152
3.5575e-009,0.4006
3.5942e-009,0.4011
3.6308e-009,0.4296
3.6675e-009,0.4907
3.7042e-009,0.5785
3.7408e-009,0.6828
3.7775e-009,0.7905
3.8142e-009,0.8843
3.8509e-009,0.9474
3.8875e-009,0.9743
3.9242e-009,0.9722
3.9609e-009,0.9539
3.9976e-009,0.9327
4.0342e-009,0.9197
4.0709e-009,0.9204
4.1076e-009,0.9338
4.1443e-009,0.9542
4.1809e-009,0.9741
4.2176e-009,0.9871
4.2543e-009,0.9909
4.2910e-009,0.9873
4.3276e-009,0.9821
4.3643e-009,0.9814
4.4010e-009,0.9897
4.4377e-009,1.0081
4.4743e-009,1.0342
4.5110e-009,1.0623
4.5477e-009,1.0857
4.5844e-009,1.0992
4.6211e-009,1.1013
4.6577e-009,1.0941
4.6944e-009,1.0820
4.7311e-009,1.0703
4.7678e-009,1.0640
4.8044e-009,1.0662
4.8411e-009,1.0763
4.8778e-009,1.0905
4.9145e-009,1.1034
4.9511e-009,1.1107
4.9878e-009,1.1105
5.0245e-009,1.1043
5.0612e-009,1.0952
5.0978e-009,1.0871
5.1345e-009,1.0830
5.1712e-009,1.0846
5.2079e-009,1.0911
5.2445e-009,1.1000
5.2812e-009,1.1080
5.3179e-009,1.1124
5.3546e-009,1.1125
5.3912e-009,1.1081
5.4279e-009,1.0980
5.4646e-009,1.0780
5.5013e-009,1.0421
5.5379e-009,0.9871
5.5746e-009,0.9147
5.6113e-009,0.8280
5.6480e-009,0.7315
5.6846e-009,0.6359
5.7213e-009,0.5550
5.7580e-009,0.4976
5.7947e-009,0.4648
5.8313e-009,0.4532
5.8680e-009,0.4569
5.9047e-009,0.4674
5.9414e-009,0.4765
5.9780e-009,0.4791
6.0147e-009,0.4739
6.0514e-009,0.4627
6.0881e-009,0.4494
6.1247e-009,0.4377
6.1614e-009,0.4295
6.1981e-009,0.4243
6.2348e-009,0.4201
6.2714e-009,0.4142
6.3081e-009,0.4041
6.3448e-009,0.3886
6.3815e-009,0.3689
6.4181e-009,0.3485
6.4548e-009,0.3319
6.4915e-009,0.3226
6.5282e-009,0.3213
6.5648e-009,0.3273
6.6015e-009,0.3374
6.6382e-009,0.3473
6.6749e-009,0.3524
6.7115e-009,0.3503
6.7482e-009,0.3416
6.7849e-009,0.3293
6.8215e-009,0.3176
6.8582e-009,0.3099
6.8949e-009,0.3078
6.9316e-009,0.3112
6.9682e-009,0.3179
7.0049e-009,0.3252
7.0416e-009,0.3299
7.0783e-009,0.3303
7.1149e-009,0.3266
7.1516e-009,0.3206
7.1883e-009,0.3147
7.2250e-009,0.3112
7.2616e-009,0.3114
7.2983e-009,0.3154
7.3350e-009,0.3218
7.3717e-009,0.3287
7.4083e-009,0.3341
7.4450e-009,0.3367
7.4817e-009,0.3361
7.5184e-009,0.3330
7.5550e-009,0.3288
7.5917e-009,0.3253
7.6284e-009,0.3236
7.6651e-009,0.3240
7.7018e-009,0.3260
7.7384e-009,0.3285
7.7751e-009,0.3303
7.8118e-009,0.3306
7.8484e-009,0.3292
7.8851e-009,0.3268
7.9218e-009,0.3245
7.9585e-009,0.3231
7.9952e-009,0.3232
8.0318e-009,0.3249
8.0685e-009,0.3274
8.1052e-009,0.3300
8.1418e-009,0.3322
8.1785e-009,0.3350
8.2152e-009,0.3422
8.2519e-009,0.3600
8.2886e-009,0.3951
8.3252e-009,0.4506
8.3619e-009,0.5248
8.3986e-009,0.6112
8.4352e-009,0.7020
8.4719e-009,0.7877
8.5086e-009,0.8580
8.5453e-009,0.9053
8.5820e-009,0.9303
8.6186e-009,0.9394
8.6553e-009,0.9399
8.6920e-009,0.9382
8.7286e-009,0.9392
8.7653e-009,0.9452
8.8020e-009,0.9555
8.8387e-009,0.9671
8.8754e-009,0.9772
8.9120e-009,0.9839
8.9487e-009,0.9875
8.9854e-009,0.9904
9.0220e-009,0.9953
9.0587e-009,1.0045
9.0954e-009,1.0193
9.1321e-009,1.0391
9.1688e-009,1.0588
9.2054e-009,1.0689
9.2421e-009,1.0566
9.2788e-009,1.0134
9.3154e-009,0.9409
9.3521e-009,0.8463
9.3888e-009,0.7382
9.4255e-009,0.6298
9.4622e-009,0.5398
9.4988e-009,0.4813
9.5355e-009,0.4551
9.5722e-009,0.4534
9.6088e-009,0.4655
9.6455e-009,0.4803
9.6822e-009,0.4889
9.7189e-009,0.4873
9.7556e-009,0.4767
9.7922e-009,0.4614
9.8289e-009,0.4476
9.8656e-009,0.4395
9.9022e-009,0.4380
9.9389e-009,0.4401
9.9756e-009,0.4413
1.00123e-008,0.4370
1.00490e-008,0.4243
1.00856e-008,0.4032
1.01223e-008,0.3763
1.01590e-008,0.3491
1.01956e-008,0.3278
1.02323e-008,0.3166
1.02690e-008,0.3161
1.03057e-008,0.3242
1.03424e-008,0.3370
1.03790e-008,0.3491
1.04157e-008,0.3555
1.04524e-008,0.3534
1.04890e-008,0.3436
1.05257e-008,0.3299
1.05624e-008,0.3174
1.05991e-008,0.3101
1.06358e-008,0.3094
1.06724e-008,0.3143
1.07091e-008,0.3220
1.07458e-008,0.3292
1.07824e-008,0.3331
1.08191e-008,0.3320
1.08558e-008,0.3265
1.08925e-008,0.3191
1.09292e-008,0.3128
1.09658e-008,0.3110
1.10025e-008,0.3171
1.10392e-008,0.3358
1.10758e-008,0.3726
1.11125e-008,0.4300
1.11492e-008,0.5059
1.11859e-008,0.5932
1.12226e-008,0.6841
1.12592e-008,0.7706
1.12959e-008,0.8436
1.13326e-008,0.8952
1.13693e-008,0.9236
1.14059e-008,0.9347
1.14426e-008,0.9365
1.14793e-008,0.9355
1.15159e-008,0.9359
1.15526e-008,0.9402
1.15893e-008,0.9485
1.16260e-008,0.9589
1.16627e-008,0.9690
1.16993e-008,0.9769
1.17360e-008,0.9823
1.17727e-008,0.9868
1.18093e-008,0.9926
1.18460e-008,1.0017
1.18827e-008,1.0149
1.19194e-008,1.0318
1.19561e-008,1.0508
1.19927e-008,1.0688
1.20294e-008,1.0826
1.20661e-008,1.0898
1.21027e-008,1.0902
1.21394e-008,1.0854
1.21761e-008,1.0782
1.22128e-008,1.0719
