.HEADER
..NAMES
Time,V U5.J3
1.14426e-008,0.9813
1.14793e-008,0.9883
1.15159e-008,0.9912
1.15526e-008,0.9914
1.15893e-008,0.9911
1.16260e-008,0.9919
1.16627e-008,0.9943
1.16993e-008,0.9977
1.17360e-008,1.0014
1.17727e-008,1.0048
1.18093e-008,1.0086
1.18460e-008,1.0143
1.18827e-008,1.0223
1.19194e-008,1.0316
1.19561e-008,1.0402
1.19927e-008,1.0474
1.20294e-008,1.0544
1.20661e-008,1.0629
1.21027e-008,1.0731
1.21394e-008,1.0834
1.21761e-008,1.0909
1.22128e-008,1.0943
1.22495e-008,1.0942
1.22861e-008,1.0926
1.23228e-008,1.0915
1.23595e-008,1.0923
1.23961e-008,1.0950
1.24328e-008,1.0988
1.24695e-008,1.1021
1.25062e-008,1.1038
1.25429e-008,1.1034
1.25795e-008,1.1016
1.26162e-008,1.0996
1.26529e-008,1.0987
1.26895e-008,1.0995
1.27262e-008,1.1017
1.27629e-008,1.1044
1.27996e-008,1.1050
1.28363e-008,1.0975
1.28729e-008,1.0720
1.29096e-008,1.0169
1.29463e-008,0.9290
1.29829e-008,0.8182
1.30196e-008,0.7026
1.30563e-008,0.6024
1.30930e-008,0.5313
1.31297e-008,0.4909
1.31663e-008,0.4734
1.32030e-008,0.4682
1.32397e-008,0.4656
1.32763e-008,0.4599
1.33130e-008,0.4506
1.33497e-008,0.4404
1.33864e-008,0.4326
1.34231e-008,0.4289
1.34597e-008,0.4288
1.34964e-008,0.4303
1.35331e-008,0.4312
1.35697e-008,0.4299
1.36064e-008,0.4264
1.36431e-008,0.4222
1.36798e-008,0.4182
1.37165e-008,0.4142
1.37531e-008,0.4091
1.37898e-008,0.4020
1.38265e-008,0.3937
1.38631e-008,0.3854
1.38998e-008,0.3776
1.39365e-008,0.3695
1.39732e-008,0.3600
1.40099e-008,0.3490
1.40465e-008,0.3383
1.40832e-008,0.3302
1.41199e-008,0.3261
1.41565e-008,0.3259
1.41932e-008,0.3279
1.42299e-008,0.3299
1.42666e-008,0.3303
1.43033e-008,0.3282
1.43399e-008,0.3244
1.43766e-008,0.3205
1.44133e-008,0.3181
1.44499e-008,0.3180
1.44866e-008,0.3198
1.45233e-008,0.3222
1.45600e-008,0.3241
1.45967e-008,0.3251
1.46333e-008,0.3281
1.46700e-008,0.3396
1.47067e-008,0.3707
1.47433e-008,0.4316
1.47800e-008,0.5230
1.48167e-008,0.6337
1.48534e-008,0.7418
1.48901e-008,0.8277
1.49267e-008,0.8828
1.49634e-008,0.9111
1.50001e-008,0.9232
1.50368e-008,0.9308
1.50734e-008,0.9403
1.51101e-008,0.9528
1.51468e-008,0.9667
1.51834e-008,0.9791
1.52201e-008,0.9873
1.52568e-008,0.9906
1.52935e-008,0.9906
1.53301e-008,0.9896
1.53668e-008,0.9895
1.54035e-008,0.9912
1.54402e-008,0.9948
1.54769e-008,0.9995
1.55135e-008,1.0048
1.55502e-008,1.0113
1.55869e-008,1.0201
1.56236e-008,1.0289
1.56602e-008,1.0292
1.56969e-008,1.0056
1.57336e-008,0.9452
1.57703e-008,0.8506
1.58069e-008,0.7395
1.58436e-008,0.6342
1.58803e-008,0.5526
1.59169e-008,0.5013
1.59536e-008,0.4750
1.59903e-008,0.4642
1.60270e-008,0.4603
1.60636e-008,0.4573
1.61003e-008,0.4522
1.61370e-008,0.4461
1.61737e-008,0.4412
1.62104e-008,0.4387
1.62470e-008,0.4382
1.62837e-008,0.4381
1.63204e-008,0.4373
1.63571e-008,0.4352
1.63937e-008,0.4322
1.64304e-008,0.4292
1.64671e-008,0.4267
1.65037e-008,0.4249
1.65404e-008,0.4251
1.65771e-008,0.4341
1.66138e-008,0.4655
1.66504e-008,0.5313
1.66871e-008,0.6303
1.67238e-008,0.7418
1.67605e-008,0.8388
1.67972e-008,0.9031
1.68338e-008,0.9326
1.68705e-008,0.9393
1.69072e-008,0.9394
1.69439e-008,0.9430
1.69805e-008,0.9528
1.70172e-008,0.9664
1.70539e-008,0.9797
1.70905e-008,0.9879
1.71272e-008,0.9892
1.71639e-008,0.9856
1.72006e-008,0.9813
1.72372e-008,0.9796
1.72739e-008,0.9818
1.73106e-008,0.9869
1.73473e-008,0.9926
1.73840e-008,0.9968
1.74206e-008,0.9998
1.74573e-008,1.0049
1.74940e-008,1.0142
1.75307e-008,1.0226
1.75673e-008,1.0149
1.76040e-008,0.9728
1.76407e-008,0.8911
1.76773e-008,0.7830
1.77140e-008,0.6715
1.77507e-008,0.5785
1.77874e-008,0.5155
1.78240e-008,0.4806
1.78607e-008,0.4647
1.78974e-008,0.4588
1.79341e-008,0.4559
1.79708e-008,0.4517
1.80074e-008,0.4460
1.80441e-008,0.4409
1.80808e-008,0.4381
1.81175e-008,0.4373
1.81541e-008,0.4370
1.81908e-008,0.4358
1.82275e-008,0.4333
1.82641e-008,0.4301
1.83008e-008,0.4274
1.83375e-008,0.4261
1.83742e-008,0.4259
1.84108e-008,0.4270
1.84475e-008,0.4339
1.84842e-008,0.4591
1.85209e-008,0.5166
1.85576e-008,0.6098
1.85942e-008,0.7217
1.86309e-008,0.8249
1.86676e-008,0.8974
1.87043e-008,0.9331
1.87409e-008,0.9418
1.87776e-008,0.9407
1.88143e-008,0.9420
1.88509e-008,0.9499
1.88876e-008,0.9631
1.89243e-008,0.9773
1.89610e-008,0.9874
1.89976e-008,0.9904
1.90343e-008,0.9875
1.90710e-008,0.9826
1.91077e-008,0.9797
1.91444e-008,0.9810
1.91810e-008,0.9857
1.92177e-008,0.9915
1.92544e-008,0.9960
1.92911e-008,0.9983
1.93277e-008,1.0007
1.93644e-008,1.0068
1.94011e-008,1.0177
1.94377e-008,1.0313
1.94744e-008,1.0437
1.95111e-008,1.0531
1.95478e-008,1.0611
1.95844e-008,1.0702
1.96211e-008,1.0808
1.96578e-008,1.0904
1.96945e-008,1.0957
1.97312e-008,1.0958
1.97678e-008,1.0926
1.98045e-008,1.0892
1.98412e-008,1.0880
1.98779e-008,1.0899
1.99145e-008,1.0943
1.99512e-008,1.0994
1.99879e-008,1.1031
2.00245e-008,1.1039
2.00612e-008,1.1017
2.00979e-008,1.0982
2.01346e-008,1.0954
2.01712e-008,1.0952
2.02079e-008,1.0978
2.02446e-008,1.1022
2.02813e-008,1.1060
2.03179e-008,1.1045
2.03546e-008,1.0903
2.03913e-008,1.0528
2.04280e-008,0.9836
2.04647e-008,0.8853
2.05013e-008,0.7713
2.05380e-008,0.6606
2.05747e-008,0.5714
2.06114e-008,0.5128
2.06480e-008,0.4823
2.06847e-008,0.4707
2.07214e-008,0.4672
2.07580e-008,0.4635
2.07947e-008,0.4560
2.08314e-008,0.4459
2.08681e-008,0.4364
2.09047e-008,0.4304
2.09414e-008,0.4284
2.09781e-008,0.4294
2.10148e-008,0.4310
2.10515e-008,0.4311
2.10881e-008,0.4287
2.11248e-008,0.4245
2.11615e-008,0.4200
2.11982e-008,0.4178
2.12348e-008,0.4224
2.12715e-008,0.4422
2.13082e-008,0.4888
2.13448e-008,0.5685
2.13815e-008,0.6739
2.14182e-008,0.7824
2.14549e-008,0.8695
2.14915e-008,0.9217
2.15282e-008,0.9411
2.15649e-008,0.9416
2.16016e-008,0.9391
2.16383e-008,0.9427
2.16749e-008,0.9535
2.17116e-008,0.9683
2.17483e-008,0.9816
2.17850e-008,0.9888
2.18216e-008,0.9887
2.18583e-008,0.9840
2.18950e-008,0.9790
2.19316e-008,0.9772
2.19683e-008,0.9798
2.20050e-008,0.9856
2.20417e-008,0.9923
2.20783e-008,0.9976
2.21150e-008,1.0020
2.21517e-008,1.0083
2.21884e-008,1.0175
2.22251e-008,1.0237
2.22617e-008,1.0116
2.22984e-008,0.9648
2.23351e-008,0.8804
2.23718e-008,0.7724
2.24084e-008,0.6630
2.24451e-008,0.5727
2.24818e-008,0.5118
2.25184e-008,0.4779
2.25551e-008,0.4627
2.25918e-008,0.4573
2.26285e-008,0.4547
2.26651e-008,0.4510
2.27018e-008,0.4460
2.27385e-008,0.4415
2.27752e-008,0.4388
2.28119e-008,0.4376
2.28485e-008,0.4366
2.28852e-008,0.4349
2.29219e-008,0.4323
2.29586e-008,0.4293
2.29952e-008,0.4269
2.30319e-008,0.4259
2.30686e-008,0.4250
2.31052e-008,0.4213
2.31419e-008,0.4127
2.31786e-008,0.4001
2.32153e-008,0.3869
2.32519e-008,0.3767
2.32886e-008,0.3699
2.33253e-008,0.3642
2.33620e-008,0.3568
2.33987e-008,0.3472
2.34353e-008,0.3376
2.34720e-008,0.3303
2.35087e-008,0.3268
2.35454e-008,0.3266
2.35820e-008,0.3282
2.36187e-008,0.3298
2.36554e-008,0.3299
2.36920e-008,0.3279
2.37287e-008,0.3246
2.37654e-008,0.3215
2.38021e-008,0.3200
2.38387e-008,0.3204
2.38754e-008,0.3219
2.39121e-008,0.3233
2.39488e-008,0.3237
2.39855e-008,0.3228
2.40221e-008,0.3215
2.40588e-008,0.3215
2.40955e-008,0.3233
2.41322e-008,0.3266
2.41688e-008,0.3298
2.42055e-008,0.3317
2.42422e-008,0.3321
2.42788e-008,0.3316
2.43155e-008,0.3309
2.43522e-008,0.3301
2.43889e-008,0.3292
2.44255e-008,0.3280
2.44622e-008,0.3268
2.44989e-008,0.3261
2.45356e-008,0.3260
2.45723e-008,0.3263
2.46089e-008,0.3270
2.46456e-008,0.3277
2.46823e-008,0.3281
2.47190e-008,0.3279
2.47556e-008,0.3272
2.47923e-008,0.3264
2.48290e-008,0.3259
2.48657e-008,0.3262
2.49023e-008,0.3273
2.49390e-008,0.3300
2.49757e-008,0.3372
2.50123e-008,0.3553
2.50490e-008,0.3946
2.50857e-008,0.4625
2.51224e-008,0.5577
2.51590e-008,0.6656
2.51957e-008,0.7654
2.52324e-008,0.8416
2.52691e-008,0.8898
2.53058e-008,0.9152
2.53424e-008,0.9286
2.53791e-008,0.9388
2.54158e-008,0.9498
2.54525e-008,0.9621
2.54891e-008,0.9742
2.55258e-008,0.9837
2.55625e-008,0.9891
2.55991e-008,0.9908
2.56358e-008,0.9906
2.56725e-008,0.9907
2.57092e-008,0.9921
2.57458e-008,0.9951
2.57825e-008,0.9987
2.58192e-008,1.0023
2.58559e-008,1.0056
2.58926e-008,1.0099
2.59292e-008,1.0163
2.59659e-008,1.0250
2.60026e-008,1.0342
2.60393e-008,1.0424
2.60759e-008,1.0494
2.61126e-008,1.0568
2.61493e-008,1.0660
2.61859e-008,1.0764
2.62226e-008,1.0859
2.62593e-008,1.0920
2.62960e-008,1.0940
2.63326e-008,1.0932
2.63693e-008,1.0916
2.64060e-008,1.0912
2.64427e-008,1.0927
2.64794e-008,1.0959
2.65160e-008,1.0997
2.65527e-008,1.1025
2.65894e-008,1.1034
2.66261e-008,1.1024
2.66627e-008,1.1004
2.66994e-008,1.0987
2.67361e-008,1.0984
2.67727e-008,1.0998
2.68094e-008,1.1024
2.68461e-008,1.1048
2.68828e-008,1.1033
2.69194e-008,1.0906
2.69561e-008,1.0555
2.69928e-008,0.9881
2.70295e-008,0.8901
2.70662e-008,0.7751
2.71028e-008,0.6629
2.71395e-008,0.5723
2.71762e-008,0.5128
2.72129e-008,0.4820
2.72495e-008,0.4702
2.72862e-008,0.4670
2.73229e-008,0.4636
2.73595e-008,0.4564
2.73962e-008,0.4464
2.74329e-008,0.4368
2.74696e-008,0.4304
2.75062e-008,0.4282
2.75429e-008,0.4289
2.75796e-008,0.4305
2.76163e-008,0.4306
2.76530e-008,0.4284
2.76896e-008,0.4245
2.77263e-008,0.4204
2.77630e-008,0.4185
2.77997e-008,0.4227
2.78363e-008,0.4414
2.78730e-008,0.4866
2.79097e-008,0.5650
2.79463e-008,0.6703
2.79830e-008,0.7795
2.80197e-008,0.8680
2.80564e-008,0.9213
2.80930e-008,0.9412
2.81297e-008,0.9415
2.81664e-008,0.9387
2.82031e-008,0.9420
2.82398e-008,0.9528
2.82764e-008,0.9677
2.83131e-008,0.9813
2.83498e-008,0.9889
2.83865e-008,0.9890
2.84231e-008,0.9842
2.84598e-008,0.9790
2.84965e-008,0.9770
2.85331e-008,0.9795
2.85698e-008,0.9853
2.86065e-008,0.9921
2.86432e-008,0.9976
2.86798e-008,1.0019
2.87165e-008,1.0080
2.87532e-008,1.0172
2.87899e-008,1.0237
2.88266e-008,1.0126
2.88632e-008,0.9670
2.88999e-008,0.8835
2.89366e-008,0.7758
2.89733e-008,0.6661
2.90099e-008,0.5751
2.90466e-008,0.5134
2.90833e-008,0.4788
2.91199e-008,0.4630
2.91566e-008,0.4573
2.91933e-008,0.4547
2.92300e-008,0.4510
2.92666e-008,0.4460
2.93033e-008,0.4416
2.93400e-008,0.4389
2.93767e-008,0.4377
2.94133e-008,0.4367
2.94500e-008,0.4350
2.94867e-008,0.4323
2.95234e-008,0.4293
2.95601e-008,0.4269
2.95967e-008,0.4257
2.96334e-008,0.4255
2.96701e-008,0.4266
2.97068e-008,0.4346
2.97434e-008,0.4623
2.97801e-008,0.5233
2.98168e-008,0.6192
2.98534e-008,0.7315
2.98901e-008,0.8328
2.99268e-008,0.9022
2.99635e-008,0.9352
3.00002e-008,0.9425
3.00368e-008,0.9410
3.00735e-008,0.9424
3.01102e-008,0.9505
3.01469e-008,0.9637
3.01835e-008,0.9777
3.02202e-008,0.9874
3.02569e-008,0.9901
3.02935e-008,0.9871
3.03302e-008,0.9824
3.03669e-008,0.9798
3.04036e-008,0.9811
3.04403e-008,0.9858
3.04769e-008,0.9916
3.05136e-008,0.9961
3.05503e-008,0.9993
3.05869e-008,1.0040
3.06236e-008,1.0128
3.06603e-008,1.0213
3.06970e-008,1.0154
3.07336e-008,0.9762
3.07703e-008,0.8969
3.08070e-008,0.7897
3.08437e-008,0.6776
3.08804e-008,0.5831
3.09170e-008,0.5185
3.09537e-008,0.4825
3.09904e-008,0.4659
3.10270e-008,0.4595
3.10637e-008,0.4561
3.11004e-008,0.4515
3.11371e-008,0.4455
3.11738e-008,0.4403
3.12104e-008,0.4376
3.12471e-008,0.4371
3.12838e-008,0.4371
3.13205e-008,0.4362
3.13571e-008,0.4336
3.13938e-008,0.4301
3.14305e-008,0.4270
3.14671e-008,0.4255
3.15038e-008,0.4250
3.15405e-008,0.4226
3.15772e-008,0.4154
3.16139e-008,0.4033
3.16505e-008,0.3897
3.16872e-008,0.3785
3.17239e-008,0.3710
3.17605e-008,0.3653
3.17972e-008,0.3581
3.18339e-008,0.3484
3.18706e-008,0.3384
3.19072e-008,0.3306
3.19439e-008,0.3268
3.19806e-008,0.3266
3.20173e-008,0.3283
3.20540e-008,0.3301
3.20906e-008,0.3303
3.21273e-008,0.3283
3.21640e-008,0.3248
3.22006e-008,0.3214
3.22373e-008,0.3196
3.22740e-008,0.3200
3.23107e-008,0.3218
3.23474e-008,0.3236
3.23840e-008,0.3242
3.24207e-008,0.3232
3.24574e-008,0.3216
3.24941e-008,0.3209
3.25307e-008,0.3224
3.25674e-008,0.3257
3.26041e-008,0.3293
3.26407e-008,0.3317
3.26774e-008,0.3323
3.27141e-008,0.3318
3.27508e-008,0.3310
3.27875e-008,0.3302
3.28241e-008,0.3292
3.28608e-008,0.3280
3.28975e-008,0.3269
3.29341e-008,0.3261
3.29708e-008,0.3259
3.30075e-008,0.3263
3.30442e-008,0.3269
3.30808e-008,0.3277
3.31175e-008,0.3281
3.31542e-008,0.3279
3.31909e-008,0.3272
3.32276e-008,0.3263
3.32642e-008,0.3258
3.33009e-008,0.3260
3.33376e-008,0.3270
3.33742e-008,0.3294
3.34109e-008,0.3353
3.34476e-008,0.3507
3.34843e-008,0.3853
3.35210e-008,0.4475
3.35576e-008,0.5384
3.35943e-008,0.6456
3.36310e-008,0.7484
3.36677e-008,0.8297
3.37043e-008,0.8829
3.37410e-008,0.9117
3.37777e-008,0.9264
3.38143e-008,0.9368
3.38510e-008,0.9475
3.38877e-008,0.9596
3.39244e-008,0.9720
3.39611e-008,0.9822
3.39977e-008,0.9884
3.40344e-008,0.9907
3.40711e-008,0.9907
3.41077e-008,0.9905
3.41444e-008,0.9917
3.41811e-008,0.9944
3.42178e-008,0.9980
3.42545e-008,1.0016
3.42911e-008,1.0049
3.43278e-008,1.0089
3.43645e-008,1.0149
3.44012e-008,1.0232
3.44378e-008,1.0325
3.44745e-008,1.0409
3.45112e-008,1.0481
3.45478e-008,1.0552
3.45845e-008,1.0640
3.46212e-008,1.0744
3.46579e-008,1.0843
3.46946e-008,1.0912
3.47312e-008,1.0939
3.47679e-008,1.0934
3.48046e-008,1.0918
3.48412e-008,1.0911
3.48779e-008,1.0922
3.49146e-008,1.0952
3.49513e-008,1.0990
3.49879e-008,1.1021
3.50246e-008,1.1034
3.50613e-008,1.1027
3.50980e-008,1.1007
3.51347e-008,1.0988
3.51713e-008,1.0979
3.52080e-008,1.0983
3.52447e-008,1.0992
3.52813e-008,1.0995
3.53180e-008,1.0982
3.53547e-008,1.0956
3.53914e-008,1.0925
3.54281e-008,1.0903
3.54647e-008,1.0894
3.55014e-008,1.0895
3.55381e-008,1.0902
3.55748e-008,1.0911
3.56114e-008,1.0920
3.56481e-008,1.0931
3.56848e-008,1.0940
3.57214e-008,1.0944
3.57581e-008,1.0942
3.57948e-008,1.0935
3.58315e-008,1.0928
3.58682e-008,1.0924
3.59048e-008,1.0924
3.59415e-008,1.0929
3.59782e-008,1.0937
3.60148e-008,1.0943
3.60515e-008,1.0945
3.60882e-008,1.0940
3.61249e-008,1.0933
3.61615e-008,1.0929
3.61982e-008,1.0937
3.62349e-008,1.0960
3.62716e-008,1.0964
3.63083e-008,1.0867
3.63449e-008,1.0535
3.63816e-008,0.9864
3.64183e-008,0.8873
3.64549e-008,0.7706
3.64916e-008,0.6570
3.65283e-008,0.5659
3.65650e-008,0.5066
3.66017e-008,0.4763
3.66383e-008,0.4656
3.66750e-008,0.4635
3.67117e-008,0.4612
3.67484e-008,0.4547
3.67850e-008,0.4451
3.68217e-008,0.4355
3.68584e-008,0.4289
3.68950e-008,0.4262
3.69317e-008,0.4264
3.69684e-008,0.4276
3.70051e-008,0.4279
3.70418e-008,0.4264
3.70784e-008,0.4235
3.71151e-008,0.4203
3.71518e-008,0.4168
3.71884e-008,0.4121
3.72251e-008,0.4053
3.72618e-008,0.3970
3.72985e-008,0.3885
3.73351e-008,0.3809
3.73718e-008,0.3738
3.74085e-008,0.3658
3.74452e-008,0.3557
3.74819e-008,0.3444
3.75185e-008,0.3341
3.75552e-008,0.3271
3.75919e-008,0.3244
3.76285e-008,0.3254
3.76652e-008,0.3280
3.77019e-008,0.3299
3.77386e-008,0.3296
3.77753e-008,0.3267
3.78119e-008,0.3225
3.78486e-008,0.3189
3.78853e-008,0.3173
3.79220e-008,0.3179
3.79586e-008,0.3201
3.79953e-008,0.3224
3.80320e-008,0.3240
3.80686e-008,0.3259
3.81053e-008,0.3330
3.81420e-008,0.3546
3.81787e-008,0.4024
3.82154e-008,0.4820
3.82520e-008,0.5872
3.82887e-008,0.6993
3.83254e-008,0.7962
3.83620e-008,0.8641
3.83987e-008,0.9024
3.84354e-008,0.9195
3.84721e-008,0.9278
3.85088e-008,0.9359
3.85454e-008,0.9470
3.85821e-008,0.9604
3.86188e-008,0.9737
3.86555e-008,0.9838
3.86921e-008,0.9892
3.87288e-008,0.9905
3.87655e-008,0.9898
3.88021e-008,0.9892
3.88388e-008,0.9901
3.88755e-008,0.9927
3.89122e-008,0.9965
3.89489e-008,1.0008
3.89855e-008,1.0055
3.90222e-008,1.0114
3.90589e-008,1.0192
3.90955e-008,1.0281
3.91322e-008,1.0366
3.91689e-008,1.0435
3.92056e-008,1.0499
3.92422e-008,1.0578
3.92789e-008,1.0681
3.93156e-008,1.0794
3.93523e-008,1.0888
3.93890e-008,1.0939
