.HEADER
..NAMES
Time,V U3.L7
7.9952e-009,0.3239
8.0318e-009,0.3246
8.0685e-009,0.3231
8.1052e-009,0.3203
8.1418e-009,0.3174
8.1785e-009,0.3156
8.2152e-009,0.3159
8.2519e-009,0.3198
8.2886e-009,0.3293
8.3252e-009,0.3486
8.3619e-009,0.3823
8.3986e-009,0.4345
8.4352e-009,0.5060
8.4719e-009,0.5925
8.5086e-009,0.6855
8.5453e-009,0.7738
8.5820e-009,0.8468
8.6186e-009,0.8977
8.6553e-009,0.9257
8.6920e-009,0.9356
8.7286e-009,0.9358
8.7653e-009,0.9355
8.8020e-009,0.9418
8.8387e-009,0.9571
8.8754e-009,0.9798
8.9120e-009,1.0054
8.9487e-009,1.0286
8.9854e-009,1.0452
9.0220e-009,1.0541
9.0587e-009,1.0569
9.0954e-009,1.0568
9.1321e-009,1.0574
9.1688e-009,1.0612
9.2054e-009,1.0686
9.2421e-009,1.0778
9.2788e-009,1.0861
9.3154e-009,1.0907
9.3521e-009,1.0906
9.3888e-009,1.0865
9.4255e-009,1.0808
9.4622e-009,1.0767
9.4988e-009,1.0763
9.5355e-009,1.0803
9.5722e-009,1.0874
9.6088e-009,1.0952
9.6455e-009,1.1012
9.6822e-009,1.1038
9.7189e-009,1.1028
9.7556e-009,1.0995
9.7922e-009,1.0958
9.8289e-009,1.0935
9.8656e-009,1.0938
9.9022e-009,1.0962
9.9389e-009,1.0998
9.9756e-009,1.1029
1.00123e-008,1.1044
1.00490e-008,1.1038
1.00856e-008,1.1013
1.01223e-008,1.0978
1.01590e-008,1.0942
1.01956e-008,1.0915
1.02323e-008,1.0901
1.02690e-008,1.0898
1.03057e-008,1.0902
1.03424e-008,1.0905
1.03790e-008,1.0905
1.04157e-008,1.0900
1.04524e-008,1.0893
1.04890e-008,1.0889
1.05257e-008,1.0889
1.05624e-008,1.0896
1.05991e-008,1.0905
1.06358e-008,1.0913
1.06724e-008,1.0915
1.07091e-008,1.0911
1.07458e-008,1.0901
1.07824e-008,1.0890
1.08191e-008,1.0882
1.08558e-008,1.0879
1.08925e-008,1.0883
1.09292e-008,1.0891
1.09658e-008,1.0899
1.10025e-008,1.0905
1.10392e-008,1.0910
1.10758e-008,1.0915
1.11125e-008,1.0917
1.11492e-008,1.0894
1.11859e-008,1.0801
1.12226e-008,1.0570
1.12592e-008,1.0141
1.12959e-008,0.9481
1.13326e-008,0.8608
1.13693e-008,0.7602
1.14059e-008,0.6589
1.14426e-008,0.5703
1.14793e-008,0.5047
1.15159e-008,0.4666
1.15526e-008,0.4536
1.15893e-008,0.4571
1.16260e-008,0.4658
1.16627e-008,0.4701
1.16993e-008,0.4639
1.17360e-008,0.4463
1.17727e-008,0.4212
1.18093e-008,0.3950
1.18460e-008,0.3734
1.18827e-008,0.3597
1.19194e-008,0.3544
1.19561e-008,0.3547
1.19927e-008,0.3572
1.20294e-008,0.3601
1.20661e-008,0.3657
1.21027e-008,0.3808
1.21394e-008,0.4144
1.21761e-008,0.4729
1.22128e-008,0.5565
1.22495e-008,0.6575
1.22861e-008,0.7618
1.23228e-008,0.8528
1.23595e-008,0.9176
1.23961e-008,0.9512
1.24328e-008,0.9572
1.24695e-008,0.9462
1.25062e-008,0.9321
1.25429e-008,0.9266
1.25795e-008,0.9356
1.26162e-008,0.9583
1.26529e-008,0.9884
1.26895e-008,1.0179
1.27262e-008,1.0395
1.27629e-008,1.0500
1.27996e-008,1.0510
1.28363e-008,1.0468
1.28729e-008,1.0429
1.29096e-008,1.0439
1.29463e-008,1.0520
1.29829e-008,1.0651
1.30196e-008,1.0775
1.30563e-008,1.0800
1.30930e-008,1.0629
1.31297e-008,1.0193
1.31663e-008,0.9479
1.32030e-008,0.8540
1.32397e-008,0.7489
1.32763e-008,0.6473
1.33130e-008,0.5625
1.33497e-008,0.5029
1.33864e-008,0.4706
1.34231e-008,0.4611
1.34597e-008,0.4650
1.34964e-008,0.4719
1.35331e-008,0.4739
1.35697e-008,0.4666
1.36064e-008,0.4501
1.36431e-008,0.4281
1.36798e-008,0.4058
1.37165e-008,0.3874
1.37531e-008,0.3750
1.37898e-008,0.3686
1.38265e-008,0.3661
1.38631e-008,0.3643
1.38998e-008,0.3605
1.39365e-008,0.3535
1.39732e-008,0.3441
1.40099e-008,0.3345
1.40465e-008,0.3277
1.40832e-008,0.3254
1.41199e-008,0.3278
1.41565e-008,0.3333
1.41932e-008,0.3391
1.42299e-008,0.3426
1.42666e-008,0.3421
1.43033e-008,0.3376
1.43399e-008,0.3306
1.43766e-008,0.3235
1.44133e-008,0.3183
1.44499e-008,0.3162
1.44866e-008,0.3169
1.45233e-008,0.3195
1.45600e-008,0.3223
1.45967e-008,0.3240
1.46333e-008,0.3239
1.46700e-008,0.3222
1.47067e-008,0.3197
1.47433e-008,0.3174
1.47800e-008,0.3166
1.48167e-008,0.3191
1.48534e-008,0.3275
1.48901e-008,0.3461
1.49267e-008,0.3797
1.49634e-008,0.4322
1.50001e-008,0.5041
1.50368e-008,0.5910
1.50734e-008,0.6843
1.51101e-008,0.7727
1.51468e-008,0.8458
1.51834e-008,0.8968
1.52201e-008,0.9251
1.52568e-008,0.9354
1.52935e-008,0.9359
1.53301e-008,0.9358
1.53668e-008,0.9420
1.54035e-008,0.9570
1.54402e-008,0.9794
1.54769e-008,1.0047
1.55135e-008,1.0277
1.55502e-008,1.0444
1.55869e-008,1.0537
1.56236e-008,1.0570
1.56602e-008,1.0574
1.56969e-008,1.0586
1.57336e-008,1.0631
1.57703e-008,1.0714
1.58069e-008,1.0808
1.58436e-008,1.0851
1.58803e-008,1.0758
1.59169e-008,1.0446
1.59536e-008,0.9870
1.59903e-008,0.9043
1.60270e-008,0.8039
1.60636e-008,0.6990
1.61003e-008,0.6041
1.61370e-008,0.5308
1.61737e-008,0.4847
1.62104e-008,0.4650
1.62470e-008,0.4642
1.62837e-008,0.4717
1.63204e-008,0.4772
1.63571e-008,0.4744
1.63937e-008,0.4611
1.64304e-008,0.4398
1.64671e-008,0.4157
1.65037e-008,0.3943
1.65404e-008,0.3790
1.65771e-008,0.3706
1.66138e-008,0.3676
1.66504e-008,0.3667
1.66871e-008,0.3649
1.67238e-008,0.3621
1.67605e-008,0.3624
1.67972e-008,0.3738
1.68338e-008,0.4058
1.68705e-008,0.4645
1.69072e-008,0.5491
1.69439e-008,0.6509
1.69805e-008,0.7555
1.70172e-008,0.8464
1.70539e-008,0.9113
1.70905e-008,0.9457
1.71272e-008,0.9534
1.71639e-008,0.9447
1.72006e-008,0.9327
1.72372e-008,0.9286
1.72739e-008,0.9377
1.73106e-008,0.9590
1.73473e-008,0.9873
1.73840e-008,1.0149
1.74206e-008,1.0355
1.74573e-008,1.0463
1.74940e-008,1.0484
1.75307e-008,1.0458
1.75673e-008,1.0433
1.76040e-008,1.0451
1.76407e-008,1.0533
1.76773e-008,1.0659
1.77140e-008,1.0771
1.77507e-008,1.0780
1.77874e-008,1.0586
1.78240e-008,1.0124
1.78607e-008,0.9381
1.78974e-008,0.8417
1.79341e-008,0.7350
1.79708e-008,0.6335
1.80074e-008,0.5504
1.80441e-008,0.4938
1.80808e-008,0.4652
1.81175e-008,0.4593
1.81541e-008,0.4657
1.81908e-008,0.4736
1.82275e-008,0.4751
1.82641e-008,0.4663
1.83008e-008,0.4479
1.83375e-008,0.4245
1.83742e-008,0.4016
1.84108e-008,0.3835
1.84475e-008,0.3723
1.84842e-008,0.3675
1.85209e-008,0.3664
1.85576e-008,0.3656
1.85942e-008,0.3639
1.86309e-008,0.3640
1.86676e-008,0.3728
1.87043e-008,0.3997
1.87409e-008,0.4522
1.87776e-008,0.5313
1.88143e-008,0.6304
1.88509e-008,0.7361
1.88876e-008,0.8318
1.89243e-008,0.9035
1.89610e-008,0.9447
1.89976e-008,0.9573
1.90343e-008,0.9503
1.90710e-008,0.9369
1.91077e-008,0.9293
1.91444e-008,0.9346
1.91810e-008,0.9534
1.92177e-008,0.9809
1.92544e-008,1.0099
1.92911e-008,1.0331
1.93277e-008,1.0466
1.93644e-008,1.0505
1.94011e-008,1.0482
1.94377e-008,1.0446
1.94744e-008,1.0445
1.95111e-008,1.0507
1.95478e-008,1.0623
1.95844e-008,1.0744
1.96211e-008,1.0780
1.96578e-008,1.0632
1.96945e-008,1.0220
1.97312e-008,0.9523
1.97678e-008,0.8587
1.98045e-008,0.7524
1.98412e-008,0.6487
1.98779e-008,0.5617
1.99145e-008,0.5006
1.99512e-008,0.4680
1.99879e-008,0.4593
2.00245e-008,0.4647
2.00612e-008,0.4730
2.00979e-008,0.4757
2.01346e-008,0.4684
2.01712e-008,0.4511
2.02079e-008,0.4280
2.02446e-008,0.4047
2.02813e-008,0.3858
2.03179e-008,0.3737
2.03546e-008,0.3681
2.03913e-008,0.3667
2.04280e-008,0.3661
2.04647e-008,0.3644
2.05013e-008,0.3637
2.05380e-008,0.3705
2.05747e-008,0.3940
2.06114e-008,0.4423
2.06480e-008,0.5175
2.06847e-008,0.6143
2.07214e-008,0.7200
2.07580e-008,0.8183
2.07947e-008,0.8943
2.08314e-008,0.9403
2.08681e-008,0.9569
2.09047e-008,0.9522
2.09414e-008,0.9390
2.09781e-008,0.9299
2.10148e-008,0.9331
2.10515e-008,0.9499
2.10881e-008,0.9764
2.11248e-008,1.0056
2.11615e-008,1.0300
2.11982e-008,1.0450
2.12348e-008,1.0503
2.12715e-008,1.0487
2.13082e-008,1.0450
2.13448e-008,1.0439
2.13815e-008,1.0483
2.14182e-008,1.0583
2.14549e-008,1.0713
2.14915e-008,1.0832
2.15282e-008,1.0906
2.15649e-008,1.0918
2.16016e-008,1.0878
2.16383e-008,1.0817
2.16749e-008,1.0771
2.17116e-008,1.0765
2.17483e-008,1.0806
2.17850e-008,1.0878
2.18216e-008,1.0956
2.18583e-008,1.1011
2.18950e-008,1.1029
2.19316e-008,1.1012
2.19683e-008,1.0976
2.20050e-008,1.0942
2.20417e-008,1.0928
2.20783e-008,1.0941
2.21150e-008,1.0972
2.21517e-008,1.1010
2.21884e-008,1.1039
2.22251e-008,1.1050
2.22617e-008,1.1043
2.22984e-008,1.1023
2.23351e-008,1.1000
2.23718e-008,1.0971
2.24084e-008,1.0913
2.24451e-008,1.0774
2.24818e-008,1.0483
2.25184e-008,0.9986
2.25551e-008,0.9262
2.25918e-008,0.8345
2.26285e-008,0.7331
2.26651e-008,0.6353
2.27018e-008,0.5537
2.27385e-008,0.4968
2.27752e-008,0.4668
2.28119e-008,0.4592
2.28485e-008,0.4640
2.28852e-008,0.4703
2.29219e-008,0.4700
2.29586e-008,0.4589
2.29952e-008,0.4382
2.30319e-008,0.4126
2.30686e-008,0.3885
2.31052e-008,0.3704
2.31419e-008,0.3600
2.31786e-008,0.3565
2.32153e-008,0.3569
2.32519e-008,0.3578
2.32886e-008,0.3589
2.33253e-008,0.3639
2.33620e-008,0.3804
2.33987e-008,0.4173
2.34353e-008,0.4802
2.34720e-008,0.5675
2.35087e-008,0.6701
2.35454e-008,0.7731
2.35820e-008,0.8605
2.36187e-008,0.9206
2.36554e-008,0.9499
2.36920e-008,0.9534
2.37287e-008,0.9423
2.37654e-008,0.9300
2.38021e-008,0.9273
2.38387e-008,0.9389
2.38754e-008,0.9628
2.39121e-008,0.9925
2.39488e-008,1.0202
2.39855e-008,1.0396
2.40221e-008,1.0484
2.40588e-008,1.0487
2.40955e-008,1.0451
2.41322e-008,1.0424
2.41688e-008,1.0447
2.42055e-008,1.0531
2.42422e-008,1.0657
2.42788e-008,1.0787
2.43155e-008,1.0881
2.43522e-008,1.0915
2.43889e-008,1.0890
2.44255e-008,1.0831
2.44622e-008,1.0775
2.44989e-008,1.0755
2.45356e-008,1.0783
2.45723e-008,1.0851
2.46089e-008,1.0935
2.46456e-008,1.1003
2.46823e-008,1.1035
2.47190e-008,1.1027
2.47556e-008,1.0991
2.47923e-008,1.0950
2.48290e-008,1.0925
2.48657e-008,1.0929
2.49023e-008,1.0959
2.49390e-008,1.1000
2.49757e-008,1.1037
2.50123e-008,1.1055
2.50490e-008,1.1051
2.50857e-008,1.1029
2.51224e-008,1.1002
2.51590e-008,1.0977
2.51957e-008,1.0948
2.52324e-008,1.0882
2.52691e-008,1.0716
2.53058e-008,1.0380
2.53424e-008,0.9824
2.53791e-008,0.9041
2.54158e-008,0.8084
2.54525e-008,0.7064
2.54891e-008,0.6117
2.55258e-008,0.5361
2.55625e-008,0.4865
2.55991e-008,0.4632
2.56358e-008,0.4598
2.56725e-008,0.4659
2.57092e-008,0.4709
2.57458e-008,0.4678
2.57825e-008,0.4539
2.58192e-008,0.4314
2.58559e-008,0.4059
2.58926e-008,0.3833
2.59292e-008,0.3672
2.59659e-008,0.3588
2.60026e-008,0.3566
2.60393e-008,0.3571
2.60759e-008,0.3579
2.61126e-008,0.3594
2.61493e-008,0.3667
2.61859e-008,0.3881
2.62226e-008,0.4318
2.62593e-008,0.5017
2.62960e-008,0.5942
2.63326e-008,0.6984
2.63693e-008,0.7986
2.64060e-008,0.8794
2.64427e-008,0.9312
2.64794e-008,0.9529
2.65160e-008,0.9514
2.65527e-008,0.9388
2.65894e-008,0.9283
2.66261e-008,0.9293
2.66627e-008,0.9445
2.66994e-008,0.9704
2.67361e-008,1.0003
2.67727e-008,1.0262
2.68094e-008,1.0428
2.68461e-008,1.0491
2.68828e-008,1.0480
2.69194e-008,1.0443
2.69561e-008,1.0429
2.69928e-008,1.0474
2.70295e-008,1.0580
2.70662e-008,1.0714
2.71028e-008,1.0807
2.71395e-008,1.0763
2.71762e-008,1.0496
2.72129e-008,0.9956
2.72495e-008,0.9154
2.72862e-008,0.8162
2.73229e-008,0.7110
2.73595e-008,0.6143
2.73962e-008,0.5378
2.74329e-008,0.4879
2.74696e-008,0.4644
2.75062e-008,0.4610
2.75429e-008,0.4673
2.75796e-008,0.4735
2.76163e-008,0.4727
2.76530e-008,0.4621
2.76896e-008,0.4431
2.77263e-008,0.4202
2.77630e-008,0.3985
2.77997e-008,0.3818
2.78363e-008,0.3715
2.78730e-008,0.3669
2.79097e-008,0.3653
2.79463e-008,0.3640
2.79830e-008,0.3624
2.80197e-008,0.3643
2.80564e-008,0.3773
2.80930e-008,0.4105
2.81297e-008,0.4699
2.81664e-008,0.5548
2.82031e-008,0.6567
2.82398e-008,0.7613
2.82764e-008,0.8521
2.83131e-008,0.9167
2.83498e-008,0.9506
2.83865e-008,0.9574
2.84231e-008,0.9476
2.84598e-008,0.9344
2.84965e-008,0.9293
2.85331e-008,0.9378
2.85698e-008,0.9591
2.86065e-008,0.9878
2.86432e-008,1.0161
2.86798e-008,1.0374
2.87165e-008,1.0486
2.87532e-008,1.0507
2.87899e-008,1.0476
2.88266e-008,1.0443
2.88632e-008,1.0454
2.88999e-008,1.0530
2.89366e-008,1.0653
2.89733e-008,1.0762
2.90099e-008,1.0764
2.90466e-008,1.0559
2.90833e-008,1.0078
2.91199e-008,0.9317
2.91566e-008,0.8337
2.91933e-008,0.7265
2.92300e-008,0.6256
2.92666e-008,0.5443
2.93033e-008,0.4902
2.93400e-008,0.4641
2.93767e-008,0.4599
2.94133e-008,0.4670
2.94500e-008,0.4746
2.94867e-008,0.4750
2.95234e-008,0.4649
2.95601e-008,0.4456
2.95967e-008,0.4219
2.96334e-008,0.3994
2.96701e-008,0.3822
2.97068e-008,0.3719
2.97434e-008,0.3677
2.97801e-008,0.3668
2.98168e-008,0.3659
2.98534e-008,0.3640
2.98901e-008,0.3643
2.99268e-008,0.3741
2.99635e-008,0.4030
3.00002e-008,0.4579
3.00368e-008,0.5391
3.00735e-008,0.6394
3.01102e-008,0.7449
3.01469e-008,0.8390
3.01835e-008,0.9082
3.02202e-008,0.9466
3.02569e-008,0.9571
3.02935e-008,0.9492
3.03302e-008,0.9359
3.03669e-008,0.9294
3.04036e-008,0.9360
3.04403e-008,0.9557
3.04769e-008,0.9836
3.05136e-008,1.0122
3.05503e-008,1.0345
3.05869e-008,1.0470
3.06236e-008,1.0503
3.06603e-008,1.0478
3.06970e-008,1.0443
3.07336e-008,1.0444
3.07703e-008,1.0503
3.08070e-008,1.0613
3.08437e-008,1.0744
3.08804e-008,1.0855
3.09170e-008,1.0914
3.09537e-008,1.0912
3.09904e-008,1.0864
3.10270e-008,1.0803
3.10637e-008,1.0765
3.11004e-008,1.0771
3.11371e-008,1.0821
3.11738e-008,1.0898
3.12104e-008,1.0972
3.12471e-008,1.1018
3.12838e-008,1.1027
3.13205e-008,1.1004
3.13571e-008,1.0966
3.13938e-008,1.0936
3.14305e-008,1.0929
3.14671e-008,1.0947
3.15038e-008,1.0982
3.15405e-008,1.1018
3.15772e-008,1.1042
3.16139e-008,1.1047
3.16505e-008,1.1031
3.16872e-008,1.1001
3.17239e-008,1.0966
3.17605e-008,1.0934
3.17972e-008,1.0912
3.18339e-008,1.0900
3.18706e-008,1.0896
3.19072e-008,1.0896
3.19439e-008,1.0896
3.19806e-008,1.0893
3.20173e-008,1.0891
3.20540e-008,1.0890
3.20906e-008,1.0894
3.21273e-008,1.0902
3.21640e-008,1.0913
3.22006e-008,1.0922
3.22373e-008,1.0924
3.22740e-008,1.0919
3.23107e-008,1.0907
3.23474e-008,1.0893
3.23840e-008,1.0883
3.24207e-008,1.0880
3.24574e-008,1.0884
3.24941e-008,1.0894
3.25307e-008,1.0904
3.25674e-008,1.0909
3.26041e-008,1.0907
3.26407e-008,1.0901
3.26774e-008,1.0892
3.27141e-008,1.0886
3.27508e-008,1.0885
3.27875e-008,1.0888
3.28241e-008,1.0895
3.28608e-008,1.0902
3.28975e-008,1.0905
3.29341e-008,1.0904
3.29708e-008,1.0899
3.30075e-008,1.0891
3.30442e-008,1.0885
3.30808e-008,1.0882
3.31175e-008,1.0884
3.31542e-008,1.0889
3.31909e-008,1.0895
3.32276e-008,1.0900
3.32642e-008,1.0902
3.33009e-008,1.0900
3.33376e-008,1.0896
3.33742e-008,1.0890
3.34109e-008,1.0887
3.34476e-008,1.0886
3.34843e-008,1.0890
3.35210e-008,1.0898
3.35576e-008,1.0909
3.35943e-008,1.0922
3.36310e-008,1.0927
3.36677e-008,1.0897
3.37043e-008,1.0781
3.37410e-008,1.0513
3.37777e-008,1.0040
3.38143e-008,0.9337
3.38510e-008,0.8435
3.38877e-008,0.7422
3.39244e-008,0.6428
3.39611e-008,0.5580
3.39977e-008,0.4971
3.40344e-008,0.4636
3.40711e-008,0.4538
3.41077e-008,0.4585
3.41444e-008,0.4668
3.41811e-008,0.4695
3.42178e-008,0.4615
3.42545e-008,0.4426
3.42911e-008,0.4173
3.43278e-008,0.3918
3.43645e-008,0.3713
3.44012e-008,0.3588
3.44378e-008,0.3542
3.44745e-008,0.3546
3.45112e-008,0.3559
3.45478e-008,0.3548
3.45845e-008,0.3498
3.46212e-008,0.3418
3.46579e-008,0.3334
3.46946e-008,0.3277
3.47312e-008,0.3266
3.47679e-008,0.3300
3.48046e-008,0.3361
3.48412e-008,0.3417
3.48779e-008,0.3440
3.49146e-008,0.3417
3.49513e-008,0.3353
3.49879e-008,0.3270
3.50246e-008,0.3196
3.50613e-008,0.3153
3.50980e-008,0.3149
3.51347e-008,0.3177
3.51713e-008,0.3218
3.52080e-008,0.3251
3.52447e-008,0.3262
3.52813e-008,0.3248
3.53180e-008,0.3216
3.53547e-008,0.3181
3.53914e-008,0.3158
3.54281e-008,0.3163
3.54647e-008,0.3210
3.55014e-008,0.3330
3.55381e-008,0.3563
3.55748e-008,0.3957
3.56114e-008,0.4543
3.56481e-008,0.5314
3.56848e-008,0.6213
3.57214e-008,0.7144
3.57581e-008,0.7994
3.57948e-008,0.8663
3.58315e-008,0.9103
3.58682e-008,0.9321
3.59048e-008,0.9379
3.59415e-008,0.9365
3.59782e-008,0.9371
3.60148e-008,0.9455
3.60515e-008,0.9630
3.60882e-008,0.9871
3.61249e-008,1.0128
3.61615e-008,1.0348
3.61982e-008,1.0496
3.62349e-008,1.0567
3.62716e-008,1.0584
3.63083e-008,1.0581
3.63449e-008,1.0594
3.63816e-008,1.0648
3.64183e-008,1.0739
3.64549e-008,1.0826
3.64916e-008,1.0840
3.65283e-008,1.0687
3.65650e-008,1.0293
3.66017e-008,0.9629
3.66383e-008,0.8730
3.66750e-008,0.7692
3.67117e-008,0.6659
3.67484e-008,0.5770
3.67850e-008,0.5125
3.68217e-008,0.4757
3.68584e-008,0.4635
3.68950e-008,0.4668
3.69317e-008,0.4745
3.69684e-008,0.4776
3.70051e-008,0.4711
3.70418e-008,0.4546
3.70784e-008,0.4316
3.71151e-008,0.4080
3.71518e-008,0.3885
3.71884e-008,0.3757
3.72251e-008,0.3694
3.72618e-008,0.3675
3.72985e-008,0.3665
3.73351e-008,0.3641
3.73718e-008,0.3615
3.74085e-008,0.3643
3.74452e-008,0.3815
3.74819e-008,0.4219
3.75185e-008,0.4897
3.75552e-008,0.5813
3.75919e-008,0.6858
3.76285e-008,0.7876
3.76652e-008,0.8709
3.77019e-008,0.9258
3.77386e-008,0.9506
3.77753e-008,0.9517
3.78119e-008,0.9405
3.78486e-008,0.9302
3.78853e-008,0.9302
3.79220e-008,0.9437
3.79586e-008,0.9680
3.79953e-008,0.9967
3.80320e-008,1.0226
3.80686e-008,1.0400
3.81053e-008,1.0477
3.81420e-008,1.0478
3.81787e-008,1.0448
3.82154e-008,1.0434
3.82520e-008,1.0472
3.82887e-008,1.0572
3.83254e-008,1.0701
3.83620e-008,1.0790
3.83987e-008,1.0742
3.84354e-008,1.0466
3.84721e-008,0.9909
3.85088e-008,0.9085
3.85454e-008,0.8072
3.85821e-008,0.7006
3.86188e-008,0.6038
3.86555e-008,0.5287
3.86921e-008,0.4815
3.87288e-008,0.4612
3.87655e-008,0.4605
3.88021e-008,0.4686
3.88388e-008,0.4751
3.88755e-008,0.4734
3.89122e-008,0.4612
3.89489e-008,0.4406
3.89855e-008,0.4167
3.90222e-008,0.3950
3.90589e-008,0.3790
3.90955e-008,0.3701
3.91322e-008,0.3669
3.91689e-008,0.3662
3.92056e-008,0.3645
3.92422e-008,0.3593
3.92789e-008,0.3506
3.93156e-008,0.3400
3.93523e-008,0.3306
3.93890e-008,0.3253
