"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Associated Clk/Strobe Net Name","Associated Clk/Strobe Driver Comp Ref Des & Pin Name","Associated Clk/Strobe Receiver Comp Ref Des & Pin Name","Clk/Strobe Crossing Threshold Time, [ns]","Setup Time (From Sim), tDS, [ps]","Min Setup Time, tDS(min) = tDS - Initial Delay Delta, [ps]","Base Setup Time, tDS(base), [ps]","Setup Derate Time Delta, d(tDS), [ps]","Required Setup Time, tDS(req) = tDS(base) + d(tDS), [ps]","Setup Time Margin, tDS(margin) = tDS(min) - tDS(req), [ps]","Hold Time (From Sim), tDH, [ps]","Min Hold Time, tDH(min) = tDH - Initial Delay Delta, [ps]","Base Hold Time, tDH(base), [ps]","Hold Derate Time Delta, d(tDH), [ps]","Required Hold Time, tDH(req) = tDH(base) + d(tDH), [ps]","Hold Time Margin, tDH(margin) = tDH(min) - tDH(req), [ps]","Stimulus Offset, [ns]","% of Cycles With Failures","Comments"
"DRAM_D10","Fail","Write rank(1,1)","U1.AA6","U2.B8","DRAM_DQS1_P","U1.AD6&AE6","U2.C7&B7"," 2.867","N/A","N/A","N/A","N/A","N/A","N/A"," 137.3","  62.3","  55.0","  20.4","  75.4"," -13.1","-0.235","    30"
"DRAM_D12","Fail","Write rank(1,1)","U1.AB5","U2.C2","DRAM_DQS1_P","U1.AD6&AE6","U2.C7&B7","16.937","N/A","N/A","N/A","N/A","N/A","N/A"," 148.7","  73.7","  55.0","  19.0","  74.0","  -0.3","-0.235","     1"
"DRAM_D14","Fail","Write rank(1,1)","U1.AB6","U2.A2","DRAM_DQS1_P","U1.AD6&AE6","U2.C7&B7"," 1.929","N/A","N/A","N/A","N/A","N/A","N/A"," 138.2","  63.2","  55.0","  19.8","  74.8"," -11.7","-0.235","    31"
"DRAM_D15","Fail","Write rank(1,1)","U1.AC7","U2.A7","DRAM_DQS1_P","U1.AD6&AE6","U2.C7&B7"," 1.458","N/A","N/A","N/A","N/A","N/A","N/A"," 147.3","  72.3","  55.0","  18.9","  73.9","  -1.5","-0.235","    17"
"DRAM_D24","Fail","Write rank(1,1)","U1.AE9","U3.D7","DRAM_DQS3_P","U1.AC10&AB10","U3.C7&B7"," 2.813"," 147.6","  72.6","  53.0","  20.2","  73.2","  -0.6"," 211.2"," 136.2","  55.0","  17.4","  72.4","  63.8","-0.235","    31"
"DRAM_D54","Fail","Write rank(1,1)","U1.AD25","U5.F7","DRAM_DQS6_P","U1.AD23&AE23","U5.F3&G3"," 6.634"," 147.5","  72.5","  53.0","  19.6","  72.6","  -0.1","N/A","N/A","N/A","N/A","N/A","N/A","-0.235","     7"
"DRAM_DQM3","Fail","Write rank(1,1)","U1.AE10","U3.D3","DRAM_DQS3_P","U1.AC10&AB10","U3.C7&B7","12.193"," 148.1","  73.1","  53.0","  21.4","  74.4","  -1.3","N/A","N/A","N/A","N/A","N/A","N/A","-0.235","     8"
