"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Rise Rail Overshoot, [mV]","Rise Rail Overshoot Limit, [mV]","Rise Rail Overshoot Margin, [mV]","Rise Rail Overshoot, [Pass/Fail]","Rise Rail Overshoot Trace Point, [ns]","Fall Rail Undershoot, [mV]","Fall Rail Undershoot Limit, [mV]","Fall Rail Undershoot Margin, [mV]","Fall Rail Undershoot, [Pass/Fail]","Fall Rail Undershoot Trace Point, [ns]","Rise Rail Overshoot Area, [V*ns]","Rise Rail Overshoot Area Limit, [V*ns]","Rise Rail Overshoot Area Margin, [V*ns]","Rise Rail Overshoot Area, [Pass/Fail]","Rise Rail Overshoot Area Trace Point, [ns]","Fall Rail Undershoot Area, [V*ns]","Fall Rail Undershoot Area Limit, [V*ns]","Fall Rail Undershoot Area Margin, [V*ns]","Fall Rail Undershoot Area, [Pass/Fail]","Fall Rail Undershoot Area Trace Point, [ns]","Monotonic, [Pass/Fail]","Monotonic Trace Point, [ns]","VIH/L(AC) Min Limit, [Pass/Fail]","VIH/L(AC) Min Limit, Trace Point, [ns]","VIH/L(DC) Monotonicity, [Pass/Fail]","VIH/L(DC) Monotonicity Trace Point, [ns]","Vref Threshold Multi Cross, [Pass/Fail]","Max Slew Time, [ps]","Max Slew Time, [Pass/Fail]","VIX Limit Low, mV","VIX Limit Hi, mV","VIX Margin, mV","VIX, [Pass/Fail]","VIX Trace Point, [ns]","VID(AC) Limit, mV","VID(AC) Margin, mV","VID(AC), [Pass/Fail]","VID(AC) Trace Point, [ns]","VID(DC) Limit, mV","VID(DC), [Pass/Fail]","VID(DC) Trace Point, [ns]","VSEH/VSEL Limit Low, mV","VSEH/VSEL Limit Hi, mV","VSEH/VSEL Margin, mV","VSEH/VSEL, [Pass/Fail]","VSEH/VSEL Trace Point, [ns]","TVAC/TDVAC Min Time Over AC, ps","TVAC/TDVAC Time Limit, ps","TVAC/TDVAC Margin, ps","TVAC/TDVAC, [Pass/Fail]","TVAC/TDVAC Trace Point, [ns]"
"DRAM_D10","Pass","Write rank(1,1)","U1.AA6","U2.B8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 100.3","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   347","    73","   274","Pass","17.831"
"DRAM_D11","Pass","Write rank(1,1)","U1.AE7","U2.C8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 104.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass"," 8.477"
"DRAM_D12","Pass","Write rank(1,1)","U1.AB5","U2.C2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 104.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","34.262"
"DRAM_D13","Pass","Write rank(1,1)","U1.AC5","U2.A3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 104.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","21.598"
"DRAM_D14","Pass","Write rank(1,1)","U1.AB6","U2.A2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 104.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","58.169"
"DRAM_D15","Pass","Write rank(1,1)","U1.AC7","U2.A7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 104.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","11.275"
"DRAM_D16","Pass","Write rank(1,1)","U1.AB7","U3.E3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","13.146"
"DRAM_D17","Pass","Write rank(1,1)","U1.AA8","U3.F7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 104.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","36.129"
"DRAM_D18","Pass","Write rank(1,1)","U1.AB9","U3.H3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 104.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","19.716"
"DRAM_D19","Pass","Write rank(1,1)","U1.Y9","U3.H8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   336","    73","   263","Pass"," 7.983"
"DRAM_D2","Pass","Write rank(1,1)","U1.AC4","U2.H7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","59.622"
"DRAM_D20","Pass","Write rank(1,1)","U1.Y7","U3.G2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","45.031"
"DRAM_D21","Pass","Write rank(1,1)","U1.Y8","U3.F8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","16.890"
"DRAM_D22","Pass","Write rank(1,1)","U1.AC8","U3.F2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","13.615"
"DRAM_D23","Pass","Write rank(1,1)","U1.AA9","U3.H7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 104.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","57.230"
"DRAM_D24","Pass","Write rank(1,1)","U1.AE9","U3.D7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","28.636"
"DRAM_D25","Pass","Write rank(1,1)","U1.Y10","U3.A2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","46.412"
"DRAM_D26","Pass","Write rank(1,1)","U1.AE11","U3.B8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","48.792"
"DRAM_D27","Pass","Write rank(1,1)","U1.AB11","U3.C2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 111.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","24.377"
"DRAM_D28","Pass","Write rank(1,1)","U1.AC9","U3.C3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","26.275"
"DRAM_D29","Pass","Write rank(1,1)","U1.AD9","U3.A7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   347","    73","   274","Pass","41.750"
"DRAM_D3","Pass","Write rank(1,1)","U1.AA5","U2.F8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 111.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","20.680"
"DRAM_D30","Pass","Write rank(1,1)","U1.AD11","U3.C8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","34.247"
"DRAM_D31","Pass","Write rank(1,1)","U1.AC11","U3.A3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","20.167"
"DRAM_D32","Pass","Write rank(1,1)","U1.AA17","U4.E3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 104.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   336","    73","   263","Pass","36.569"
"DRAM_D33","Pass","Write rank(1,1)","U1.AA18","U4.H3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   332","    73","   259","Pass","20.626"
"DRAM_D34","Pass","Write rank(1,1)","U1.AC18","U4.F7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 104.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   336","    73","   263","Pass","46.898"
"DRAM_D35","Pass","Write rank(1,1)","U1.AE19","U4.H7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 104.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","48.788"
"DRAM_D36","Pass","Write rank(1,1)","U1.Y17","U4.G2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   336","    73","   263","Pass","19.212"
"DRAM_D37","Pass","Write rank(1,1)","U1.Y18","U4.F2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 104.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   336","    73","   263","Pass","52.042"
"DRAM_D38","Pass","Write rank(1,1)","U1.AB19","U4.F8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   336","    73","   263","Pass","13.115"
"DRAM_D39","Pass","Write rank(1,1)","U1.AC19","U4.H8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   336","    73","   263","Pass","26.254"
"DRAM_D4","Pass","Write rank(1,1)","U1.AC1","U2.F2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 115.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   336","    73","   263","Pass","21.168"
"DRAM_D40","Pass","Write rank(1,1)","U1.Y19","U4.D7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","16.418"
"DRAM_D41","Pass","Write rank(1,1)","U1.AB20","U4.C2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","15.008"
"DRAM_D42","Pass","Write rank(1,1)","U1.AB21","U4.A7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","59.560"
"DRAM_D43","Pass","Write rank(1,1)","U1.AD21","U4.C8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","22.989"
"DRAM_D44","Pass","Write rank(1,1)","U1.Y20","U4.A2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   347","    73","   274","Pass","29.537"
"DRAM_D45","Pass","Write rank(1,1)","U1.AA20","U4.A3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","28.605"
"DRAM_D46","Pass","Write rank(1,1)","U1.AE21","U4.B8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","26.750"
"DRAM_D47","Pass","Write rank(1,1)","U1.AC21","U4.C3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","35.182"
"DRAM_D48","Pass","Write rank(1,1)","U1.AC22","U5.E3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 111.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","47.438"
"DRAM_D49","Pass","Write rank(1,1)","U1.AE22","U5.G2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 115.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   336","    73","   263","Pass","36.660"
"DRAM_D5","Pass","Write rank(1,1)","U1.AD1","U2.G2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 115.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   336","    73","   263","Pass","38.523"
"DRAM_D50","Pass","Write rank(1,1)","U1.AE24","U5.H7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 111.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","44.176"
"DRAM_D51","Pass","Write rank(1,1)","U1.AC24","U5.F8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 119.6","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   336","    73","   263","Pass","15.555"
"DRAM_D52","Pass","Write rank(1,1)","U1.AB22","U5.F2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 115.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","33.828"
"DRAM_D53","Pass","Write rank(1,1)","U1.AC23","U5.H3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","16.024"
"DRAM_D54","Pass","Write rank(1,1)","U1.AD25","U5.F7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 111.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","14.631"
